Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
think,1,60,"[11, 55, 67, 128, 176, 180, 184, 194, 215, 253, 269, 345, 355, 385, 411, 428, 507, 561, 612, 681, 712, 768, 784, 804, 835, 872, 882]","[60, 88, 127, 129, 145, 222, 274, 304, 358, 465, 694, 282]",SMPU.tsv,S0588,S0589
rather,1,64,"[11, 837]",[64],SMPU.tsv,S0588,S0589
think that,2,282,"[11, 253]",[282],SMPU.tsv,S0588,S0589
that's why,2,13,"[13, 67]",[12],SMPU.tsv,S0588,S0589
get to,2,13,"[13, 146, 311, 321, 849]","[12, 16, 425, 538, 621, 846, 133]",SMPU.tsv,S0588,S0589
that's,1,30,"[13, 67, 128, 184, 196, 213, 243, 245, 247, 253, 265, 269, 271, 281, 283, 291, 381, 403, 405, 482, 496, 499, 503, 507, 511, 574, 590, 598, 618, 622, 625, 653, 671, 693, 730, 732, 742, 750, 752, 784, 837, 845, 868]","[30, 80, 145, 189, 234, 248, 274, 294, 439, 447, 487, 491, 522, 524, 538, 540, 597, 601, 623, 660, 672, 682, 696, 715, 751, 767, 811, 818]",SMPU.tsv,S0588,S0589
yes,1,39,"[13, 15, 29, 36, 136, 144, 207, 269, 367, 456, 559, 663, 754, 882]","[39, 44, 320, 423, 469, 637, 658, 688, 711, 769]",SMPU.tsv,S0588,S0589
i've,1,70,"[13, 38, 43, 67, 476, 710, 712, 784, 849, 858, 868]","[70, 510, 684, 852, 867, 84, 133]",SMPU.tsv,S0588,S0589
i've get,2,84,"[13, 67, 784, 849]","[84, 133]",SMPU.tsv,S0588,S0589
i've get to,3,133,"[13, 849]",[133],SMPU.tsv,S0588,S0589
to do,2,435,"[13, 321, 691, 845]",[435],SMPU.tsv,S0588,S0589
awkward,1,21,[21],[10],SMPU.tsv,S0588,S0589
we could,2,147,"[21, 33, 36, 184, 213, 533, 564, 578, 596, 776]","[147, 514, 542, 550, 587]",SMPU.tsv,S0588,S0589
a bite,2,173,"[21, 184, 271]","[173, 408]",SMPU.tsv,S0588,S0589
could,1,238,"[21, 33, 36, 75, 93, 184, 194, 213, 303, 305, 321, 351, 399, 416, 513, 533, 564, 578, 596, 681, 762, 776, 778]","[238, 268, 447, 538, 641, 680, 514, 542, 550, 587]",SMPU.tsv,S0588,S0589
something,1,238,"[21, 194, 790, 882]",[238],SMPU.tsv,S0588,S0589
meet,1,376,"[21, 36]",[376],SMPU.tsv,S0588,S0589
we've get,2,23,"[23, 269, 596]","[16, 26, 310, 425, 621, 662, 846]",SMPU.tsv,S0588,S0589
this weekend,2,23,[23],[22],SMPU.tsv,S0588,S0589
weekend,1,445,[23],"[445, 447]",SMPU.tsv,S0588,S0589
on saturday,2,46,[25],[46],SMPU.tsv,S0588,S0589
party,1,542,"[25, 59]",[542],SMPU.tsv,S0588,S0589
sunday,1,27,"[27, 29, 77]",[26],SMPU.tsv,S0588,S0589
mum,1,46,"[27, 31, 33, 414, 561, 691]","[46, 70, 552, 591]",SMPU.tsv,S0588,S0589
your mum,2,60,"[27, 31, 33, 414, 561, 691]",[60],SMPU.tsv,S0588,S0589
what's,1,260,"[27, 67, 199, 371, 381, 405, 551, 663, 677]","[260, 272, 292, 461, 668, 719, 881, 797]",SMPU.tsv,S0588,S0589
what's happen,2,797,[27],[797],SMPU.tsv,S0588,S0589
well,1,29,"[29, 36, 59, 83, 93, 95, 103, 107, 113, 148, 166, 192, 201, 223, 231, 243, 257, 271, 309, 311, 319, 327, 339, 363, 371, 409, 422, 428, 448, 466, 490, 505, 527, 545, 551, 592, 638, 644, 653, 706, 712, 718, 784, 796, 802, 808, 837, 849]","[22, 56, 72, 96, 100, 121, 163, 195, 254, 278, 358, 366, 380, 406, 408, 415, 465, 479, 481, 508, 552, 761, 789, 828, 869, 362]",SMPU.tsv,S0588,S0589
there's,1,80,"[29, 166, 174, 180, 265, 343, 482, 549, 703, 732, 736, 740, 752, 808, 829, 837]","[80, 100, 362, 536, 544, 626, 643, 662, 668, 676, 678]",SMPU.tsv,S0588,S0589
be there,2,179,"[29, 31, 375, 537]",[179],SMPU.tsv,S0588,S0589
well there's,2,362,"[29, 166]",[362],SMPU.tsv,S0588,S0589
actually,1,380,"[29, 59, 194, 373, 480, 724]","[380, 567, 680]",SMPU.tsv,S0588,S0589
happen,1,797,"[29, 67]",[797],SMPU.tsv,S0588,S0589
off on monday i,4,31,[31],[28],SMPU.tsv,S0588,S0589
she'd,1,35,[34],[35],SMPU.tsv,S0588,S0589
go to,2,36,"[36, 38, 699, 784]","[7, 415, 417, 824, 850]",SMPU.tsv,S0588,S0589
to have,2,36,"[36, 194, 275]",[16],SMPU.tsv,S0588,S0589
i'm,1,36,"[36, 51, 69, 132, 194, 209, 253, 345, 681, 790, 829, 862]","[28, 30, 145, 173, 175, 222, 374, 398, 445, 449, 451, 471, 552, 773, 820, 844, 346, 850]",SMPU.tsv,S0588,S0589
go,1,46,"[36, 38, 273, 289, 305, 311, 323, 343, 355, 411, 442, 448, 482, 644, 646, 655, 677, 699, 710, 712, 720, 784, 786, 851, 853]","[46, 336, 421, 483, 532, 593, 597, 639, 682, 700, 753, 811, 840, 846, 346, 415, 417, 824, 850]",SMPU.tsv,S0588,S0589
but i'll,2,50,[36],[50],SMPU.tsv,S0588,S0589
i don't,2,70,"[36, 99, 128, 154, 285, 301, 363, 371, 555, 582]","[70, 173, 296, 300, 310, 585, 678, 869]",SMPU.tsv,S0588,S0589
time,1,100,"[36, 49, 424, 841]","[100, 145, 153, 159, 773]",SMPU.tsv,S0588,S0589
sure i'm,2,173,[36],[173],SMPU.tsv,S0588,S0589
i'm go,2,346,[36],[346],SMPU.tsv,S0588,S0589
i'll,1,354,"[36, 255, 367, 448, 535, 710, 829]","[354, 479]",SMPU.tsv,S0588,S0589
well i,2,358,"[36, 363, 428]","[358, 869]",SMPU.tsv,S0588,S0589
today,1,376,[36],"[376, 457]",SMPU.tsv,S0588,S0589
sure,1,439,[36],[439],SMPU.tsv,S0588,S0589
maybe,1,495,"[36, 107, 213, 486, 776]","[495, 680]",SMPU.tsv,S0588,S0589
money,1,516,"[36, 776]",[516],SMPU.tsv,S0588,S0589
i don't know,3,585,"[36, 99, 154, 363, 555]","[585, 678, 869]",SMPU.tsv,S0588,S0589
do a,2,678,"[36, 38, 505, 681]",[678],SMPU.tsv,S0588,S0589
to make,2,707,[36],[707],SMPU.tsv,S0588,S0589
pay,1,832,"[36, 146, 580, 582]",[832],SMPU.tsv,S0588,S0589
thursday,1,848,[36],[848],SMPU.tsv,S0588,S0589
i'm go to,3,850,[36],[850],SMPU.tsv,S0588,S0589
well i don't know,4,869,"[36, 363]",[869],SMPU.tsv,S0588,S0589
probably,1,50,"[38, 614, 638]","[50, 60, 121, 408, 425, 550, 641, 676, 803]",SMPU.tsv,S0588,S0589
two,1,80,"[38, 41, 359, 361, 497, 798, 864, 884]","[80, 102, 378, 801]",SMPU.tsv,S0588,S0589
three,1,102,"[38, 41, 800, 815, 817, 829, 845, 872, 884]","[102, 875]",SMPU.tsv,S0588,S0589
i do,2,106,"[38, 79]","[106, 400, 828]",SMPU.tsv,S0588,S0589
to be,2,298,"[38, 699, 701, 782, 845, 878]","[298, 340]",SMPU.tsv,S0588,S0589
hundred,1,481,"[38, 41, 476, 482, 576, 726, 798, 804, 829, 837]","[481, 803]",SMPU.tsv,S0588,S0589
and i,2,542,[38],[542],SMPU.tsv,S0588,S0589
yeah,1,41,"[41, 63, 97, 113, 124, 130, 182, 190, 209, 215, 219, 221, 227, 229, 235, 249, 277, 279, 281, 307, 337, 341, 343, 347, 353, 397, 422, 428, 482, 490, 527, 539, 568, 584, 602, 610, 651, 669, 681, 730, 762, 766, 784, 831, 851, 870]","[32, 74, 106, 210, 290, 330, 344, 356, 400, 421, 443, 485, 495, 502, 514, 581, 613, 634, 711, 717, 721, 767, 795, 797, 826, 828]",SMPU.tsv,S0588,S0589
a lot,2,43,"[43, 631, 884]","[35, 280, 550, 567, 702, 828]",SMPU.tsv,S0588,S0589
quite,1,183,"[43, 85, 209, 213, 247, 269, 490, 667, 712]","[183, 248, 326, 692, 739, 769, 491]",SMPU.tsv,S0588,S0589
little,1,214,"[43, 136, 184, 213, 215, 752, 784, 817, 853]","[214, 310, 413, 485, 536, 643, 668, 830]",SMPU.tsv,S0588,S0589
quite a,2,491,"[43, 213, 269]",[491],SMPU.tsv,S0588,S0589
move,1,72,"[47, 325, 373]","[72, 425]",SMPU.tsv,S0588,S0589
cos,1,145,"[47, 65, 67, 247, 405, 442, 444, 482, 596, 610, 631, 653, 681, 829, 835]","[145, 306, 763, 298]",SMPU.tsv,S0588,S0589
cos i,2,298,"[47, 442, 653]",[298],SMPU.tsv,S0588,S0589
i just,2,648,"[47, 184, 594]",[648],SMPU.tsv,S0588,S0589
what time,2,153,[49],"[153, 159]",SMPU.tsv,S0588,S0589
mean,1,51,"[51, 59, 529, 631]","[16, 18, 248, 256, 258, 294, 380, 863, 813]",SMPU.tsv,S0588,S0589
things,1,78,"[51, 67, 79, 93, 868]","[78, 346]",SMPU.tsv,S0588,S0589
stick,1,431,[51],[431],SMPU.tsv,S0588,S0589
do that,2,435,"[51, 75, 126, 347]",[435],SMPU.tsv,S0588,S0589
that mean,2,813,[51],[813],SMPU.tsv,S0588,S0589
have that,2,55,"[55, 527, 770]",[46],SMPU.tsv,S0588,S0589
last year,2,58,[55],[58],SMPU.tsv,S0588,S0589
i think,2,88,"[55, 67, 176, 180, 184, 194, 355, 385, 411, 428, 507, 561, 612, 712, 768, 784, 835, 872, 882]","[88, 127, 129, 145, 282, 304, 358, 694]",SMPU.tsv,S0588,S0589
last,1,104,[55],"[104, 765]",SMPU.tsv,S0588,S0589
year,1,278,[55],[278],SMPU.tsv,S0588,S0589
wasn't it,2,481,"[55, 835]",[481],SMPU.tsv,S0588,S0589
i couldn't,2,59,[59],[40],SMPU.tsv,S0588,S0589
that be,2,191,"[59, 67, 403, 582, 706, 718, 768]","[191, 248]",SMPU.tsv,S0588,S0589
i mean,2,248,"[59, 529]","[248, 380, 863]",SMPU.tsv,S0588,S0589
that actually,2,380,[59],[380],SMPU.tsv,S0588,S0589
as well,2,789,"[59, 93, 271, 784, 837, 849]","[789, 828]",SMPU.tsv,S0588,S0589
i mean it's,3,863,[59],[863],SMPU.tsv,S0588,S0589
particular,1,204,[65],"[204, 378]",SMPU.tsv,S0588,S0589
that will,2,421,"[65, 267]",[421],SMPU.tsv,S0588,S0589
new,1,67,"[67, 115, 566, 829]","[5, 465]",SMPU.tsv,S0588,S0589
one of,2,67,"[67, 612, 740]","[7, 121]",SMPU.tsv,S0588,S0589
of the,2,67,"[67, 289, 345, 442, 740, 742, 752, 872]","[14, 200, 228, 250, 427, 447, 634, 121]",SMPU.tsv,S0588,S0589
and then,2,67,"[67, 69, 223, 424, 434, 691, 784, 786]","[50, 310, 378, 643]",SMPU.tsv,S0588,S0589
you can't,2,80,[67],[80],SMPU.tsv,S0588,S0589
so that's,2,80,"[67, 184, 574]","[80, 818]",SMPU.tsv,S0588,S0589
can't,1,80,"[67, 460, 784]","[80, 654, 705, 773]",SMPU.tsv,S0588,S0589
i'd,1,82,"[67, 476, 638, 872]","[82, 110, 869]",SMPU.tsv,S0588,S0589
the end of,3,104,[67],[104],SMPU.tsv,S0588,S0589
one of the,3,121,"[67, 740]",[121],SMPU.tsv,S0588,S0589
then you,2,125,[67],[125],SMPU.tsv,S0588,S0589
start,1,143,"[67, 115]","[143, 686, 707]",SMPU.tsv,S0588,S0589
one,1,157,"[67, 115, 186, 197, 213, 215, 265, 267, 269, 275, 285, 343, 345, 381, 401, 478, 480, 490, 505, 511, 551, 555, 564, 566, 576, 600, 612, 663, 685, 710, 722, 728, 740, 756, 758, 762, 768, 770, 804, 806, 815, 817, 823, 837, 872, 874, 882]","[157, 288, 322, 439, 477, 491, 495, 506, 550, 686, 690, 698, 753, 757, 759, 783, 822, 830]",SMPU.tsv,S0588,S0589
end of,2,485,[67],[485],SMPU.tsv,S0588,S0589
so you,2,538,[67],"[538, 626]",SMPU.tsv,S0588,S0589
i can't,2,654,"[67, 460]","[654, 705]",SMPU.tsv,S0588,S0589
okay,1,284,"[71, 107, 174, 207, 269, 373, 468, 505, 710, 766, 790, 829]","[284, 441, 809]",SMPU.tsv,S0588,S0589
the patio,2,73,[73],[70],SMPU.tsv,S0588,S0589
furniture,1,73,[73],"[72, 208]",SMPU.tsv,S0588,S0589
i could,2,238,"[75, 513]","[238, 680]",SMPU.tsv,S0588,S0589
that but,2,828,[75],[828],SMPU.tsv,S0588,S0589
do more,2,79,[79],[76],SMPU.tsv,S0588,S0589
do more inside things,4,79,[79],[78],SMPU.tsv,S0588,S0589
put,1,81,"[81, 184, 351, 357, 405, 407, 782, 784, 841]","[14, 70, 80, 82, 208, 228, 354, 366, 447, 465, 844, 850, 852]",SMPU.tsv,S0588,S0589
darling,1,135,"[81, 95, 136, 150, 207, 361, 407, 559, 561, 679, 724]","[135, 139, 198, 386, 626, 645, 668, 690, 773, 775, 846]",SMPU.tsv,S0588,S0589
on the,2,139,"[81, 186, 327, 411, 582, 738, 742, 829]","[139, 250, 668, 366]",SMPU.tsv,S0588,S0589
out on the,3,366,[81],[366],SMPU.tsv,S0588,S0589
where be,2,626,"[81, 87, 448, 693]","[626, 647]",SMPU.tsv,S0588,S0589
be quite,2,248,[85],[248],SMPU.tsv,S0588,S0589
it be,2,278,"[85, 275, 295, 476, 513, 539, 586, 722, 760, 835]","[278, 495, 634, 753, 769]",SMPU.tsv,S0588,S0589
it be quite,3,769,[85],[769],SMPU.tsv,S0588,S0589
peg,1,102,"[87, 95, 101, 442]",[102],SMPU.tsv,S0588,S0589
they've disappear,2,650,[89],[650],SMPU.tsv,S0588,S0589
have to,2,91,"[91, 176, 223, 239, 291, 444, 612, 644, 651]","[18, 340, 532, 534, 613]",SMPU.tsv,S0588,S0589
they won't dry,3,94,[93],[94],SMPU.tsv,S0588,S0589
know what,2,813,[99],[813],SMPU.tsv,S0588,S0589
well we,2,103,"[103, 148]",[22],SMPU.tsv,S0588,S0589
need,1,103,"[103, 113, 162, 233, 319, 331, 333, 371, 401, 411, 804, 839, 841]","[60, 145, 298, 316, 773, 875]",SMPU.tsv,S0588,S0589
some more,2,103,[103],[96],SMPU.tsv,S0588,S0589
no i,2,304,[105],"[304, 360]",SMPU.tsv,S0588,S0589
be it,2,242,"[109, 120, 373, 424, 492, 511, 665, 864]","[242, 296, 713]",SMPU.tsv,S0588,S0589
just the,2,222,[111],[222],SMPU.tsv,S0588,S0589
well you,2,113,[113],"[56, 278]",SMPU.tsv,S0588,S0589
need to,2,113,"[113, 162, 319, 371, 411, 804, 839, 841]","[60, 298, 773]",SMPU.tsv,S0588,S0589
really,1,117,"[113, 148, 194, 271, 343, 381, 399, 482, 631, 633, 635, 768, 788, 872]","[117, 202, 666, 682]",SMPU.tsv,S0588,S0589
we'll,1,115,"[115, 176]","[7, 96]",SMPU.tsv,S0588,S0589
watch,1,115,[115],"[46, 48, 50]",SMPU.tsv,S0588,S0589
the new,2,465,[115],[465],SMPU.tsv,S0588,S0589
it's a,2,127,"[116, 247, 271, 345, 671, 712]","[127, 556, 694, 747, 791]",SMPU.tsv,S0588,S0589
look,1,183,"[116, 194, 211, 243, 259, 291, 403, 405, 466, 474, 482, 484, 563, 566, 572, 661, 667, 677, 693, 701, 730, 772, 786, 829]","[183, 185, 220, 254, 294, 445, 455, 457, 502, 516, 550, 597, 601, 605, 636, 639, 645, 662, 747, 753, 398, 451, 481, 498, 518, 528, 536, 552, 589, 607, 615, 619, 690, 698, 755, 765]",SMPU.tsv,S0588,S0589
look at,2,398,"[116, 211, 243, 563, 693, 701, 786, 829]","[398, 451, 481, 498, 518, 528, 536, 550, 552, 589, 607, 615, 619, 690, 698, 755, 765]",SMPU.tsv,S0588,S0589
it it's,2,481,"[116, 271, 671]",[481],SMPU.tsv,S0588,S0589
pretty,1,546,"[116, 381, 383]","[546, 668]",SMPU.tsv,S0588,S0589
nick his chip,3,118,[118],[117],SMPU.tsv,S0588,S0589
wow,1,120,"[120, 515, 517, 527, 574, 588, 604, 608, 693]","[117, 481, 498, 536, 579, 692, 737]",SMPU.tsv,S0588,S0589
or be it just,4,296,[120],[296],SMPU.tsv,S0588,S0589
or be it,3,296,[120],[296],SMPU.tsv,S0588,S0589
be that,2,384,"[120, 186, 440, 549, 625, 644, 760, 762, 827]",[384],SMPU.tsv,S0588,S0589
a pub,2,122,[122],"[50, 117]",SMPU.tsv,S0588,S0589
pub,1,670,[122],[670],SMPU.tsv,S0588,S0589
people,1,801,"[126, 880]",[801],SMPU.tsv,S0588,S0589
think that's,2,274,"[128, 507]",[274],SMPU.tsv,S0588,S0589
in the,2,132,"[132, 174, 178, 180, 233, 297, 355, 357, 399, 401, 784, 786]","[52, 183, 268, 354, 447, 471, 479, 485, 567, 680, 715, 739, 757, 173]",SMPU.tsv,S0588,S0589
i'm in,2,145,[132],[145],SMPU.tsv,S0588,S0589
i'm in the,3,173,[132],[173],SMPU.tsv,S0588,S0589
office,1,540,[134],[540],SMPU.tsv,S0588,S0589
have supper,2,136,[136],[16],SMPU.tsv,S0588,S0589
wait,1,141,"[136, 460]","[141, 471]",SMPU.tsv,S0588,S0589
a little,2,214,"[136, 184, 213, 752, 784, 817]","[214, 536, 643]",SMPU.tsv,S0588,S0589
supper,1,707,[136],[707],SMPU.tsv,S0588,S0589
back,1,146,"[146, 655]","[14, 654, 753, 755, 761, 765]",SMPU.tsv,S0588,S0589
we get,2,662,"[146, 673]","[662, 686]",SMPU.tsv,S0588,S0589
us,1,832,"[146, 612]","[832, 875]",SMPU.tsv,S0588,S0589
not have,2,386,[148],[386],SMPU.tsv,S0588,S0589
sorry,1,286,[150],"[286, 410, 413, 652, 863]",SMPU.tsv,S0588,S0589
say,1,152,"[152, 313, 357, 798, 804, 868]","[78, 151, 481, 562, 643, 656, 803]",SMPU.tsv,S0588,S0589
anything,1,220,"[152, 265, 786]",[220],SMPU.tsv,S0588,S0589
have be,2,158,"[158, 184]","[56, 129]",SMPU.tsv,S0588,S0589
morning,1,158,[158],[139],SMPU.tsv,S0588,S0589
would,1,165,"[158, 184, 194, 291, 297, 343, 399, 610, 612, 635, 679, 870]","[165, 254, 270, 278, 479, 583, 591, 597, 613, 637, 773, 869, 228, 316, 875]",SMPU.tsv,S0588,S0589
it would,2,228,"[158, 399]","[228, 316, 875]",SMPU.tsv,S0588,S0589
twelve,1,803,[160],[803],SMPU.tsv,S0588,S0589
though,1,162,"[162, 369, 409, 490, 600, 608, 693, 752, 796, 810]","[139, 218]",SMPU.tsv,S0588,S0589
we need,2,162,"[162, 319, 331, 333, 841]","[145, 875]",SMPU.tsv,S0588,S0589
tell,1,753,"[162, 186]","[753, 787, 828]",SMPU.tsv,S0588,S0589
might be,2,164,[164],[3],SMPU.tsv,S0588,S0589
do you,2,164,"[164, 221, 405, 464, 802]","[5, 104, 139, 151, 159, 169, 208, 366, 435, 465, 692, 813]",SMPU.tsv,S0588,S0589
dear,1,164,"[164, 856]","[5, 208, 242, 556, 707, 809, 826, 863, 867, 388]",SMPU.tsv,S0588,S0589
i suppose,2,238,[164],"[238, 542, 605]",SMPU.tsv,S0588,S0589
oh dear,2,388,[164],[388],SMPU.tsv,S0588,S0589
freeze,1,172,[172],"[167, 169]",SMPU.tsv,S0588,S0589
so it's not freeze,4,172,[172],[171],SMPU.tsv,S0588,S0589
it's not,2,318,"[172, 269, 317, 329, 454]","[318, 504]",SMPU.tsv,S0588,S0589
so it's,2,757,"[172, 766, 884]",[757],SMPU.tsv,S0588,S0589
in the mood,3,174,[174],[173],SMPU.tsv,S0588,S0589
if you're,2,861,"[174, 610]",[861],SMPU.tsv,S0588,S0589
pies,1,208,[178],[208],SMPU.tsv,S0588,S0589
there be,2,643,"[178, 545, 548]",[643],SMPU.tsv,S0588,S0589
half,1,180,[180],"[50, 139]",SMPU.tsv,S0588,S0589
vegetables,1,180,"[180, 673]",[179],SMPU.tsv,S0588,S0589
red,1,668,[180],[668],SMPU.tsv,S0588,S0589
good,1,182,"[182, 194, 219, 245, 420, 466, 521, 841]","[37, 68, 139, 443, 609, 672, 767, 842]",SMPU.tsv,S0588,S0589
they're,1,182,"[182, 488, 752, 829]","[100, 729]",SMPU.tsv,S0588,S0589
like,1,184,"[184, 217, 265, 267, 285, 371, 399, 499, 566, 572, 638, 677, 768, 874]","[7, 10, 18, 54, 165, 216, 218, 220, 228, 254, 256, 258, 262, 270, 296, 326, 495, 502, 562, 571, 605, 634, 636, 641, 643, 739, 783, 803, 830, 348, 769]",SMPU.tsv,S0588,S0589
if you,2,184,"[184, 194, 407, 551, 582, 718, 776]","[60, 447, 489, 634]",SMPU.tsv,S0588,S0589
to put,2,184,"[184, 841]","[70, 208, 366, 850]",SMPU.tsv,S0588,S0589
i think they,3,184,"[184, 355]",[88],SMPU.tsv,S0588,S0589
be a,2,184,"[184, 275, 403, 872, 882]","[117, 643]",SMPU.tsv,S0588,S0589
courgettes,1,184,[184],[181],SMPU.tsv,S0588,S0589
just put,2,228,[184],[228],SMPU.tsv,S0588,S0589
that's an,2,234,[184],[234],SMPU.tsv,S0588,S0589
they be,2,312,"[184, 313, 355]","[312, 356]",SMPU.tsv,S0588,S0589
like that,2,348,"[184, 265, 267, 285, 768]","[348, 769]",SMPU.tsv,S0588,S0589
i think i,3,358,"[184, 882]",[358],SMPU.tsv,S0588,S0589
think i,2,465,"[184, 882]",[465],SMPU.tsv,S0588,S0589
with the,2,465,"[184, 401, 582, 714]",[465],SMPU.tsv,S0588,S0589
would be,2,479,"[184, 194, 399, 610]","[479, 583, 613]",SMPU.tsv,S0588,S0589
nice,1,485,"[184, 186, 196, 213, 235, 253, 259, 269, 281, 343, 444, 482, 484, 499, 590, 616, 677, 706, 732, 734, 746, 784, 837, 872, 882]","[485, 487, 565, 567, 731, 879]",SMPU.tsv,S0588,S0589
one of those,3,186,[186],[7],SMPU.tsv,S0588,S0589
i want to,3,186,"[186, 327, 687, 701, 878]","[46, 48]",SMPU.tsv,S0588,S0589
want to,2,186,"[186, 327, 416, 464, 640, 687, 701, 827, 878]","[60, 208, 310, 366, 435, 599, 634, 692, 707, 828]",SMPU.tsv,S0588,S0589
want,1,186,"[186, 247, 265, 327, 403, 416, 464, 476, 505, 640, 687, 691, 701, 710, 722, 786, 827, 874, 878]","[70, 288, 447, 208, 310, 338, 366, 435, 599, 634, 692, 707, 785, 828]",SMPU.tsv,S0588,S0589
see,1,193,"[186, 265, 409, 802, 829]","[193, 346, 727]",SMPU.tsv,S0588,S0589
i want,2,338,"[186, 265, 327, 476, 505, 687, 701, 710, 722, 874, 878]","[338, 785]",SMPU.tsv,S0588,S0589
horrid,1,382,[186],[382],SMPU.tsv,S0588,S0589
ones,1,465,"[186, 482, 730, 872]",[465],SMPU.tsv,S0588,S0589
don't know,2,585,"[186, 293, 440, 462, 817]","[585, 678, 869]",SMPU.tsv,S0588,S0589
it's get,2,270,"[192, 622, 732, 734, 772, 817, 837]",[270],SMPU.tsv,S0588,S0589
thingy,1,270,[192],"[270, 803]",SMPU.tsv,S0588,S0589
cover,1,419,[192],[419],SMPU.tsv,S0588,S0589
well it's,2,465,"[192, 201, 243, 422, 712, 796]",[465],SMPU.tsv,S0588,S0589
find,1,194,"[194, 403, 490, 505, 594, 687, 790]","[163, 404]",SMPU.tsv,S0588,S0589
for our,2,194,[194],"[165, 471]",SMPU.tsv,S0588,S0589
for our porch,3,194,[194],[185],SMPU.tsv,S0588,S0589
you could,2,268,"[194, 351, 681, 778]","[268, 447, 538]",SMPU.tsv,S0588,S0589
porch,1,286,"[194, 247, 399]",[286],SMPU.tsv,S0588,S0589
forward,1,346,[194],[346],SMPU.tsv,S0588,S0589
i'm look,2,445,[194],[445],SMPU.tsv,S0588,S0589
lampshade,1,228,"[196, 405]",[228],SMPU.tsv,S0588,S0589
that's a,2,274,"[196, 622, 742]","[274, 660]",SMPU.tsv,S0588,S0589
a nice,2,565,"[196, 213, 253, 269, 732, 734, 872, 882]",[565],SMPU.tsv,S0588,S0589
that one,2,322,"[197, 285, 381, 478, 600, 663, 728, 758, 762, 768, 770]","[322, 477]",SMPU.tsv,S0588,S0589
that that,2,421,[197],[421],SMPU.tsv,S0588,S0589
the library,2,199,[199],[198],SMPU.tsv,S0588,S0589
nineteen,1,278,[199],[278],SMPU.tsv,S0588,S0589
the snug,2,268,"[203, 269, 327, 345]",[268],SMPU.tsv,S0588,S0589
victorian,1,485,"[205, 480, 872]","[485, 573]",SMPU.tsv,S0588,S0589
look at these,3,398,[211],[398],SMPU.tsv,S0588,S0589
longer,1,465,[213],[465],SMPU.tsv,S0588,S0589
sort of,2,215,"[215, 253, 257, 269, 399]","[60, 246, 481, 636]",SMPU.tsv,S0588,S0589
just a,2,254,"[215, 752]","[254, 296, 587]",SMPU.tsv,S0588,S0589
one i,2,783,"[215, 874]",[783],SMPU.tsv,S0588,S0589
little one,2,830,[215],[830],SMPU.tsv,S0588,S0589
sort,1,846,"[215, 253, 257, 269, 399]",[846],SMPU.tsv,S0588,S0589
