Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
they know,2,145,"[46, 145, 230]",S99Z.tsv
a year,2,161,"[46, 161]",S99Z.tsv
bank in,2,180,"[46, 48, 180]",S99Z.tsv
name,1,181,"[46, 181]",S99Z.tsv
okay,1,197,"[46, 197, 215, 223, 238, 316]",S99Z.tsv
of the,2,48,"[1, 48, 67, 69, 81, 85, 87, 121, 148, 150, 156, 206, 247]",S99Z.tsv
that's,1,48,"[1, 26, 48, 49, 73, 87, 125, 145, 169, 283, 291]",S99Z.tsv
but if you look at,5,48,"[47, 48]",S99Z.tsv
if you,2,48,"[47, 48, 61, 128, 161, 243, 247, 300]",S99Z.tsv
they do,2,112,"[48, 112, 121, 128, 148, 230]",S99Z.tsv
be they,2,121,"[48, 121]",S99Z.tsv
piece of,2,121,"[48, 121]",S99Z.tsv
france,1,279,"[48, 279, 313]",S99Z.tsv
that's why,2,283,"[48, 283]",S99Z.tsv
one of,2,50,"[1, 50]",S99Z.tsv
i work for,3,112,"[50, 112]",S99Z.tsv
of my,2,112,"[50, 71, 112, 161]",S99Z.tsv
and erm,2,119,"[50, 119, 176]",S99Z.tsv
work for,2,119,"[50, 57, 87, 119, 128]",S99Z.tsv
head of,2,119,"[50, 119]",S99Z.tsv
job,1,161,"[50, 107, 109, 139, 148, 161]",S99Z.tsv
say,1,224,"[50, 55, 69, 217, 224, 232, 266, 279, 300, 313]",S99Z.tsv
you come,2,283,"[50, 283]",S99Z.tsv
one,1,198,"[1, 50, 67, 81, 128, 156, 198, 204, 206, 226, 243, 313]",S99Z.tsv
erm i,2,119,"[51, 119, 194]",S99Z.tsv
hear of,2,179,"[51, 179]",S99Z.tsv
hear,1,179,"[51, 179]",S99Z.tsv
i've get,2,182,"[51, 182, 256]",S99Z.tsv
i've always,2,53,"[33, 53]",S99Z.tsv
well,1,101,"[53, 93, 96, 101, 112, 148, 175, 230, 245, 255, 296, 313]",S99Z.tsv
well i'm,2,112,"[53, 112]",S99Z.tsv
i'm,1,114,"[53, 81, 96, 102, 112, 114, 139, 173, 177, 186, 206, 263, 265, 273, 308]",S99Z.tsv
be a,2,189,"[53, 87, 128, 189, 235, 243, 293, 299, 306]",S99Z.tsv
really,1,55,"[1, 49, 55, 57, 61, 72, 80, 128, 130, 145, 158, 163, 166, 300]",S99Z.tsv
it be,2,72,"[55, 72, 112, 137, 154, 202, 267, 299, 306]",S99Z.tsv
interest,1,72,"[55, 71, 72, 80, 138, 163, 243]",S99Z.tsv
know what,2,105,"[55, 105]",S99Z.tsv
what they,2,112,"[55, 112, 121]",S99Z.tsv
south,1,114,"[55, 114, 118]",S99Z.tsv
erm and,2,119,"[55, 87, 119, 204]",S99Z.tsv
person,1,119,"[55, 119, 145, 228]",S99Z.tsv
for in,2,123,"[55, 123]",S99Z.tsv
and a,2,129,"[55, 129, 206, 268]",S99Z.tsv
in my,2,145,"[55, 145]",S99Z.tsv
it's really,2,163,"[55, 163]",S99Z.tsv
i didn't,2,181,"[55, 181, 210, 303]",S99Z.tsv
yeah it's,2,257,"[55, 96, 257]",S99Z.tsv
but i,2,280,"[55, 280]",S99Z.tsv
want,1,313,"[55, 87, 96, 107, 255, 313]",S99Z.tsv
it turn out that,4,314,"[55, 314]",S99Z.tsv
data,1,119,"[57, 61, 119, 127, 128, 130, 136, 138, 145]",S99Z.tsv
understand erm,2,145,"[57, 145]",S99Z.tsv
us,1,188,"[57, 188, 204]",S99Z.tsv
that you,2,59,"[1, 59, 116, 128, 166, 226, 296]",S99Z.tsv
cos,1,59,"[1, 21, 59, 64, 87, 101, 128, 177, 219, 228, 230, 243, 283, 291, 297, 302]",S99Z.tsv
marry to,2,66,"[59, 66]",S99Z.tsv
see,1,101,"[59, 101, 128, 141, 143, 206, 285]",S99Z.tsv
it's not,2,112,"[59, 112, 221]",S99Z.tsv
work on,2,112,"[59, 112]",S99Z.tsv
pick,1,95,"[59, 95, 121, 148]",S99Z.tsv
be use,2,123,"[59, 123, 152]",S99Z.tsv
be erm,2,145,"[59, 67, 145]",S99Z.tsv
analyse,1,147,"[59, 147]",S99Z.tsv
over here,2,276,"[59, 276]",S99Z.tsv
cos it's,2,283,"[59, 283, 302]",S99Z.tsv
use to,2,293,"[59, 87, 293]",S99Z.tsv
be really,2,72,"[61, 72]",S99Z.tsv
which be,2,112,"[61, 112, 128, 152, 156]",S99Z.tsv
data and,2,127,"[61, 127, 138, 145]",S99Z.tsv
it it,2,236,"[61, 236, 279]",S99Z.tsv
one of the,3,67,"[1, 67, 81, 156]",S99Z.tsv
know that,2,69,"[5, 69]",S99Z.tsv
always,1,69,"[33, 69, 73]",S99Z.tsv
pay,1,161,"[69, 161]",S99Z.tsv
he be,2,289,"[69, 289]",S99Z.tsv
it turn out,3,314,"[69, 314]",S99Z.tsv
give,1,315,"[69, 315]",S99Z.tsv
it's just,2,73,"[26, 73, 114, 247, 296]",S99Z.tsv
a lot of,3,73,"[64, 73, 127, 129, 130, 145, 148, 156, 161, 206]",S99Z.tsv
something,1,112,"[73, 112, 128, 134, 152, 239, 243]",S99Z.tsv
hide,1,263,"[73, 263, 315]",S99Z.tsv
it come,2,279,"[73, 156, 279]",S99Z.tsv
and i think,3,147,"[79, 134, 147, 148]",S99Z.tsv
i'm work on,3,112,"[81, 112]",S99Z.tsv
for the,2,119,"[81, 119, 247, 268]",S99Z.tsv
investigative,1,112,"[83, 112]",S99Z.tsv
so we're,2,87,"[66, 87]",S99Z.tsv
right,1,87,"[72, 84, 87, 88, 219, 220, 236, 306]",S99Z.tsv
in a,2,112,"[87, 112, 286]",S99Z.tsv
part of the country,4,121,"[87, 121]",S99Z.tsv
fantastic,1,159,"[87, 159, 171]",S99Z.tsv
the office,2,161,"[87, 161]",S99Z.tsv
she be,2,180,"[87, 180, 313]",S99Z.tsv
so i,2,112,"[91, 112, 139, 141, 185]",S99Z.tsv
little,1,191,"[91, 189, 191, 202, 306]",S99Z.tsv
eye,1,101,"[94, 101]",S99Z.tsv
do that,2,96,"[33, 96, 118, 185]",S99Z.tsv
it so,2,145,"[96, 145]",S99Z.tsv
decide,1,161,"[96, 107, 161, 202, 204]",S99Z.tsv
do he,2,291,"[96, 291]",S99Z.tsv
he's not,2,311,"[96, 311]",S99Z.tsv
yeah i,2,102,"[5, 102, 249, 279]",S99Z.tsv
i'm not,2,186,"[102, 186, 265]",S99Z.tsv
i think the,3,159,"[106, 159]",S99Z.tsv
in what,2,123,"[109, 123]",S99Z.tsv
it really,2,128,"[1, 128, 300]",S99Z.tsv
learn,1,128,"[1, 128]",S99Z.tsv
do it,2,128,"[33, 128]",S99Z.tsv
go on,2,128,"[64, 128, 130]",S99Z.tsv
you can,2,128,"[101, 114, 128]",S99Z.tsv
what you do,3,128,"[112, 128]",S99Z.tsv
you do,2,128,"[112, 128, 209]",S99Z.tsv
collect,1,128,"[119, 127, 128, 145]",S99Z.tsv
thing and,2,128,"[125, 128]",S99Z.tsv
don't really,2,145,"[128, 145]",S99Z.tsv
what's,1,145,"[128, 130, 145]",S99Z.tsv
your job,2,161,"[128, 161]",S99Z.tsv
for it,2,275,"[128, 262, 275]",S99Z.tsv
thing,1,204,"[125, 128, 136, 204, 206, 224, 236, 247, 306]",S99Z.tsv
no one,2,313,"[128, 313]",S99Z.tsv
not use,2,133,"[130, 133]",S99Z.tsv
do and,2,313,"[134, 148, 313]",S99Z.tsv
talk,1,138,"[119, 138]",S99Z.tsv
talk about,2,180,"[138, 180]",S99Z.tsv
on my,2,306,"[138, 306]",S99Z.tsv
to what,2,139,"[112, 139]",S99Z.tsv
do in my,3,145,"[139, 145]",S99Z.tsv
think that,2,145,"[139, 145]",S99Z.tsv
to see,2,206,"[141, 206, 285]",S99Z.tsv
out of,2,148,"[118, 148, 156, 204]",S99Z.tsv
a lot of what,4,148,"[145, 148]",S99Z.tsv
research,1,148,"[145, 147, 148, 161]",S99Z.tsv
the universities,2,159,"[148, 159]",S99Z.tsv
come out,2,286,"[148, 156, 286, 291]",S99Z.tsv
universities,1,159,"[150, 159]",S99Z.tsv
language,1,152,"[123, 152]",S99Z.tsv
be it,2,181,"[152, 181, 251, 300]",S99Z.tsv
still,1,152,"[11, 152, 156, 306]",S99Z.tsv
languages,1,156,"[112, 156]",S99Z.tsv
study,1,156,"[112, 123, 156]",S99Z.tsv
but a lot of,4,156,"[145, 156]",S99Z.tsv
of it,2,179,"[156, 179]",S99Z.tsv
do you,2,164,"[49, 164, 193, 209, 216, 276, 305]",S99Z.tsv
be we,2,184,"[164, 184, 202, 204]",S99Z.tsv
tonight,1,277,"[164, 277]",S99Z.tsv
hello,1,167,"[165, 167]",S99Z.tsv
isn't it,2,166,"[1, 166]",S99Z.tsv
sort,1,169,"[1, 125, 169, 204, 206, 224]",S99Z.tsv
in there,2,169,"[86, 169, 174]",S99Z.tsv
so that's,2,169,"[125, 169]",S99Z.tsv
nothing,1,170,"[145, 170]",S99Z.tsv
i'll,1,173,"[118, 173, 224, 243, 255]",S99Z.tsv
we're gonna,2,174,"[66, 174, 177, 204]",S99Z.tsv
as well,2,175,"[101, 175, 245]",S99Z.tsv
i erm,2,175,"[119, 175]",S99Z.tsv
the sink,2,218,"[210, 212, 213, 217, 218]",S99Z.tsv
they're in the,3,218,"[210, 217, 218]",S99Z.tsv
saw,1,231,"[179, 231]",S99Z.tsv
can't,1,274,"[231, 274, 313]",S99Z.tsv
just try,2,264,"[26, 264]",S99Z.tsv
suppose,1,289,"[268, 289]",S99Z.tsv
not go,2,285,"[269, 285]",S99Z.tsv
out here,2,282,"[271, 282]",S99Z.tsv
be you,2,271,"[11, 271, 283]",S99Z.tsv
many,1,204,"[0, 204, 208, 226]",S99Z.tsv
could,1,226,"[0, 14, 44, 48, 109, 226, 243, 268, 297, 300]",S99Z.tsv
quite,1,243,"[0, 12, 53, 71, 138, 141, 166, 243]",S99Z.tsv
actually,1,202,"[6, 14, 59, 138, 141, 154, 173, 202, 206, 228, 243]",S99Z.tsv
and you know,3,206,"[6, 57, 128, 136, 206]",S99Z.tsv
area,1,202,"[8, 202, 204]",S99Z.tsv
know i mean,3,228,"[12, 228]",S99Z.tsv
it's it can be,4,243,"[12, 243]",S99Z.tsv
it can be,3,243,"[12, 59, 243]",S99Z.tsv
three,1,235,"[14, 40, 235, 236]",S99Z.tsv
you could,2,243,"[14, 243, 268]",S99Z.tsv
every,1,206,"[16, 30, 134, 206]",S99Z.tsv
lot,1,224,"[16, 40, 55, 64, 73, 96, 127, 128, 129, 130, 138, 145, 148, 156, 161, 224]",S99Z.tsv
that it's,2,243,"[16, 85, 243]",S99Z.tsv
up with,2,226,"[18, 226]",S99Z.tsv
the fin be,3,22,"[21, 22]",S99Z.tsv
they've,1,216,"[30, 73, 128, 216]",S99Z.tsv
be that,2,202,"[38, 85, 166, 202, 206, 247]",S99Z.tsv
and they,2,204,"[38, 128, 130, 204]",S99Z.tsv
gonna be,2,204,"[38, 204]",S99Z.tsv
so you,2,206,"[38, 69, 206, 226]",S99Z.tsv
but what,2,206,"[38, 206]",S99Z.tsv
so that,2,224,"[38, 224]",S99Z.tsv
do anything,2,210,"[40, 210, 247]",S99Z.tsv
but they,2,216,"[40, 216]",S99Z.tsv
start,1,243,"[40, 42, 48, 61, 87, 141, 243]",S99Z.tsv
so if,2,208,"[42, 208, 222, 247]",S99Z.tsv
to a,2,208,"[42, 208]",S99Z.tsv
end,1,226,"[42, 226]",S99Z.tsv
to do,2,243,"[42, 79, 96, 170, 243]",S99Z.tsv
could be,2,226,"[44, 48, 226, 268, 297]",S99Z.tsv
piece,1,191,"[48, 121, 191, 243]",S99Z.tsv
around,1,204,"[48, 61, 104, 141, 204]",S99Z.tsv
all the,2,206,"[48, 61, 69, 79, 89, 206]",S99Z.tsv
for a,2,241,"[50, 83, 128, 241, 297, 300]",S99Z.tsv
and and,2,185,"[55, 185, 247]",S99Z.tsv
past,1,204,"[55, 204]",S99Z.tsv
and when,2,208,"[55, 208]",S99Z.tsv
good for,2,235,"[55, 235, 243]",S99Z.tsv
when i,2,241,"[55, 241]",S99Z.tsv
that the,2,247,"[55, 148, 247]",S99Z.tsv
might be,2,189,"[59, 189]",S99Z.tsv
might,1,189,"[59, 130, 189, 226, 254]",S99Z.tsv
be be,2,202,"[59, 202]",S99Z.tsv
day,1,226,"[59, 139, 226, 241, 247]",S99Z.tsv
you don't,2,228,"[59, 128, 228, 243]",S99Z.tsv
a day,2,241,"[59, 241]",S99Z.tsv
it can,2,243,"[59, 158, 243]",S99Z.tsv
all the time,3,206,"[67, 206]",S99Z.tsv
the things,2,241,"[67, 241]",S99Z.tsv
the time,2,241,"[67, 241]",S99Z.tsv
be the,2,196,"[69, 128, 136, 196]",S99Z.tsv
there it's,2,202,"[73, 202]",S99Z.tsv
every time,2,206,"[73, 206]",S99Z.tsv
be there,2,208,"[73, 208]",S99Z.tsv
when it,2,228,"[73, 228]",S99Z.tsv
you know and,3,226,"[79, 226]",S99Z.tsv
help,1,204,"[85, 204]",S99Z.tsv
across,1,228,"[85, 130, 156, 228]",S99Z.tsv
to get,2,185,"[87, 185]",S99Z.tsv
case,1,228,"[89, 228]",S99Z.tsv
bring,1,241,"[89, 241]",S99Z.tsv
a little bite,3,189,"[91, 189]",S99Z.tsv
mean be,2,206,"[96, 206]",S99Z.tsv
with a,2,226,"[96, 226]",S99Z.tsv
do now,2,243,"[96, 243]",S99Z.tsv
in with,2,204,"[99, 107, 204]",S99Z.tsv
months,1,235,"[107, 128, 235, 236]",S99Z.tsv
get the,2,182,"[128, 182, 235]",S99Z.tsv
around the,2,204,"[128, 204]",S99Z.tsv
that there's,2,206,"[128, 206]",S99Z.tsv
even,1,208,"[128, 208]",S99Z.tsv
twenty,1,208,"[128, 208, 222]",S99Z.tsv
with the,2,210,"[128, 209, 210]",S99Z.tsv
do so,2,224,"[128, 156, 224]",S99Z.tsv
end up with,3,226,"[128, 226]",S99Z.tsv
and you don't,3,228,"[128, 228]",S99Z.tsv
if they,2,230,"[128, 230]",S99Z.tsv
last,1,239,"[128, 239, 268]",S99Z.tsv
now be,2,243,"[128, 243]",S99Z.tsv
out and,2,202,"[130, 202, 204]",S99Z.tsv
away,1,230,"[136, 230]",S99Z.tsv
be not,2,235,"[139, 235]",S99Z.tsv
base on,2,202,"[152, 202]",S99Z.tsv
there be,2,204,"[152, 204, 235]",S99Z.tsv
eat,1,164,"[11, 164, 174, 175, 177, 239]",S99Z.tsv
early,1,185,"[166, 185]",S99Z.tsv
when we,2,202,"[168, 202]",S99Z.tsv
when we come,3,208,"[168, 208]",S99Z.tsv
cover,1,247,"[168, 247]",S99Z.tsv
keep the,2,224,"[169, 224]",S99Z.tsv
back in,2,208,"[175, 208]",S99Z.tsv
somewhere,1,211,"[204, 211]",S99Z.tsv
in the sink,3,213,"[210, 212, 213, 217]",S99Z.tsv
they're in the sink,4,217,"[210, 217]",S99Z.tsv
put them,2,231,"[212, 231, 232]",S99Z.tsv
it off,2,252,"[241, 247, 252]",S99Z.tsv
be just,2,260,"[247, 260]",S99Z.tsv
no no,2,262,"[200, 262]",S99Z.tsv
home,1,264,"[241, 264]",S99Z.tsv
almost,1,264,"[247, 264]",S99Z.tsv
not get,2,265,"[226, 265]",S99Z.tsv
it's it,2,236,"[12, 236, 243]",S99Z.tsv
two,1,199,"[14, 59, 199]",S99Z.tsv
try,1,298,"[18, 26, 42, 79, 264, 298]",S99Z.tsv
so it's a,3,199,"[34, 199]",S99Z.tsv
so it's,2,236,"[34, 71, 236]",S99Z.tsv
it's a bite,3,199,"[38, 199, 271]",S99Z.tsv
first,1,298,"[46, 298, 302]",S99Z.tsv
if you put,3,300,"[48, 300]",S99Z.tsv
for a new,3,297,"[50, 83, 297, 300]",S99Z.tsv
a new,2,300,"[50, 83, 300]",S99Z.tsv
say my,2,300,"[55, 300]",S99Z.tsv
claim to,2,199,"[59, 199]",S99Z.tsv
that it,2,298,"[59, 298]",S99Z.tsv
somebody,1,300,"[59, 73, 300]",S99Z.tsv
email,1,300,"[71, 73, 300]",S99Z.tsv
a bite,2,199,"[73, 96, 173, 199]",S99Z.tsv
it's a,2,199,"[79, 136, 199]",S99Z.tsv
i just,2,301,"[87, 264, 301]",S99Z.tsv
yeah i mean,3,249,"[102, 249]",S99Z.tsv
world,1,199,"[128, 156, 199]",S99Z.tsv
it take,2,236,"[128, 236]",S99Z.tsv
new,1,297,"[134, 297, 300]",S99Z.tsv
you it's,2,301,"[166, 301]",S99Z.tsv
take,1,236,"[174, 236]",S99Z.tsv
you put,2,300,"[211, 231, 300]",S99Z.tsv
have any,2,284,"[253, 284, 303]",S99Z.tsv
no i,2,303,"[262, 303]",S99Z.tsv
need to,2,185,"[1, 185, 232]",S99Z.tsv
need,1,219,"[1, 219]",S99Z.tsv
point,1,228,"[26, 228]",S99Z.tsv
happen,1,204,"[28, 204]",S99Z.tsv
go into the,3,219,"[33, 219]",S99Z.tsv
at it,2,228,"[47, 228]",S99Z.tsv
it as,2,245,"[47, 245]",S99Z.tsv
field,1,228,"[49, 228]",S99Z.tsv
you get,2,235,"[49, 235, 243, 276]",S99Z.tsv
of that,2,198,"[64, 198]",S99Z.tsv
different,1,206,"[64, 74, 112, 121, 206]",S99Z.tsv
cos you,2,243,"[101, 243]",S99Z.tsv
what i,2,210,"[105, 145, 210, 241]",S99Z.tsv
like you,2,247,"[105, 114, 247]",S99Z.tsv
be part of,3,198,"[112, 198]",S99Z.tsv
basically what,2,204,"[112, 204]",S99Z.tsv
basically,1,239,"[112, 161, 239, 241]",S99Z.tsv
i do,2,241,"[116, 241]",S99Z.tsv
stuff,1,239,"[118, 119, 125, 147, 163, 239]",S99Z.tsv
who's,1,202,"[119, 202, 228, 300]",S99Z.tsv
the person who's,3,228,"[119, 228]",S99Z.tsv
and a lot of,4,206,"[129, 206]",S99Z.tsv
be do,2,216,"[145, 216, 224]",S99Z.tsv
they don't,2,230,"[145, 230]",S99Z.tsv
what i do,3,241,"[145, 241]",S99Z.tsv
i will,2,243,"[145, 243]",S99Z.tsv
go into,2,219,"[161, 219]",S99Z.tsv
especially,1,230,"[161, 230, 282]",S99Z.tsv
be basically,2,239,"[161, 239]",S99Z.tsv
boar,1,184,"[182, 184, 192, 202, 235]",S99Z.tsv
tomorrow,1,186,"[182, 186]",S99Z.tsv
save,1,189,"[188, 189]",S99Z.tsv
stew,1,241,"[192, 241, 243, 247]",S99Z.tsv
it's amaze,2,247,"[192, 247]",S99Z.tsv
dishwasher,1,219,"[218, 219, 232]",S99Z.tsv
oh right,2,220,"[219, 220, 236]",S99Z.tsv
nice,1,257,"[243, 247, 257, 291]",S99Z.tsv
since,1,275,"[239, 275]",S99Z.tsv
december,1,275,"[239, 275]",S99Z.tsv
shoot,1,276,"[193, 198, 204, 208, 228, 239, 276]",S99Z.tsv
i don't,2,279,"[194, 198, 232, 279, 280, 284]",S99Z.tsv
days,1,279,"[226, 279]",S99Z.tsv
