Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
there's,1,119,"[18, 119, 373, 449]",S7DR.tsv
what be,2,140,"[18, 140, 403, 407, 611, 633]",S7DR.tsv
i've,1,174,"[18, 23, 45, 55, 168, 174, 201, 207, 211, 213, 232, 307, 312, 320, 353, 378, 440, 451, 457, 481, 482, 483, 501, 502, 510, 525, 549, 552, 560, 584, 590, 802, 833, 849, 878, 887, 891, 922, 938, 1002, 1018]",S7DR.tsv
know i,2,189,"[18, 45, 189, 593, 606, 937]",S7DR.tsv
load,1,326,"[18, 326, 866]",S7DR.tsv
i get,2,364,"[18, 28, 222, 246, 347, 364, 432, 445, 581, 603, 812, 835, 874, 903, 905]",S7DR.tsv
things,1,431,"[18, 187, 243, 431, 680, 790, 792, 794, 795, 815, 857, 920, 1020]",S7DR.tsv
right,1,116,"[18, 116, 148, 167, 280, 359, 361, 403, 550, 580, 644, 700, 713, 799, 816, 867, 941, 991, 1030, 1038]",S7DR.tsv
i'm,1,61,"[23, 61, 63, 96, 105, 116, 128, 132, 184, 224, 303, 460, 464, 465, 477, 506, 597, 616, 640, 725, 740, 802, 812, 813, 838, 871, 904, 974, 984]",S7DR.tsv
well i'm,2,96,"[23, 96, 465, 812]",S7DR.tsv
want,1,60,"[23, 59, 60, 64, 99, 102, 283, 345, 374, 394, 395, 399, 440, 457, 472, 481, 482, 487, 559, 589, 599, 862, 870, 889, 931, 1009]",S7DR.tsv
i've get,2,174,"[23, 168, 174, 213, 440, 451, 501, 549, 584, 802, 833]",S7DR.tsv
give,1,184,"[23, 184, 193, 201, 202, 207, 220, 320, 484, 525, 716, 816, 835, 846, 1005]",S7DR.tsv
i've get a,3,451,"[23, 213, 451, 501, 802, 833]",S7DR.tsv
work,1,23,"[5, 23, 24, 32, 78, 89, 90, 91, 156, 213, 532, 548, 568, 635, 657, 676, 807, 809, 862]",S7DR.tsv
cos,1,23,"[14, 17, 23, 59, 77, 83, 84, 87, 92, 114, 118, 132, 135, 241, 261, 274, 307, 334, 343, 345, 385, 392, 515, 527, 582, 589, 590, 644, 750, 752, 754, 765, 786, 827, 850, 870, 896, 915, 1024, 1028]",S7DR.tsv
i'm not,2,506,"[23, 105, 465, 506, 597, 640, 813, 838]",S7DR.tsv
at the,2,515,"[23, 32, 131, 133, 135, 515, 619, 657, 665, 905, 906, 925, 1005]",S7DR.tsv
drink,1,28,"[27, 28, 44, 47]",S7DR.tsv
christmas,1,80,"[28, 32, 80, 81, 82, 107, 222, 245, 308, 348, 387, 394]",S7DR.tsv
one,1,102,"[28, 32, 101, 102, 108, 184, 194, 204, 209, 232, 313, 315, 317, 385, 400, 406, 407, 412, 415, 440, 442, 446, 448, 450, 452, 457, 458, 502, 506, 535, 537, 543, 562, 581, 623, 646, 651, 653, 681, 682, 758, 891, 940]",S7DR.tsv
the one,2,442,"[28, 415, 442, 646]",S7DR.tsv
but then,2,682,"[28, 65, 586, 682, 829]",S7DR.tsv
well he,2,865,"[28, 865, 923]",S7DR.tsv
it all,2,44,"[30, 44]",S7DR.tsv
week,1,78,"[32, 78, 80, 551, 564, 686, 820, 856]",S7DR.tsv
week and,2,564,"[32, 564]",S7DR.tsv
day,1,885,"[32, 885, 977]",S7DR.tsv
present,1,107,"[37, 107, 109, 245, 308, 457]",S7DR.tsv
say,1,39,"[27, 35, 39, 51, 52, 74, 123, 135, 195, 207, 222, 224, 241, 281, 285, 303, 307, 313, 336, 345, 394, 395, 433, 474, 506, 510, 512, 513, 542, 583, 622, 633, 635, 640, 686, 687, 713, 714, 746, 770, 774, 778, 781, 784, 795, 804, 813, 815, 832, 833, 835, 836, 837, 843, 849, 889, 905, 971, 993, 998, 1002, 1010, 1018, 1034, 1036, 1037, 1039, 1040, 1041, 1042]",S7DR.tsv
so i,2,191,"[39, 65, 191, 285, 306, 313, 347, 362, 473, 564, 1034]",S7DR.tsv
so it's,2,566,"[39, 59, 108, 152, 566]",S7DR.tsv
friends,1,653,"[39, 653, 665, 680, 758, 768]",S7DR.tsv
i just,2,298,"[41, 43, 298, 355, 362, 432, 564, 634, 635, 682, 884, 889]",S7DR.tsv
i don't,2,47,"[41, 45, 47, 55, 103, 104, 131, 147, 153, 215, 224, 246, 345, 362, 388, 581, 609, 635, 638, 639, 642, 643, 663, 699, 744, 752, 782, 787, 849, 854, 937, 1018]",S7DR.tsv
no i,2,88,"[41, 45, 88, 168, 307, 506, 639, 642, 769, 782, 832, 837, 855, 870, 877, 903, 905, 998]",S7DR.tsv
have a,2,45,"[1, 19, 21, 22, 45, 48, 378, 492, 613, 694, 960, 962, 1012, 1015]",S7DR.tsv
a bite,2,96,"[45, 96, 119, 213, 229, 261, 269, 285, 395, 667, 668, 690, 696, 704, 743, 745, 905, 960, 993]",S7DR.tsv
make,1,102,"[45, 101, 102, 347, 352, 909, 912]",S7DR.tsv
and it,2,143,"[45, 143, 195, 342, 887, 955]",S7DR.tsv
go,1,45,"[17, 45, 67, 78, 108, 167, 168, 170, 188, 211, 218, 308, 313, 378, 422, 432, 470, 472, 473, 476, 481, 482, 506, 507, 527, 528, 542, 564, 584, 590, 686, 748, 752, 756, 784, 802, 833, 849, 856, 859, 902, 925, 933, 943, 945, 946, 960, 986, 989, 998, 1005, 1018, 1020, 1022, 1030, 1034]",S7DR.tsv
but it,2,352,"[45, 352]",S7DR.tsv
if i,2,47,"[45, 47, 188, 207, 422, 581, 603]",S7DR.tsv
i wouldn't,2,73,"[45, 73, 75, 829, 835, 837, 840]",S7DR.tsv
bite,1,161,"[45, 96, 119, 161, 213, 229, 261, 269, 285, 382, 395, 473, 483, 667, 668, 678, 690, 696, 704, 743, 745, 903, 905, 960, 993]",S7DR.tsv
yeah,1,48,"[4, 7, 12, 14, 22, 31, 46, 48, 53, 57, 64, 80, 81, 84, 85, 86, 95, 98, 113, 114, 116, 119, 128, 129, 131, 144, 154, 162, 169, 173, 175, 176, 177, 189, 190, 197, 198, 201, 203, 205, 208, 219, 226, 236, 244, 259, 262, 270, 271, 284, 297, 299, 300, 301, 302, 304, 305, 312, 318, 319, 323, 327, 330, 332, 335, 339, 341, 343, 346, 348, 350, 368, 376, 377, 378, 384, 386, 391, 393, 401, 407, 421, 430, 436, 438, 440, 441, 443, 444, 445, 447, 448, 453, 456, 457, 463, 474, 480, 481, 482, 489, 491, 499, 500, 503, 504, 507, 509, 523, 524, 526, 529, 530, 531, 533, 535, 545, 547, 549, 560, 563, 566, 579, 581, 585, 589, 595, 599, 601, 602, 604, 607, 608, 610, 614, 615, 619, 620, 644, 659, 660, 662, 681, 682, 684, 687, 689, 699, 705, 706, 708, 710, 711, 714, 715, 717, 729, 731, 740, 742, 751, 753, 756, 760, 766, 770, 780, 785, 792, 801, 806, 812, 813, 814, 816, 817, 824, 831, 833, 835, 841, 845, 847, 848, 850, 851, 857, 863, 881, 883, 884, 887, 908, 912, 914, 915, 916, 918, 922, 928, 930, 934, 939, 950, 955, 959, 960, 963, 973, 975, 978, 979, 986, 991, 995, 1000, 1001, 1009, 1016, 1022, 1023, 1025, 1029, 1041]",S7DR.tsv
a good,2,109,"[47, 48, 109, 204, 316, 321]",S7DR.tsv
i never,2,193,"[48, 193, 334, 910, 917]",S7DR.tsv
so that's,2,227,"[48, 227, 246, 586]",S7DR.tsv
good,1,199,"[47, 48, 109, 199, 204, 227, 228, 314, 316, 321, 352, 377, 380, 457, 589, 596, 811]",S7DR.tsv
well i,2,141,"[48, 141, 142, 155, 186, 218, 224, 246, 268, 275, 455, 471, 601, 635, 638, 676, 835]",S7DR.tsv
anyway,1,395,"[48, 222, 395, 633, 768, 787, 840, 1002]",S7DR.tsv
never,1,147,"[48, 147, 151, 152, 193, 334, 522, 796, 878, 891, 910, 917]",S7DR.tsv
use to,2,51,"[44, 51, 752, 786, 1011]",S7DR.tsv
what do,2,240,"[51, 240, 245, 255, 363, 389, 400, 420, 484, 512, 569, 572, 635, 768, 781, 964, 1009, 1029, 1042]",S7DR.tsv
use,1,240,"[44, 51, 240, 419, 752, 786, 1011]",S7DR.tsv
keep,1,147,"[51, 147, 265, 382, 412, 415, 460, 825, 885]",S7DR.tsv
what do you,3,245,"[51, 245, 255, 363, 635, 964]",S7DR.tsv
all the,2,59,"[44, 59, 152, 494, 521, 629, 673, 676, 708]",S7DR.tsv
want to,2,60,"[59, 60, 64, 102, 374, 472, 481, 482, 599, 862, 889, 931]",S7DR.tsv
to get,2,179,"[59, 168, 178, 179, 183, 215, 307, 353, 473, 541, 600, 786, 1022]",S7DR.tsv
you know,2,132,"[59, 132, 340, 348, 374, 380, 382, 439, 481, 593, 625, 629, 630, 750, 824, 832, 833, 857, 935, 1043]",S7DR.tsv
start,1,804,"[65, 804, 813, 838, 840, 843, 876, 885, 905]",S7DR.tsv
but then i,3,829,"[65, 829]",S7DR.tsv
i start,2,885,"[65, 885]",S7DR.tsv
monday,1,70,"[68, 70]",S7DR.tsv
back,1,68,"[67, 68, 142, 275, 292, 313, 400, 422, 581, 960, 966, 985, 1043]",S7DR.tsv
have he,2,924,"[71, 924, 986]",S7DR.tsv
a proper,2,102,"[99, 102]",S7DR.tsv
do you,2,594,"[51, 99, 245, 255, 354, 363, 389, 400, 412, 559, 594, 635, 877, 921, 964, 1043]",S7DR.tsv
to make,2,102,"[101, 102]",S7DR.tsv
it's a,2,114,"[101, 114, 117, 317, 351, 360, 432, 435, 566, 611, 948]",S7DR.tsv
thing,1,367,"[101, 108, 120, 185, 241, 367, 374, 375, 395, 402, 432, 439, 535, 772, 774, 795, 896, 906]",S7DR.tsv
do it,2,105,"[66, 67, 105, 188, 382]",S7DR.tsv
just a,2,108,"[95, 108, 119, 439, 817, 820]",S7DR.tsv
on it,2,158,"[108, 158, 195, 447]",S7DR.tsv
buy,1,206,"[108, 206, 214, 250, 256, 313, 315, 325, 329, 385, 387, 402, 450, 452, 487, 513, 552]",S7DR.tsv
on the,2,163,"[110, 163, 222, 285, 303, 392, 458, 539, 552, 813, 838]",S7DR.tsv
usually,1,120,"[119, 120, 805, 844]",S7DR.tsv
quite,1,141,"[120, 126, 141, 147, 199, 279, 285, 607, 664, 666, 774, 789, 887, 937, 972, 1002, 1026]",S7DR.tsv
it be,2,122,"[115, 122, 143, 342, 348, 388, 390, 397, 537, 579, 581, 587, 596, 709, 820, 831, 881, 887, 896, 906, 946, 1043]",S7DR.tsv
cold,1,122,"[119, 122]",S7DR.tsv
why be you,3,217,"[122, 217]",S7DR.tsv
why be,2,768,"[122, 768]",S7DR.tsv
be it,2,124,"[60, 124, 196, 309, 377, 460, 517, 596, 658, 698, 768, 910, 924]",S7DR.tsv
i think,2,126,"[4, 25, 88, 90, 102, 115, 126, 127, 142, 162, 186, 199, 220, 285, 306, 321, 331, 347, 382, 390, 395, 422, 471, 473, 502, 506, 513, 527, 560, 568, 587, 597, 601, 651, 666, 673, 676, 704, 712, 758, 789, 820, 828, 831, 832, 856, 870, 874, 906, 929, 933, 977, 980, 981, 982, 984, 991, 994, 997]",S7DR.tsv
i think it's,3,560,"[126, 331, 560, 980]",S7DR.tsv
think,1,114,"[4, 25, 88, 90, 102, 114, 115, 126, 127, 131, 153, 162, 167, 186, 188, 199, 220, 237, 285, 306, 321, 331, 347, 382, 390, 395, 417, 422, 458, 459, 460, 471, 473, 477, 502, 506, 513, 527, 560, 568, 587, 597, 601, 616, 634, 651, 666, 673, 676, 699, 704, 712, 725, 754, 758, 787, 789, 820, 828, 831, 832, 854, 856, 870, 871, 874, 906, 929, 933, 977, 980, 981, 982, 984, 991, 994, 997, 1006]",S7DR.tsv
it's quite,2,887,"[126, 887]",S7DR.tsv
think it,2,131,"[115, 127, 131, 390, 587]",S7DR.tsv
the heat,2,131,"[121, 131]",S7DR.tsv
be off,2,131,"[83, 84, 91, 131, 501]",S7DR.tsv
well the,2,834,"[131, 834]",S7DR.tsv
i don't think,3,153,"[131, 153, 699, 787, 854]",S7DR.tsv
it's not,2,460,"[133, 345, 460, 566, 768, 786, 977, 979, 1020]",S7DR.tsv
it say,2,195,"[135, 195]",S7DR.tsv
enough,1,242,"[135, 242]",S7DR.tsv
twenty,1,142,"[135, 142, 143, 149, 162, 165, 313, 388, 390, 392, 587, 590, 592, 686, 955]",S7DR.tsv
five,1,143,"[135, 143, 149, 587]",S7DR.tsv
god,1,145,"[4, 145, 225, 432, 520, 538, 636, 879, 1031]",S7DR.tsv
oh my god,3,520,"[145, 520, 538]",S7DR.tsv
oh my,2,821,"[145, 520, 538, 821, 1027, 1033, 1035]",S7DR.tsv
all the time,3,152,"[44, 152, 494]",S7DR.tsv
time,1,152,"[44, 89, 152, 494, 655, 754, 905, 917, 962, 1005]",S7DR.tsv
yet,1,166,"[156, 166, 571, 901]",S7DR.tsv
get them,2,261,"[166, 261, 577]",S7DR.tsv
to get him a,4,179,"[168, 179]",S7DR.tsv
to get him,3,179,"[168, 179]",S7DR.tsv
card,1,193,"[168, 169, 193, 195, 541]",S7DR.tsv
actually,1,168,"[84, 168, 244, 345, 549, 555, 560, 754, 765, 870]",S7DR.tsv
i erm,2,168,"[157, 168, 593]",S7DR.tsv
get to,2,168,"[149, 168, 584, 836, 903, 905, 985]",S7DR.tsv
yeah but,2,176,"[175, 176, 177, 189, 236, 330, 407, 705, 710, 792, 813, 833]",S7DR.tsv
i'd like to get him a,6,179,"[178, 179, 183]",S7DR.tsv
i'd like to get him,5,179,"[178, 179, 183]",S7DR.tsv
like,1,178,"[164, 178, 179, 181, 183, 187, 218, 230, 233, 241, 242, 243, 285, 288, 296, 327, 336, 347, 382, 388, 409, 432, 434, 440, 443, 455, 473, 477, 562, 578, 597, 607, 635, 679, 682, 709, 785, 795, 838, 937, 949, 1026, 1032]",S7DR.tsv
i'd,1,178,"[35, 114, 178, 179, 183, 206, 473, 568, 597, 642, 849]",S7DR.tsv
a nice,2,183,"[117, 183, 317, 488, 962, 1032]",S7DR.tsv
like that,2,336,"[187, 336, 440, 443, 1026]",S7DR.tsv
you do,2,567,"[187, 188, 389, 400, 567, 635, 877, 961, 964, 1040]",S7DR.tsv
it and,2,195,"[188, 195, 313, 795]",S7DR.tsv
look,1,442,"[188, 334, 442, 629, 637, 640, 784]",S7DR.tsv
tight,1,562,"[188, 562]",S7DR.tsv
at you,2,1011,"[188, 1011]",S7DR.tsv
still get it,3,201,"[196, 200, 201]",S7DR.tsv
still,1,196,"[10, 196, 200, 201, 492, 493, 494, 774, 869, 998]",S7DR.tsv
year,1,202,"[93, 202, 204, 245, 502, 519, 539, 971]",S7DR.tsv
give it,2,202,"[201, 202, 320, 835]",S7DR.tsv
next,1,551,"[202, 551, 564, 801, 977, 999]",S7DR.tsv
see,1,204,"[47, 74, 204, 207, 221, 281, 373, 522, 795, 799, 801, 824, 829, 878, 887, 891, 931, 933, 1005, 1022, 1024]",S7DR.tsv
be a,2,261,"[204, 261, 358, 457, 521, 635, 667, 678, 690, 702, 743, 993]",S7DR.tsv
see it,2,887,"[204, 795, 887, 931]",S7DR.tsv
it's get,2,209,"[195, 209]",S7DR.tsv
cheap,1,209,"[208, 209, 233, 475, 477]",S7DR.tsv
end,1,212,"[209, 212, 217, 510, 515, 955]",S7DR.tsv
i've gotta,2,552,"[211, 552]",S7DR.tsv
tuesday,1,213,"[70, 213]",S7DR.tsv
a hundred,2,571,"[213, 223, 237, 571]",S7DR.tsv
do a,2,213,"[92, 213, 572, 857, 924, 985]",S7DR.tsv
know what,2,797,"[215, 797, 1002, 1043]",S7DR.tsv
go to,2,218,"[78, 218, 313, 472, 473, 481, 506, 507, 686, 802, 859, 925, 933, 945, 946, 1022]",S7DR.tsv
she's like,2,607,"[218, 607]",S7DR.tsv
every,1,521,"[218, 521, 905, 906, 917, 1005]",S7DR.tsv
i'll,1,201,"[19, 21, 22, 201, 220, 285, 481, 501, 571, 581, 601, 804, 977]",S7DR.tsv
we've,1,495,"[220, 495, 502, 857, 1019]",S7DR.tsv
get any,2,222,"[189, 222, 394, 849]",S7DR.tsv
didn't get,2,905,"[222, 905]",S7DR.tsv
he say,2,770,"[222, 224, 336, 635, 714, 770, 774, 778, 1042]",S7DR.tsv
lot,1,224,"[1, 224, 252, 253, 655, 857, 913]",S7DR.tsv
oh well,2,224,"[136, 224, 306, 923]",S7DR.tsv
lot of,2,224,"[92, 224, 655, 857]",S7DR.tsv
that's no good,3,228,"[227, 228]",S7DR.tsv
she say,2,281,"[241, 281, 285, 313, 512, 513, 635, 781, 784]",S7DR.tsv
a really,2,457,"[243, 457, 1032]",S7DR.tsv
really,1,243,"[92, 237, 243, 285, 291, 330, 369, 417, 457, 475, 513, 635, 744, 788, 887, 897, 904, 1002, 1010, 1022, 1032, 1039]",S7DR.tsv
perfume,1,258,"[246, 248, 250, 258, 325, 326, 327, 351, 364, 395]",S7DR.tsv
of perfume,2,326,"[248, 326]",S7DR.tsv
him a,2,250,"[169, 179, 250, 1005]",S7DR.tsv
spend,1,250,"[195, 207, 250, 252, 253, 307, 519, 655]",S7DR.tsv
each other,2,824,"[250, 329, 824]",S7DR.tsv
do he,2,253,"[164, 252, 253, 706, 862, 865, 943, 1011, 1020, 1042]",S7DR.tsv
you get,2,442,"[245, 255, 363, 442, 559, 582, 584, 803, 825, 849, 901, 1032]",S7DR.tsv
and then they,3,905,"[267, 905, 960]",S7DR.tsv
and then,2,303,"[161, 267, 303, 395, 422, 471, 495, 525, 528, 756, 770, 833, 905, 960]",S7DR.tsv
big,1,967,"[269, 967, 1012, 1015]",S7DR.tsv
well that's,2,274,"[136, 274, 309]",S7DR.tsv
ones,1,286,"[174, 285, 286, 292, 297, 525]",S7DR.tsv
oh yeah,2,297,"[81, 84, 169, 197, 297, 312, 368, 376, 430, 436, 440, 444, 474, 499, 560, 751, 770, 824, 950]",S7DR.tsv
yeah i,2,244,"[7, 64, 162, 169, 197, 244, 297, 327, 343, 348, 443, 445, 547, 560, 753, 780, 884, 887, 922, 975, 1041]",S7DR.tsv
listen to,2,305,"[56, 305]",S7DR.tsv
oh dear,2,956,"[305, 956]",S7DR.tsv
try to,2,307,"[6, 307, 460]",S7DR.tsv
birthday,1,307,"[172, 307, 946]",S7DR.tsv
spare,1,307,"[174, 184, 307]",S7DR.tsv
money,1,307,"[189, 307, 313, 351, 484, 485, 546, 596]",S7DR.tsv
holiday,1,307,"[95, 97, 307, 308, 309, 542, 546, 809, 833, 849, 850]",S7DR.tsv
try,1,307,"[6, 149, 307, 460, 577, 852, 975, 977]",S7DR.tsv
ring me,2,840,"[307, 312, 840]",S7DR.tsv
oh no i,3,905,"[307, 905]",S7DR.tsv
get one,2,440,"[313, 440, 450, 452]",S7DR.tsv
and get,2,313,"[149, 275, 313, 564, 577, 986]",S7DR.tsv
in the,2,313,"[78, 313, 568, 927, 939, 1030]",S7DR.tsv
from the,2,510,"[313, 510, 528, 865]",S7DR.tsv
one for,2,457,"[315, 457]",S7DR.tsv
it's a nice,3,317,"[117, 317]",S7DR.tsv
isn't it,2,317,"[172, 317, 330, 340, 351, 432, 693, 696, 993]",S7DR.tsv
the same,2,320,"[46, 275, 320, 448, 633, 977]",S7DR.tsv
so i've,2,552,"[320, 481, 552]",S7DR.tsv
no not,2,551,"[325, 551, 989]",S7DR.tsv
i like,2,336,"[327, 336, 347, 434, 440, 443, 455, 635]",S7DR.tsv
cos i,2,343,"[14, 77, 84, 334, 343, 345, 515, 527, 589, 786, 1024]",S7DR.tsv
say to,2,781,"[345, 635, 781, 1018]",S7DR.tsv
say i,2,804,"[345, 804]",S7DR.tsv
it's the,2,851,"[345, 851, 978, 980]",S7DR.tsv
that the,2,442,"[347, 442, 557]",S7DR.tsv
i can't remember,3,556,"[347, 556, 558, 633, 708, 754, 1018]",S7DR.tsv
but i,2,347,"[127, 237, 273, 347, 353, 399, 506, 564, 606, 712, 730, 869, 885, 1039, 1041]",S7DR.tsv
i get that,3,445,"[347, 445, 581]",S7DR.tsv
get that,2,445,"[347, 445, 581, 803]",S7DR.tsv
remember,1,638,"[347, 556, 558, 633, 638, 703, 707, 708, 730, 753, 754, 774, 887, 1018]",S7DR.tsv
i can't,2,347,"[40, 347, 556, 558, 606, 633, 708, 754, 804, 862, 1018]",S7DR.tsv
can't,1,788,"[40, 347, 556, 558, 633, 708, 754, 788, 804, 850, 862, 866, 1010, 1018, 1032]",S7DR.tsv
money for,2,484,"[351, 484]",S7DR.tsv
a lot of,3,351,"[92, 351, 655, 857]",S7DR.tsv
yeah and,2,377,"[270, 377, 714, 756, 770, 1029]",S7DR.tsv
what do you do,4,964,"[389, 400, 635, 964]",S7DR.tsv
be the,2,403,"[121, 388, 390, 403, 595, 651, 846, 998]",S7DR.tsv
that one,2,407,"[406, 407, 412, 457, 891]",S7DR.tsv
be in,2,885,"[407, 885, 1039]",S7DR.tsv
oh that,2,414,"[134, 414, 488]",S7DR.tsv
else,1,423,"[364, 395, 423, 432, 655, 754, 905]",S7DR.tsv
sorry,1,433,"[36, 282, 433, 740, 813]",S7DR.tsv
remind me,2,895,"[433, 895]",S7DR.tsv
what you,2,459,"[79, 394, 459, 548]",S7DR.tsv
sure,1,465,"[464, 465, 571, 597]",S7DR.tsv
i'm not sure,3,597,"[465, 597]",S7DR.tsv
for the,2,467,"[114, 123, 125, 467, 487, 756, 802]",S7DR.tsv
i be,2,471,"[74, 78, 169, 237, 285, 303, 422, 471, 829, 866, 885, 993, 998, 1039, 1041]",S7DR.tsv
then i,2,161,"[65, 161, 303, 471, 829]",S7DR.tsv
we're,1,473,"[31, 473, 857, 999]",S7DR.tsv
maybe,1,473,"[119, 473, 481, 709, 984]",S7DR.tsv
get some,2,473,"[174, 473, 1022]",S7DR.tsv
i'd like to,3,473,"[179, 473]",S7DR.tsv
debts,1,495,"[473, 495, 497, 498]",S7DR.tsv
live,1,473,"[2, 473, 548, 594, 596, 734, 865]",S7DR.tsv
but it's,2,701,"[439, 473, 701, 887]",S7DR.tsv
so i'm,2,477,"[61, 477]",S7DR.tsv
yeah so,2,581,"[481, 581, 801, 960]",S7DR.tsv
to do,2,696,"[275, 481, 696, 699, 730, 772, 1002]",S7DR.tsv
i'll have to,3,804,"[481, 804]",S7DR.tsv
have to,2,481,"[275, 353, 481, 515, 600, 786, 804, 826, 827, 840]",S7DR.tsv
line,1,483,"[195, 483, 557]",S7DR.tsv
when i've,2,501,"[483, 501]",S7DR.tsv
he's,1,489,"[4, 67, 70, 489, 490, 506, 704, 743, 745, 786, 865, 925, 937, 985, 1010, 1032]",S7DR.tsv
okay,1,544,"[489, 544, 738, 953]",S7DR.tsv
oh yes,2,493,"[34, 114, 493, 608, 628]",S7DR.tsv
what do she,3,512,"[240, 512, 781, 1009]",S7DR.tsv
what do she say,4,781,"[512, 781]",S7DR.tsv
wear,1,559,"[299, 552, 559, 633]",S7DR.tsv
black skirt,2,562,"[559, 562]",S7DR.tsv
black,1,562,"[559, 562]",S7DR.tsv
do what,2,570,"[484, 570]",S7DR.tsv
literary,1,574,"[566, 568, 572, 574, 576]",S7DR.tsv
get a job,3,584,"[501, 584, 825]",S7DR.tsv
something,1,584,"[85, 107, 395, 552, 564, 584, 601, 635, 661, 696, 708, 712, 713, 716, 730, 752, 828, 1007]",S7DR.tsv
that's something,2,601,"[584, 601]",S7DR.tsv
job,1,603,"[501, 584, 603, 803, 812, 816, 825, 828, 833, 846]",S7DR.tsv
funny,1,584,"[76, 584, 880, 881, 887, 897]",S7DR.tsv
then that's,2,586,"[422, 581, 586]",S7DR.tsv
be twenty,2,590,"[587, 590, 955]",S7DR.tsv
plan,1,598,"[595, 598, 857]",S7DR.tsv
might,1,564,"[84, 91, 453, 564, 600, 812, 840, 843, 846, 923]",S7DR.tsv
that be,2,614,"[199, 457, 488, 546, 595, 614, 617, 724, 737, 739]",S7DR.tsv
yeah that be,3,614,"[595, 614]",S7DR.tsv
one of those,3,623,"[385, 440, 623]",S7DR.tsv
one of,2,623,"[385, 440, 623, 653, 758]",S7DR.tsv
who be,2,732,"[623, 732]",S7DR.tsv
blonde,1,625,"[607, 625, 629, 630]",S7DR.tsv
be her,2,768,"[633, 768]",S7DR.tsv
like i,2,635,"[242, 388, 635]",S7DR.tsv
i didn't,2,652,"[84, 162, 397, 415, 417, 589, 652, 702, 856, 877, 905, 1017, 1036, 1039]",S7DR.tsv
oh that's,2,657,"[589, 656, 657, 713, 714, 779, 795]",S7DR.tsv
someone,1,713,"[657, 692, 713, 763, 905]",S7DR.tsv
or something,2,661,"[107, 564, 661, 716, 752]",S7DR.tsv
new,1,665,"[179, 353, 442, 665, 940, 971, 1002, 1003]",S7DR.tsv
well i think,3,676,"[142, 186, 601, 676]",S7DR.tsv
first,1,815,"[686, 815, 824]",S7DR.tsv
i dunno,2,861,"[692, 861]",S7DR.tsv
brother,1,697,"[488, 697, 698, 702, 721, 724, 725, 726]",S7DR.tsv
