Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
send,1,99,[98],[99],SCYD.tsv,S0588,S0589
ebay,1,99,[98],[99],SCYD.tsv,S0588,S0589
just that,2,120,[98],[120],SCYD.tsv,S0588,S0589
oh i,2,175,"[100, 184, 198]","[175, 187]",SCYD.tsv,S0588,S0589
quite,1,104,"[104, 133, 210]",[87],SCYD.tsv,S0588,S0589
yeah they're,2,104,[104],[93],SCYD.tsv,S0588,S0589
four,1,109,[108],[109],SCYD.tsv,S0588,S0589
yeah that,2,115,[115],"[5, 11]",SCYD.tsv,S0588,S0589
you know,2,115,[115],[78],SCYD.tsv,S0588,S0589
to get,2,115,[115],"[103, 114]",SCYD.tsv,S0588,S0589
be it,2,119,"[119, 161]",[109],SCYD.tsv,S0588,S0589
come,1,121,"[121, 198]","[11, 21, 112]",SCYD.tsv,S0588,S0589
i just,2,164,[123],[164],SCYD.tsv,S0588,S0589
look at,2,134,"[125, 135]",[134],SCYD.tsv,S0588,S0589
that be,2,133,[133],"[5, 11]",SCYD.tsv,S0588,S0589
tea tree things,3,136,[135],[136],SCYD.tsv,S0588,S0589
coriander seed,2,141,[141],[138],SCYD.tsv,S0588,S0589
coriander,1,144,[141],"[144, 146]",SCYD.tsv,S0588,S0589
they're not,2,143,[143],[56],SCYD.tsv,S0588,S0589
and they,2,145,[145],[45],SCYD.tsv,S0588,S0589
put,1,147,[147],[27],SCYD.tsv,S0588,S0589
put a,2,158,[147],[158],SCYD.tsv,S0588,S0589
you want,2,153,"[153, 206]","[47, 103, 211]",SCYD.tsv,S0588,S0589
cloves,1,155,[155],"[140, 152]",SCYD.tsv,S0588,S0589
alright,1,159,"[159, 165]","[62, 93, 124]",SCYD.tsv,S0588,S0589
the other,2,187,"[167, 188]",[187],SCYD.tsv,S0588,S0589
have you,2,168,[168],[27],SCYD.tsv,S0588,S0589
cover,1,172,[172],[122],SCYD.tsv,S0588,S0589
with the,2,172,"[172, 190]",[171],SCYD.tsv,S0588,S0589
the cover,2,173,[172],[173],SCYD.tsv,S0588,S0589
and the,2,174,[174],"[138, 152]",SCYD.tsv,S0588,S0589
oh and the,3,174,[174],[140],SCYD.tsv,S0588,S0589
the hole,2,174,[174],[171],SCYD.tsv,S0588,S0589
it would have,3,178,[178],[177],SCYD.tsv,S0588,S0589
in fact,2,179,[179],[25],SCYD.tsv,S0588,S0589
one for,2,179,[179],[43],SCYD.tsv,S0588,S0589
for the,2,179,[179],[164],SCYD.tsv,S0588,S0589
spice grinder,2,186,[186],[185],SCYD.tsv,S0588,S0589
spice,1,193,"[186, 188]",[193],SCYD.tsv,S0588,S0589
everything,1,188,[188],[122],SCYD.tsv,S0588,S0589
other one,2,188,[188],[187],SCYD.tsv,S0588,S0589
shower curtain,2,189,"[188, 190]",[189],SCYD.tsv,S0588,S0589
shower,1,189,[188],[189],SCYD.tsv,S0588,S0589
think,1,190,"[190, 214]","[70, 105, 122, 130]",SCYD.tsv,S0588,S0589
round,1,190,[190],[164],SCYD.tsv,S0588,S0589
round and,2,211,[190],[211],SCYD.tsv,S0588,S0589
sort,1,192,[192],[19],SCYD.tsv,S0588,S0589
sort of,2,192,[192],[160],SCYD.tsv,S0588,S0589
tomorrow,1,194,[194],"[45, 78]",SCYD.tsv,S0588,S0589
a tiny,2,194,[194],[72],SCYD.tsv,S0588,S0589
bite,1,194,[194],"[158, 193]",SCYD.tsv,S0588,S0589
bite of,2,205,[194],[205],SCYD.tsv,S0588,S0589
probably,1,196,"[196, 206]","[54, 199, 205]",SCYD.tsv,S0588,S0589
you mean,2,198,[198],[99],SCYD.tsv,S0588,S0589
in oil,2,199,[198],[199],SCYD.tsv,S0588,S0589
oil in,2,206,[206],[195],SCYD.tsv,S0588,S0589
water,1,210,[210],[209],SCYD.tsv,S0588,S0589
at some,2,215,[215],[134],SCYD.tsv,S0588,S0589
drink,1,215,[215],[164],SCYD.tsv,S0588,S0589
for a,2,215,[215],[211],SCYD.tsv,S0588,S0589
