Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
kind of like,3,515,"[8, 91, 95, 302]",[515],S2LC.tsv,S0421,S0423
of like,2,544,"[8, 26, 69, 91, 95, 302]","[544, 721]",S2LC.tsv,S0421,S0423
you know like,3,649,"[8, 93, 298, 300]",[649],S2LC.tsv,S0421,S0423
of like the,3,721,"[8, 302]",[721],S2LC.tsv,S0421,S0423
and i,2,729,"[8, 14, 16, 77, 87, 89, 91, 95, 148, 304, 382, 384, 530, 700, 832, 836]","[729, 768, 778]",S2LC.tsv,S0421,S0423
i i,2,731,"[8, 87, 148, 320, 581, 728]","[731, 768]",S2LC.tsv,S0421,S0423
year,1,741,"[8, 738]","[741, 745]",S2LC.tsv,S0421,S0423
like the,2,752,"[8, 83, 302, 308, 569, 598, 635, 660, 672, 686, 688, 690]",[752],S2LC.tsv,S0421,S0423
year if,2,768,[8],[768],S2LC.tsv,S0421,S0423
get to,2,778,[8],[778],S2LC.tsv,S0421,S0423
mean you,2,823,[8],[823],S2LC.tsv,S0421,S0423
but like,2,111,"[10, 43, 686, 700]",[111],S2LC.tsv,S0421,S0423
really,1,153,"[10, 18, 32, 87, 89, 95, 314, 318, 320, 344, 481, 485, 507, 511, 530, 555, 594, 625, 631, 668, 700, 756]","[153, 218, 289, 355, 373, 374, 419, 463, 550, 772, 774]",S2LC.tsv,S0421,S0423
i'm,1,159,"[10, 16, 71, 77, 95, 128, 148, 152, 344, 366, 412, 430, 437, 466, 485, 530, 559, 586, 728, 844]","[159, 179, 198, 212, 228, 440, 544, 747, 764, 761, 839, 843]",S2LC.tsv,S0421,S0423
on that,2,163,"[10, 65]",[163],S2LC.tsv,S0421,S0423
french,1,427,"[10, 85, 87, 426, 437, 450]","[427, 442]",S2LC.tsv,S0421,S0423
i'm not,2,761,"[10, 152, 530]","[761, 764, 839, 843]",S2LC.tsv,S0421,S0423
enough,1,764,[10],[764],S2LC.tsv,S0421,S0423
subject,1,15,[12],[15],S2LC.tsv,S0421,S0423
a a,2,50,"[12, 328]","[50, 540]",S2LC.tsv,S0421,S0423
have a,2,74,"[12, 22, 59, 128, 244, 254, 328, 384, 398, 460, 832]","[74, 179, 385, 432, 815]",S2LC.tsv,S0421,S0423
thing,1,159,"[12, 59, 91, 246, 370, 378, 382, 410, 718]","[159, 171, 197, 385, 480, 546, 583, 622]",S2LC.tsv,S0421,S0423
something that,2,189,"[12, 32]",[189],S2LC.tsv,S0421,S0423
that i,2,319,"[12, 16, 32, 34, 95, 128, 328, 344, 656, 728]","[319, 752]",S2LC.tsv,S0421,S0423
pick,1,517,"[12, 344]",[517],S2LC.tsv,S0421,S0423
extra,1,741,[12],[741],S2LC.tsv,S0421,S0423
i should,2,785,[12],[785],S2LC.tsv,S0421,S0423
there's,1,14,"[14, 34, 36, 47, 48, 51, 126, 128, 172, 370, 473, 489, 736, 835]","[3, 50, 153, 216, 220, 228, 230, 373, 735, 845]",S2LC.tsv,S0421,S0423
lot of,2,38,"[14, 34, 36]","[38, 305, 512, 721]",S2LC.tsv,S0421,S0423
i'd,1,197,"[14, 32, 89, 95, 144, 150, 380, 412, 569]","[197, 537]",S2LC.tsv,S0421,S0423
do it,2,198,"[14, 18, 69, 71, 489, 559]","[198, 409, 533, 558, 731]",S2LC.tsv,S0421,S0423
lot,1,266,"[14, 34, 36]","[266, 282, 766]",S2LC.tsv,S0421,S0423
i'd be,2,537,"[14, 150]",[537],S2LC.tsv,S0421,S0423
cos there's,2,845,"[14, 36, 370, 489]",[845],S2LC.tsv,S0421,S0423
study,1,16,[16],[15],S2LC.tsv,S0421,S0423
in the,2,58,"[16, 269, 334, 338, 489, 577]","[58, 191, 601, 752, 765]",S2LC.tsv,S0421,S0423
understand,1,94,"[16, 75, 77, 87, 89, 107, 148, 150]","[94, 375, 519, 546]",S2LC.tsv,S0421,S0423
i didn't,2,109,"[16, 77, 85, 89, 382]","[109, 293, 731, 319]",S2LC.tsv,S0421,S0423
i be,2,230,"[16, 77, 87, 146, 334, 338, 372, 384, 388, 462, 530, 581, 728, 832, 836, 844]","[230, 461, 731, 748, 752, 778]",S2LC.tsv,S0421,S0423
that i didn't,3,319,[16],[319],S2LC.tsv,S0421,S0423
of a,2,517,"[16, 75]","[517, 540, 761, 776, 578]",S2LC.tsv,S0421,S0423
i'm sure,2,544,[16],[544],S2LC.tsv,S0421,S0423
kind of a,3,578,[16],[578],S2LC.tsv,S0421,S0423
i have,2,659,"[16, 95, 450]",[659],S2LC.tsv,S0421,S0423
and if,2,709,"[16, 412]",[709],S2LC.tsv,S0421,S0423
sure,1,839,"[16, 95]","[839, 843]",S2LC.tsv,S0421,S0423
some kind of,3,841,[16],[841],S2LC.tsv,S0421,S0423
world literature,2,23,[18],[23],S2LC.tsv,S0421,S0423
literature,1,23,[18],"[23, 29, 38]",S2LC.tsv,S0421,S0423
think,1,23,"[18, 22, 55, 57, 65, 67, 89, 91, 95, 126, 130, 170, 308, 344, 358, 364, 366, 378, 388, 402, 412, 417, 450, 452, 477, 489, 561, 579, 594, 627, 816]","[23, 58, 111, 135, 153, 159, 165, 179, 181, 197, 206, 208, 210, 228, 232, 299, 374, 385, 423, 442, 504, 515, 533, 542, 546, 562, 572, 599, 636, 768, 778, 785, 811, 845, 317, 341, 550, 595, 731, 831, 659]",S2LC.tsv,S0421,S0423
english literature,2,38,[18],[38],S2LC.tsv,S0421,S0423
world,1,58,"[18, 53, 334, 338, 354, 660]","[58, 709]",S2LC.tsv,S0421,S0423
they have,2,66,"[18, 250, 318, 424, 437, 605, 832, 833]","[66, 391, 576, 649]",S2LC.tsv,S0421,S0423
i don't know,3,80,"[18, 20, 32, 77, 83, 89, 238, 338, 388, 402, 415, 452, 530, 536, 571, 615]","[80, 109, 157, 193, 429, 649, 793]",S2LC.tsv,S0421,S0423
sound quite interest,3,84,[18],[84],S2LC.tsv,S0421,S0423
think i,2,111,"[18, 402]","[111, 659, 731]",S2LC.tsv,S0421,S0423
erm you,2,125,[18],[125],S2LC.tsv,S0421,S0423
wanna,1,157,"[18, 746, 836]","[157, 179, 193, 745]",S2LC.tsv,S0421,S0423
it's not,2,189,"[18, 26, 91, 275, 318, 466, 621, 835]","[189, 191, 374, 508, 550, 582, 791]",S2LC.tsv,S0421,S0423
it it's,2,189,"[18, 213, 452, 658]","[189, 220, 531, 480]",S2LC.tsv,S0421,S0423
want to,2,195,"[18, 69, 286, 366, 376, 378, 380, 398, 402, 410, 530, 536]","[195, 800, 745]",S2LC.tsv,S0421,S0423
you can,2,208,"[18, 41, 43, 130, 314, 360, 364, 366, 370, 378, 388, 396]","[208, 341, 498, 761, 772, 815, 819]",S2LC.tsv,S0421,S0423
and they,2,226,"[18, 682, 832, 835]","[226, 261, 299, 533]",S2LC.tsv,S0421,S0423
i don't think,3,317,"[18, 55, 65, 402, 477, 594, 816]","[317, 341, 550, 595, 731, 831]",S2LC.tsv,S0421,S0423
interest,1,317,"[18, 61, 124, 148, 402]","[317, 381, 431]",S2LC.tsv,S0421,S0423
it sound,2,331,"[18, 330, 417]","[331, 793]",S2LC.tsv,S0421,S0423
quite interest,2,431,"[18, 124, 148]",[431],S2LC.tsv,S0421,S0423
it it's like,3,480,"[18, 452]",[480],S2LC.tsv,S0421,S0423
it's like,2,552,"[18, 24, 91, 126, 213, 346, 382, 452, 656, 694, 700, 726, 833]","[552, 703]",S2LC.tsv,S0421,S0423
want,1,568,"[18, 69, 286, 364, 366, 376, 378, 380, 398, 402, 410, 454, 530, 536, 720]","[568, 709, 745, 800]",S2LC.tsv,S0421,S0423
don't know,2,637,"[18, 20, 32, 69, 77, 83, 89, 238, 338, 388, 402, 415, 452, 530, 536, 571, 615]","[637, 649, 793]",S2LC.tsv,S0421,S0423
i want to,3,745,"[18, 410, 536]",[745],S2LC.tsv,S0421,S0423
can do,2,745,[18],[745],S2LC.tsv,S0421,S0423
wanna do,2,745,[18],[745],S2LC.tsv,S0421,S0423
sound,1,783,"[18, 330, 417]",[783],S2LC.tsv,S0421,S0423
i don't know it sound,5,793,[18],[793],S2LC.tsv,S0421,S0423
what they,2,502,"[20, 69, 678, 702]",[502],S2LC.tsv,S0421,S0423
they do,2,515,"[20, 22, 148, 328, 511, 700, 832]",[515],S2LC.tsv,S0421,S0423
yeah,1,22,"[22, 24, 26, 28, 30, 36, 45, 51, 57, 59, 61, 63, 67, 73, 81, 83, 85, 95, 97, 101, 103, 110, 112, 114, 116, 118, 122, 126, 130, 140, 142, 144, 156, 158, 166, 182, 184, 186, 190, 192, 194, 209, 211, 217, 219, 225, 229, 231, 240, 244, 252, 258, 263, 273, 277, 281, 306, 312, 322, 324, 334, 338, 342, 344, 356, 368, 370, 372, 376, 386, 390, 410, 420, 428, 441, 443, 445, 448, 456, 466, 475, 485, 491, 497, 501, 503, 514, 516, 518, 524, 530, 534, 538, 545, 547, 551, 555, 557, 559, 563, 565, 579, 590, 592, 600, 602, 604, 613, 617, 627, 633, 638, 646, 650, 652, 676, 686, 690, 694, 696, 700, 704, 708, 712, 714, 716, 720, 736, 740, 742, 751, 758, 763, 767, 773, 775, 777, 780, 786, 790, 794, 801, 809, 812, 820, 822, 824, 832, 838, 842, 844, 846, 848]","[7, 9, 13, 15, 17, 31, 46, 52, 54, 64, 66, 68, 70, 104, 115, 123, 127, 131, 135, 137, 147, 149, 175, 177, 179, 181, 204, 212, 214, 216, 218, 230, 234, 239, 245, 255, 272, 274, 276, 278, 287, 297, 299, 301, 303, 305, 309, 311, 339, 343, 357, 361, 367, 379, 395, 397, 418, 425, 431, 434, 436, 453, 455, 474, 484, 490, 525, 527, 540, 554, 560, 562, 570, 574, 576, 606, 612, 622, 628, 630, 632, 655, 657, 661, 665, 667, 669, 677, 679, 681, 689, 695, 701, 717, 719, 721, 725, 737, 747, 757, 789, 791, 802, 817, 829, 834, 837, 461, 546, 580, 599, 729, 831]",S2LC.tsv,S0421,S0423
classics,1,22,"[22, 26, 30]",[21],S2LC.tsv,S0421,S0423
i think,2,23,"[22, 57, 67, 89, 91, 95, 126, 130, 170, 308, 358, 364, 366, 378, 402, 412, 417, 450, 452, 489, 561, 579, 627]","[23, 111, 135, 153, 165, 197, 206, 208, 210, 385, 515, 542, 659, 731, 768, 778, 811, 845, 546, 599]",S2LC.tsv,S0421,S0423
think so,2,181,"[22, 95, 579, 594, 627]",[181],S2LC.tsv,S0421,S0423
yeah i,2,461,"[22, 26, 85, 130, 334, 338, 372, 497, 627, 824]","[461, 580, 729, 831, 546, 599]",S2LC.tsv,S0421,S0423
cos they,2,476,[22],[476],S2LC.tsv,S0421,S0423
yeah i think,3,546,"[22, 130, 627]","[546, 599]",S2LC.tsv,S0421,S0423
not quite,2,843,"[22, 26]",[843],S2LC.tsv,S0421,S0423
old,1,49,"[24, 63, 812]","[49, 813, 815]",S2LC.tsv,S0421,S0423
stuff,1,90,"[24, 304, 318, 629, 700, 718, 809, 832]","[90, 319, 385, 601, 649, 759]",S2LC.tsv,S0421,S0423
yeah it's,2,418,"[24, 322, 420, 694]","[418, 632, 661, 719, 789]",S2LC.tsv,S0421,S0423
things,1,66,"[26, 30, 77, 83, 95, 122, 126, 302, 304, 318, 370, 485, 698]","[66, 74, 311, 513, 517, 845]",S2LC.tsv,S0421,S0423
i suppose,2,72,"[26, 824, 828]","[72, 179, 185, 323, 397]",S2LC.tsv,S0421,S0423
because in,2,264,"[26, 30]",[264],S2LC.tsv,S0421,S0423
though,1,367,"[26, 69, 87, 146, 148, 328, 366, 406, 452, 477, 514, 579]","[367, 389, 442, 550, 582, 774]",S2LC.tsv,S0421,S0423
suppose,1,474,"[26, 824, 828]","[474, 806]",S2LC.tsv,S0421,S0423
it kind of,3,731,[26],[731],S2LC.tsv,S0421,S0423
it's just,2,165,"[30, 346, 424]","[165, 183, 397, 482, 492]",S2LC.tsv,S0421,S0423
different,1,224,"[30, 91, 95, 126]","[224, 572, 622, 802]",S2LC.tsv,S0421,S0423
and things,2,517,"[30, 77, 95, 122, 126, 318, 370]",[517],S2LC.tsv,S0421,S0423
countries,1,531,"[30, 126]",[531],S2LC.tsv,S0421,S0423
maybe it's,2,593,[30],[593],S2LC.tsv,S0421,S0423
actually,1,616,"[30, 126, 150, 481]",[616],S2LC.tsv,S0421,S0423
would,1,32,"[32, 65, 130, 238, 296, 342, 344, 366, 412, 439, 441, 507, 706]","[15, 23, 62, 181, 232, 317, 343, 432, 442, 496, 502, 550, 587, 711, 766, 768, 111]",S2LC.tsv,S0421,S0423
time,1,35,"[32, 36, 47, 55, 61, 65, 170, 340, 569, 680]","[35, 50, 163, 165, 167, 179, 185, 191, 193, 198, 247, 305, 323, 595, 731, 739]",S2LC.tsv,S0421,S0423
philosophy,1,94,"[32, 34, 45, 55, 63, 65, 67, 75, 83, 130]","[94, 111]",S2LC.tsv,S0421,S0423
i would,2,111,"[32, 366, 412]","[111, 181]",S2LC.tsv,S0421,S0423
something like,2,131,"[32, 344]","[131, 280]",S2LC.tsv,S0421,S0423
quite like,2,139,"[32, 83, 132, 144]",[139],S2LC.tsv,S0421,S0423
i would have,3,181,[32],[181],S2LC.tsv,S0421,S0423
would have,2,766,[32],"[766, 768]",S2LC.tsv,S0421,S0423
work,1,36,"[36, 47]","[3, 649]",S2LC.tsv,S0421,S0423
full time,2,36,"[36, 47, 65]","[35, 50]",S2LC.tsv,S0421,S0423
lot of work for,4,38,[36],[38],S2LC.tsv,S0421,S0423
philosophers,1,44,"[36, 59, 91]","[44, 56, 145]",S2LC.tsv,S0421,S0423
yeah cos,2,135,"[36, 126, 538]",[135],S2LC.tsv,S0421,S0423
full,1,643,"[36, 47, 55, 65]",[643],S2LC.tsv,S0421,S0423
day,1,191,"[37, 59, 718]",[191],S2LC.tsv,S0421,S0423
there be,2,533,"[39, 59, 63, 91, 128, 269, 298, 426, 481, 575, 577, 609, 619]","[533, 599, 765, 778, 841]",S2LC.tsv,S0421,S0423
go,1,41,"[41, 55, 87, 154, 376, 380, 384, 569, 594, 621, 652, 728]","[27, 104, 155, 193, 198, 220, 247, 261, 299, 337, 373, 399, 407, 416, 558, 593, 595, 632, 636, 689, 761, 762, 764, 766, 770, 772, 774, 778, 44, 768]",S2LC.tsv,S0421,S0423
go into anything,3,44,[41],[44],S2LC.tsv,S0421,S0423
anything,1,125,"[41, 43, 77, 87, 284, 676, 682]","[125, 361, 715]",S2LC.tsv,S0421,S0423
go into,2,768,"[41, 55, 569]",[768],S2LC.tsv,S0421,S0423
you can go,3,772,[41],[772],S2LC.tsv,S0421,S0423
well,1,43,"[43, 45, 57, 61, 75, 81, 89, 93, 95, 126, 128, 283, 294, 308, 318, 320, 340, 342, 370, 372, 376, 388, 392, 402, 408, 412, 424, 441, 466, 511, 520, 530, 551, 596, 605, 621, 627, 658, 684, 700, 716, 718, 726, 728, 730, 832, 833]","[5, 27, 44, 49, 56, 60, 72, 115, 155, 173, 181, 228, 230, 305, 323, 343, 369, 373, 375, 399, 434, 482, 490, 523, 527, 529, 531, 540, 554, 562, 572, 587, 620, 632, 636, 683, 685, 689, 703, 721, 739, 747, 757, 765, 770, 799, 815, 817, 819, 829]",S2LC.tsv,S0421,S0423
philosopher,1,43,"[43, 55]","[35, 50, 90]",S2LC.tsv,S0421,S0423
be a,2,62,"[43, 55, 77, 128, 269, 382, 481, 514, 575, 577, 619, 805]","[62, 90, 179, 266, 305, 374, 599, 778, 783, 799, 811, 282]",S2LC.tsv,S0421,S0423
a philosopher,2,80,[43],[80],S2LC.tsv,S0421,S0423
anything that's,2,125,[43],[125],S2LC.tsv,S0421,S0423
to be,2,191,"[43, 65, 146, 514, 664]","[191, 202, 574, 661, 729, 731, 806, 282]",S2LC.tsv,S0421,S0423
to be a,3,282,"[43, 514]",[282],S2LC.tsv,S0421,S0423
and you,2,490,"[43, 298, 300, 314, 328, 356, 360]","[490, 651, 723]",S2LC.tsv,S0421,S0423
science and,2,529,[43],[529],S2LC.tsv,S0421,S0423
degree,1,74,"[45, 55]",[74],S2LC.tsv,S0421,S0423
if you,2,159,"[45, 67, 172, 304, 364, 366, 386, 547, 559, 561, 598]","[159, 375, 587]",S2LC.tsv,S0421,S0423
you do,2,198,"[45, 67, 485, 581, 738]","[198, 482, 490, 492]",S2LC.tsv,S0421,S0423
well yeah,2,434,"[45, 342, 627, 716]","[434, 490, 527, 554, 721, 817, 829, 540]",S2LC.tsv,S0421,S0423
yeah if,2,455,"[45, 67, 386, 547, 559]","[455, 540]",S2LC.tsv,S0421,S0423
well yeah if,3,540,[45],[540],S2LC.tsv,S0421,S0423
do a,2,766,"[45, 55]",[766],S2LC.tsv,S0421,S0423
you could become a full time,6,47,[47],[35],S2LC.tsv,S0421,S0423
work for,2,47,[47],[38],S2LC.tsv,S0421,S0423
say,1,125,"[47, 128, 439, 547]","[125, 185, 220, 226, 230, 232, 261, 317, 319, 442, 447, 459, 542, 599, 709, 761, 764, 766, 235, 492]",S2LC.tsv,S0421,S0423
at all,2,153,"[47, 126]",[153],S2LC.tsv,S0421,S0423
say you,2,235,"[47, 547]",[235],S2LC.tsv,S0421,S0423
but you,2,305,"[47, 65, 366, 398, 828]","[305, 606]",S2LC.tsv,S0421,S0423
you could,2,343,"[47, 67, 370, 464, 559]",[343],S2LC.tsv,S0421,S0423
you say,2,492,"[47, 547]",[492],S2LC.tsv,S0421,S0423
there's like,2,845,"[47, 51, 126]",[845],S2LC.tsv,S0421,S0423
no there's,2,735,"[48, 835]",[735],S2LC.tsv,S0421,S0423
one,1,98,"[51, 69, 176, 402, 437, 450, 473, 545, 569, 619, 625, 627, 642, 848]","[98, 143, 163, 220, 228, 230, 239, 293, 397, 622, 636, 637, 761, 781, 783, 789, 813]",S2LC.tsv,S0421,S0423
two,1,163,"[51, 174, 176, 396]","[163, 171, 173, 181, 395, 735]",S2LC.tsv,S0421,S0423
yeah there's,2,216,[51],[216],S2LC.tsv,S0421,S0423
in like,2,228,"[51, 91, 342, 660, 818]",[228],S2LC.tsv,S0421,S0423
the world,2,709,"[53, 334, 338, 354]",[709],S2LC.tsv,S0421,S0423
a full time philosopher,4,55,[55],[35],S2LC.tsv,S0421,S0423
students,1,55,"[55, 559]","[38, 566]",S2LC.tsv,S0421,S0423
to go into,3,55,[55],[44],S2LC.tsv,S0421,S0423
full time philosopher,3,55,[55],[50],S2LC.tsv,S0421,S0423
to go,2,299,"[55, 376]","[299, 416, 761]",S2LC.tsv,S0421,S0423
they'll,1,612,"[55, 59]",[612],S2LC.tsv,S0421,S0423
go and,2,778,[55],[778],S2LC.tsv,S0421,S0423
yeah well,2,115,"[57, 81, 370, 376, 530, 551]","[115, 181, 343, 747, 757]",S2LC.tsv,S0421,S0423
