Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
time you,2,33,[24],"[33, 47]",SKJQ.tsv,S0198,S0229
go,1,43,"[24, 32, 48, 56, 130, 142, 144, 166, 174, 184, 196, 218, 236, 238, 250, 288, 300, 352, 386, 388, 400, 414, 448, 452, 474]","[43, 57, 65, 87, 159, 167, 181, 189, 217, 301, 303, 307, 351, 427, 467]",SKJQ.tsv,S0198,S0229
time,1,49,"[24, 46, 186, 210, 268, 444]","[49, 117, 217, 229, 239, 253, 255, 271, 385]",SKJQ.tsv,S0198,S0229
you go,2,189,"[24, 32, 56, 452]",[189],SKJQ.tsv,S0198,S0229
anything,1,26,"[26, 86, 122, 284, 288, 394, 432, 466]","[3, 135, 207, 301, 387]",SKJQ.tsv,S0198,S0229
catch,1,29,"[26, 42]","[29, 31, 43]",SKJQ.tsv,S0198,S0229
mum,1,65,"[26, 92, 220]","[65, 67, 295, 377, 381]",SKJQ.tsv,S0198,S0229
have to,2,63,"[28, 44, 76, 112, 114, 122, 128, 180, 254, 402, 424, 444]","[63, 145, 185, 187, 103, 105, 141, 203, 207]",SKJQ.tsv,S0198,S0229
to get,2,65,"[28, 36, 146, 254, 408, 436]","[65, 187, 197, 279, 305, 347, 385, 425, 451, 141, 207]",SKJQ.tsv,S0198,S0229
you have to,3,103,"[28, 112]","[103, 105, 203, 207]",SKJQ.tsv,S0198,S0229
have to get,3,141,"[28, 254]","[141, 207]",SKJQ.tsv,S0198,S0229
you have to get,4,207,[28],[207],SKJQ.tsv,S0198,S0229
cor,1,34,"[34, 322]","[25, 207]",SKJQ.tsv,S0198,S0229
take,1,67,"[36, 68, 122, 170, 180, 230, 266]","[67, 79, 81, 115, 181]",SKJQ.tsv,S0198,S0229
there then,2,87,[36],"[87, 195]",SKJQ.tsv,S0198,S0229
get there,2,169,[36],"[169, 255, 393]",SKJQ.tsv,S0198,S0229
it take,2,181,[36],[181],SKJQ.tsv,S0198,S0229
petrol,1,40,[40],[33],SKJQ.tsv,S0198,S0229
enough,1,255,"[40, 108, 372, 426, 448, 458]",[255],SKJQ.tsv,S0198,S0229
come,1,81,"[44, 82, 214, 250, 282, 290, 294, 346, 400, 442]","[81, 87, 89, 217, 241, 249, 279]",SKJQ.tsv,S0198,S0229
might,1,123,"[44, 94, 144, 196, 252, 298, 386, 406, 436, 462]","[123, 425, 451]",SKJQ.tsv,S0198,S0229
as much,2,46,[46],[1],SKJQ.tsv,S0198,S0229
as i,2,46,[46],[1],SKJQ.tsv,S0198,S0229
haven't get,2,46,[46],[41],SKJQ.tsv,S0198,S0229
much,1,59,"[46, 316, 336, 378]","[59, 229, 279, 411]",SKJQ.tsv,S0198,S0229
in the,2,48,"[48, 56, 72, 76, 152, 174, 270, 388, 412, 432, 456]","[9, 57, 125, 167, 177, 187, 219, 231, 455, 463, 465, 385]",SKJQ.tsv,S0198,S0229
can't,1,59,"[48, 392, 408]","[59, 79, 145, 191, 231, 393, 403, 87, 353]",SKJQ.tsv,S0198,S0229
can't you,2,87,[48],"[87, 353]",SKJQ.tsv,S0198,S0229
like,1,153,"[48, 54, 120, 126, 148, 158, 174, 276, 426, 432]","[153, 233, 281, 441]",SKJQ.tsv,S0198,S0229
in the winter,3,385,[48],[385],SKJQ.tsv,S0198,S0229
be it,2,52,"[52, 58]",[9],SKJQ.tsv,S0198,S0229
down there,2,52,"[52, 120, 230, 296, 320]","[19, 41, 87, 141, 425]",SKJQ.tsv,S0198,S0229
be a,2,52,"[52, 178, 392]","[31, 285]",SKJQ.tsv,S0198,S0229
oh be,2,179,"[52, 104]","[179, 291]",SKJQ.tsv,S0198,S0229
a bite,2,187,"[52, 178]","[187, 385]",SKJQ.tsv,S0198,S0229
there though,2,279,[52],[279],SKJQ.tsv,S0198,S0229
i be think,3,301,"[54, 432]",[301],SKJQ.tsv,S0198,S0229
wear,1,56,[56],[53],SKJQ.tsv,S0198,S0229
in the rain,3,57,[56],[57],SKJQ.tsv,S0198,S0229
when you,2,113,"[56, 98, 200]","[113, 201, 207, 351, 385]",SKJQ.tsv,S0198,S0229
bike,1,241,"[56, 230, 244]","[241, 245]",SKJQ.tsv,S0198,S0229
probably,1,125,"[58, 250]","[125, 167, 219, 241, 247, 343]",SKJQ.tsv,S0198,S0229
yeah it's,2,175,"[58, 274, 310]",[175],SKJQ.tsv,S0198,S0229
a good,2,287,"[58, 276]",[287],SKJQ.tsv,S0198,S0229
probably not,2,343,[58],[343],SKJQ.tsv,S0198,S0229
just a,2,62,[62],[13],SKJQ.tsv,S0198,S0229
i think it's,3,101,[62],[101],SKJQ.tsv,S0198,S0229
i think,2,187,"[62, 120, 122, 372, 442]","[187, 351]",SKJQ.tsv,S0198,S0229
be able to,3,385,"[66, 376]","[385, 451]",SKJQ.tsv,S0198,S0229
take the,2,68,[68],"[67, 81]",SKJQ.tsv,S0198,S0229
help,1,72,"[72, 388]","[57, 385, 403]",SKJQ.tsv,S0198,S0229
gonna,1,117,"[72, 122, 260, 290, 342, 398, 400, 412, 452]","[117, 139, 393]",SKJQ.tsv,S0198,S0229
morning,1,165,"[72, 262]",[165],SKJQ.tsv,S0198,S0229
be he,2,253,[72],[253],SKJQ.tsv,S0198,S0229
be here,2,263,[72],[263],SKJQ.tsv,S0198,S0229
to help,2,387,[72],[387],SKJQ.tsv,S0198,S0229
sign on,2,77,[76],[77],SKJQ.tsv,S0198,S0229
afternoon,1,259,"[76, 270]","[259, 263]",SKJQ.tsv,S0198,S0229
back,1,82,"[82, 112, 122, 408]","[71, 87, 91, 103, 105, 141, 145, 185, 187, 207, 303, 81, 249]",SKJQ.tsv,S0198,S0229
come back,2,82,[82],"[81, 87, 249]",SKJQ.tsv,S0198,S0229
the van,2,84,"[84, 98]","[63, 71]",SKJQ.tsv,S0198,S0229
and then,2,115,"[84, 158, 378, 398, 400, 420, 422, 424]","[115, 169, 203, 249]",SKJQ.tsv,S0198,S0229
van,1,117,"[84, 98, 408, 412, 426, 442]","[117, 141, 411, 423]",SKJQ.tsv,S0198,S0229
drop,1,253,[84],"[253, 269]",SKJQ.tsv,S0198,S0229
it get,2,86,[86],[53],SKJQ.tsv,S0198,S0229
leave,1,86,[86],"[65, 67, 169]",SKJQ.tsv,S0198,S0229
cos,1,86,"[86, 94, 100, 166, 194, 248, 290, 408, 444]","[81, 91, 117, 169, 187, 221, 351, 415, 425, 305]",SKJQ.tsv,S0198,S0229
leave it,2,87,[86],[87],SKJQ.tsv,S0198,S0229
it on,2,193,[86],"[193, 207]",SKJQ.tsv,S0198,S0229
if it,2,285,[86],[285],SKJQ.tsv,S0198,S0229
yeah cos,2,305,[86],[305],SKJQ.tsv,S0198,S0229
even,1,381,"[90, 126, 174, 332, 396, 406]",[381],SKJQ.tsv,S0198,S0229
know,1,92,"[92, 144, 150, 216, 284, 378, 412, 454]","[1, 87, 93, 145, 213, 215, 279, 301, 441]",SKJQ.tsv,S0198,S0229
work,1,92,"[92, 298, 448]","[13, 67, 95, 211, 297]",SKJQ.tsv,S0198,S0229
day that,2,92,[92],[31],SKJQ.tsv,S0198,S0229
that day,2,92,"[92, 290]","[31, 65]",SKJQ.tsv,S0198,S0229
day,1,92,"[92, 170, 178, 256, 290, 296, 442]","[35, 65, 123, 273]",SKJQ.tsv,S0198,S0229
you know,2,92,"[92, 150]","[87, 279, 301, 441]",SKJQ.tsv,S0198,S0229
night,1,92,"[92, 174, 184, 404, 406]",[91],SKJQ.tsv,S0198,S0229
full,1,103,[92],"[103, 343, 347]",SKJQ.tsv,S0198,S0229
i mean,2,113,"[96, 150, 280, 368, 394, 404, 432, 440, 454]","[113, 123, 131, 159, 181, 199, 241, 253, 279, 301, 303, 391, 427, 441]",SKJQ.tsv,S0198,S0229
pick,1,98,"[98, 122, 400]","[1, 65, 85, 185, 293]",SKJQ.tsv,S0198,S0229
look,1,98,"[98, 308, 412, 420, 422, 426, 452]","[33, 197, 303]",SKJQ.tsv,S0198,S0229
wanna,1,98,"[98, 214, 262, 294, 376, 426]","[81, 91, 393, 473, 173, 203, 371, 385]",SKJQ.tsv,S0198,S0229
there's,1,103,"[98, 122, 174, 186, 196, 236, 288]","[103, 159, 161, 167, 179, 205, 279, 287, 453, 459]",SKJQ.tsv,S0198,S0229
you wanna,2,173,"[98, 294]","[173, 203, 371, 385]",SKJQ.tsv,S0198,S0229
make,1,183,[98],"[183, 351]",SKJQ.tsv,S0198,S0229
up the,2,351,"[98, 422]","[351, 473]",SKJQ.tsv,S0198,S0229
cos that's,2,100,[100],"[91, 305]",SKJQ.tsv,S0198,S0229
another,1,100,"[100, 352]",[97],SKJQ.tsv,S0198,S0229
eighty,1,101,"[100, 102]","[101, 103]",SKJQ.tsv,S0198,S0229
if you,2,105,"[100, 190, 284]","[105, 117, 141, 239]",SKJQ.tsv,S0198,S0229
pound,1,337,"[100, 340, 364, 366, 374, 384, 412]","[337, 365, 383]",SKJQ.tsv,S0198,S0229
pay,1,369,"[100, 108, 364, 368, 370]","[369, 385]",SKJQ.tsv,S0198,S0229
it's eighty,2,102,[102],[101],SKJQ.tsv,S0198,S0229
money,1,106,"[106, 110]","[31, 307, 347, 351, 371, 373, 375, 385]",SKJQ.tsv,S0198,S0229
i'll,1,106,"[106, 158, 250, 294, 364, 368, 370, 396, 422]","[67, 81, 115, 167, 415, 251]",SKJQ.tsv,S0198,S0229
diesel,1,106,[106],"[103, 105]",SKJQ.tsv,S0198,S0229
give,1,133,"[106, 250, 316, 336, 372]","[133, 145, 199, 251]",SKJQ.tsv,S0198,S0229
give you,2,199,[106],[199],SKJQ.tsv,S0198,S0229
i'll give you,3,251,[106],[251],SKJQ.tsv,S0198,S0229
for the,2,108,"[108, 296, 398]","[35, 169]",SKJQ.tsv,S0198,S0229
of money,2,110,[110],[31],SKJQ.tsv,S0198,S0229
it's a,2,169,"[110, 170, 276]",[169],SKJQ.tsv,S0198,S0229
move,1,113,"[112, 460]",[113],SKJQ.tsv,S0198,S0229
it all,2,143,"[112, 114, 140, 298]","[143, 183, 207]",SKJQ.tsv,S0198,S0229
boot,1,114,[114],"[7, 155, 159, 167, 339]",SKJQ.tsv,S0198,S0229
i can,2,118,[118],"[1, 57, 71, 89, 459]",SKJQ.tsv,S0198,S0229
i suppose,2,118,"[118, 248, 458, 470]","[43, 259]",SKJQ.tsv,S0198,S0229
unless i can,3,118,[118],"[65, 449]",SKJQ.tsv,S0198,S0229
yeah i,2,118,"[118, 182, 280, 352, 440, 454]","[101, 145, 281, 301]",SKJQ.tsv,S0198,S0229
can sell it locally,4,119,[118],[119],SKJQ.tsv,S0198,S0229
unless,1,119,"[118, 288, 294]","[119, 203, 287, 449]",SKJQ.tsv,S0198,S0229
sell it,2,145,[118],[145],SKJQ.tsv,S0198,S0229
sell,1,179,"[118, 122, 126, 342]","[179, 323]",SKJQ.tsv,S0198,S0229
be only,2,120,[120],[9],SKJQ.tsv,S0198,S0229
really,1,120,"[120, 266, 376, 404, 414]","[19, 213, 427]",SKJQ.tsv,S0198,S0229
some of the,3,120,[120],[117],SKJQ.tsv,S0198,S0229
of the,2,123,"[120, 422]",[123],SKJQ.tsv,S0198,S0229
's,1,245,"[120, 230, 254, 442]",[245],SKJQ.tsv,S0198,S0229
like the,2,281,[120],[281],SKJQ.tsv,S0198,S0229
stuff,1,393,"[120, 122, 148, 152, 174, 228, 276, 278, 378, 460]",[393],SKJQ.tsv,S0198,S0229
to pick,2,122,[122],"[1, 65, 185]",SKJQ.tsv,S0198,S0229
or anything,2,122,"[122, 466]","[3, 301]",SKJQ.tsv,S0198,S0229
we're,1,122,"[122, 166, 250]","[21, 187, 219]",SKJQ.tsv,S0198,S0229
they're,1,122,"[122, 236, 460]","[41, 307]",SKJQ.tsv,S0198,S0229
let,1,122,"[122, 284]",[115],SKJQ.tsv,S0198,S0229
them to,2,133,[122],[133],SKJQ.tsv,S0198,S0229
back up,2,187,[122],[187],SKJQ.tsv,S0198,S0229
up to,2,239,"[122, 252, 400]",[239],SKJQ.tsv,S0198,S0229
wash machine,2,124,[124],[123],SKJQ.tsv,S0198,S0229
wash,1,429,[124],[429],SKJQ.tsv,S0198,S0229
quid,1,126,"[126, 322]","[33, 349]",SKJQ.tsv,S0198,S0229
could,1,126,"[126, 394, 446]","[67, 351]",SKJQ.tsv,S0198,S0229
locally,1,126,[126],[119],SKJQ.tsv,S0198,S0229
thirty quid,2,317,"[126, 322]",[317],SKJQ.tsv,S0198,S0229
if it's,2,393,"[126, 178]",[393],SKJQ.tsv,S0198,S0229
the futon,2,417,"[126, 418, 422]",[417],SKJQ.tsv,S0198,S0229
buy,1,193,"[130, 192, 196, 376, 394]","[193, 195, 207, 381, 321]",SKJQ.tsv,S0198,S0229
always,1,199,"[130, 432]","[199, 459]",SKJQ.tsv,S0198,S0229
buy that,2,321,[130],[321],SKJQ.tsv,S0198,S0229
pot and pan,3,132,[132],[131],SKJQ.tsv,S0198,S0229
yeah it,2,140,"[140, 298]","[41, 53, 275, 427]",SKJQ.tsv,S0198,S0229
if i,2,140,"[140, 142, 238, 248]","[57, 303]",SKJQ.tsv,S0198,S0229
yeah yeah,2,140,"[140, 426]","[61, 151, 153, 233, 267, 277, 319, 335, 443, 457, 461]",SKJQ.tsv,S0198,S0229
then i,2,140,[140],[89],SKJQ.tsv,S0198,S0229
do if,2,239,[140],[239],SKJQ.tsv,S0198,S0229
i need,2,279,[140],[279],SKJQ.tsv,S0198,S0229
i go,2,142,"[142, 388]","[65, 181]",SKJQ.tsv,S0198,S0229
for a,2,223,[142],"[223, 321]",SKJQ.tsv,S0198,S0229
year,1,229,[142],[229],SKJQ.tsv,S0198,S0229
don't know,2,144,"[144, 412]","[1, 93, 145, 213, 215]",SKJQ.tsv,S0198,S0229
see,1,144,"[144, 186, 340, 442]","[67, 155, 173, 219, 295, 297, 409]",SKJQ.tsv,S0198,S0229
microwave,1,144,[144],[137],SKJQ.tsv,S0198,S0229
at that,2,229,[144],[229],SKJQ.tsv,S0198,S0229
want,1,239,"[144, 334, 356, 358, 374, 408, 452]","[239, 345, 357, 383]",SKJQ.tsv,S0198,S0229
new,1,279,"[144, 322]",[279],SKJQ.tsv,S0198,S0229
want a,2,345,[144],"[345, 357, 383]",SKJQ.tsv,S0198,S0229
somewhere,1,459,"[144, 196]",[459],SKJQ.tsv,S0198,S0229
to do,2,273,"[146, 276, 356]",[273],SKJQ.tsv,S0198,S0229
need to get,3,279,[146],"[279, 347]",SKJQ.tsv,S0198,S0229
and that,2,148,"[148, 170]","[9, 131, 145, 223, 229]",SKJQ.tsv,S0198,S0229
that in,2,148,"[148, 340]",[125],SKJQ.tsv,S0198,S0229
well,1,150,"[150, 218, 228, 266, 404, 412]","[3, 59, 77, 107, 137, 193, 201, 231, 253, 265, 279, 287, 293, 299, 351, 357, 369, 387, 389, 403, 409, 447, 451, 453, 245, 301, 393, 425]",SKJQ.tsv,S0198,S0229
know what,2,150,[150],[145],SKJQ.tsv,S0198,S0229
well yeah,2,245,[150],"[245, 301, 393, 425]",SKJQ.tsv,S0198,S0229
you know what i mean,5,279,[150],[279],SKJQ.tsv,S0198,S0229
you can,2,152,"[152, 196, 432, 458]","[49, 87, 119, 239, 253, 301, 353]",SKJQ.tsv,S0198,S0229
it in,2,433,[152],[433],SKJQ.tsv,S0198,S0229
either,1,154,[154],[133],SKJQ.tsv,S0198,S0229
glass,1,154,[154],[149],SKJQ.tsv,S0198,S0229
get them,2,158,[158],[59],SKJQ.tsv,S0198,S0229
say,1,158,"[158, 236, 276, 292, 360, 426]","[65, 115, 187, 217, 295, 351]",SKJQ.tsv,S0198,S0229
like you,2,441,[158],[441],SKJQ.tsv,S0198,S0229
yeah oh,2,162,[162],"[149, 299, 335, 393]",SKJQ.tsv,S0198,S0229
the way,2,185,[162],"[185, 207]",SKJQ.tsv,S0198,S0229
field,1,187,[162],[187],SKJQ.tsv,S0198,S0229
there be,2,229,"[162, 228, 392]",[229],SKJQ.tsv,S0198,S0229
way,1,303,"[162, 442]",[303],SKJQ.tsv,S0198,S0229
sunday,1,165,[164],[165],SKJQ.tsv,S0198,S0229
saturday,1,167,"[164, 166, 404]",[167],SKJQ.tsv,S0198,S0229
on a,2,207,"[164, 290, 362]",[207],SKJQ.tsv,S0198,S0229
fair,1,166,"[166, 338]","[7, 155, 159, 167, 197, 339]",SKJQ.tsv,S0198,S0229
aren't we,2,166,[166],[21],SKJQ.tsv,S0198,S0229
go to,2,166,"[166, 236, 238, 250, 300, 400, 414, 448]","[65, 159, 167]",SKJQ.tsv,S0198,S0229
old,1,170,[170],"[5, 67, 185, 187, 301]",SKJQ.tsv,S0198,S0229
long,1,170,"[170, 264, 458]","[145, 415]",SKJQ.tsv,S0198,S0229
eat,1,171,"[170, 452, 458]",[171],SKJQ.tsv,S0198,S0229
food,1,179,[170],[179],SKJQ.tsv,S0198,S0229
there or,2,193,[170],[193],SKJQ.tsv,S0198,S0229
lunch,1,255,[170],[255],SKJQ.tsv,S0198,S0229
eat there,2,172,[172],[171],SKJQ.tsv,S0198,S0229
like that,2,233,"[174, 276]",[233],SKJQ.tsv,S0198,S0229
all day,2,273,"[178, 256]",[273],SKJQ.tsv,S0198,S0229
yeah so,2,180,[180],"[63, 105]",SKJQ.tsv,S0198,S0229
worry about,2,180,[180],"[107, 137, 437]",SKJQ.tsv,S0198,S0229
grub,1,385,[180],[385],SKJQ.tsv,S0198,S0229
i don't,2,184,"[184, 194, 254, 374, 376, 380, 412, 446]","[1, 57, 81, 93, 145, 183, 213, 379, 381]",SKJQ.tsv,S0198,S0229
suppose,1,184,"[184, 264]","[43, 259]",SKJQ.tsv,S0198,S0229
bite,1,187,[184],[187],SKJQ.tsv,S0198,S0229
bite of,2,385,[184],[385],SKJQ.tsv,S0198,S0229
car,1,186,"[186, 432, 466]","[9, 65, 67, 85, 231, 283, 425]",SKJQ.tsv,S0198,S0229
there's a,2,186,[186],"[161, 167, 287]",SKJQ.tsv,S0198,S0229
ticket,1,190,"[190, 192, 362]","[189, 199]",SKJQ.tsv,S0198,S0229
a ticket,2,199,"[190, 192]",[199],SKJQ.tsv,S0198,S0229
yet,1,285,[190],[285],SKJQ.tsv,S0198,S0229
have a,2,303,"[190, 296, 378]","[303, 425]",SKJQ.tsv,S0198,S0229
do i,2,253,"[192, 360]",[253],SKJQ.tsv,S0198,S0229
i buy,2,321,[192],[321],SKJQ.tsv,S0198,S0229
buy a,2,381,"[192, 376]",[381],SKJQ.tsv,S0198,S0229
it's only,2,194,"[194, 364, 404, 416]","[111, 223, 427]",SKJQ.tsv,S0198,S0229
cos it's,2,194,[194],[169],SKJQ.tsv,S0198,S0229
i don't think,3,194,"[194, 380, 446]",[183],SKJQ.tsv,S0198,S0229
think cos,2,194,[194],[187],SKJQ.tsv,S0198,S0229
you've gotta,2,195,[194],[195],SKJQ.tsv,S0198,S0229
gotta,1,293,"[194, 416]",[293],SKJQ.tsv,S0198,S0229
we can,2,196,"[196, 288]","[71, 169, 197]",SKJQ.tsv,S0198,S0229
can go,2,196,"[196, 288]",[87],SKJQ.tsv,S0198,S0229
might be,2,196,"[196, 386, 436]","[123, 451]",SKJQ.tsv,S0198,S0229
place,1,196,"[196, 414]","[161, 169, 305]",SKJQ.tsv,S0198,S0229
go and,2,196,"[196, 288]",[181],SKJQ.tsv,S0198,S0229
drive in,2,203,[200],[203],SKJQ.tsv,S0198,S0229
right,1,202,"[202, 412]","[161, 185, 187, 211, 465]",SKJQ.tsv,S0198,S0229
it's alright,2,208,[208],[21],SKJQ.tsv,S0198,S0229
be there,2,217,"[210, 398, 400, 444, 446]","[217, 221]",SKJQ.tsv,S0198,S0229
about the,2,212,[212],[31],SKJQ.tsv,S0198,S0229
come down,2,217,"[214, 442]",[217],SKJQ.tsv,S0198,S0229
i know,2,216,"[216, 378, 454]",[87],SKJQ.tsv,S0198,S0229
go down,2,218,[218],[217],SKJQ.tsv,S0198,S0229
be go,2,351,"[218, 352, 386]",[351],SKJQ.tsv,S0198,S0229
you'll be,2,385,[218],[385],SKJQ.tsv,S0198,S0229
down the,2,437,[218],[437],SKJQ.tsv,S0198,S0229
i'm,1,220,"[220, 356, 388, 398, 400, 414, 426]","[15, 207]",SKJQ.tsv,S0198,S0229
mean,1,224,[224],"[113, 123, 131, 159, 181, 199, 241, 253, 279, 301, 303, 391, 427, 441]",SKJQ.tsv,S0198,S0229
oh no,2,226,[226],[181],SKJQ.tsv,S0198,S0229
the caravan,2,226,[226],[219],SKJQ.tsv,S0198,S0229
it don't,2,232,"[232, 364]",[53],SKJQ.tsv,S0198,S0229
little,1,234,"[234, 324, 470]","[189, 245, 259, 321]",SKJQ.tsv,S0198,S0229
one,1,236,"[236, 316, 318, 320, 322, 326, 328, 336]","[9, 65, 161, 163, 193, 203, 315, 321, 325, 329, 345, 347]",SKJQ.tsv,S0198,S0229
be about,2,236,[236],[31],SKJQ.tsv,S0198,S0229
minutes,1,236,"[236, 252, 352]",[39],SKJQ.tsv,S0198,S0229
next,1,236,[236],[63],SKJQ.tsv,S0198,S0229
shop,1,236,"[236, 324, 340, 388, 396, 474]","[115, 301, 351, 453, 473]",SKJQ.tsv,S0198,S0229
next to,2,236,[236],[161],SKJQ.tsv,S0198,S0229
they're go,2,307,[236],[307],SKJQ.tsv,S0198,S0229
he with,2,242,[242],[241],SKJQ.tsv,S0198,S0229
with his bike,3,244,[244],[241],SKJQ.tsv,S0198,S0229
up here,2,259,[246],[259],SKJQ.tsv,S0198,S0229
depend,1,248,"[248, 298]",[139],SKJQ.tsv,S0198,S0229
i be,2,301,"[248, 290, 352]",[301],SKJQ.tsv,S0198,S0229
get a,2,250,"[250, 310, 466]","[41, 141, 187, 245, 279, 385]",SKJQ.tsv,S0198,S0229
i'll probably go to,4,250,[250],[167],SKJQ.tsv,S0198,S0229
they'll,1,250,[250],"[197, 199]",SKJQ.tsv,S0198,S0229
probably come here,3,250,[250],[241],SKJQ.tsv,S0198,S0229
five,1,252,"[252, 374]","[33, 101, 105, 211]",SKJQ.tsv,S0198,S0229
pop,1,252,[252],[219],SKJQ.tsv,S0198,S0229
early,1,254,[254],"[63, 167, 255]",SKJQ.tsv,S0198,S0229
anyway,1,254,[254],"[79, 87, 91, 199, 241]",SKJQ.tsv,S0198,S0229
no i,2,254,"[254, 394]","[87, 187, 381]",SKJQ.tsv,S0198,S0229
round,1,254,"[254, 296]","[181, 257]",SKJQ.tsv,S0198,S0229
no i don't,3,381,[254],[381],SKJQ.tsv,S0198,S0229
get all,2,256,[256],[53],SKJQ.tsv,S0198,S0229
kid,1,257,[256],[257],SKJQ.tsv,S0198,S0229
scream,1,258,[258],[257],SKJQ.tsv,S0198,S0229
yeah be,2,431,"[260, 326]",[431],SKJQ.tsv,S0198,S0229
don't wanna,2,262,[262],"[81, 393]",SKJQ.tsv,S0198,S0229
she be,2,262,[262],[109],SKJQ.tsv,S0198,S0229
would,1,415,"[262, 446]",[415],SKJQ.tsv,S0198,S0229
as long as,3,264,[264],[145],SKJQ.tsv,S0198,S0229
before you,2,393,"[266, 452]",[393],SKJQ.tsv,S0198,S0229
anywhere,1,449,[266],[449],SKJQ.tsv,S0198,S0229
put your,2,268,[268],[33],SKJQ.tsv,S0198,S0229
to put,2,268,[268],"[103, 105]",SKJQ.tsv,S0198,S0229
need to,2,279,[268],[279],SKJQ.tsv,S0198,S0229
you need to,3,347,[268],[347],SKJQ.tsv,S0198,S0229
put,1,449,[268],[449],SKJQ.tsv,S0198,S0229
race,1,283,[270],[283],SKJQ.tsv,S0198,S0229
