Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
to the,2,179,"[179, 217]","[5, 41, 59]",SZAZ.tsv,S0404,S0405
do you think,3,179,"[179, 255]","[33, 188]",SZAZ.tsv,S0404,S0405
they should,2,181,[181],[180],SZAZ.tsv,S0404,S0405
you and i,3,210,[183],[210],SZAZ.tsv,S0404,S0405
still,1,185,"[185, 229, 239]","[59, 125, 129]",SZAZ.tsv,S0404,S0405
don't think,2,185,[185],[123],SZAZ.tsv,S0404,S0405
the answer,2,186,[185],[186],SZAZ.tsv,S0404,S0405
be in the,3,193,[193],[59],SZAZ.tsv,S0404,S0405
sense,1,193,[193],[123],SZAZ.tsv,S0404,S0405
should be,2,193,"[193, 195, 201]",[129],SZAZ.tsv,S0404,S0405
well the,2,193,[193],[186],SZAZ.tsv,S0404,S0405
rapists and paedophiles and,4,193,[193],[192],SZAZ.tsv,S0404,S0405
paedophiles,1,208,"[193, 207]",[208],SZAZ.tsv,S0404,S0405
society,1,201,[201],[188],SZAZ.tsv,S0404,S0405
right to,2,212,[201],[212],SZAZ.tsv,S0404,S0405
i like,2,205,"[205, 231]",[39],SZAZ.tsv,S0404,S0405
think that,2,205,[205],[188],SZAZ.tsv,S0404,S0405
abide,1,206,[205],[206],SZAZ.tsv,S0404,S0405
i don't think,3,207,[207],[123],SZAZ.tsv,S0404,S0405
like that,2,209,"[209, 221]",[155],SZAZ.tsv,S0404,S0405
true,1,213,[213],[21],SZAZ.tsv,S0404,S0405
i guess,2,213,[213],"[119, 121, 182, 242]",SZAZ.tsv,S0404,S0405
allow,1,215,[215],[204],SZAZ.tsv,S0404,S0405
drug,1,218,"[215, 221]",[218],SZAZ.tsv,S0404,S0405
well so,2,220,[215],[220],SZAZ.tsv,S0404,S0405
where you,2,217,[217],[202],SZAZ.tsv,S0404,S0405
kill,1,217,[217],[210],SZAZ.tsv,S0404,S0405
overdose,1,218,[217],[218],SZAZ.tsv,S0404,S0405
try,1,219,[219],[7],SZAZ.tsv,S0404,S0405
the government,2,219,[219],[218],SZAZ.tsv,S0404,S0405
much,1,221,[221],"[59, 123]",SZAZ.tsv,S0404,S0405
and stuff,2,221,[221],"[95, 220]",SZAZ.tsv,S0404,S0405
stuff,1,221,[221],[204],SZAZ.tsv,S0404,S0405
as much,2,256,[221],[256],SZAZ.tsv,S0404,S0405
still be,2,229,[229],[59],SZAZ.tsv,S0404,S0405
certain things,2,229,[229],[210],SZAZ.tsv,S0404,S0405
people would,2,256,"[229, 239]",[256],SZAZ.tsv,S0404,S0405
that way,2,231,[231],[210],SZAZ.tsv,S0404,S0405
even if,2,231,"[231, 235]",[226],SZAZ.tsv,S0404,S0405
go that way,3,246,[231],[246],SZAZ.tsv,S0404,S0405
you get,2,235,[235],[222],SZAZ.tsv,S0404,S0405
issue,1,237,[237],"[41, 59, 131, 212, 222, 240]",SZAZ.tsv,S0404,S0405
ethics,1,240,[237],[240],SZAZ.tsv,S0404,S0405
euthanasia,1,240,[237],[240],SZAZ.tsv,S0404,S0405
would have,2,239,[239],[151],SZAZ.tsv,S0404,S0405
yeah i mean,3,241,[241],"[3, 125, 131]",SZAZ.tsv,S0404,S0405
each other,2,243,[243],[242],SZAZ.tsv,S0404,S0405
straight,1,245,[245],[204],SZAZ.tsv,S0404,S0405
we should,2,249,[249],[192],SZAZ.tsv,S0404,S0405
ignorant,1,253,"[253, 255]","[125, 250]",SZAZ.tsv,S0404,S0405
bear,1,253,[253],[240],SZAZ.tsv,S0404,S0405
could,1,257,[257],[246],SZAZ.tsv,S0404,S0405
lower pleasures,2,257,"[257, 259]",[256],SZAZ.tsv,S0404,S0405
pleasures,1,257,"[257, 259]",[256],SZAZ.tsv,S0404,S0405
sense of,2,261,[261],[123],SZAZ.tsv,S0404,S0405
virtues,1,261,[261],[240],SZAZ.tsv,S0404,S0405
