Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
cos,1,24,"[17, 24, 57, 88, 94, 98, 117, 152, 155, 173, 202, 208, 366, 411, 427, 453, 475, 497, 518, 536, 546, 552, 560, 572, 577, 603, 611, 616, 683, 726, 793, 846, 858, 866, 903, 912, 913, 941, 963]",SCPR.tsv
it didn't,2,17,"[16, 17, 175]",SCPR.tsv
to do,2,185,"[19, 185, 442, 498, 499, 616, 752, 827, 837, 846, 918, 961, 963, 972]",SCPR.tsv
tell me,2,200,"[19, 39, 200, 405, 436]",SCPR.tsv
do it,2,231,"[19, 231, 235, 321, 497, 662, 827, 864, 919, 961, 963]",SCPR.tsv
i do,2,99,"[19, 99, 258, 269, 411, 450, 626, 643, 763, 842]",SCPR.tsv
exactly,1,663,"[19, 663]",SCPR.tsv
tell,1,242,"[19, 39, 155, 200, 242, 405, 436, 486, 503, 554, 625, 699, 799, 949]",SCPR.tsv
to do it,3,235,"[19, 235, 827, 961, 963]",SCPR.tsv
last,1,23,"[20, 22, 23, 37, 78, 122, 180, 350, 410, 673, 685, 957]",SCPR.tsv
didn't i,2,677,"[23, 677]",SCPR.tsv
come,1,26,"[25, 26, 28, 37, 102, 129, 165, 170, 171, 180, 352, 354, 360, 521, 528, 585, 726, 737, 741, 934, 935, 941, 943, 946, 949]",SCPR.tsv
er i,2,844,"[25, 844]",SCPR.tsv
saw,1,876,"[25, 37, 876]",SCPR.tsv
do i,2,28,"[22, 28, 99, 242, 249, 515]",SCPR.tsv
come here,2,28,"[26, 28]",SCPR.tsv
why do,2,833,"[28, 452, 833, 845, 861]",SCPR.tsv
be she,2,133,"[30, 133, 407]",SCPR.tsv
's,1,32,"[29, 32, 35, 117, 145, 258, 406, 416, 421, 653, 693, 694, 823, 899]",SCPR.tsv
be a,2,77,"[32, 77, 119, 293, 380, 475, 579, 583, 602, 604, 609, 616, 659, 673, 734, 820, 852, 892]",SCPR.tsv
in the,2,115,"[32, 115, 131, 134, 242, 246, 298, 352, 377, 507, 604, 639, 735, 737, 779, 809, 829, 831, 832, 838, 858, 878, 933, 957]",SCPR.tsv
that's,1,37,"[33, 37, 60, 78, 182, 203, 205, 208, 209, 279, 297, 317, 319, 370, 391, 406, 423, 451, 476, 491, 527, 558, 605, 616, 675, 677, 681, 726, 731, 733, 741, 753, 754, 756, 769, 814, 820, 833, 852, 864, 869, 880, 889, 905, 919, 921, 959, 963, 967]",SCPR.tsv
home,1,98,"[37, 78, 98, 129, 180, 249, 521, 941, 963]",SCPR.tsv
come home,2,180,"[37, 129, 180, 521]",SCPR.tsv
run,1,243,"[37, 243, 286, 323, 486, 493, 889]",SCPR.tsv
for the,2,312,"[37, 260, 312, 359, 441, 655, 675, 679, 681, 730]",SCPR.tsv
though,1,317,"[37, 122, 317, 357, 503, 687, 706, 838, 902]",SCPR.tsv
the run,2,323,"[37, 323]",SCPR.tsv
when i,2,528,"[37, 528, 643, 673, 876]",SCPR.tsv
erm when,2,673,"[37, 673]",SCPR.tsv
week,1,95,"[37, 57, 88, 95, 119, 134, 145, 173, 258, 398, 509, 547, 549, 627, 673, 675, 679, 852, 898, 901, 963]",SCPR.tsv
obviously,1,691,"[37, 39, 88, 92, 658, 691, 921]",SCPR.tsv
that's why,2,726,"[37, 726]",SCPR.tsv
sort of,2,119,"[37, 119, 876, 884, 959]",SCPR.tsv
break,1,174,"[39, 174, 175, 350]",SCPR.tsv
say,1,39,"[14, 39, 67, 69, 124, 231, 232, 233, 235, 251, 255, 257, 261, 285, 294, 300, 373, 375, 422, 446, 500, 512, 520, 555, 582, 588, 603, 604, 611, 622, 630, 663, 673, 681, 694, 703, 714, 752, 833, 861, 865, 867, 871, 881, 889, 916, 921]",SCPR.tsv
he's,1,235,"[39, 59, 63, 64, 66, 235, 237, 451, 457, 503, 506, 555, 602, 604, 645, 648, 883, 887, 889, 890, 894, 907, 909, 912, 915, 919, 921, 927, 961, 963]",SCPR.tsv
in a,2,679,"[39, 307, 333, 679, 705, 846]",SCPR.tsv
still,1,110,"[39, 110, 147, 203, 734, 765, 784]",SCPR.tsv
erm he,2,921,"[39, 921]",SCPR.tsv
him and,2,939,"[39, 59, 939, 963]",SCPR.tsv
know,1,71,"[43, 71, 84, 86, 88, 101, 121, 129, 152, 154, 169, 202, 226, 237, 238, 249, 255, 380, 381, 411, 427, 456, 459, 491, 512, 518, 524, 530, 543, 568, 580, 604, 611, 673, 679, 691, 693, 698, 723, 724, 727, 734, 741, 752, 799, 835, 866, 868, 884, 888, 897, 907, 921, 923, 933, 934, 941, 951, 957, 962]",SCPR.tsv
be the,2,138,"[43, 138, 502, 528, 616, 640, 957]",SCPR.tsv
everybody,1,257,"[43, 66, 152, 155, 257, 329, 520, 822]",SCPR.tsv
deal,1,663,"[43, 663, 734]",SCPR.tsv
stop,1,180,"[46, 180, 653, 658, 679, 702]",SCPR.tsv
just pick,2,675,"[46, 675]",SCPR.tsv
touch,1,708,"[46, 708, 756]",SCPR.tsv
it all,2,743,"[46, 201, 743]",SCPR.tsv
bite,1,48,"[45, 48, 63, 92, 119, 152, 182, 209, 602, 604, 844, 887, 890, 892, 966]",SCPR.tsv
bloody,1,562,"[48, 555, 562, 566, 576, 579]",SCPR.tsv
bite of,2,844,"[48, 844]",SCPR.tsv
chicken,1,380,"[5, 42, 48, 380, 391, 849, 966]",SCPR.tsv
like,1,55,"[52, 55, 57, 59, 63, 64, 78, 88, 92, 122, 129, 152, 168, 173, 194, 199, 260, 261, 265, 271, 298, 316, 318, 328, 361, 362, 423, 429, 451, 452, 458, 468, 491, 493, 498, 529, 530, 533, 559, 579, 588, 596, 600, 602, 604, 605, 606, 612, 616, 633, 648, 657, 663, 709, 714, 752, 756, 779, 781, 814, 861, 889, 921, 924, 926, 934, 938, 941, 963, 966, 969]",SCPR.tsv
i don't,2,52,"[45, 52, 121, 169, 216, 218, 344, 381, 423, 497, 499, 519, 602, 616, 648, 669, 691, 708, 741, 756, 811, 905]",SCPR.tsv
be in,2,57,"[9, 57, 528, 708, 820, 832, 898]",SCPR.tsv
so what have,3,57,"[20, 57]",SCPR.tsv
yeah,1,57,"[26, 29, 44, 57, 70, 81, 88, 90, 102, 105, 117, 119, 129, 132, 151, 153, 167, 173, 179, 184, 197, 226, 263, 265, 266, 270, 275, 279, 280, 282, 283, 295, 297, 299, 301, 308, 310, 320, 337, 340, 341, 374, 389, 397, 409, 410, 425, 426, 429, 443, 448, 450, 451, 455, 463, 464, 466, 479, 480, 497, 515, 535, 547, 555, 570, 578, 584, 587, 590, 591, 599, 604, 612, 613, 614, 620, 646, 647, 656, 661, 663, 668, 671, 675, 676, 678, 680, 693, 694, 703, 709, 710, 711, 715, 724, 728, 730, 741, 744, 746, 750, 753, 756, 759, 769, 772, 773, 780, 782, 785, 790, 792, 800, 804, 822, 824, 827, 834, 836, 840, 851, 853, 855, 857, 859, 862, 863, 867, 880, 891, 893, 901, 933, 935, 941, 943, 947, 950, 957, 960, 967, 969, 971, 973]",SCPR.tsv
be not,2,57,"[53, 57, 373, 391, 799, 870]",SCPR.tsv
a sales,2,77,"[57, 77]",SCPR.tsv
sales,1,77,"[57, 72, 77]",SCPR.tsv
get,1,57,"[29, 57, 71, 78, 83, 92, 95, 101, 102, 110, 117, 120, 127, 138, 185, 192, 202, 222, 231, 235, 246, 252, 301, 302, 307, 330, 342, 361, 366, 372, 409, 418, 419, 420, 471, 472, 475, 477, 478, 482, 483, 486, 490, 498, 500, 509, 536, 555, 558, 582, 604, 605, 607, 611, 616, 643, 649, 659, 689, 690, 708, 712, 716, 719, 720, 722, 725, 729, 735, 737, 745, 747, 758, 759, 788, 791, 793, 819, 821, 823, 844, 854, 892, 907, 913, 933, 934, 941, 957, 965, 967, 969, 972]",SCPR.tsv
i get a,3,138,"[57, 138, 302, 418, 420]",SCPR.tsv
i be,2,180,"[57, 59, 122, 129, 180, 271, 292, 318, 377, 423, 429, 451, 468, 517, 523, 524, 528, 540, 616, 752, 756, 791, 793, 801, 827, 846, 850, 868, 870, 876]",SCPR.tsv
and i,2,182,"[57, 59, 92, 129, 182, 243, 257, 258, 429, 451, 468, 512, 616, 669, 673, 675, 741, 756, 757, 801, 833]",SCPR.tsv
we've,1,185,"[57, 88, 92, 185]",SCPR.tsv
in and,2,192,"[57, 192, 257, 579, 712, 899]",SCPR.tsv
that much,2,202,"[57, 202]",SCPR.tsv
get a,2,71,"[57, 71, 138, 222, 301, 302, 307, 418, 420, 643, 712, 716, 729, 759]",SCPR.tsv
they're,1,310,"[57, 72, 129, 298, 310, 366, 451, 452, 555, 696, 752, 831]",SCPR.tsv
much,1,252,"[57, 59, 90, 202, 252, 312, 675, 707, 741, 779, 845, 967]",SCPR.tsv
stuff,1,342,"[57, 298, 342, 343, 666, 708, 779, 801, 963]",SCPR.tsv
some of,2,388,"[57, 388, 666, 820]",SCPR.tsv
have a,2,160,"[57, 78, 160, 164, 268, 342, 350, 411, 451, 453, 466, 491, 562, 646, 651, 653, 675, 677, 838, 933, 952]",SCPR.tsv
be er,2,651,"[57, 651, 741]",SCPR.tsv
have i,2,659,"[57, 302, 659]",SCPR.tsv
really,1,237,"[57, 59, 237, 248, 326, 342, 430, 451, 475, 521, 602, 667, 729, 801, 827, 852, 876, 889, 900, 934, 963]",SCPR.tsv
week and,2,258,"[57, 119, 258, 675, 963]",SCPR.tsv
build,1,716,"[57, 716]",SCPR.tsv
be at,2,793,"[57, 793, 963]",SCPR.tsv
i get,2,418,"[57, 92, 302, 418, 420, 478, 793, 892]",SCPR.tsv
be really,2,237,"[57, 237, 801, 827, 963]",SCPR.tsv
erm so,2,850,"[57, 195, 850]",SCPR.tsv
it's be,2,119,"[57, 59, 119, 852]",SCPR.tsv
over the,2,884,"[57, 884]",SCPR.tsv
have be,2,901,"[57, 88, 112, 901]",SCPR.tsv
all week,2,119,"[57, 88, 119, 134, 901]",SCPR.tsv
of them,2,901,"[57, 826, 901]",SCPR.tsv
in our,2,911,"[57, 911]",SCPR.tsv
like erm,2,921,"[57, 616, 648, 921]",SCPR.tsv
all the,2,69,"[57, 69, 88, 252, 390, 949]",SCPR.tsv
i'm,1,59,"[14, 47, 49, 59, 197, 198, 220, 227, 253, 260, 272, 294, 298, 300, 304, 307, 318, 326, 348, 361, 367, 383, 390, 431, 451, 453, 457, 460, 461, 491, 497, 499, 540, 555, 588, 756, 779, 781, 856, 861, 870, 894, 895, 963]",SCPR.tsv
one of,2,59,"[51, 59, 63, 64, 69, 747]",SCPR.tsv
be he,2,60,"[59, 60, 69, 617]",SCPR.tsv
one,1,60,"[51, 59, 60, 63, 64, 129, 180, 256, 257, 276, 546, 560, 561, 643, 646, 706, 729, 741, 742, 743, 747, 864, 865, 899, 926, 957]",SCPR.tsv
us,1,101,"[59, 101, 352, 354, 360, 518]",SCPR.tsv
good,1,135,"[59, 78, 103, 135, 270, 310, 540, 687, 801, 838, 839, 842, 869, 870, 975]",SCPR.tsv
work,1,106,"[59, 92, 106, 113, 115, 120, 173, 200, 442, 451, 494, 604, 677, 793, 796, 798, 861, 911, 921]",SCPR.tsv
be so,2,235,"[59, 235, 580, 603, 905]",SCPR.tsv
old,1,540,"[59, 220, 523, 525, 540, 541, 547, 555, 609, 902, 922]",SCPR.tsv
be like,2,657,"[59, 122, 129, 271, 316, 318, 423, 429, 451, 452, 468, 493, 533, 596, 604, 612, 616, 657, 752, 756, 963]",SCPR.tsv
he must,2,659,"[59, 659]",SCPR.tsv
must be,2,741,"[59, 666, 741, 927]",SCPR.tsv
one of the,3,69,"[59, 69, 747]",SCPR.tsv
oh be,2,767,"[59, 767]",SCPR.tsv
you so,2,799,"[59, 799]",SCPR.tsv
and it's,2,866,"[59, 555, 600, 866]",SCPR.tsv
talk,1,512,"[59, 122, 253, 254, 446, 512, 870]",SCPR.tsv
give,1,915,"[59, 261, 410, 752, 756, 762, 915]",SCPR.tsv
a bite,2,119,"[63, 92, 119, 182, 209, 602, 604, 844, 887, 890, 892, 966]",SCPR.tsv
quite,1,310,"[63, 88, 310, 431, 491, 604, 709, 710, 719, 852]",SCPR.tsv
never,1,71,"[63, 71, 173, 257, 350, 355, 356, 357, 361, 367, 372, 456, 567, 723, 727, 801]",SCPR.tsv
he's not,2,645,"[63, 645]",SCPR.tsv
not very,2,213,"[63, 213, 687, 742, 905]",SCPR.tsv
but he's,2,919,"[63, 919]",SCPR.tsv
wanna,1,242,"[72, 242, 344, 461, 572, 683, 756]",SCPR.tsv
a sales rep,3,77,"[74, 77]",SCPR.tsv
take,1,101,"[78, 101, 106, 160, 186, 188, 194, 198, 200, 208, 213, 215, 328, 344, 345, 346, 379, 410, 494, 503, 507, 509, 921]",SCPR.tsv
last night,2,180,"[78, 122, 180]",SCPR.tsv
take it,2,379,"[78, 379, 494, 507]",SCPR.tsv
anyway,1,106,"[78, 92, 106, 121, 194, 362, 373, 386, 508, 524, 611, 663, 770, 791, 827, 929]",SCPR.tsv
and then,2,78,"[18, 78, 88, 102, 122, 129, 150, 215, 243, 252, 260, 276, 348, 367, 375, 388, 468, 486, 521, 596, 716, 738, 799, 844, 850, 941, 943, 963]",SCPR.tsv
even,1,320,"[78, 106, 320, 346, 403, 412, 503, 658, 868]",SCPR.tsv
i go,2,102,"[78, 102, 242, 246, 249, 258, 350, 367, 458, 512, 673, 907]",SCPR.tsv
that be,2,78,"[29, 78, 88, 247, 316, 438, 491, 507, 580, 581, 593, 594, 595, 601, 741, 747, 749, 801, 892, 905]",SCPR.tsv
food,1,669,"[78, 669]",SCPR.tsv
we get,2,102,"[78, 102, 689]",SCPR.tsv
of the,2,78,"[69, 78, 509, 616, 666, 690, 747, 820]",SCPR.tsv
we have,2,164,"[78, 164, 833]",SCPR.tsv
night,1,860,"[78, 122, 260, 860]",SCPR.tsv
three,1,101,"[82, 101, 249, 344, 345, 346, 352, 677, 730, 739, 854, 860]",SCPR.tsv
course,1,803,"[82, 297, 425, 803, 915, 919, 961]",SCPR.tsv
nice,1,430,"[82, 88, 167, 406, 423, 430, 451, 852, 896]",SCPR.tsv
you know,2,101,"[84, 86, 88, 101, 202, 237, 255, 380, 459, 543, 604, 611, 673, 679, 693, 698, 734, 752, 799, 884, 888, 897, 907, 921, 941, 951, 957, 962]",SCPR.tsv
there be,2,249,"[86, 249, 293, 394, 604, 616, 659, 673, 882, 884, 935, 937]",SCPR.tsv
but it's,2,677,"[88, 677, 756]",SCPR.tsv
like that,2,714,"[88, 173, 633, 714, 934]",SCPR.tsv
quite nice,2,852,"[88, 852]",SCPR.tsv
quiet,1,852,"[88, 852]",SCPR.tsv
pretty,1,801,"[90, 801, 967]",SCPR.tsv
seven,1,92,"[35, 92, 203, 205, 326, 478, 578, 737, 854, 861, 969, 972, 974]",SCPR.tsv
four,1,92,"[35, 92, 220, 846, 854, 928]",SCPR.tsv
leave,1,92,"[60, 92, 99, 160, 245, 251, 256, 257, 478, 712, 799, 854, 858, 949, 952, 956, 957]",SCPR.tsv
early,1,98,"[92, 98, 281, 387, 957]",SCPR.tsv
i've,1,95,"[92, 95, 110, 134, 140, 180, 222, 307, 355, 357, 409, 475, 536, 649, 712, 749, 779, 864, 934, 967, 969, 971, 972]",SCPR.tsv
i've be,2,95,"[92, 95, 180]",SCPR.tsv
we've get,2,185,"[92, 185]",SCPR.tsv
get in,2,95,"[92, 95, 192, 854]",SCPR.tsv
half,1,108,"[92, 108, 150, 329, 330, 478, 527, 669, 741, 858, 861, 963, 967]",SCPR.tsv
i've leave,2,712,"[92, 712]",SCPR.tsv
but i've,2,712,"[92, 307, 712, 967]",SCPR.tsv
stay,1,360,"[92, 307, 318, 360, 712]",SCPR.tsv
quarter,1,99,"[92, 99, 730, 969]",SCPR.tsv
and and,2,747,"[92, 747, 905]",SCPR.tsv
anyway i,2,106,"[92, 106, 362, 827]",SCPR.tsv
past seven,2,854,"[92, 854, 861, 969]",SCPR.tsv
leave at,2,854,"[92, 854, 858]",SCPR.tsv
days,1,164,"[92, 164, 345, 352, 854]",SCPR.tsv
past,1,99,"[92, 99, 854, 861, 969]",SCPR.tsv
at half,2,858,"[92, 858, 861]",SCPR.tsv
be leave,2,949,"[92, 949]",SCPR.tsv
crap,1,581,"[94, 581]",SCPR.tsv
would,1,120,"[9, 120, 202, 211, 256, 257, 297, 350, 354, 370, 392, 784, 837, 884]",SCPR.tsv
you be,2,120,"[20, 69, 120, 124, 371, 518, 524, 541, 548, 799]",SCPR.tsv
do that,2,120,"[58, 120]",SCPR.tsv
how do,2,154,"[120, 154, 255, 867]",SCPR.tsv
would you,2,202,"[120, 202, 370, 392, 784]",SCPR.tsv
do that make,3,208,"[120, 208]",SCPR.tsv
off work,2,442,"[120, 442]",SCPR.tsv
be get,2,120,"[95, 120, 607]",SCPR.tsv
make,1,475,"[120, 208, 267, 412, 475, 477, 707, 745, 870, 881]",SCPR.tsv
why would,2,837,"[120, 370, 837]",SCPR.tsv
that make,2,870,"[120, 412, 870]",SCPR.tsv
they be,2,122,"[35, 122, 367, 452, 545, 546, 673, 696, 697]",SCPR.tsv
sales rep,2,122,"[77, 122]",SCPR.tsv
and they,2,202,"[122, 129, 202, 264, 366, 833]",SCPR.tsv
be all,2,208,"[122, 208, 252, 593, 595, 901]",SCPR.tsv
an hour,2,329,"[122, 329, 330, 346, 472, 803, 858, 861]",SCPR.tsv
be about,2,972,"[122, 972]",SCPR.tsv
can't,1,127,"[16, 36, 127, 128, 164, 226, 227, 366, 470, 475, 536, 538, 756, 784, 813, 902]",SCPR.tsv
try to,2,387,"[127, 387, 846, 909]",SCPR.tsv
parent,1,957,"[127, 543, 555, 957]",SCPR.tsv
they'd,1,129,"[9, 129]",SCPR.tsv
day,1,129,"[95, 129, 140, 400, 441, 509, 555, 844, 846, 921]",SCPR.tsv
they know,2,154,"[129, 154]",SCPR.tsv
understand that,2,232,"[129, 232]",SCPR.tsv
it's just,2,759,"[129, 600, 616, 754, 759]",SCPR.tsv
anymore,1,786,"[129, 786, 816, 849]",SCPR.tsv
think that,2,160,"[129, 160, 594, 801]",SCPR.tsv
they don't,2,807,"[129, 807, 901]",SCPR.tsv
know what,2,888,"[129, 888, 951]",SCPR.tsv
be actually,2,611,"[131, 611, 675, 876]",SCPR.tsv
actually,1,131,"[29, 131, 197, 304, 350, 367, 611, 675, 677, 807, 876, 880]",SCPR.tsv
i've have,2,140,"[134, 140]",SCPR.tsv
i dunno,2,134,"[113, 134, 202, 434, 559, 593, 651, 659, 726, 757]",SCPR.tsv
she's be,2,134,"[119, 134, 615]",SCPR.tsv
i haven't,2,643,"[134, 326, 643, 687, 759, 832]",SCPR.tsv
i dunno i,3,651,"[134, 651]",SCPR.tsv
the house,2,669,"[134, 669]",SCPR.tsv
house,1,215,"[134, 215, 216, 217, 218, 669, 677, 693, 694, 931]",SCPR.tsv
i haven't speak,3,687,"[134, 687]",SCPR.tsv
be that,2,747,"[136, 491, 747, 902]",SCPR.tsv
you go,2,143,"[24, 143, 152, 251, 494, 666, 799, 818, 861, 934, 941, 943, 946]",SCPR.tsv
another,1,145,"[42, 145, 934, 935, 937, 941, 943]",SCPR.tsv
somehow,1,957,"[145, 957]",SCPR.tsv
this weekend,2,147,"[130, 147, 963]",SCPR.tsv
bestival,1,158,"[147, 148, 158]",SCPR.tsv
manage to,2,657,"[147, 657, 663, 827]",SCPR.tsv
she still,2,734,"[147, 734, 784]",SCPR.tsv
to go,2,366,"[147, 350, 361, 362, 366, 367, 373, 451, 452, 555, 752, 846, 921, 963]",SCPR.tsv
start,1,243,"[148, 243, 267, 321, 322, 329, 330, 332]",SCPR.tsv
sunday,1,354,"[148, 283, 354, 451, 453, 478]",SCPR.tsv
be go,2,362,"[148, 152, 350, 362, 367, 437, 455, 850, 914, 916]",SCPR.tsv
book,1,783,"[148, 155, 157, 557, 783, 786]",SCPR.tsv
thursday,1,354,"[148, 150, 354, 793]",SCPR.tsv
she be,2,150,"[9, 133, 150, 152, 206, 271, 583, 603, 609, 611, 756, 770, 963]",SCPR.tsv
festival,1,154,"[150, 152, 154]",SCPR.tsv
monday,1,455,"[150, 454, 455, 458, 462, 842, 866]",SCPR.tsv
and she be,3,603,"[150, 603, 756, 963]",SCPR.tsv
and she,2,373,"[150, 157, 373, 410, 603, 663, 703, 712, 727, 756, 963]",SCPR.tsv
half of,2,741,"[150, 741]",SCPR.tsv
wednesday,1,354,"[150, 354, 793, 929]",SCPR.tsv
tuesday,1,494,"[150, 494, 842, 866]",SCPR.tsv
you go to,3,152,"[24, 152, 494, 666, 861, 946]",SCPR.tsv
put,1,152,"[31, 152, 377, 416, 417, 422, 521, 666, 705, 749]",SCPR.tsv
go to a festival,4,154,"[152, 154]",SCPR.tsv
cos she,2,611,"[152, 155, 427, 572, 611]",SCPR.tsv
but i,2,643,"[152, 483, 616, 643, 687, 756, 801, 827, 963]",SCPR.tsv
that she,2,747,"[152, 747]",SCPR.tsv
but i think,3,801,"[152, 801]",SCPR.tsv
people,1,807,"[152, 326, 367, 451, 497, 596, 612, 806, 807, 808, 816, 820, 861, 949]",SCPR.tsv
be go to,3,362,"[152, 362, 367, 850, 914]",SCPR.tsv
to a,2,937,"[152, 889, 937]",SCPR.tsv
bite like,2,966,"[152, 966]",SCPR.tsv
she tell,2,200,"[155, 200, 699]",SCPR.tsv
a holiday,2,677,"[155, 157, 677]",SCPR.tsv
a festival,2,159,"[154, 159]",SCPR.tsv
it's a,2,212,"[159, 212, 241, 480]",SCPR.tsv
apparently,1,651,"[161, 328, 596, 629, 651, 673, 683]",SCPR.tsv
she do,2,416,"[161, 260, 416, 783]",SCPR.tsv
and she's,2,712,"[163, 712]",SCPR.tsv
today,1,165,"[35, 99, 165, 511, 512, 850]",SCPR.tsv
but and,2,905,"[165, 905]",SCPR.tsv
and our,2,931,"[165, 931]",SCPR.tsv
yeah she's,2,599,"[167, 599]",SCPR.tsv
i don't know,3,169,"[121, 169, 381, 691, 741]",SCPR.tsv
she didn't,2,500,"[169, 410, 500, 747]",SCPR.tsv
don't know,2,951,"[121, 169, 381, 951]",SCPR.tsv
she come from,3,171,"[170, 171]",SCPR.tsv
from the,2,615,"[171, 197, 615]",SCPR.tsv
come from,2,726,"[171, 726, 934]",SCPR.tsv
i assume,2,189,"[173, 189]",SCPR.tsv
something,1,173,"[67, 139, 173, 176, 240, 284, 469, 536, 603, 604, 611, 633, 673, 696, 739, 749, 756, 771, 776]",SCPR.tsv
she'll,1,372,"[173, 372, 770, 779]",SCPR.tsv
how be,2,237,"[173, 237, 397, 640, 651]",SCPR.tsv
it's like,2,663,"[173, 588, 663]",SCPR.tsv
cos she's,2,903,"[173, 903]",SCPR.tsv
work in,2,173,"[115, 173, 494, 911]",SCPR.tsv
be your,2,927,"[173, 927]",SCPR.tsv
do you,2,176,"[83, 124, 176, 223, 232, 244, 255, 268, 312, 332, 396, 398, 402, 424, 432, 447, 461, 509, 543, 693, 703, 760, 762, 784, 786, 828, 845, 861, 867, 871, 952]",SCPR.tsv
you can,2,375,"[186, 346, 350, 375, 377, 498, 772, 812, 937, 941]",SCPR.tsv
er you,2,774,"[186, 380, 774]",SCPR.tsv
car,1,188,"[174, 188, 190, 191, 192, 194, 850, 933]",SCPR.tsv
what's,1,190,"[130, 190, 284, 469, 512, 654, 737, 915]",SCPR.tsv
wrong,1,567,"[190, 191, 567, 572, 582, 604, 627, 791]",SCPR.tsv
see,1,195,"[20, 35, 195, 257, 326, 423, 428, 429, 453, 457, 469, 509, 596, 651, 700, 753, 920, 921, 940]",SCPR.tsv
if she,2,199,"[9, 199, 699, 703]",SCPR.tsv
holiday,1,160,"[155, 157, 160, 164, 199, 350, 367, 677, 912]",SCPR.tsv
always,1,801,"[199, 350, 801, 844, 861, 956, 961]",SCPR.tsv
or a,2,803,"[199, 803, 952]",SCPR.tsv
spend,1,202,"[201, 202, 352, 354, 654, 657, 673, 726, 760, 770, 774, 854, 870]",SCPR.tsv
spend it,2,726,"[201, 726, 774]",SCPR.tsv
