Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
be it,2,75,"[44, 75, 130, 158, 261, 282, 305, 461, 534, 537, 670, 674, 676, 715, 802, 907, 913, 1072, 1264, 1304, 1341, 1356, 1436, 1440, 1493]",ST82.tsv
right,1,133,"[11, 106, 133, 138, 140, 154, 210, 226, 228, 323, 339, 374, 519, 525, 573, 615, 618, 641, 649, 656, 672, 709, 731, 762, 816, 835, 855, 986, 1034, 1079, 1081, 1093, 1169, 1170, 1255, 1300]",ST82.tsv
yeah,1,133,"[17, 21, 24, 25, 27, 32, 34, 36, 43, 45, 49, 51, 53, 55, 57, 66, 68, 70, 79, 82, 86, 92, 94, 102, 106, 111, 117, 119, 122, 123, 125, 127, 128, 133, 135, 173, 174, 178, 180, 182, 184, 186, 188, 191, 192, 193, 199, 203, 208, 211, 213, 220, 227, 230, 232, 234, 235, 242, 244, 246, 247, 248, 250, 254, 255, 257, 259, 263, 266, 267, 268, 269, 271, 273, 282, 284, 291, 296, 297, 298, 300, 302, 310, 311, 312, 314, 316, 319, 320, 329, 331, 336, 337, 344, 345, 347, 351, 355, 359, 361, 364, 369, 371, 372, 375, 377, 380, 388, 389, 390, 392, 410, 415, 416, 420, 429, 434, 436, 438, 450, 452, 466, 468, 479, 480, 484, 493, 494, 498, 502, 510, 513, 524, 528, 530, 539, 543, 546, 553, 555, 559, 568, 570, 578, 582, 586, 594, 595, 597, 598, 603, 604, 605, 614, 625, 637, 640, 658, 660, 662, 663, 669, 671, 679, 680, 683, 691, 712, 726, 728, 735, 748, 751, 753, 759, 760, 766, 768, 770, 772, 774, 776, 784, 786, 788, 799, 800, 807, 809, 811, 813, 823, 825, 827, 843, 845, 846, 858, 861, 863, 865, 867, 870, 882, 883, 884, 895, 897, 908, 912, 914, 915, 916, 917, 919, 921, 925, 926, 929, 933, 938, 939, 940, 950, 951, 953, 955, 959, 960, 967, 969, 982, 984, 993, 995, 997, 1000, 1001, 1003, 1007, 1014, 1017, 1021, 1056, 1066, 1076, 1090, 1101, 1111, 1113, 1117, 1122, 1126, 1129, 1131, 1136, 1137, 1138, 1142, 1143, 1152, 1161, 1166, 1168, 1172, 1180, 1182, 1191, 1195, 1197, 1202, 1212, 1221, 1222, 1227, 1233, 1242, 1243, 1253, 1258, 1278, 1281, 1288, 1290, 1299, 1303, 1313, 1323, 1325, 1331, 1345, 1352, 1359, 1362, 1367, 1369, 1392, 1395, 1400, 1404, 1405, 1407, 1417, 1423, 1425, 1430, 1436, 1443, 1446, 1449, 1452, 1455, 1469, 1471, 1473, 1477, 1480, 1482, 1484, 1487, 1490, 1494, 1498, 1499, 1501, 1504, 1510, 1511, 1512, 1515, 1517, 1521, 1524, 1527, 1529, 1531, 1533, 1534, 1536, 1548, 1549]",ST82.tsv
sunday,1,133,"[62, 65, 66, 67, 68, 83, 132, 133, 137, 139, 141, 202, 204, 210, 582, 588, 1165, 1172, 1177, 1181]",ST82.tsv
oh right,2,133,"[106, 133, 138, 573, 618, 649, 672, 731, 835, 1081, 1255]",ST82.tsv
so yeah,2,133,"[92, 133, 232, 266, 310, 314, 586, 926, 1172]",ST82.tsv
every day,2,135,"[134, 135]",ST82.tsv
every,1,134,"[74, 134, 135, 171, 172, 361, 537, 640, 1078]",ST82.tsv
of the,2,249,"[135, 249, 258, 323, 327, 331, 435, 489, 503, 508, 878, 1056, 1130, 1201, 1325, 1327, 1349, 1413]",ST82.tsv
year,1,571,"[135, 571, 838, 856, 878, 958, 959, 966, 1078, 1085, 1435]",ST82.tsv
store,1,148,"[139, 141, 148, 157, 158, 163, 905, 1004, 1035, 1047]",ST82.tsv
all the,2,158,"[72, 74, 139, 158, 165, 185, 360, 673, 826, 869, 894, 907, 934, 1035, 1470]",ST82.tsv
be all,2,941,"[158, 934, 941, 1008, 1514]",ST82.tsv
yes,1,194,"[59, 194, 230, 232, 240, 244, 253, 278, 341, 354, 429, 454, 458, 570, 632, 695, 759, 797, 817, 880, 964, 970, 1025, 1037, 1087, 1120, 1122, 1158, 1175, 1177, 1240, 1292, 1328, 1339, 1467, 1521]",ST82.tsv
halfway there,2,207,"[198, 207]",ST82.tsv
you'd be,2,198,"[38, 40, 198, 950, 1179, 1368]",ST82.tsv
well,1,200,"[37, 40, 45, 118, 120, 134, 157, 165, 186, 189, 193, 200, 207, 217, 222, 229, 258, 296, 335, 348, 370, 371, 376, 379, 395, 422, 428, 431, 443, 449, 458, 459, 462, 476, 480, 508, 518, 530, 542, 581, 583, 593, 663, 670, 674, 730, 775, 793, 808, 847, 926, 937, 952, 976, 994, 1000, 1010, 1011, 1013, 1016, 1061, 1082, 1085, 1095, 1109, 1112, 1116, 1124, 1175, 1179, 1181, 1183, 1189, 1199, 1201, 1205, 1207, 1232, 1235, 1246, 1265, 1278, 1283, 1318, 1330, 1335, 1354, 1427, 1449, 1453, 1525, 1535, 1544, 1547, 1551]",ST82.tsv
in the,2,200,"[20, 186, 192, 200, 255, 274, 354, 435, 466, 506, 508, 536, 542, 606, 655, 727, 753, 832, 879, 889, 893, 946, 1130, 1199, 1205, 1219, 1257, 1343, 1377, 1413, 1416, 1419, 1472, 1546, 1551]",ST82.tsv
go,1,222,"[9, 23, 26, 53, 63, 69, 108, 148, 155, 156, 177, 192, 196, 197, 209, 216, 219, 222, 227, 229, 232, 238, 239, 323, 325, 327, 331, 333, 335, 337, 338, 395, 407, 414, 430, 446, 461, 463, 473, 474, 478, 491, 493, 499, 530, 551, 568, 571, 579, 607, 613, 630, 676, 697, 699, 700, 715, 720, 744, 813, 815, 829, 852, 901, 902, 903, 905, 924, 926, 930, 931, 949, 952, 988, 998, 1000, 1005, 1035, 1041, 1046, 1051, 1065, 1066, 1074, 1077, 1078, 1083, 1085, 1089, 1092, 1100, 1160, 1179, 1183, 1237, 1264, 1277, 1285, 1304, 1349, 1351, 1404, 1410, 1430, 1439, 1457, 1474, 1481, 1483, 1485, 1486, 1487]",ST82.tsv
be there,2,222,"[206, 210, 214, 222, 485, 512, 617, 698, 740, 741, 856, 966]",ST82.tsv
as well,2,222,"[165, 222, 335, 348, 581, 670, 775, 808, 937, 1085, 1181, 1207]",ST82.tsv
well be,2,674,"[222, 674]",ST82.tsv
sorry,1,224,"[39, 224, 305, 432, 949, 1061]",ST82.tsv
mean,1,225,"[224, 225, 492, 631, 1169, 1176, 1177, 1426]",ST82.tsv
right okay,2,519,"[228, 519, 731, 1079, 1169]",ST82.tsv
fair enough,2,230,"[186, 230, 513, 1128]",ST82.tsv
enough,1,204,"[186, 204, 230, 414, 513, 1128, 1462]",ST82.tsv
yes yeah,2,429,"[230, 429, 570, 1521]",ST82.tsv
know,1,236,"[35, 37, 74, 84, 98, 105, 117, 136, 155, 156, 183, 186, 191, 207, 236, 237, 246, 261, 327, 331, 343, 451, 462, 480, 499, 508, 514, 516, 541, 548, 619, 626, 636, 657, 667, 738, 759, 767, 790, 792, 793, 794, 801, 829, 832, 839, 871, 876, 924, 930, 945, 976, 977, 999, 1008, 1011, 1016, 1022, 1070, 1077, 1081, 1112, 1231, 1432, 1496, 1498, 1499, 1540]",ST82.tsv
when you,2,238,"[23, 238, 624, 737, 791, 950, 1190, 1249, 1540]",ST82.tsv
you want,2,238,"[98, 229, 238, 427, 507, 640, 1026, 1050, 1082, 1125, 1186, 1203, 1232, 1239, 1293]",ST82.tsv
go away,2,1100,"[238, 239, 1100]",ST82.tsv
good,1,251,"[23, 25, 247, 248, 251, 387, 389, 404, 428, 437, 508, 657, 670, 685, 714, 718, 737, 828, 886, 994, 1436, 1546]",ST82.tsv
that's,1,252,"[36, 42, 119, 128, 139, 155, 163, 186, 206, 248, 252, 272, 315, 319, 353, 374, 379, 424, 430, 520, 523, 563, 590, 593, 603, 639, 663, 675, 685, 698, 703, 773, 791, 813, 815, 839, 949, 955, 956, 957, 959, 994, 1013, 1016, 1020, 1022, 1051, 1092, 1123, 1170, 1175, 1193, 1219, 1243, 1267, 1325, 1426, 1446, 1476, 1478, 1483, 1486]",ST82.tsv
nice,1,252,"[56, 252, 274, 284, 292, 297, 598, 705, 983, 984, 995, 1218, 1219, 1415, 1426, 1551]",ST82.tsv
that's nice,2,1219,"[252, 1219]",ST82.tsv
one,1,256,"[1, 54, 80, 87, 93, 136, 229, 255, 256, 268, 275, 277, 290, 294, 296, 305, 324, 335, 368, 370, 376, 391, 394, 395, 451, 462, 489, 548, 657, 698, 958, 966, 980, 996, 1056, 1078, 1085, 1153, 1154, 1155, 1205, 1343, 1364, 1394]",ST82.tsv
two,1,256,"[162, 163, 171, 172, 256, 258, 259, 270, 272, 276, 277, 284, 299, 300, 310, 451, 489, 640, 887, 953, 1048, 1085, 1138, 1140]",ST82.tsv
the the,2,329,"[256, 329, 449, 478, 491]",ST82.tsv
it be,2,258,"[64, 98, 137, 258, 282, 297, 305, 363, 366, 373, 378, 405, 452, 466, 507, 508, 509, 633, 661, 666, 670, 685, 687, 716, 737, 763, 777, 783, 796, 797, 803, 805, 807, 809, 811, 813, 841, 846, 920, 928, 934, 941, 945, 948, 953, 954, 976, 1072, 1317, 1330, 1337, 1340, 1342, 1343, 1419, 1439, 1449, 1456, 1462, 1466, 1479, 1488, 1494, 1495, 1508, 1514, 1540, 1543, 1547, 1551]",ST82.tsv
that be,2,259,"[258, 259, 287, 388, 503, 557, 679, 685, 718, 934, 944, 949, 963, 1468, 1516]",ST82.tsv
be the,2,258,"[103, 246, 258, 259, 272, 316, 363, 433, 503, 580, 800, 907, 1105, 1434, 1439, 1445, 1466, 1516]",ST82.tsv
the best,2,449,"[258, 449]",ST82.tsv
that be the,3,259,"[258, 259, 1516]",ST82.tsv
anyway,1,260,"[33, 47, 52, 137, 153, 155, 210, 260, 264, 368, 800, 1176, 1279, 1551]",ST82.tsv
night,1,281,"[20, 67, 68, 81, 281, 283, 298, 308, 657, 670, 980, 1044, 1303]",ST82.tsv
ten,1,281,"[137, 147, 150, 214, 281, 282, 518, 805, 807, 809, 810, 1061]",ST82.tsv
a night,2,298,"[281, 283, 298]",ST82.tsv
five,1,283,"[145, 190, 207, 217, 283, 489, 526, 1052, 1061, 1063, 1317]",ST82.tsv
something,1,283,"[246, 283, 299, 310, 341, 438, 487, 507, 511, 869, 887, 979, 1011, 1072, 1125, 1189, 1190, 1232, 1278, 1517, 1528]",ST82.tsv
or something,2,869,"[283, 299, 487, 869, 887, 979, 1072, 1189, 1190, 1278]",ST82.tsv
though,1,286,"[19, 52, 117, 121, 286, 288, 412, 431, 461, 537, 747, 900, 945, 1223, 1282, 1317, 1338, 1340, 1366, 1493]",ST82.tsv
from there,2,286,"[196, 219, 286, 623]",ST82.tsv
a view,2,288,"[286, 288]",ST82.tsv
a lot,2,290,"[11, 17, 120, 141, 155, 163, 187, 290, 348, 412, 435, 797, 830, 926]",ST82.tsv
pay for,2,663,"[290, 663]",ST82.tsv
for a,2,715,"[290, 715, 837, 839, 947, 1100, 1338]",ST82.tsv
pay,1,290,"[204, 274, 290, 663, 759, 764, 765, 798, 887]",ST82.tsv
view,1,286,"[268, 274, 286, 288, 292]",ST82.tsv
a nice,2,292,"[284, 292, 1551]",ST82.tsv
be nice,2,705,"[297, 705, 983, 984, 995, 1218, 1415, 1426]",ST82.tsv
forty,1,299,"[162, 163, 299]",ST82.tsv
four,1,302,"[147, 179, 183, 190, 191, 301, 302, 307, 309, 313, 393, 404, 412, 427, 572, 832, 1052, 1061, 1063, 1116]",ST82.tsv
see,1,306,"[9, 138, 306, 370, 376, 379, 382, 383, 385, 388, 391, 393, 395, 407, 409, 449, 542, 659, 733, 761, 905, 1024, 1035, 1177, 1194, 1327, 1403, 1404, 1540]",ST82.tsv
i didn't,2,509,"[306, 478, 509, 675, 701, 838, 1081, 1514]",ST82.tsv
see the,2,659,"[306, 659, 905, 1035, 1540]",ST82.tsv
i saw,2,375,"[308, 375, 384, 1413]",ST82.tsv
subway,1,321,"[317, 318, 321, 322, 323, 327]",ST82.tsv
way,1,324,"[125, 128, 324, 327, 331, 333, 335, 338, 480, 911, 1008, 1330, 1340, 1470, 1487, 1536]",ST82.tsv
travel,1,688,"[324, 688, 759, 761, 791]",ST82.tsv
it's a,2,335,"[37, 93, 335, 357, 462, 483, 797, 1283, 1339, 1364, 1382, 1500]",ST82.tsv
like,1,335,"[59, 72, 109, 169, 173, 204, 207, 210, 225, 237, 244, 270, 274, 287, 310, 316, 322, 335, 362, 364, 376, 391, 397, 403, 424, 430, 431, 435, 437, 469, 491, 652, 675, 687, 716, 749, 763, 783, 804, 813, 826, 842, 862, 868, 892, 894, 909, 980, 1072, 1119, 1123, 1198, 1220, 1317, 1320, 1333, 1343, 1432, 1500]",ST82.tsv
well it's,2,370,"[335, 370, 422, 1427]",ST82.tsv
system,1,791,"[335, 791, 869]",ST82.tsv
long,1,335,"[28, 335, 829, 928, 934, 944, 946, 1051]",ST82.tsv
way well,2,1330,"[335, 1330]",ST82.tsv
they're,1,350,"[16, 68, 118, 129, 139, 149, 155, 264, 265, 350, 493, 568, 607, 613, 616, 623, 792, 911, 912, 913, 926, 1022, 1035]",ST82.tsv
they're all,2,350,"[129, 149, 350]",ST82.tsv
show,1,358,"[350, 358, 360, 361, 368, 373, 384, 504]",ST82.tsv
all in,2,946,"[350, 946]",ST82.tsv
straight,1,352,"[196, 352, 354, 355, 465, 466, 825]",ST82.tsv
it's just,2,370,"[354, 370, 491, 928, 1338, 1385]",ST82.tsv
look,1,357,"[287, 357, 507, 511, 745, 1035, 1198, 1298, 1306, 1333, 1391, 1547]",ST82.tsv
lot,1,362,"[11, 17, 120, 362, 412, 435, 797, 830, 926, 976]",ST82.tsv
lot of,2,362,"[17, 141, 155, 163, 187, 348, 362, 435, 797]",ST82.tsv
i suppose,2,362,"[343, 362, 435]",ST82.tsv
theatres,1,364,"[362, 364]",ST82.tsv
london,1,363,"[362, 363, 395]",ST82.tsv
it's like,2,362,"[169, 362, 437, 783, 980]",ST82.tsv
different,1,362,"[173, 360, 362, 504, 791, 907]",ST82.tsv
broadway,1,373,"[358, 373, 374, 375]",ST82.tsv
isn't it,2,404,"[42, 56, 93, 119, 209, 315, 373, 404, 428, 430, 451, 563, 603, 631, 634, 782, 1015, 1051, 1061, 1086, 1306, 1338, 1365, 1419, 1438, 1500]",ST82.tsv
music,1,404,"[403, 404]",ST82.tsv
do a,2,407,"[37, 407, 411, 508, 582, 1190, 1196, 1449]",ST82.tsv
what's,1,407,"[97, 407, 409, 550, 1381]",ST82.tsv
we go,2,407,"[395, 407, 530, 697, 699, 852, 952, 1089, 1100, 1487]",ST82.tsv
a bite of,3,1268,"[407, 411, 508, 1261, 1268, 1552]",ST82.tsv
before we,2,1548,"[407, 1548]",ST82.tsv
to see,2,409,"[9, 370, 376, 409, 1035]",ST82.tsv
there to see,3,409,"[370, 409]",ST82.tsv
they be,2,411,"[15, 264, 316, 411, 511, 832]",ST82.tsv
the other,2,411,"[139, 275, 327, 333, 375, 411, 761, 812, 995]",ST82.tsv
do this,2,529,"[411, 499, 529, 1008]",ST82.tsv
be in,2,535,"[411, 535, 536, 846, 949, 1047]",ST82.tsv
that the,2,571,"[411, 571, 588, 1000]",ST82.tsv
do do,2,411,"[175, 411, 688]",ST82.tsv
we be,2,741,"[411, 741, 813, 815, 950, 1077, 1078, 1081, 1092, 1470, 1474, 1477, 1485, 1486, 1507, 1513, 1547]",ST82.tsv
we be do,3,1092,"[411, 1092]",ST82.tsv
where we be,3,815,"[411, 815, 1486]",ST82.tsv
be do,2,1517,"[411, 1092, 1517, 1519, 1529]",ST82.tsv
fill,1,417,"[413, 417]",ST82.tsv
he's,1,439,"[16, 17, 23, 52, 232, 233, 439, 441, 443, 504, 508, 520, 551, 568, 582, 1059, 1074, 1078, 1116, 1129]",ST82.tsv
big,1,441,"[103, 364, 437, 441, 574, 734, 806, 813, 866, 1290, 1356]",ST82.tsv
isn't he,2,441,"[52, 441, 1159]",ST82.tsv
he's er,2,443,"[17, 443, 1129]",ST82.tsv
well he's,2,1116,"[443, 1116]",ST82.tsv
with the,2,453,"[305, 309, 428, 453, 990, 1118]",ST82.tsv
rain,1,462,"[453, 462, 466, 670, 1337, 1449, 1451, 1540]",ST82.tsv
do you,2,99,"[14, 99, 156, 214, 229, 241, 261, 323, 395, 397, 455, 457, 474, 475, 513, 575, 686, 688, 764, 819, 879, 902, 931, 990, 997, 1044, 1053, 1077, 1190, 1247, 1293, 1347, 1348, 1457]",ST82.tsv
you have a,3,455,"[186, 455, 457]",ST82.tsv
you have,2,186,"[14, 38, 186, 323, 327, 430, 455, 457, 483, 745, 761, 764, 985, 1204, 1226, 1274]",ST82.tsv
do you have,3,455,"[14, 455, 457, 764]",ST82.tsv
have a,2,274,"[186, 274, 455, 457, 478, 718, 801, 820, 1041, 1056, 1082, 1121, 1189, 1215, 1245, 1278, 1307, 1552]",ST82.tsv
very well,2,458,"[37, 458, 459]",ST82.tsv
work,1,459,"[69, 70, 83, 85, 86, 129, 134, 149, 161, 190, 204, 207, 217, 458, 459, 472, 505, 518, 898, 1055, 1181, 1340, 1377, 1399]",ST82.tsv
what do,2,459,"[10, 99, 275, 459, 475, 490, 1034, 1053, 1293]",ST82.tsv
do it,2,459,"[68, 139, 171, 343, 459, 463, 825, 1553]",ST82.tsv
it doesn't,2,460,"[459, 460, 461, 1277, 1280]",ST82.tsv
probably,1,461,"[122, 163, 206, 221, 461, 508, 885, 913, 921, 1043, 1072, 1085, 1112, 1122, 1124, 1228]",ST82.tsv
it's probably,2,461,"[221, 461]",ST82.tsv
quite a,2,467,"[11, 17, 163, 467, 574, 926]",ST82.tsv
phone,1,467,"[44, 45, 467, 504, 725, 950]",ST82.tsv
we've,1,467,"[62, 147, 204, 237, 395, 467, 617, 635, 759, 771, 1098, 1222, 1228, 1540]",ST82.tsv
there be,2,467,"[117, 139, 270, 272, 467, 512, 574, 624, 741, 742, 749, 779, 934, 1536]",ST82.tsv
quite,1,58,"[11, 17, 58, 163, 373, 466, 467, 574, 900, 909, 926, 928, 954, 1220, 1337, 1343]",ST82.tsv
shower,1,1323,"[467, 471, 1323]",ST82.tsv
be quite,2,467,"[373, 467, 574, 928, 1343]",ST82.tsv
we have,2,718,"[467, 718, 730, 765, 820, 1136, 1434, 1470, 1472, 1486, 1487]",ST82.tsv
and we,2,467,"[175, 185, 189, 467, 730, 765, 767, 777, 1474, 1486, 1487, 1547, 1552]",ST82.tsv
and we have,3,1486,"[467, 1486]",ST82.tsv
we've have,2,1540,"[467, 1540]",ST82.tsv
like that,2,469,"[310, 431, 435, 469, 491, 1072]",ST82.tsv
day off,2,1057,"[469, 1057, 1058, 1196]",ST82.tsv
er it's,2,1105,"[469, 1105]",ST82.tsv
be like,2,469,"[109, 244, 270, 469, 716, 763, 862, 1343]",ST82.tsv
go to,2,473,"[9, 69, 156, 177, 395, 473, 478, 491, 493, 530, 551, 568, 607, 676, 699, 813, 852, 901, 903, 926, 949, 1035, 1074, 1078, 1083, 1085, 1089, 1237, 1264, 1351, 1439, 1457, 1481]",ST82.tsv
meet,1,473,"[217, 473, 475, 478, 480, 483, 949, 997, 1038, 1080, 1081, 1169, 1391]",ST82.tsv
only go,2,715,"[473, 715]",ST82.tsv
cos,1,476,"[16, 23, 35, 40, 66, 94, 120, 147, 163, 175, 186, 201, 202, 207, 214, 216, 329, 331, 367, 370, 378, 451, 476, 508, 581, 661, 693, 711, 741, 759, 791, 832, 846, 862, 922, 928, 941, 949, 951, 1000, 1006, 1008, 1054, 1078, 1085, 1096, 1112, 1123, 1130, 1176, 1177, 1183, 1228, 1349, 1351, 1462, 1466, 1481, 1483, 1530, 1536]",ST82.tsv
they'd,1,476,"[33, 476, 478, 508, 979, 1486]",ST82.tsv
start,1,476,"[78, 153, 476, 480, 670, 830, 854]",ST82.tsv
i go,2,478,"[9, 478, 903, 1041, 1351]",ST82.tsv
and er,2,478,"[19, 478, 480, 491, 504, 530, 548]",ST82.tsv
put,1,478,"[28, 35, 37, 105, 149, 186, 478, 732, 785, 881, 894, 979, 1219, 1250, 1257, 1263, 1413]",ST82.tsv
go in,2,478,"[108, 192, 478, 1051, 1404, 1410]",ST82.tsv
be they,2,478,"[16, 122, 478, 600, 972]",ST82.tsv
late,1,478,"[131, 478, 1196, 1472]",ST82.tsv
back,1,478,"[209, 478, 590, 623, 690, 737, 747, 752, 819, 1000, 1005, 1035, 1042, 1043, 1051, 1098, 1109, 1111, 1398, 1472, 1487, 1540, 1542]",ST82.tsv
some of,2,478,"[249, 478, 1109, 1229]",ST82.tsv
wanna go,2,478,"[331, 478]",ST82.tsv
which be,2,478,"[341, 478, 676, 813, 1128]",ST82.tsv
wanna,1,391,"[365, 391, 435, 478, 1130, 1190, 1514]",ST82.tsv
be to,2,478,"[197, 478, 1067]",ST82.tsv
a a,2,1361,"[478, 530, 1056, 1361, 1449]",ST82.tsv
erm the,2,1464,"[478, 1464]",ST82.tsv
why i,2,738,"[478, 738, 749, 1478]",ST82.tsv
i didn't wanna,3,1514,"[478, 1514]",ST82.tsv
say,1,480,"[21, 27, 49, 109, 147, 149, 175, 185, 207, 210, 229, 232, 241, 244, 246, 274, 316, 323, 428, 430, 438, 444, 480, 504, 507, 518, 520, 530, 533, 542, 563, 564, 575, 671, 749, 777, 779, 812, 873, 874, 941, 950, 959, 1082, 1232, 1310, 1351, 1449, 1453]",ST82.tsv
and i,2,480,"[37, 210, 244, 466, 480, 675, 832, 834, 839, 841, 1078, 1351, 1453, 1514, 1547]",ST82.tsv
yeah well,2,480,"[45, 186, 193, 371, 480, 663, 1278]",ST82.tsv
oh yeah,2,480,"[53, 122, 480, 811, 929, 1142, 1143, 1331]",ST82.tsv
have you,2,480,"[69, 382, 472, 480, 535, 627, 830, 832, 906, 958, 1140, 1387]",ST82.tsv
know you,2,480,"[136, 480, 793, 832]",ST82.tsv
meet and,2,480,"[217, 480, 949, 1391]",ST82.tsv
be on,2,480,"[323, 360, 378, 391, 395, 480, 813, 1340, 1342, 1391, 1466]",ST82.tsv
you be,2,480,"[472, 480, 535, 620, 624, 627, 867, 951, 1008, 1047, 1261, 1373, 1461, 1463, 1518, 1520, 1522]",ST82.tsv
early,1,845,"[480, 845, 1342, 1372, 1432]",ST82.tsv
well we,2,952,"[480, 952, 1109, 1112, 1124]",ST82.tsv
say oh,2,1351,"[480, 1351]",ST82.tsv
walk,1,480,"[348, 480, 755, 761, 1346, 1472, 1536, 1538, 1540]",ST82.tsv
six,1,487,"[78, 147, 315, 487, 1159, 1162]",ST82.tsv
us,1,487,"[173, 487, 504, 514, 761, 779, 789, 825, 1075, 1397, 1478, 1492, 1517, 1530, 1532, 1538]",ST82.tsv
seven,1,1343,"[487, 1343]",ST82.tsv
and then,2,489,"[80, 109, 139, 165, 196, 217, 272, 316, 430, 466, 489, 548, 616, 699, 722, 759, 798, 813, 949, 954, 1008, 1041, 1100, 1153, 1167, 1194, 1254, 1472, 1481, 1487, 1504]",ST82.tsv
i'm,1,489,"[70, 90, 109, 149, 191, 206, 216, 220, 369, 444, 489, 512, 530, 581, 582, 606, 838, 842, 844, 846, 862, 950, 953, 957, 959, 963, 986, 1022, 1024, 1035, 1046, 1123, 1141, 1172, 1183, 1192, 1228, 1237, 1243, 1245, 1282, 1300, 1327, 1378, 1402, 1435]",ST82.tsv
really,1,491,"[15, 23, 27, 98, 117, 187, 274, 400, 491, 493, 499, 514, 516, 657, 718, 729, 837, 838, 1092, 1172, 1289, 1312, 1324, 1350, 1442, 1463]",ST82.tsv
come,1,491,"[23, 45, 122, 129, 146, 177, 196, 209, 365, 368, 491, 540, 542, 590, 869, 876, 1024, 1035, 1042, 1109, 1165, 1190, 1307, 1406, 1449, 1517, 1540]",ST82.tsv
think,1,491,"[23, 25, 92, 98, 171, 183, 186, 204, 216, 225, 232, 255, 274, 282, 287, 288, 289, 300, 303, 305, 314, 341, 383, 384, 414, 431, 433, 438, 466, 483, 491, 507, 508, 509, 518, 532, 539, 568, 572, 574, 581, 586, 596, 607, 616, 675, 703, 716, 759, 763, 771, 825, 834, 839, 948, 951, 980, 1072, 1078, 1083, 1085, 1112, 1125, 1178, 1192, 1207, 1223, 1300, 1335, 1337, 1343, 1413, 1420, 1421, 1435, 1491, 1547]",ST82.tsv
to go to,3,491,"[69, 177, 491, 1237]",ST82.tsv
so it's,2,491,"[160, 491, 499, 528, 675, 1133, 1163]",ST82.tsv
to go,2,197,"[69, 197, 209, 229, 323, 333, 337, 338, 414, 446, 491, 499, 988, 1237, 1487]",ST82.tsv
think we'd,2,491,"[288, 491]",ST82.tsv
like to,2,491,"[376, 424, 491, 826]",ST82.tsv
things,1,491,"[348, 391, 433, 435, 491, 544, 738, 826]",ST82.tsv
stuff like that,3,491,"[431, 491]",ST82.tsv
and things,2,491,"[435, 491]",ST82.tsv
week,1,491,"[202, 246, 491, 518, 520, 526, 529, 580, 582, 715, 716, 1061, 1063, 1092, 1096, 1098, 1100, 1105, 1106, 1112, 1114, 1121, 1123, 1136, 1139, 1153, 1159, 1169, 1198, 1338, 1339, 1340, 1424, 1425]",ST82.tsv
last,1,571,"[491, 518, 571, 838, 844, 846, 849, 886, 959, 1105, 1106, 1303, 1340, 1434, 1449]",ST82.tsv
and stuff,2,491,"[316, 491, 568, 725]",ST82.tsv
try,1,491,"[206, 491, 642, 750, 767, 812, 822, 826, 1413, 1509]",ST82.tsv
like to try and,4,826,"[491, 826]",ST82.tsv
we can,2,491,"[96, 450, 491, 1092]",ST82.tsv
last week,2,1105,"[491, 518, 1105, 1106, 1340]",ST82.tsv
