Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
go on,2,51,"[2, 16, 24, 36, 51, 109, 126]",S4KE.tsv
there be,2,96,"[16, 22, 60, 96, 98]",S4KE.tsv
as well,2,133,"[16, 133, 175]",S4KE.tsv
there and,2,135,"[16, 24, 135]",S4KE.tsv
house,1,20,"[17, 20, 22, 183]",S4KE.tsv
be in,2,47,"[20, 47, 59, 207]",S4KE.tsv
right,1,186,"[20, 22, 48, 58, 80, 115, 125, 132, 150, 186]",S4KE.tsv
cos,1,22,"[9, 22, 25, 39, 117, 209]",S4KE.tsv
think,1,22,"[17, 22, 47, 80]",S4KE.tsv
marry,1,25,"[24, 25, 30]",S4KE.tsv
she'd,1,116,"[24, 36, 116]",S4KE.tsv
do you,2,63,"[28, 63, 184]",S4KE.tsv
's,1,32,"[19, 25, 32, 39, 98]",S4KE.tsv
gay,1,39,"[32, 36, 39]",S4KE.tsv
she be,2,86,"[36, 86]",S4KE.tsv
i know,2,174,"[36, 174, 176, 215, 216, 217, 225]",S4KE.tsv
live,1,40,"[17, 40, 44]",S4KE.tsv
yeah she,2,91,"[40, 91]",S4KE.tsv
i should,2,172,"[44, 172]",S4KE.tsv
a house,2,46,"[17, 46]",S4KE.tsv
she say,2,116,"[46, 116, 120]",S4KE.tsv
say she,2,133,"[46, 133]",S4KE.tsv
sea,1,54,"[53, 54, 66]",S4KE.tsv
yeah it,2,86,"[55, 86]",S4KE.tsv
on a,2,58,"[49, 58, 211]",S4KE.tsv
day,1,116,"[58, 62, 66, 77, 116, 203]",S4KE.tsv
we do,2,223,"[58, 223]",S4KE.tsv
gonna,1,104,"[59, 77, 104]",S4KE.tsv
actually,1,62,"[17, 62]",S4KE.tsv
bite,1,65,"[62, 65, 77, 110, 175, 180, 212]",S4KE.tsv
for the,2,114,"[64, 114]",S4KE.tsv
on the,2,149,"[64, 77, 149, 196]",S4KE.tsv
look at that,3,66,"[54, 66]",S4KE.tsv
turn,1,77,"[49, 77, 124]",S4KE.tsv
i'm,1,77,"[49, 77, 113, 117, 141, 143, 209]",S4KE.tsv
go up,2,77,"[65, 77]",S4KE.tsv
last,1,82,"[77, 82, 127, 135, 142]",S4KE.tsv
do that,2,144,"[77, 144]",S4KE.tsv
course,1,80,"[51, 80]",S4KE.tsv
next,1,80,"[65, 80, 110]",S4KE.tsv
how be,2,223,"[85, 223]",S4KE.tsv
yeah she keep it,4,93,"[91, 93]",S4KE.tsv
group,1,98,"[95, 98]",S4KE.tsv
a group,2,104,"[95, 104]",S4KE.tsv
not sure,2,109,"[49, 109, 113]",S4KE.tsv
sure,1,109,"[49, 104, 109, 112, 113, 117, 208]",S4KE.tsv
the next,2,113,"[65, 110, 113]",S4KE.tsv
be good,2,113,"[86, 113]",S4KE.tsv
good,1,113,"[86, 113]",S4KE.tsv
i'm not,2,117,"[49, 117, 141, 143]",S4KE.tsv
reference,1,134,"[114, 118, 134]",S4KE.tsv
up there,2,134,"[68, 134, 135]",S4KE.tsv
and the crb,3,137,"[135, 137]",S4KE.tsv
the crb,2,168,"[137, 168]",S4KE.tsv
onto,1,140,"[110, 116, 140]",S4KE.tsv
i'll get,2,168,"[140, 168]",S4KE.tsv
last time,2,142,"[127, 135, 142]",S4KE.tsv
shadow,1,144,"[142, 144, 168]",S4KE.tsv
what sign,2,153,"[152, 153]",S4KE.tsv
park,1,129,"[65, 129, 135, 145, 154]",S4KE.tsv
give,1,156,"[114, 131, 156, 211, 212]",S4KE.tsv
two more minutes,3,157,"[156, 157, 163, 164]",S4KE.tsv
shift,1,172,"[165, 172]",S4KE.tsv
come,1,92,"[7, 92, 118, 168, 175, 185, 203, 205, 206]",S4KE.tsv
let,1,177,"[73, 177, 211]",S4KE.tsv
look at,2,179,"[54, 179]",S4KE.tsv
us,1,179,"[68, 96, 179, 222]",S4KE.tsv
forty,1,229,"[178, 179, 229, 230]",S4KE.tsv
in dorset,2,207,"[193, 199, 207]",S4KE.tsv
weymouth,1,199,"[194, 195, 199, 204, 207]",S4KE.tsv
dorset,1,206,"[193, 199, 205, 206, 207]",S4KE.tsv
though,1,212,"[47, 212]",S4KE.tsv
i can't,2,214,"[144, 214]",S4KE.tsv
yeah i know,3,225,"[216, 225]",S4KE.tsv
i know but,3,225,"[217, 225]",S4KE.tsv
minutes,1,219,"[157, 163, 164, 219, 224]",S4KE.tsv
oh yeah,2,227,"[3, 29, 227]",S4KE.tsv
quite,1,72,"[0, 62, 72]",S4KE.tsv
there's,1,124,"[2, 10, 124, 188]",S4KE.tsv
car,1,129,"[2, 129, 156]",S4KE.tsv
alright,1,220,"[2, 71, 107, 128, 156, 220, 221, 227]",S4KE.tsv
be a,2,81,"[4, 24, 81, 173]",S4KE.tsv
bloody,1,228,"[4, 177, 228]",S4KE.tsv
and they be,3,196,"[7, 22, 24, 196]",S4KE.tsv
they be,2,196,"[20, 38, 196]",S4KE.tsv
and that,2,191,"[22, 34, 58, 191]",S4KE.tsv
in the,2,196,"[22, 59, 196, 197, 220]",S4KE.tsv
the one,2,74,"[24, 74, 113]",S4KE.tsv
be you,2,63,"[50, 63, 95, 165, 210]",S4KE.tsv
straight down,2,53,"[52, 53]",S4KE.tsv
dip,1,59,"[57, 59]",S4KE.tsv
go down,2,124,"[59, 124, 196]",S4KE.tsv
the other,2,90,"[60, 77, 90, 159, 161, 167, 203]",S4KE.tsv
way,1,90,"[60, 90]",S4KE.tsv
down the,2,196,"[60, 179, 196]",S4KE.tsv
get a,2,222,"[62, 183, 188, 222]",S4KE.tsv
inside,1,64,"[63, 64]",S4KE.tsv
yeah yeah,2,136,"[64, 83, 128, 136, 148, 227]",S4KE.tsv
stay,1,189,"[64, 69, 189]",S4KE.tsv
little,1,180,"[66, 180]",S4KE.tsv
at that,2,189,"[54, 66, 189]",S4KE.tsv
could,1,69,"[57, 69]",S4KE.tsv
lane,1,69,"[63, 69]",S4KE.tsv
light,1,92,"[75, 92, 103]",S4KE.tsv
the hill,2,108,"[77, 108]",S4KE.tsv
hill,1,108,"[77, 108]",S4KE.tsv
i go,2,196,"[77, 196]",S4KE.tsv
do it,2,206,"[95, 205, 206]",S4KE.tsv
quite a,2,105,"[72, 105, 175]",S4KE.tsv
we haven't,2,222,"[107, 222]",S4KE.tsv
leave,1,129,"[113, 129, 139]",S4KE.tsv
cos i'm,2,209,"[117, 209]",S4KE.tsv
go leave,2,129,"[125, 129, 139]",S4KE.tsv
round,1,134,"[70, 134, 160, 185]",S4KE.tsv
weatherspoons,1,218,"[134, 154, 218]",S4KE.tsv
and the,2,220,"[135, 137, 220]",S4KE.tsv
yeah be,2,146,"[81, 146]",S4KE.tsv
you go,2,150,"[63, 150]",S4KE.tsv
sign,1,152,"[151, 152, 153]",S4KE.tsv
can park here,3,154,"[145, 154]",S4KE.tsv
get out,2,209,"[156, 209, 226]",S4KE.tsv
a little,2,180,"[173, 180]",S4KE.tsv
twelve forty,2,179,"[178, 179]",S4KE.tsv
ticket on,2,196,"[183, 196]",S4KE.tsv
ticket,1,196,"[188, 196]",S4KE.tsv
six o'clock in the morning,5,197,"[196, 197]",S4KE.tsv
it come,2,206,"[203, 206]",S4KE.tsv
come under dorset,3,206,"[205, 206]",S4KE.tsv
roast,1,210,"[209, 210]",S4KE.tsv
can't,1,144,"[126, 144, 145, 214]",S4KE.tsv
let's,1,221,"[180, 221]",S4KE.tsv
bank,1,221,"[220, 221]",S4KE.tsv
that one,2,139,"[65, 139, 189]",S4KE.tsv
we can,2,145,"[65, 145, 220]",S4KE.tsv
he's,1,81,"[73, 81, 90]",S4KE.tsv
and er,2,220,"[91, 170, 220]",S4KE.tsv
onto the,2,116,"[110, 116]",S4KE.tsv
up here,2,129,"[127, 129]",S4KE.tsv
gotta,1,144,"[70, 129, 139, 144]",S4KE.tsv
want,1,163,"[63, 163]",S4KE.tsv
mine,1,171,"[168, 171]",S4KE.tsv
when when,2,189,"[168, 189]",S4KE.tsv
