Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
get to,2,327,"[67, 327]",SQU6.tsv
hairdresser,1,327,"[309, 327]",SQU6.tsv
also,1,315,"[23, 315, 335]",SQU6.tsv
see,1,301,"[13, 15, 17, 24, 31, 301, 340, 350]",SQU6.tsv
we can,2,350,"[106, 350]",SQU6.tsv
ring a bell,3,350,"[301, 350]",SQU6.tsv
see if,2,350,"[301, 350]",SQU6.tsv
in your,2,352,"[68, 72, 288, 352]",SQU6.tsv
it in,2,352,"[200, 315, 352]",SQU6.tsv
have it,2,352,"[323, 352]",SQU6.tsv
diary,1,353,"[352, 353]",SQU6.tsv
now i,2,358,"[102, 358]",SQU6.tsv
right,1,386,"[149, 264, 272, 315, 382, 386]",SQU6.tsv
us,1,184,"[8, 89, 184]",SQU6.tsv
woo,1,31,"[14, 31, 292, 354]",SQU6.tsv
or a,2,46,"[40, 46]",SQU6.tsv
and erm,2,52,"[19, 52]",SQU6.tsv
three,1,52,"[48, 52]",SQU6.tsv
quite a lot,3,298,"[54, 298]",SQU6.tsv
so like,2,73,"[31, 73]",SQU6.tsv
yeah so,2,165,"[73, 165]",SQU6.tsv
controller,1,77,"[76, 77, 78]",SQU6.tsv
well i,2,140,"[81, 140]",SQU6.tsv
the same,2,165,"[89, 90, 101, 165]",SQU6.tsv
the erm,2,101,"[21, 101]",SQU6.tsv
book be,2,149,"[115, 149]",SQU6.tsv
love,1,125,"[92, 125]",SQU6.tsv
home,1,136,"[135, 136, 137]",SQU6.tsv
like erm,2,366,"[170, 366]",SQU6.tsv
quite a,2,298,"[180, 298]",SQU6.tsv
read us,2,184,"[182, 184]",SQU6.tsv
with dragons,2,229,"[142, 229]",SQU6.tsv
have a poppy seed roll,5,271,"[257, 271]",SQU6.tsv
feel,1,285,"[4, 285, 286]",SQU6.tsv
can we,2,320,"[31, 320, 341]",SQU6.tsv
and also,2,335,"[23, 335]",SQU6.tsv
woo hoo,2,354,"[292, 354]",SQU6.tsv
eat,1,92,"[5, 86, 92, 93, 94, 254, 258, 261, 263, 268, 272, 273, 277]",SQU6.tsv
with a,2,149,"[5, 149]",SQU6.tsv
cos,1,149,"[5, 110, 122, 124, 149, 261, 263, 277, 286, 291, 297, 315, 349, 384]",SQU6.tsv
chip,1,267,"[5, 86, 93, 99, 267, 268]",SQU6.tsv
monday,1,15,"[7, 15, 221, 224, 291, 295]",SQU6.tsv
that's why,2,94,"[7, 68, 94, 161]",SQU6.tsv
i could do,3,205,"[7, 205, 207, 209]",SQU6.tsv
i could,2,209,"[7, 114, 209, 332]",SQU6.tsv
could,1,271,"[7, 114, 210, 211, 271, 332, 349, 361]",SQU6.tsv
a lot of,3,298,"[7, 298, 353]",SQU6.tsv
april,1,11,"[10, 11]",SQU6.tsv
gonna see him,3,15,"[13, 15, 17, 24, 31]",SQU6.tsv
see him,2,15,"[13, 15, 17, 31]",SQU6.tsv
easter,1,21,"[13, 20, 21, 22, 24, 31, 220, 291, 313, 315]",SQU6.tsv
gonna,1,167,"[13, 20, 24, 93, 167, 261, 263, 272, 317, 357, 359]",SQU6.tsv
what you're say,3,381,"[16, 381]",SQU6.tsv
friday,1,19,"[18, 19, 221, 225]",SQU6.tsv
holiday,1,20,"[15, 20, 21, 293]",SQU6.tsv
school,1,20,"[19, 20, 134, 138, 139, 220]",SQU6.tsv
the easter holiday,3,21,"[20, 21]",SQU6.tsv
to school,2,138,"[20, 134, 138, 139]",SQU6.tsv
at school,2,22,"[19, 22]",SQU6.tsv
doh i'm talk about,4,22,"[21, 22]",SQU6.tsv
talk about,2,23,"[22, 23]",SQU6.tsv
talk,1,341,"[22, 341, 343, 347]",SQU6.tsv
mean,1,29,"[24, 29, 31, 42]",SQU6.tsv
we're gonna see him,4,31,"[24, 31]",SQU6.tsv
i will,2,259,"[32, 34, 37, 259, 261, 263, 299, 301, 340, 362]",SQU6.tsv
brownie promise,2,34,"[31, 34]",SQU6.tsv
will get,2,199,"[34, 199]",SQU6.tsv
be the,2,169,"[42, 68, 169]",SQU6.tsv
big,1,44,"[31, 44, 151, 328]",SQU6.tsv
big big chocolate bar,4,44,"[40, 44]",SQU6.tsv
or big big chocolate bar,5,44,"[43, 44]",SQU6.tsv
magic,1,76,"[55, 76]",SQU6.tsv
you read,2,159,"[55, 159, 194]",SQU6.tsv
really,1,68,"[4, 68, 82, 106, 120, 128, 130, 132, 151, 202, 332]",SQU6.tsv
be a,2,149,"[68, 70, 72, 149]",SQU6.tsv
story but,2,165,"[72, 165]",SQU6.tsv
gonna eat,2,261,"[93, 261, 263]",SQU6.tsv
cut,1,95,"[66, 95, 332]",SQU6.tsv
read that,2,159,"[106, 159]",SQU6.tsv
it's the,2,165,"[106, 165]",SQU6.tsv
ten,1,371,"[106, 371, 372]",SQU6.tsv
or six,2,366,"[116, 366]",SQU6.tsv
write,1,161,"[124, 161]",SQU6.tsv
read a book about dragons,5,131,"[128, 130, 131]",SQU6.tsv
want to read a book about dragons,7,133,"[128, 130, 133]",SQU6.tsv
want to,2,133,"[132, 133]",SQU6.tsv
want,1,251,"[133, 251, 252]",SQU6.tsv
fairy tales,2,143,"[140, 143]",SQU6.tsv
tales,1,143,"[140, 143]",SQU6.tsv
mouse,1,154,"[149, 154]",SQU6.tsv
terrify,1,154,"[153, 154]",SQU6.tsv
the mouse,2,157,"[154, 157]",SQU6.tsv
i've read,2,160,"[48, 160]",SQU6.tsv
like paper bag princess,4,160,"[147, 160]",SQU6.tsv
with lilac,2,162,"[161, 162]",SQU6.tsv
lilac,1,163,"[162, 163]",SQU6.tsv
about the,2,175,"[21, 175]",SQU6.tsv
and that's,2,196,"[161, 196]",SQU6.tsv
the dragon's child,3,196,"[195, 196]",SQU6.tsv
still,1,254,"[200, 252, 254, 256, 283, 330]",SQU6.tsv
bring,1,209,"[202, 209]",SQU6.tsv
could do it,3,210,"[205, 210]",SQU6.tsv
could do it for,4,210,"[207, 210]",SQU6.tsv
could do it for show,5,210,"[209, 210]",SQU6.tsv
for show and tell,4,210,"[209, 210]",SQU6.tsv
could bring,2,210,"[209, 210]",SQU6.tsv
i know,2,388,"[215, 299, 351, 359, 380, 388]",SQU6.tsv
monday tuesday wednesday thursday,4,224,"[15, 221, 224]",SQU6.tsv
have you,2,228,"[159, 228]",SQU6.tsv
remember,1,228,"[163, 228, 301]",SQU6.tsv
and the,2,237,"[15, 149, 151, 237]",SQU6.tsv
bag,1,256,"[147, 256, 258]",SQU6.tsv
try,1,264,"[85, 264]",SQU6.tsv
oh my,2,272,"[59, 272]",SQU6.tsv
i'm gonna,2,272,"[167, 263, 272, 357]",SQU6.tsv
food,1,272,"[261, 263, 272]",SQU6.tsv
them in,2,273,"[209, 273]",SQU6.tsv
even,1,330,"[273, 303, 330]",SQU6.tsv
rickets,1,278,"[277, 278, 279]",SQU6.tsv
when you,2,279,"[23, 279]",SQU6.tsv
not the,2,291,"[21, 291]",SQU6.tsv
keep,1,384,"[301, 384]",SQU6.tsv
wednesday,1,305,"[15, 221, 305]",SQU6.tsv
on easter,2,315,"[31, 315]",SQU6.tsv
a big,2,328,"[31, 40, 328]",SQU6.tsv
i just,2,334,"[92, 334]",SQU6.tsv
day,1,338,"[31, 338]",SQU6.tsv
for my,2,353,"[31, 353, 360]",SQU6.tsv
if i,2,353,"[66, 353]",SQU6.tsv
oh yeah,2,355,"[176, 355]",SQU6.tsv
snazzy,1,357,"[356, 357]",SQU6.tsv
party,1,361,"[31, 361]",SQU6.tsv
or six or,3,367,"[366, 367]",SQU6.tsv
or nine,2,367,"[366, 367]",SQU6.tsv
six,1,367,"[366, 367]",SQU6.tsv
jinx,1,374,"[373, 374, 376, 377, 378]",SQU6.tsv
triple jinx,2,378,"[377, 378]",SQU6.tsv
i'm just copy what you're say,6,381,"[380, 381]",SQU6.tsv
to get,2,382,"[85, 382]",SQU6.tsv
so can,2,383,"[31, 383]",SQU6.tsv
plate,1,385,"[384, 385]",SQU6.tsv
so it's,2,387,"[165, 387]",SQU6.tsv
to me,2,387,"[343, 387]",SQU6.tsv
