Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
the the,2,70,"[47, 70, 144, 356, 389]",SQNA.tsv
in the,2,70,"[53, 70, 257, 281, 345, 391]",SQNA.tsv
life,1,70,"[59, 70]",SQNA.tsv
when you,2,115,"[70, 115, 130]",SQNA.tsv
do it,2,128,"[70, 92, 128, 162, 327]",SQNA.tsv
so it's,2,144,"[70, 144]",SQNA.tsv
everything,1,154,"[70, 154, 156, 327, 345]",SQNA.tsv
it's so hard,3,160,"[70, 160]",SQNA.tsv
it's so,2,160,"[70, 160]",SQNA.tsv
be that,2,310,"[70, 106, 310, 324]",SQNA.tsv
in your,2,330,"[70, 294, 330]",SQNA.tsv
it for,2,330,"[70, 330]",SQNA.tsv
and then,2,72,"[35, 72, 90, 153, 158, 161, 308, 325, 383, 387, 391]",SQNA.tsv
have to,2,80,"[47, 53, 80, 92, 112, 134, 161, 266, 272, 280, 292, 327, 345]",SQNA.tsv
rugby,1,80,"[75, 80, 93, 96, 99]",SQNA.tsv
we do,2,158,"[80, 158]",SQNA.tsv
yes,1,213,"[80, 213, 240, 263, 380]",SQNA.tsv
free,1,82,"[75, 82, 83]",SQNA.tsv
know what,2,86,"[83, 86, 255]",SQNA.tsv
it's okay,2,407,"[88, 90, 399, 406, 407]",SQNA.tsv
easy,1,90,"[3, 90]",SQNA.tsv
be just,2,90,"[47, 90, 119, 196]",SQNA.tsv
of like,2,90,"[53, 73, 90, 115, 144, 330, 345, 356]",SQNA.tsv
i don't think,3,90,"[57, 90, 118]",SQNA.tsv
give you,2,130,"[90, 130, 393]",SQNA.tsv
just you know,3,259,"[90, 259]",SQNA.tsv
i don't,2,289,"[90, 118, 289]",SQNA.tsv
now i,2,92,"[1, 92]",SQNA.tsv
have to do,3,92,"[47, 92, 161, 292]",SQNA.tsv
i have to,3,92,"[53, 92, 161]",SQNA.tsv
i have,2,253,"[92, 253, 281]",SQNA.tsv
to do,2,255,"[92, 162, 255, 292]",SQNA.tsv
erm it's,2,281,"[92, 281]",SQNA.tsv
of them,2,94,"[9, 94, 161]",SQNA.tsv
and they're,2,113,"[94, 113, 144, 370]",SQNA.tsv
of you,2,144,"[94, 144]",SQNA.tsv
yeah and,2,306,"[94, 151, 306, 366, 368]",SQNA.tsv
of the,2,96,"[1, 23, 96, 125, 341, 343, 345]",SQNA.tsv
might,1,96,"[45, 96, 112, 276, 327, 393]",SQNA.tsv
gymnastics,1,96,"[45, 47, 51, 93, 96]",SQNA.tsv
rugby be,2,99,"[96, 99]",SQNA.tsv
rough,1,119,"[96, 119, 122]",SQNA.tsv
give,1,130,"[96, 130, 393, 411]",SQNA.tsv
er i,2,295,"[96, 295]",SQNA.tsv
be it,2,330,"[96, 104, 174, 274, 288, 330, 377, 381]",SQNA.tsv
carry,1,368,"[96, 349, 368]",SQNA.tsv
you're like,2,98,"[47, 98]",SQNA.tsv
bruise,1,125,"[98, 125, 360, 393]",SQNA.tsv
it's just,2,100,"[3, 100, 280, 313]",SQNA.tsv
you're not,2,100,"[31, 100, 110]",SQNA.tsv
either,1,100,"[35, 100]",SQNA.tsv
on your,2,144,"[100, 129, 144]",SQNA.tsv
great,1,211,"[100, 211]",SQNA.tsv
forward,1,106,"[105, 106, 107, 110, 112, 113, 114, 119]",SQNA.tsv
be a forward,3,107,"[106, 107, 119]",SQNA.tsv
that be,2,113,"[106, 113, 310, 339, 391]",SQNA.tsv
be that be,3,310,"[106, 310]",SQNA.tsv
get,1,110,"[25, 73, 105, 110, 112, 115, 124, 130, 144, 147, 149, 183, 199, 248, 250, 284, 319, 332, 358, 386, 395, 397, 399, 404, 405]",SQNA.tsv
gonna,1,110,"[31, 55, 110, 124, 214, 265, 275, 282, 345, 406]",SQNA.tsv
be you,2,243,"[110, 124, 241, 243, 277, 394]",SQNA.tsv
you get,2,115,"[112, 115, 130, 358]",SQNA.tsv
on the,2,124,"[45, 124, 133, 276, 397]",SQNA.tsv
legs,1,158,"[129, 158]",SQNA.tsv
room,1,233,"[131, 233]",SQNA.tsv
you and,2,142,"[47, 134, 142]",SQNA.tsv
two people above you,4,142,"[136, 138, 142]",SQNA.tsv
two,1,139,"[136, 138, 139, 141, 142, 143, 246]",SQNA.tsv
your leg,2,147,"[144, 147]",SQNA.tsv
in and,2,149,"[53, 149, 327]",SQNA.tsv
and that's,2,149,"[77, 149]",SQNA.tsv
put you in,3,151,"[53, 151]",SQNA.tsv
position,1,151,"[53, 151]",SQNA.tsv
and do,2,151,"[73, 151, 284, 316, 327, 335]",SQNA.tsv
thing that,2,393,"[151, 393]",SQNA.tsv
don't do,2,162,"[33, 162]",SQNA.tsv
so like,2,162,"[37, 162, 339]",SQNA.tsv
just don't,2,162,"[41, 43, 55, 162]",SQNA.tsv
whole,1,162,"[59, 162]",SQNA.tsv
do load,2,162,"[67, 162]",SQNA.tsv
load,1,162,"[67, 162]",SQNA.tsv
ask you,2,259,"[162, 259]",SQNA.tsv
remember,1,385,"[162, 321, 385]",SQNA.tsv
where's daddy,2,173,"[172, 173, 175, 181]",SQNA.tsv
daddy pig,2,175,"[174, 175, 177, 181, 183, 185, 186]",SQNA.tsv
pig,1,185,"[174, 175, 181, 183, 185, 186, 187, 194, 199]",SQNA.tsv
he go,2,178,"[158, 178, 316, 322, 327]",SQNA.tsv
he think,2,179,"[47, 179]",SQNA.tsv
there be,2,181,"[113, 181, 339, 387, 391]",SQNA.tsv
where's daddy pig,3,181,"[175, 181]",SQNA.tsv
actual,1,281,"[183, 281]",SQNA.tsv
i can,2,186,"[45, 186, 201]",SQNA.tsv
hear,1,186,"[115, 186]",SQNA.tsv
yeah i,2,188,"[7, 9, 188]",SQNA.tsv
dinosaur,1,190,"[189, 190, 191]",SQNA.tsv
what be,2,192,"[5, 192, 288, 310, 394]",SQNA.tsv
show,1,195,"[187, 195]",SQNA.tsv
do the,2,197,"[158, 197, 355]",SQNA.tsv
the car,2,198,"[197, 198]",SQNA.tsv
get a,2,199,"[25, 199, 399]",SQNA.tsv
peppa pig,2,199,"[187, 199]",SQNA.tsv
car,1,199,"[198, 199]",SQNA.tsv
come in,2,201,"[53, 201]",SQNA.tsv
hello,1,203,"[202, 203, 204]",SQNA.tsv
i love you,3,216,"[214, 215, 216, 218, 221]",SQNA.tsv
juice,1,226,"[170, 205, 206, 207, 209, 211, 217, 219, 220, 223, 225, 226, 228, 229, 402, 403]",SQNA.tsv
yellow,1,240,"[234, 235, 236, 237, 238, 239, 240]",SQNA.tsv
talk about,2,295,"[241, 295]",SQNA.tsv
talk,1,322,"[241, 322]",SQNA.tsv
like i,2,250,"[1, 73, 93, 105, 250, 281]",SQNA.tsv
be like i,3,250,"[35, 250]",SQNA.tsv
he be,2,250,"[107, 158, 250, 304, 306, 327]",SQNA.tsv
get the,2,250,"[144, 250, 395]",SQNA.tsv
into it,2,250,"[248, 250]",SQNA.tsv
with it,2,254,"[196, 254]",SQNA.tsv
how do,2,258,"[35, 258]",SQNA.tsv
if he,2,260,"[259, 260]",SQNA.tsv
dad,1,275,"[268, 275, 276]",SQNA.tsv
better,1,276,"[113, 276, 292]",SQNA.tsv
thank,1,282,"[87, 95, 282, 283]",SQNA.tsv
you i,2,282,"[221, 282]",SQNA.tsv
i say,2,282,"[227, 282]",SQNA.tsv
history,1,282,"[265, 281, 282]",SQNA.tsv
be your,2,284,"[5, 284]",SQNA.tsv
go out,2,284,"[25, 284]",SQNA.tsv
that's how i,3,284,"[128, 284]",SQNA.tsv
i don't know,3,291,"[289, 291, 392]",SQNA.tsv
okay erm,2,292,"[281, 292]",SQNA.tsv
be and,2,296,"[113, 296]",SQNA.tsv
step,1,296,"[134, 144, 296]",SQNA.tsv
ask,1,296,"[259, 296]",SQNA.tsv
step grandad,2,297,"[296, 297]",SQNA.tsv
do you know,3,299,"[255, 299, 335, 337, 343, 384]",SQNA.tsv
know that,2,300,"[299, 300, 337, 343]",SQNA.tsv
he's have,2,305,"[302, 305]",SQNA.tsv
treatment,1,312,"[305, 312, 313, 327, 345]",SQNA.tsv
the same,2,307,"[257, 307]",SQNA.tsv
an operation,2,307,"[302, 307, 309]",SQNA.tsv
call,1,315,"[31, 158, 315, 331, 370]",SQNA.tsv
they're call,2,315,"[158, 315, 370]",SQNA.tsv
be concern,2,320,"[319, 320]",SQNA.tsv
you don't,2,321,"[33, 321]",SQNA.tsv
but he,2,321,"[113, 321]",SQNA.tsv
he have,2,330,"[321, 325, 327, 330]",SQNA.tsv
come over,2,325,"[47, 325]",SQNA.tsv
er he,2,325,"[107, 325]",SQNA.tsv
last,1,325,"[322, 324, 325]",SQNA.tsv
about it,2,385,"[325, 385]",SQNA.tsv
and erm,2,327,"[1, 327]",SQNA.tsv
like he,2,327,"[47, 113, 327]",SQNA.tsv
and he,2,327,"[53, 158, 306, 308, 327]",SQNA.tsv
you know what,3,327,"[83, 327, 329, 331, 345]",SQNA.tsv
he be like,3,327,"[158, 306, 327]",SQNA.tsv
sure,1,327,"[243, 277, 327]",SQNA.tsv
about this,2,327,"[259, 327]",SQNA.tsv
leukaemia,1,335,"[332, 335]",SQNA.tsv
there be some,3,391,"[339, 391]",SQNA.tsv
blood,1,341,"[308, 330, 341, 343, 345, 346, 348, 349, 353, 355, 356, 368, 384, 404]",SQNA.tsv
the blood,2,346,"[341, 343, 346, 348, 368]",SQNA.tsv
blood cells,2,356,"[343, 345, 349, 356]",SQNA.tsv
erm so,2,345,"[5, 345]",SQNA.tsv
gonna have,2,345,"[31, 345]",SQNA.tsv
more of,2,345,"[154, 156, 345]",SQNA.tsv
he's gonna,2,345,"[265, 275, 345]",SQNA.tsv
his blood,2,345,"[308, 345, 404]",SQNA.tsv
type of like,3,345,"[330, 345]",SQNA.tsv
red,1,368,"[349, 351, 368]",SQNA.tsv
white blood cells,3,356,"[353, 356]",SQNA.tsv
and there's,2,385,"[353, 385]",SQNA.tsv
white,1,389,"[353, 389]",SQNA.tsv
the white blood cells,4,356,"[355, 356]",SQNA.tsv
the white,2,389,"[355, 389]",SQNA.tsv
immune system,2,364,"[363, 364]",SQNA.tsv
haemoglobins,1,376,"[370, 372, 376, 387]",SQNA.tsv
the paramedics,2,390,"[356, 387, 390, 391]",SQNA.tsv
right,1,392,"[27, 69, 73, 158, 322, 392, 395, 414]",SQNA.tsv
oh right,2,392,"[69, 392, 414]",SQNA.tsv
whatever,1,394,"[47, 158, 394]",SQNA.tsv
into the,2,397,"[107, 397]",SQNA.tsv
get it,2,397,"[332, 397]",SQNA.tsv
go and,2,399,"[134, 399]",SQNA.tsv
get you,2,399,"[248, 399]",SQNA.tsv
of that,2,399,"[391, 399]",SQNA.tsv
to go,2,405,"[25, 113, 134, 405]",SQNA.tsv
it's okay it's okay,4,407,"[405, 407]",SQNA.tsv
oh oh,2,414,"[298, 414]",SQNA.tsv
daddy,1,177,"[172, 174, 175, 177, 181, 182, 183, 185, 186]",SQNA.tsv
mummy,1,186,"[166, 186, 374, 379]",SQNA.tsv
daddy pig mummy pig dadda george,6,186,"[185, 186]",SQNA.tsv
chewbacca,1,138,"[135, 138, 230]",SQNA.tsv
shoe,1,156,"[155, 156]",SQNA.tsv
pikachu,1,232,"[231, 232, 233, 234, 236, 238, 242]",SQNA.tsv
