Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
four,1,452,"[7, 44, 55, 340, 406, 452, 453, 1185, 2082, 2261, 2280, 2281, 2282]",SP62.tsv
um,1,519,"[7, 69, 233, 357, 361, 394, 400, 519, 595, 610, 674, 692, 710, 787, 801, 877, 1002, 1174, 1176, 1230, 1288, 1309, 1913, 1940, 1977, 2006, 2103, 2274, 2405]",SP62.tsv
pound,1,758,"[7, 95, 112, 758, 1098, 1250, 1629, 1634, 2020, 2032, 2058, 2060, 2177, 2244]",SP62.tsv
make a,2,936,"[7, 278, 280, 936, 1719, 2004]",SP62.tsv
understand,1,142,"[7, 142, 705, 1352]",SP62.tsv
i just,2,1305,"[7, 82, 91, 106, 140, 181, 192, 196, 1305, 1356, 1714, 1965, 2053, 2169]",SP62.tsv
know,1,144,"[10, 71, 97, 104, 143, 144, 156, 163, 237, 252, 257, 259, 261, 265, 276, 283, 288, 293, 296, 300, 302, 315, 318, 332, 340, 359, 365, 367, 368, 373, 412, 436, 438, 440, 481, 494, 536, 545, 589, 595, 597, 599, 601, 612, 623, 634, 664, 665, 672, 680, 686, 688, 690, 697, 698, 703, 711, 722, 723, 757, 783, 809, 825, 849, 866, 870, 874, 877, 879, 880, 882, 899, 908, 909, 954, 960, 973, 983, 1020, 1060, 1099, 1114, 1117, 1126, 1130, 1199, 1208, 1257, 1259, 1275, 1301, 1306, 1322, 1326, 1341, 1354, 1356, 1368, 1387, 1409, 1411, 1423, 1439, 1445, 1450, 1452, 1455, 1456, 1479, 1480, 1496, 1498, 1562, 1576, 1601, 1602, 1605, 1646, 1703, 1718, 1720, 1747, 1768, 1808, 1814, 1847, 1860, 1897, 1936, 1940, 1954, 1969, 2014, 2180, 2183, 2317, 2323, 2348, 2375, 2377, 2418]",SP62.tsv
you know,2,698,"[10, 97, 104, 252, 257, 259, 261, 265, 283, 293, 296, 300, 302, 315, 332, 340, 365, 367, 481, 494, 536, 545, 595, 597, 599, 601, 612, 634, 664, 686, 688, 690, 697, 698, 703, 722, 723, 849, 870, 874, 899, 908, 909, 973, 1020, 1060, 1099, 1114, 1117, 1126, 1130, 1208, 1257, 1259, 1275, 1341, 1356, 1368, 1387, 1409, 1411, 1423, 1439, 1450, 1452, 1455, 1456, 1480, 1496, 1498, 1562, 1576, 1601, 1602, 1646, 1747, 1768, 1808, 1860, 1897, 1936, 1940, 1954, 1969, 2323, 2377]",SP62.tsv
bite,1,264,"[15, 130, 211, 225, 229, 249, 257, 264, 276, 287, 311, 315, 375, 504, 516, 535, 594, 690, 696, 702, 945, 954, 1060, 1354, 1477, 1482, 1679, 1681, 1707, 1882, 1928, 2398]",SP62.tsv
time,1,771,"[15, 159, 271, 536, 622, 738, 771, 936, 973, 1077, 1114, 1130, 1419, 1420, 1527, 1540, 1541, 1548, 1625, 1629, 1700, 1703, 1705, 1707, 1710, 1714, 1736, 1765, 1767, 1858, 2103, 2298, 2350]",SP62.tsv
a bite,2,594,"[15, 211, 225, 249, 257, 276, 287, 311, 375, 516, 594, 696, 702, 945, 954, 1060, 1354, 1681]",SP62.tsv
take,1,820,"[15, 52, 127, 198, 270, 481, 620, 820, 915, 917, 923, 979, 980, 1016, 1480, 1489, 1721, 1889, 1905, 1907, 1911, 1941, 1942, 1949, 1952, 1999, 2005, 2212, 2214, 2386]",SP62.tsv
take a,2,1907,"[15, 1907]",SP62.tsv
set,1,1950,"[17, 29, 1245, 1950, 1951, 2226, 2369, 2383, 2431]",SP62.tsv
to it,2,579,"[17, 22, 324, 579, 2296]",SP62.tsv
on my,2,821,"[20, 821, 822, 2169, 2198, 2230]",SP62.tsv
picture,1,1739,"[20, 22, 1739, 1741, 1755, 1889, 1968, 1973, 1993, 2163, 2170]",SP62.tsv
so if,2,1961,"[20, 22, 322, 1961, 2338]",SP62.tsv
think,1,189,"[22, 32, 69, 71, 73, 106, 189, 219, 265, 267, 280, 307, 329, 332, 338, 339, 340, 349, 357, 359, 363, 366, 369, 371, 373, 377, 390, 392, 432, 433, 435, 487, 512, 553, 554, 587, 597, 606, 658, 659, 662, 664, 666, 718, 748, 752, 769, 797, 862, 878, 1027, 1035, 1137, 1141, 1145, 1147, 1159, 1225, 1227, 1238, 1242, 1289, 1335, 1337, 1338, 1341, 1343, 1373, 1374, 1377, 1382, 1386, 1486, 1489, 1502, 1578, 1629, 1715, 1734, 1756, 1767, 1796, 1849, 1861, 1862, 1958, 1969, 1983, 2016, 2067, 2101, 2106, 2181, 2187, 2290, 2292, 2295, 2378]",SP62.tsv
i be,2,226,"[22, 79, 192, 226, 227, 252, 338, 339, 612, 670, 672, 977, 1176, 1704, 1755, 1913, 2016, 2201, 2208, 2210]",SP62.tsv
to the,2,1526,"[22, 259, 369, 433, 483, 536, 573, 578, 1368, 1471, 1526, 1527, 1798, 1799, 1889, 1986, 2143, 2144, 2187, 2319, 2331]",SP62.tsv
room,1,820,"[22, 271, 318, 320, 322, 324, 369, 371, 373, 820, 882, 1911, 2203]",SP62.tsv
and i,2,432,"[22, 79, 82, 95, 106, 151, 252, 255, 259, 265, 267, 270, 278, 363, 373, 375, 410, 412, 432, 440, 494, 496, 515, 536, 658, 662, 664, 670, 684, 1180, 1185, 1305, 1364, 1716, 1771, 1798, 1913, 2026, 2074, 2183, 2201, 2208, 2230]",SP62.tsv
think that,2,32,"[22, 32, 664, 666, 1238, 1341, 1578, 1969, 2106]",SP62.tsv
it from,2,2359,"[22, 2359]",SP62.tsv
world,1,627,"[22, 612, 627, 2330, 2430]",SP62.tsv
get it,2,204,"[29, 204, 1498]",SP62.tsv
up so,2,967,"[29, 967]",SP62.tsv
really,1,31,"[24, 31, 70, 168, 234, 251, 340, 357, 359, 455, 456, 459, 495, 687, 719, 721, 773, 811, 836, 848, 849, 888, 896, 913, 916, 974, 985, 1067, 1316, 1364, 1429, 1480, 1496, 2128, 2432]",SP62.tsv
colour,1,43,"[31, 37, 43, 44, 983]",SP62.tsv
cos,1,160,"[31, 102, 160, 200, 203, 206, 211, 219, 338, 402, 474, 494, 623, 779, 888, 927, 936, 954, 985, 993, 1091, 1092, 1098, 1103, 1176, 1194, 1243, 1290, 1306, 1311, 1354, 1356, 1387, 1429, 1439, 1487, 1521, 1534, 1640, 1671, 1715, 1755, 1798, 1824, 1844, 1861, 1881, 1907, 1962, 2018, 2035, 2037, 2092, 2099, 2103, 2122, 2170, 2180, 2183, 2194, 2203, 2270, 2272, 2294]",SP62.tsv
another,1,548,"[31, 37, 406, 548, 919, 971, 1021, 1035, 1055, 1222, 1667, 2132, 2267, 2369, 2424]",SP62.tsv
need,1,892,"[31, 37, 267, 276, 280, 322, 340, 349, 357, 359, 678, 888, 892, 1222, 1245, 1261, 1356, 1554, 1557, 1582, 1647, 1716, 2011, 2016, 2173, 2212, 2213, 2300, 2335]",SP62.tsv
but i,2,694,"[31, 37, 71, 106, 227, 338, 340, 672, 694, 985, 1137, 1191, 1238, 1345, 1356, 2016, 2142]",SP62.tsv
one,1,49,"[31, 49, 159, 192, 249, 280, 322, 344, 349, 357, 617, 618, 710, 723, 727, 919, 1034, 1036, 1061, 1119, 1191, 1387, 1601, 1623, 1629, 1750, 1773, 1911, 1941, 1942, 1943, 1949, 1952, 1974, 1975, 1981, 1986, 2005, 2127, 2149, 2174, 2217, 2267, 2274, 2293, 2310, 2350, 2393, 2424]",SP62.tsv
because the,2,746,"[37, 66, 359, 734, 746, 2408]",SP62.tsv
stuff,1,1018,"[37, 276, 359, 478, 501, 618, 638, 660, 678, 730, 1018, 1225, 1431, 1496, 1513, 1550, 1905, 1932, 2068, 2270, 2274, 2316, 2377, 2425]",SP62.tsv
individual,1,42,"[41, 42, 44]",SP62.tsv
and you,2,524,"[46, 138, 265, 296, 328, 524, 716, 899, 1353, 1707, 1756, 1870, 2060, 2101, 2255, 2357]",SP62.tsv
you can,2,297,"[46, 297, 328, 334, 375, 623, 738, 825, 1316, 1750, 1998, 2036, 2060, 2099, 2122, 2138, 2167, 2170, 2244, 2258, 2290, 2313, 2316, 2319, 2331, 2332, 2335, 2357, 2359]",SP62.tsv
you can buy,3,2258,"[46, 2244, 2258, 2313]",SP62.tsv
yep,1,456,"[50, 66, 456, 1116, 1593, 2063, 2240, 2242, 2352]",SP62.tsv
that's,1,52,"[9, 52, 152, 168, 223, 270, 280, 283, 349, 385, 391, 418, 425, 530, 541, 583, 595, 609, 631, 672, 688, 690, 696, 732, 735, 749, 782, 844, 859, 865, 876, 884, 885, 909, 919, 927, 968, 971, 977, 1023, 1032, 1041, 1087, 1103, 1120, 1124, 1127, 1131, 1136, 1150, 1204, 1206, 1229, 1279, 1281, 1285, 1295, 1306, 1314, 1357, 1367, 1370, 1378, 1382, 1406, 1429, 1455, 1463, 1478, 1492, 1496, 1514, 1535, 1557, 1563, 1567, 1573, 1575, 1594, 1598, 1624, 1630, 1631, 1651, 1671, 1773, 1842, 1843, 1878, 1950, 1983, 2000, 2037, 2086, 2186, 2253, 2266, 2274, 2393, 2425]",SP62.tsv
morning,1,872,"[52, 151, 478, 483, 634, 872, 1851, 1877]",SP62.tsv
that's what,2,530,"[52, 168, 349, 530, 595, 732, 1087, 1429, 1557, 1651, 2000]",SP62.tsv
party,1,61,"[58, 61, 791, 793, 794, 797, 809, 1527]",SP62.tsv
a party,2,791,"[58, 791]",SP62.tsv
help,1,811,"[58, 811, 1482]",SP62.tsv
as well,2,60,"[13, 25, 60, 138, 283, 548, 638, 872, 963, 1269, 1271, 1275, 1793, 2029, 2049, 2126, 2272]",SP62.tsv
well,1,60,"[25, 40, 60, 66, 135, 138, 142, 249, 276, 280, 283, 315, 316, 334, 349, 373, 375, 388, 392, 409, 418, 483, 492, 507, 524, 548, 585, 603, 607, 631, 638, 639, 665, 691, 694, 712, 715, 725, 752, 753, 761, 769, 773, 780, 782, 783, 848, 858, 872, 883, 917, 963, 971, 973, 977, 985, 986, 987, 992, 998, 1001, 1027, 1077, 1085, 1106, 1125, 1149, 1150, 1182, 1225, 1254, 1269, 1271, 1275, 1299, 1314, 1316, 1319, 1341, 1364, 1372, 1378, 1406, 1456, 1463, 1478, 1486, 1502, 1525, 1536, 1554, 1558, 1563, 1631, 1646, 1655, 1690, 1787, 1793, 1838, 1878, 1885, 1936, 1972, 1996, 1999, 2000, 2011, 2014, 2029, 2049, 2089, 2126, 2131, 2136, 2138, 2247, 2272, 2294, 2295, 2353, 2383, 2402]",SP62.tsv
different,1,1535,"[60, 64, 536, 1245, 1471, 1535, 1546, 1630, 1983]",SP62.tsv
usually,1,546,"[66, 546, 693]",SP62.tsv
that she,2,1073,"[66, 1073]",SP62.tsv
i don't,2,623,"[69, 71, 156, 237, 307, 623, 664, 783, 1145, 1160, 1242, 1322, 1354, 1364, 1373, 1377, 1454, 1703, 1718, 1847, 2067, 2180, 2183, 2290, 2317]",SP62.tsv
she'll,1,787,"[69, 71, 573, 578, 728, 787, 1085]",SP62.tsv
don't think,2,1159,"[69, 71, 307, 1145, 1147, 1159, 1225, 1242, 1343, 1373, 1377, 2067, 2290, 2292]",SP62.tsv
i think,2,73,"[32, 73, 106, 189, 219, 265, 267, 280, 338, 340, 357, 363, 432, 433, 435, 512, 553, 554, 606, 658, 662, 748, 797, 878, 1035, 1137, 1141, 1238, 1289, 1335, 1337, 1338, 1341, 1343, 1486, 1502, 1629, 1796, 1849, 1983, 2181, 2187]",SP62.tsv
it'll be,2,452,"[73, 452, 756]",SP62.tsv
something,1,117,"[73, 89, 117, 173, 202, 216, 265, 536, 542, 844, 1243, 1257, 1261, 1356, 1707, 1796, 1848, 1850, 1922, 2104, 2156, 2369]",SP62.tsv
no i think,3,1035,"[73, 1035]",SP62.tsv
it'll,1,213,"[73, 213, 452, 756, 1243, 1701, 1732, 1936, 2114, 2149]",SP62.tsv
put,1,262,"[75, 159, 262, 270, 280, 406, 1013, 1158, 1222, 1236, 1245, 1443, 1455, 1489, 1527, 1550, 1572, 1750, 1934, 2136, 2170, 2187, 2201, 2208, 2310, 2332]",SP62.tsv
tut,1,115,"[77, 115, 192, 223, 359, 388, 440, 451, 494, 674, 676, 683, 688, 710, 782, 1001, 1682, 1758, 2078, 2127, 2216, 2399, 2429]",SP62.tsv
so she,2,719,"[79, 127, 259, 719, 750, 827, 911, 1071, 1189]",SP62.tsv
want to,2,107,"[79, 106, 107, 209, 375, 582, 586, 780, 1113, 1141, 1153, 1154, 1176, 1353, 1486, 1785, 1940, 2192]",SP62.tsv
she want to,3,1113,"[79, 582, 586, 1113]",SP62.tsv
want,1,1626,"[79, 106, 209, 217, 375, 582, 586, 780, 1113, 1153, 1176, 1603, 1605, 1607, 1626, 1652, 1654, 1655, 1666, 1785, 1838, 1940, 1954, 2005, 2057, 2192, 2208, 2331, 2338]",SP62.tsv
can't,1,180,"[82, 84, 91, 106, 140, 180, 182, 183, 184, 203, 208, 209, 235, 270, 271, 280, 299, 545, 687, 909, 929, 1061, 1126, 1405, 1417, 1575, 1596, 1597, 1601, 2066, 2122, 2124, 2130, 2135, 2163, 2258, 2289, 2291, 2316, 2334]",SP62.tsv
do it,2,277,"[82, 84, 86, 95, 211, 277, 278, 302, 714, 716, 771, 1073, 1570, 1572, 1637, 1707, 1721, 1768, 2041, 2138, 2161, 2335]",SP62.tsv
can't do,2,1126,"[82, 84, 209, 1126]",SP62.tsv
have to,2,111,"[86, 111, 118, 138, 204, 216, 245, 278, 761, 806, 827, 866, 909, 971, 985, 1038, 1046, 1049, 1054, 1180, 1234, 1534, 1582, 1627, 1641, 1739, 1750, 2122, 2126, 2164, 2217, 2319, 2320]",SP62.tsv
could,1,137,"[86, 137, 138, 151, 192, 193, 259, 326, 375, 454, 591, 718, 967, 1102, 1103, 1230, 1257, 1261, 1623, 2026, 2032, 2037, 2136, 2310, 2316]",SP62.tsv
for a,2,748,"[86, 95, 127, 229, 557, 748, 751, 1311, 1745, 2032]",SP62.tsv
have to do,3,866,"[86, 866]",SP62.tsv
couple,1,1021,"[86, 95, 380, 442, 557, 1021, 1035, 1293, 1387, 1883, 2367]",SP62.tsv
to do,2,1073,"[86, 209, 536, 693, 866, 1073, 1095, 1113, 1222, 1250, 1391, 1502, 1621, 2011, 2237, 2335]",SP62.tsv
like that,2,208,"[89, 208, 265, 270, 359, 501, 504, 618, 660, 678, 815, 979, 1013, 1049, 1274, 1445, 1513, 1550, 1932, 2055, 2104, 2220, 2224, 2377, 2425]",SP62.tsv
like,1,157,"[89, 157, 164, 208, 255, 265, 267, 270, 283, 286, 299, 315, 322, 339, 344, 357, 359, 485, 501, 504, 588, 618, 660, 678, 690, 704, 782, 809, 815, 897, 899, 955, 979, 1013, 1049, 1176, 1242, 1274, 1313, 1353, 1445, 1513, 1550, 1661, 1662, 1796, 1805, 1874, 1907, 1928, 1929, 1932, 1933, 1958, 2055, 2099, 2104, 2142, 2154, 2220, 2224, 2253, 2348, 2377, 2379, 2425]",SP62.tsv
or something,2,1796,"[89, 1796, 1922, 2104, 2156, 2369]",SP62.tsv
would,1,92,"[91, 92, 95, 102, 147, 167, 339, 373, 760, 1184, 1341, 1429, 1723, 1785]",SP62.tsv
but she,2,290,"[91, 290, 295, 608, 632, 704, 791]",SP62.tsv
get the,2,290,"[91, 290, 291, 472, 591, 725, 744, 1271, 1291, 1292, 1843, 2026, 2076, 2163]",SP62.tsv
love,1,91,"[57, 91, 102, 764, 834]",SP62.tsv
pay for,2,111,"[95, 111, 118, 1626, 2245, 2319, 2320]",SP62.tsv
hundred,1,756,"[95, 112, 756, 758, 759, 1114, 2032, 2058, 2060, 2244, 2246]",SP62.tsv
hundred pound,2,758,"[95, 758, 2032, 2058]",SP62.tsv
gonna,1,226,"[95, 159, 226, 237, 249, 295, 300, 313, 318, 322, 324, 501, 562, 782, 789, 1204, 1243, 1582, 1665, 1844, 1861, 1907, 1950, 2128, 2431]",SP62.tsv
there's,1,838,"[95, 255, 267, 270, 273, 313, 320, 340, 375, 396, 420, 536, 545, 722, 838, 906, 909, 958, 1230, 1243, 1264, 1276, 1299, 1389, 1458, 1563, 1602, 1634, 1647, 1648, 1673, 1679, 1739, 1810, 1811, 1813, 1996, 2085, 2128, 2286, 2379]",SP62.tsv
she be,2,617,"[95, 249, 617, 618, 623, 634, 639, 707, 719, 897, 899, 1071, 1804, 1821]",SP62.tsv
three,1,453,"[95, 318, 369, 371, 453, 620, 661, 734, 905, 1034, 1036, 1907, 1950, 1951, 2151, 2244, 2246]",SP62.tsv
pay,1,755,"[95, 111, 118, 606, 755, 1038, 1046, 1085, 1090, 1091, 1098, 1102, 1103, 1114, 1119, 1621, 1626, 1627, 1629, 1652, 2245, 2319, 2320]",SP62.tsv
down there,2,1240,"[95, 99, 1194, 1240, 1256, 1262, 1263, 1271, 1275, 1284, 1285, 1291, 1293, 1299, 1496, 1627, 1640, 1643, 1832, 1836, 1867]",SP62.tsv
be gonna be,3,1861,"[95, 1861]",SP62.tsv
be gonna,2,226,"[95, 226, 1844, 1861, 1907]",SP62.tsv
gonna be,2,1950,"[95, 322, 324, 1204, 1950, 2128]",SP62.tsv
summer holiday,2,508,"[97, 508]",SP62.tsv
holiday,1,548,"[97, 508, 548, 572, 916]",SP62.tsv
it's the,2,771,"[97, 112, 771, 1718, 2018, 2038, 2419]",SP62.tsv
you know if,3,1969,"[97, 1969]",SP62.tsv
quite,1,99,"[72, 99, 425, 531, 974]",SP62.tsv
day,1,448,"[99, 183, 448, 464, 469, 602, 632, 633, 744, 767, 774, 775, 787, 791, 836, 838, 1718, 1749, 1843, 1962, 2181]",SP62.tsv
weeks,1,452,"[99, 354, 373, 452, 453, 748, 1311, 1319, 1702]",SP62.tsv
i'm,1,577,"[99, 159, 211, 259, 338, 339, 390, 392, 413, 515, 577, 580, 623, 682, 820, 1027, 1316, 1368, 1715, 1872, 2237, 2431]",SP62.tsv
two weeks,2,748,"[99, 748, 1319]",SP62.tsv
she's not,2,572,"[99, 572, 692, 789]",SP62.tsv
two,1,899,"[99, 293, 344, 359, 369, 492, 551, 603, 620, 676, 722, 734, 748, 899, 905, 936, 1011, 1027, 1035, 1038, 1194, 1250, 1253, 1319, 2060, 2151]",SP62.tsv
go down,2,152,"[99, 152, 259, 936, 939, 1018, 1181, 1182, 1194, 1256, 1496, 1802, 1808, 1838]",SP62.tsv
not in the,3,1007,"[99, 1007]",SP62.tsv
to go,2,216,"[99, 216, 267, 349, 553, 555, 582, 623, 906, 915, 1067, 1176, 1242, 1496, 1709, 1785, 1879, 1940, 2122]",SP62.tsv
quite happy,2,1073,"[99, 1073]",SP62.tsv
in the,2,185,"[99, 185, 191, 192, 249, 270, 276, 311, 320, 324, 329, 352, 382, 483, 504, 575, 634, 638, 882, 1007, 1008, 1164, 1174, 1191, 1240, 1256, 1297, 1319, 1480, 1502, 1513, 1516, 1607, 1679, 1715, 1911, 1974, 2116, 2201, 2203, 2208, 2217]",SP62.tsv
we're,1,2079,"[99, 270, 1578, 1586, 2079, 2128]",SP62.tsv
every,1,2103,"[99, 2103]",SP62.tsv
and be,2,1344,"[102, 283, 1344, 1836]",SP62.tsv
with the,2,1038,"[102, 357, 415, 504, 1038, 1338, 1942, 2014, 2053, 2262]",SP62.tsv
and er,2,213,"[104, 213, 267, 283, 338, 339, 494, 618, 807, 1016, 1197, 1260, 1306, 1307, 1366, 1450, 1540, 1546, 1607, 1798, 1907, 1922, 2277, 2375]",SP62.tsv
i think they,3,553,"[106, 553, 554, 658, 1137, 1335, 1337]",SP62.tsv
think they,2,659,"[106, 554, 658, 659, 1137, 1335, 1337, 1861]",SP62.tsv
they want,2,1954,"[106, 107, 1954]",SP62.tsv
mm they,2,916,"[110, 916]",SP62.tsv
for the,2,450,"[112, 373, 450, 695, 698, 738, 995, 1208, 1455, 1527, 1667, 2171, 2320]",SP62.tsv
the month,2,1952,"[112, 1952]",SP62.tsv
bill,1,1042,"[114, 1042, 1046]",SP62.tsv
you have to pay for,5,118,"[111, 118, 2319, 2320]",SP62.tsv
you have to,3,204,"[111, 118, 138, 204, 216, 278, 909, 2164, 2217, 2319, 2320]",SP62.tsv
