Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
see,1,84,"[3, 8, 14, 63, 84, 86, 96, 123, 218, 341, 453, 563, 720, 779, 800, 877, 888, 918, 1000, 1002, 1064, 1091, 1187, 1188]",SQPN.tsv
you see,2,86,"[3, 86, 123]",SQPN.tsv
's,1,101,"[3, 96, 100, 101, 111, 123, 127, 166, 179, 651, 660, 739, 741, 766, 886, 889, 901, 911, 957, 963, 964, 1089, 1101, 1121]",SQPN.tsv
to be,2,144,"[3, 63, 144, 229, 280, 396, 541, 703, 805, 889, 1131]",SQPN.tsv
suppose,1,422,"[3, 385, 422, 966, 977]",SQPN.tsv
in and,2,135,"[5, 135, 311, 323, 346, 358, 430, 458, 605, 866]",SQPN.tsv
she'd,1,217,"[5, 195, 217, 709, 719, 730, 1139]",SQPN.tsv
in the,2,295,"[5, 192, 295, 298, 337, 338, 347, 364, 435, 438, 616, 753, 781, 844, 877, 888, 917, 1014, 1182, 1191, 1201]",SQPN.tsv
morning,1,311,"[5, 311, 393, 438, 757, 823]",SQPN.tsv
come in and,3,323,"[5, 323, 430]",SQPN.tsv
the kitchen,2,337,"[5, 337, 338, 347, 358, 392, 438]",SQPN.tsv
the same,2,744,"[5, 435, 653, 744, 889, 990, 1016]",SQPN.tsv
so i,2,366,"[5, 6, 192, 195, 218, 366, 750, 889, 895, 931, 999, 1023, 1156]",SQPN.tsv
get,1,65,"[6, 8, 14, 40, 42, 50, 54, 60, 64, 65, 73, 77, 78, 80, 89, 94, 100, 103, 105, 127, 129, 137, 144, 148, 171, 173, 178, 200, 202, 215, 216, 232, 289, 300, 304, 306, 330, 358, 362, 367, 381, 382, 394, 396, 398, 409, 429, 438, 458, 489, 510, 520, 529, 554, 560, 563, 566, 572, 582, 602, 605, 613, 628, 635, 638, 644, 651, 663, 666, 667, 670, 674, 700, 709, 715, 719, 753, 778, 792, 793, 809, 845, 881, 889, 909, 935, 946, 960, 962, 972, 974, 977, 983, 985, 988, 993, 994, 1007, 1026, 1071, 1075, 1084, 1088, 1097, 1129, 1142, 1156, 1160, 1177, 1204]",SQPN.tsv
but i,2,92,"[6, 92, 94, 101, 161, 192, 198, 300, 308, 382, 415, 508, 778, 931, 956, 1156, 1191]",SQPN.tsv
be a,2,101,"[6, 101, 417, 487, 503, 690, 809, 817, 979, 1109, 1147]",SQPN.tsv
i get,2,105,"[6, 105, 382, 458, 635, 778, 1071]",SQPN.tsv
i be,2,181,"[6, 140, 181, 192, 291, 308, 309, 313, 334, 366, 393, 403, 538, 548, 571, 697, 732, 737, 764, 766, 817, 870, 872, 882, 907, 909, 931, 976, 1023, 1036, 1044, 1214]",SQPN.tsv
home,1,254,"[6, 24, 186, 197, 254, 289, 370, 828, 889, 895]",SQPN.tsv
roast,1,497,"[6, 497]",SQPN.tsv
roast dinner,2,499,"[6, 499]",SQPN.tsv
dinner,1,499,"[6, 499, 1174, 1175]",SQPN.tsv
be a bite,3,503,"[6, 417, 503, 809, 817, 1147]",SQPN.tsv
night,1,859,"[6, 272, 633, 844, 859, 870, 874, 884]",SQPN.tsv
i'm,1,29,"[8, 19, 29, 40, 164, 192, 204, 216, 229, 252, 317, 336, 389, 394, 398, 460, 551, 605, 620, 626, 631, 633, 635, 637, 646, 650, 660, 662, 703, 739, 750, 807, 809, 872, 886, 918, 972, 984, 1004, 1016, 1117, 1131, 1191, 1201, 1212]",SQPN.tsv
cat,1,29,"[8, 29, 57, 288, 570, 578, 603, 605, 672, 675, 677, 678, 683, 685, 688, 689, 690, 691, 697, 698]",SQPN.tsv
want,1,55,"[8, 55, 157, 166, 250, 254, 257, 274, 280, 375, 499, 559, 560, 561, 593, 670, 700, 703, 709, 713, 715, 720, 778, 791, 909, 931, 983, 986, 994, 1016, 1204]",SQPN.tsv
get a,2,65,"[8, 40, 50, 64, 65, 73, 94, 103, 381, 382, 394, 396, 398, 438, 458, 554, 663, 667, 700, 792, 793, 935, 983, 1026, 1129]",SQPN.tsv
like,1,8,"[4, 8, 56, 65, 75, 76, 98, 100, 114, 129, 139, 161, 180, 187, 192, 193, 195, 215, 221, 238, 241, 245, 248, 268, 287, 325, 334, 336, 337, 342, 347, 358, 360, 366, 367, 382, 396, 420, 431, 440, 500, 508, 528, 533, 538, 548, 550, 560, 565, 591, 623, 675, 677, 691, 693, 696, 704, 713, 722, 726, 732, 737, 739, 741, 744, 757, 762, 775, 800, 874, 877, 886, 901, 903, 946, 954, 957, 984, 986, 1025, 1032, 1034, 1036, 1051, 1081, 1088, 1093, 1097, 1125, 1131, 1155, 1162, 1204]",SQPN.tsv
cos,1,12,"[8, 12, 40, 97, 100, 101, 156, 161, 166, 237, 268, 295, 300, 304, 321, 329, 336, 349, 356, 358, 364, 368, 389, 398, 438, 464, 529, 615, 658, 683, 703, 741, 754, 760, 763, 768, 771, 809, 815, 828, 838, 839, 872, 874, 888, 921, 931, 956, 958, 979, 980, 987, 994, 1000, 1014, 1021, 1044, 1068, 1117, 1132, 1147, 1151, 1184, 1203]",SQPN.tsv
sure,1,144,"[8, 144, 229, 1117]",SQPN.tsv
to get,2,171,"[8, 171, 300, 396, 644, 719, 909, 1204]",SQPN.tsv
have to,2,242,"[8, 242, 254, 339, 344, 355, 358, 396, 438, 449, 463, 599, 601, 644, 656, 703, 709, 719, 728, 730, 740, 741, 744, 757, 766, 773, 775, 952, 980, 994, 1014, 1069, 1075, 1139, 1155, 1183, 1206, 1215]",SQPN.tsv
gonna,1,242,"[8, 40, 242, 254, 403, 458, 459, 766, 781, 820, 982, 983, 994, 1080, 1156]",SQPN.tsv
and i,2,211,"[8, 50, 85, 200, 211, 213, 216, 237, 313, 329, 458, 471, 479, 529, 599, 668, 766, 787, 889, 895, 931, 952, 988, 1206]",SQPN.tsv
be here,2,323,"[8, 216, 323, 668]",SQPN.tsv
i have,2,68,"[8, 68, 71, 356, 449, 599, 678, 690, 694, 697, 757, 775, 1206]",SQPN.tsv
you to,2,459,"[8, 459]",SQPN.tsv
quite,1,470,"[8, 24, 122, 140, 186, 213, 215, 229, 394, 448, 470, 477, 478, 479, 492, 663, 665, 741, 744, 927, 1012, 1038, 1044, 1047, 1054, 1085]",SQPN.tsv
bloody,1,607,"[8, 396, 529, 605, 607, 675, 1179]",SQPN.tsv
smell,1,661,"[8, 660, 661, 664, 665, 670, 674]",SQPN.tsv
pee,1,672,"[8, 36, 660, 672]",SQPN.tsv
a job,2,774,"[8, 700, 774, 911]",SQPN.tsv
i want,2,791,"[8, 791, 1204]",SQPN.tsv
gonna have to,3,766,"[8, 766, 994]",SQPN.tsv
cos i,2,166,"[8, 166, 237, 741, 763, 809, 888, 1000, 1044, 1203]",SQPN.tsv
i'm not,2,1117,"[8, 204, 229, 551, 650, 750, 972, 1117]",SQPN.tsv
fire,1,14,"[13, 14, 791, 809]",SQPN.tsv
they're,1,90,"[14, 30, 90, 93, 233, 236, 237, 240, 242, 254, 394, 422, 424, 788, 790, 962, 1038, 1064, 1080, 1137, 1138, 1209]",SQPN.tsv
get now,2,148,"[14, 148]",SQPN.tsv
you should,2,563,"[14, 563]",SQPN.tsv
beautiful,1,683,"[14, 683]",SQPN.tsv
move,1,680,"[14, 680, 682, 689, 697, 732, 826, 830, 835, 905, 907]",SQPN.tsv
the fire,2,800,"[14, 800, 809]",SQPN.tsv
to this,2,983,"[14, 983]",SQPN.tsv
send,1,43,"[17, 43, 242]",SQPN.tsv
next,1,625,"[17, 192, 622, 625, 626, 786]",SQPN.tsv
and he,2,548,"[17, 237, 394, 438, 548, 694, 784, 889, 979, 1091, 1108, 1109]",SQPN.tsv
slightly,1,133,"[19, 133]",SQPN.tsv
that's,1,23,"[1, 13, 23, 44, 65, 87, 98, 140, 213, 231, 247, 249, 250, 258, 269, 276, 280, 322, 337, 358, 362, 415, 468, 605, 703, 711, 715, 717, 739, 745, 760, 774, 791, 827, 838, 874, 888, 931, 940, 972, 983, 1026, 1071, 1166, 1177, 1179, 1187, 1188, 1206]",SQPN.tsv
i know,2,65,"[23, 61, 65, 126, 198, 237, 276, 415, 464, 603, 646, 672, 770, 858, 869, 870, 955, 957, 1061, 1073]",SQPN.tsv
know,1,184,"[23, 61, 65, 82, 126, 184, 198, 200, 202, 216, 230, 231, 237, 254, 264, 266, 276, 279, 285, 367, 368, 373, 400, 407, 415, 418, 420, 421, 424, 426, 438, 449, 453, 454, 464, 468, 530, 551, 554, 556, 571, 585, 586, 597, 603, 615, 646, 658, 660, 672, 703, 728, 732, 737, 739, 747, 770, 778, 781, 784, 820, 855, 858, 869, 870, 874, 929, 939, 952, 954, 955, 956, 957, 962, 967, 970, 990, 1047, 1061, 1073, 1116, 1154, 1162]",SQPN.tsv
good,1,665,"[23, 24, 30, 140, 141, 241, 294, 475, 489, 536, 650, 665, 750, 955, 1093, 1095]",SQPN.tsv
look,1,24,"[22, 24, 63, 79, 266, 392, 396, 440, 563, 584, 602, 615, 618, 620, 886, 931, 958, 994, 1032, 1093, 1095, 1182, 1191]",SQPN.tsv
work,1,166,"[24, 166, 176, 508, 533, 633, 703, 741, 754, 757, 773, 811, 913, 1147]",SQPN.tsv
when it's,2,350,"[24, 350, 354, 739]",SQPN.tsv
make,1,559,"[24, 136, 453, 559, 626, 779, 1023, 1049, 1054, 1166]",SQPN.tsv
quite good,2,665,"[24, 665]",SQPN.tsv
for a,2,891,"[24, 637, 651, 728, 891, 892, 1160, 1212]",SQPN.tsv
bring,1,339,"[24, 339, 1201]",SQPN.tsv
i'll,1,617,"[26, 164, 617, 618, 620, 1198, 1201]",SQPN.tsv
oh oh,2,45,"[30, 45, 47, 120, 618, 1207]",SQPN.tsv
they're not,2,90,"[30, 90, 93, 1038]",SQPN.tsv
not in,2,615,"[30, 615]",SQPN.tsv
in my,2,694,"[30, 660, 694, 753, 791, 1209]",SQPN.tsv
alright,1,32,"[27, 32, 179, 378, 490, 647, 717, 817, 886, 1053, 1140]",SQPN.tsv
i've,1,77,"[32, 42, 50, 54, 77, 78, 94, 202, 216, 289, 343, 372, 374, 375, 381, 438, 458, 572, 656, 660, 663, 667, 671, 686, 688, 698, 766, 809, 822, 826, 855, 918, 935, 946, 1075, 1082]",SQPN.tsv
think,1,92,"[32, 40, 50, 92, 115, 140, 144, 151, 166, 195, 215, 218, 237, 240, 245, 250, 257, 272, 295, 320, 325, 329, 337, 389, 394, 429, 432, 451, 453, 456, 460, 463, 487, 510, 529, 530, 560, 561, 572, 593, 620, 637, 674, 722, 730, 732, 741, 766, 787, 878, 895, 901, 906, 942, 952, 954, 956, 962, 991, 1016, 1018, 1030, 1049, 1064, 1067, 1075, 1107, 1144, 1145, 1146, 1152, 1166, 1209]",SQPN.tsv
i think,2,144,"[32, 40, 50, 115, 140, 144, 151, 166, 195, 215, 237, 240, 245, 329, 337, 394, 429, 432, 453, 460, 487, 510, 560, 561, 637, 674, 722, 901, 906, 942, 952, 954, 956, 962, 991, 1067, 1075, 1144, 1146, 1166, 1209]",SQPN.tsv
i don't think,3,250,"[32, 218, 237, 250, 257, 272, 320, 487, 530, 674, 732, 1030, 1067, 1107]",SQPN.tsv
i don't,2,184,"[32, 179, 184, 202, 211, 218, 230, 237, 250, 257, 272, 273, 320, 366, 367, 373, 454, 487, 499, 500, 530, 571, 660, 674, 728, 732, 739, 741, 750, 753, 784, 874, 944, 1030, 1067, 1107, 1116, 1154, 1204]",SQPN.tsv
she's alright,2,378,"[32, 378]",SQPN.tsv
alright i,2,647,"[32, 179, 647]",SQPN.tsv
i do,2,107,"[34, 36, 107, 325, 449, 452, 528, 620, 648, 741, 757, 778]",SQPN.tsv
yeah i,2,181,"[34, 181, 389, 432, 452, 456, 464, 492, 528, 620, 657, 757, 844, 935, 984, 1146]",SQPN.tsv
on the,2,103,"[36, 103, 115, 161, 280, 282, 439, 507, 648, 754, 757, 784, 866, 1190]",SQPN.tsv
her red,2,137,"[36, 137]",SQPN.tsv
well i,2,144,"[36, 40, 144, 192, 198, 202, 237, 241, 243, 258, 337, 464, 487, 672, 757, 763, 778, 848, 877, 888, 976, 1153]",SQPN.tsv
hand,1,352,"[36, 352]",SQPN.tsv
red,1,807,"[36, 50, 807, 1026]",SQPN.tsv
the other,2,756,"[36, 394, 756, 870, 874, 884, 1107]",SQPN.tsv
day,1,258,"[36, 200, 258, 360, 405, 421, 491, 653, 703, 1064, 1177]",SQPN.tsv
catch,1,1206,"[36, 1206]",SQPN.tsv
she be,2,99,"[37, 63, 99, 101, 122, 140, 144, 186, 188, 198, 205, 216, 240, 245, 246, 318, 367, 583, 719, 764, 777, 816, 817, 820, 823, 827, 874, 881, 1008, 1018, 1036, 1038, 1147, 1156]",SQPN.tsv
go as,2,40,"[39, 40]",SQPN.tsv
say,1,41,"[40, 41, 50, 92, 101, 127, 140, 141, 144, 159, 161, 165, 166, 181, 188, 192, 198, 202, 204, 213, 215, 216, 218, 220, 231, 233, 237, 240, 241, 245, 246, 252, 265, 266, 280, 283, 318, 323, 356, 368, 370, 372, 374, 381, 389, 394, 396, 403, 438, 449, 453, 456, 458, 480, 606, 611, 617, 619, 649, 697, 713, 722, 741, 763, 764, 765, 766, 768, 778, 782, 784, 809, 822, 828, 845, 870, 872, 889, 972, 983, 988, 994, 1009, 1011, 1014, 1018, 1023, 1030, 1036, 1047, 1063, 1107, 1127, 1129, 1131, 1139, 1149, 1184, 1190]",SQPN.tsv
she's get a,3,103,"[40, 103, 554]",SQPN.tsv
she's get,2,103,"[40, 50, 60, 103, 554, 709, 845, 1156]",SQPN.tsv
well i think,3,144,"[40, 144, 337]",SQPN.tsv
skirt,1,304,"[40, 50, 304]",SQPN.tsv
go,1,159,"[39, 40, 50, 56, 159, 164, 186, 216, 237, 238, 240, 241, 311, 331, 334, 347, 366, 367, 377, 396, 413, 424, 458, 463, 466, 471, 479, 492, 548, 578, 582, 640, 651, 654, 660, 674, 706, 719, 740, 741, 753, 786, 787, 807, 811, 817, 828, 830, 866, 868, 876, 886, 917, 919, 946, 955, 958, 979, 983, 994, 1014, 1018, 1030, 1070, 1107, 1151, 1156, 1183, 1186, 1212]",SQPN.tsv
she can,2,571,"[40, 571, 786, 1149, 1158]",SQPN.tsv
for the,2,1186,"[40, 44, 52, 276, 370, 653, 703, 1186]",SQPN.tsv
i've get,2,77,"[42, 54, 77, 78, 94, 216, 289, 438, 458, 663, 667, 809, 935, 946, 1075]",SQPN.tsv
get some,2,962,"[42, 54, 409, 962]",SQPN.tsv
oh yeah,2,44,"[41, 44, 120, 366, 371, 419, 452, 612, 684, 789]",SQPN.tsv
be oh,2,874,"[44, 874]",SQPN.tsv
roll neck,2,48,"[47, 48, 50]",SQPN.tsv
roll,1,76,"[48, 50, 76, 861]",SQPN.tsv
something,1,55,"[50, 55, 161, 274, 368, 713, 778, 872, 878, 903, 1014, 1182]",SQPN.tsv
and she,2,144,"[50, 144, 213, 216, 280, 327, 381, 680, 741]",SQPN.tsv
she say,2,166,"[50, 166, 188, 202, 213, 215, 218, 323, 370, 374, 381, 765, 766, 768, 870, 1014, 1023, 1036, 1063]",SQPN.tsv
jumper,1,50,"[43, 50, 221, 287, 379, 559, 563]",SQPN.tsv
or or,2,281,"[50, 281]",SQPN.tsv
and i think,3,329,"[50, 329, 952]",SQPN.tsv
gotta,1,559,"[50, 85, 394, 438, 559, 660, 809, 999, 1047, 1175]",SQPN.tsv
for that,2,615,"[50, 615, 618]",SQPN.tsv
i'd,1,699,"[50, 257, 464, 601, 651, 699, 877, 955, 957, 1075]",SQPN.tsv
go to,2,159,"[50, 159, 237, 238, 240, 241, 366, 458, 651, 660, 719, 787, 919, 983, 1018, 1030, 1151, 1212]",SQPN.tsv
get an,2,960,"[50, 715, 960]",SQPN.tsv
and erm and,3,135,"[52, 135]",SQPN.tsv
hat,1,691,"[52, 691, 693, 1164]",SQPN.tsv
she like,2,245,"[56, 245, 287, 533, 591]",SQPN.tsv
on your,2,354,"[56, 156, 354, 453]",SQPN.tsv
go on,2,578,"[56, 578, 582, 640, 753, 876, 955, 1014]",SQPN.tsv
old,1,127,"[60, 127, 1101, 1105]",SQPN.tsv
ever,1,697,"[60, 96, 686, 697, 835, 888, 1000, 1107]",SQPN.tsv
underhang,1,65,"[63, 65, 70]",SQPN.tsv
big,1,101,"[63, 64, 100, 101, 122, 146, 470, 567, 663, 666, 667]",SQPN.tsv
use,1,587,"[63, 423, 587, 588, 620, 672, 694, 848, 984, 1000, 1163]",SQPN.tsv
use to,2,672,"[63, 423, 672, 694, 848, 1163]",SQPN.tsv
you can,2,334,"[63, 334, 554, 855, 858, 866, 988]",SQPN.tsv
a big,2,101,"[64, 101]",SQPN.tsv
get a big,3,663,"[64, 663, 667]",SQPN.tsv
now she's,2,811,"[64, 811]",SQPN.tsv
god,1,154,"[20, 66, 96, 154, 186, 269, 323, 455, 515, 536, 655, 811, 843, 844, 955]",SQPN.tsv
oh god,2,66,"[20, 66, 96, 455, 515, 655, 955]",SQPN.tsv
you have,2,69,"[39, 69, 73, 85, 339, 344, 355, 358, 396, 744, 766, 773, 855, 934, 980, 1155]",SQPN.tsv
a minge,2,74,"[73, 74, 75]",SQPN.tsv
minge,1,1215,"[74, 1215]",SQPN.tsv
oh you're,2,82,"[47, 82]",SQPN.tsv
you know,2,254,"[82, 198, 200, 216, 231, 254, 264, 266, 279, 285, 400, 407, 418, 420, 421, 424, 426, 438, 449, 453, 468, 554, 556, 597, 615, 658, 703, 778, 820, 855, 962, 990, 1047, 1162]",SQPN.tsv
here you,2,413,"[82, 413, 414, 582]",SQPN.tsv
record,1,1213,"[82, 438, 778, 782, 1212, 1213]",SQPN.tsv
can't,1,85,"[84, 85, 109, 217, 282, 307, 559, 601, 661, 670, 709, 895, 1000, 1002, 1156]",SQPN.tsv
baby,1,101,"[85, 101, 111, 140, 150, 1109]",SQPN.tsv
i can't,2,670,"[85, 670, 709, 895, 1000, 1002]",SQPN.tsv
haven't gotta,2,999,"[85, 999]",SQPN.tsv
bad,1,90,"[89, 90, 93, 94, 103, 384, 394, 482, 815, 832, 1019, 1020]",SQPN.tsv
get bad stretch mark,4,103,"[89, 103]",SQPN.tsv
stretch mark,2,103,"[89, 96, 103]",SQPN.tsv
yes,1,227,"[89, 227, 381, 407, 410, 425, 833, 951, 977, 980, 1177]",SQPN.tsv
i mean,2,101,"[94, 101, 257, 264, 300, 349, 381, 394, 400, 423, 429, 456, 797, 844, 962, 1026]",SQPN.tsv
get a few,3,103,"[94, 103]",SQPN.tsv
bad stretch mark,3,103,"[94, 103]",SQPN.tsv
really,1,129,"[94, 129, 140, 144, 182, 198, 200, 216, 263, 283, 315, 335, 347, 394, 499, 509, 534, 551, 560, 709, 781, 813, 832, 877, 881, 888, 927, 931, 954, 1012, 1026, 1044, 1082, 1088, 1090, 1097, 1114, 1135, 1176]",SQPN.tsv
i've get a,3,663,"[94, 438, 458, 663, 667, 935]",SQPN.tsv
never,1,699,"[94, 343, 370, 394, 500, 529, 554, 579, 660, 686, 698, 699, 739, 788, 907, 916, 1023, 1029, 1082, 1091]",SQPN.tsv
get really,2,881,"[94, 394, 881]",SQPN.tsv
have you,2,96,"[39, 96, 123, 290, 292, 613, 855, 934, 953, 958]",SQPN.tsv
that's like,2,98,"[65, 98]",SQPN.tsv
twin,1,98,"[97, 98]",SQPN.tsv
yeah but,2,300,"[98, 229, 264, 298, 300, 308, 343, 382, 417, 421, 628, 717, 1119, 1205]",SQPN.tsv
but she,2,325,"[98, 122, 325, 368, 381, 527, 728, 909, 1036]",SQPN.tsv
cos she,2,101,"[100, 101, 156, 321, 329, 364, 760, 771, 958, 1147]",SQPN.tsv
like that,2,100,"[4, 100, 139, 548, 560, 732]",SQPN.tsv
so big,2,146,"[100, 146]",SQPN.tsv
she get,2,362,"[100, 200, 362, 520, 529, 700, 881, 1160]",SQPN.tsv
one,1,104,"[77, 78, 80, 104, 176, 216, 237, 242, 311, 323, 344, 347, 350, 364, 370, 394, 449, 510, 513, 539, 553, 563, 601, 694, 697, 699, 715, 728, 756, 817, 859, 980, 983, 985, 986, 993, 994, 1000, 1023, 1197, 1198]",SQPN.tsv
boob,1,109,"[104, 109]",SQPN.tsv
absolutely,1,379,"[106, 216, 379, 693]",SQPN.tsv
it be,2,115,"[90, 109, 115, 141, 190, 198, 222, 264, 265, 268, 337, 364, 390, 417, 432, 487, 530, 571, 708, 784, 793, 797, 832, 833, 838, 841, 844, 921, 982, 1014, 1165, 1171, 1190]",SQPN.tsv
still,1,447,"[115, 446, 447, 672, 674, 866, 896, 918, 1075, 1101, 1141]",SQPN.tsv
they'll,1,119,"[92, 119, 254, 298, 356]",SQPN.tsv
won't they,2,254,"[119, 254]",SQPN.tsv
soon,1,300,"[119, 298, 300, 394, 458]",SQPN.tsv
quite big,2,470,"[122, 470]",SQPN.tsv
be quite,2,1044,"[122, 1038, 1044, 1047, 1054]",SQPN.tsv
do he,2,699,"[128, 692, 699, 912, 985, 996, 1182]",SQPN.tsv
give,1,167,"[130, 167, 171, 713, 933, 984, 1137]",SQPN.tsv
be they,2,422,"[130, 422, 689, 1011]",SQPN.tsv
bother,1,422,"[130, 422, 1135]",SQPN.tsv
it's not,2,139,"[136, 139, 347, 438, 482, 608, 615, 672, 744, 845]",SQPN.tsv
or anything,2,139,"[136, 139, 456]",SQPN.tsv
anything,1,297,"[136, 139, 297, 456, 560, 661, 697, 972]",SQPN.tsv
teeth,1,140,"[123, 127, 129, 140, 141, 150, 151]",SQPN.tsv
be only,2,140,"[127, 140, 190, 795, 797, 844, 921, 1171]",SQPN.tsv
i be say,3,181,"[140, 181, 697]",SQPN.tsv
out and,2,356,"[140, 192, 356, 799]",SQPN.tsv
five,1,362,"[140, 362, 381, 382, 557, 966, 975, 994]",SQPN.tsv
second,1,697,"[140, 599, 697]",SQPN.tsv
say to,2,144,"[141, 144, 159, 161, 188, 198, 231, 233, 266, 280, 370, 453, 778, 845, 870, 889, 972, 1014, 1030, 1107]",SQPN.tsv
right,1,142,"[45, 47, 142, 191, 193, 213, 348, 353, 381, 647, 745, 817, 908, 936, 945, 1063, 1068, 1150]",SQPN.tsv
with teeth,2,151,"[150, 151]",SQPN.tsv
months old,2,153,"[127, 153]",SQPN.tsv
but she's,2,153,"[137, 153, 682]",SQPN.tsv
she's not,2,153,"[137, 153]",SQPN.tsv
two,1,384,"[153, 180, 272, 384, 394, 628, 631, 678, 694, 713, 778, 782, 900, 909]",SQPN.tsv
be she,2,571,"[153, 571, 583, 765, 824, 870]",SQPN.tsv
not even,2,1154,"[153, 1154]",SQPN.tsv
a bite of,3,156,"[65, 81, 156, 670, 753, 1179]",SQPN.tsv
bite of,2,156,"[75, 76, 81, 156, 656, 670, 753, 955, 1179]",SQPN.tsv
a bite of a,4,156,"[81, 156, 753]",SQPN.tsv
she's a,2,1177,"[156, 1037, 1177]",SQPN.tsv
a pain,2,1201,"[156, 816, 1201]",SQPN.tsv
keep,1,379,"[158, 260, 379, 392, 660, 668, 723, 724, 732, 775, 784, 917, 958, 979, 997, 1054]",SQPN.tsv
just keep,2,997,"[158, 997]",SQPN.tsv
with the,2,164,"[47, 164, 816, 1014, 1107]",SQPN.tsv
no i'm,2,1201,"[164, 633, 1201]",SQPN.tsv
aren't you,2,170,"[62, 170, 630]",SQPN.tsv
next week,2,625,"[173, 624, 625, 626]",SQPN.tsv
week,1,625,"[173, 202, 624, 625, 626, 637, 781, 817, 1149, 1151, 1160]",SQPN.tsv
a few,2,175,"[103, 175, 423, 430, 844]",SQPN.tsv
days,1,208,"[175, 208, 757, 982]",SQPN.tsv
have a,2,246,"[175, 246, 342, 356, 358, 465, 486, 572, 582, 618, 620, 698, 709, 713, 911, 1026, 1029, 1132, 1138, 1201]",SQPN.tsv
slip,1,1204,"[175, 449, 1204]",SQPN.tsv
she's put,2,180,"[135, 180]",SQPN.tsv
no she,2,180,"[157, 180, 213, 219, 237, 644, 733, 838, 1021]",SQPN.tsv
nights,1,180,"[176, 180, 745, 815, 844]",SQPN.tsv
she didn't ask,3,182,"[180, 182]",SQPN.tsv
she didn't,2,182,"[180, 182, 237, 368, 597, 1021]",SQPN.tsv
