Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
i didn't,2,395,[5],"[395, 427, 454]",SFJ2.tsv,S0276,S0275
shit,1,413,"[5, 8, 256, 432, 523]","[413, 429, 543, 555, 573]",SFJ2.tsv,S0276,S0275
i need,2,292,"[6, 554]",[292],SFJ2.tsv,S0276,S0275
i need to,3,561,"[6, 554]",[561],SFJ2.tsv,S0276,S0275
need to,2,563,"[6, 554]",[563],SFJ2.tsv,S0276,S0275
run man,2,9,[8],[9],SFJ2.tsv,S0276,S0275
sorry,1,64,"[8, 262]",[64],SFJ2.tsv,S0276,S0275
watch that,2,173,"[8, 376, 440]","[173, 363, 458]",SFJ2.tsv,S0276,S0275
watch,1,206,"[8, 86, 151, 208, 214, 305, 312, 341, 343, 362, 376, 382, 424, 440, 451, 461]","[206, 296, 298, 317, 334, 336, 377, 379, 441, 442, 454, 460, 363, 458]",SFJ2.tsv,S0276,S0275
gonna,1,233,"[8, 316]","[233, 361]",SFJ2.tsv,S0276,S0275
man i,2,252,[8],[252],SFJ2.tsv,S0276,S0275
literally,1,298,[8],"[298, 371, 379]",SFJ2.tsv,S0276,S0275
oh she's,2,300,[8],[300],SFJ2.tsv,S0276,S0275
man,1,358,"[8, 145]","[358, 466, 516]",SFJ2.tsv,S0276,S0275
happen,1,431,[8],"[431, 514, 575]",SFJ2.tsv,S0276,S0275
like,1,10,"[10, 12, 13, 15, 17, 20, 22, 24, 26, 29, 35, 37, 43, 45, 47, 49, 53, 61, 63, 65, 67, 70, 74, 76, 78, 84, 86, 92, 96, 100, 102, 104, 110, 116, 121, 123, 125, 127, 131, 134, 137, 141, 143, 145, 147, 153, 159, 170, 188, 190, 234, 243, 264, 303, 307, 329, 341, 343, 351, 353, 368, 388, 390, 398, 402, 424, 426, 428, 430, 432, 434, 436, 440, 461, 471, 473, 487, 501, 505, 507, 511, 529, 538, 554, 568, 570, 572]","[2, 32, 44, 52, 62, 66, 68, 73, 158, 164, 252, 292, 315, 336, 340, 346, 358, 361, 363, 379, 385, 391, 395, 419, 423, 454, 458, 468, 486, 490, 492, 494, 500, 526, 530, 551, 561, 563, 573, 577]",SFJ2.tsv,S0276,S0275
funny,1,10,"[10, 390]","[7, 21, 391]",SFJ2.tsv,S0276,S0275
like a,2,32,"[10, 13, 49, 84, 92, 96, 110, 188, 303, 398, 428, 471]",[32],SFJ2.tsv,S0276,S0275
come,1,91,"[10, 123, 273]","[91, 197, 253, 257, 311]",SFJ2.tsv,S0276,S0275
really,1,144,"[10, 13, 15, 24, 43, 47, 61, 63, 82, 84, 92, 100, 114, 125, 188, 190, 390, 414, 513, 538]","[144, 185, 229, 278, 313, 397, 462, 510, 526, 539, 561]",SFJ2.tsv,S0276,S0275
show,1,154,"[10, 15, 67, 125, 153, 297, 384, 428, 440, 461]","[154, 199, 296, 313, 328, 356, 411]",SFJ2.tsv,S0276,S0275
they do,2,429,[10],[429],SFJ2.tsv,S0276,S0275
husband's,1,330,[12],[330],SFJ2.tsv,S0276,S0275
one of,2,468,"[12, 67, 70, 123, 129, 198]",[468],SFJ2.tsv,S0276,S0275
and he,2,13,"[13, 37, 61, 67, 505, 507]",[7],SFJ2.tsv,S0276,S0275
in the,2,25,"[13, 24, 129, 368]","[25, 259, 274, 492, 520]",SFJ2.tsv,S0276,S0275
it be,2,105,"[13, 17, 100, 112, 114, 116, 141, 174, 362, 388, 390, 402, 428, 436, 471, 487, 501, 570]","[105, 115, 217, 223, 294, 361, 363, 369, 371, 379, 415, 437, 442, 520, 522]",SFJ2.tsv,S0276,S0275
be just,2,294,"[13, 15, 70, 76, 125, 127, 133, 137, 141, 143, 145, 303, 428, 432, 434, 501]","[294, 500]",SFJ2.tsv,S0276,S0275
be in,2,294,[13],"[294, 389, 393]",SFJ2.tsv,S0276,S0275
be like,2,363,"[13, 86, 100, 110, 131, 141, 388, 402, 471, 487, 501, 507, 554, 570, 572]","[363, 385, 379]",SFJ2.tsv,S0276,S0275
it be like,3,379,"[13, 100, 471, 487, 501, 570]",[379],SFJ2.tsv,S0276,S0275
they be,2,437,"[13, 67, 133, 424, 511]","[437, 442]",SFJ2.tsv,S0276,S0275
and it,2,456,"[13, 428, 501]",[456],SFJ2.tsv,S0276,S0275
just like,2,492,"[13, 15, 17, 76, 125, 127, 137, 141, 145, 303, 428, 432, 505]","[492, 526, 500]",SFJ2.tsv,S0276,S0275
be just like,3,500,"[13, 15, 17, 76, 125, 127, 137, 141, 145, 303, 428]",[500],SFJ2.tsv,S0276,S0275
and he be,3,15,[15],[7],SFJ2.tsv,S0276,S0275
he's,1,25,"[15, 19, 24, 26, 29, 31, 43, 61, 63, 67, 78, 287]","[25, 30, 62, 255, 288, 422, 464]",SFJ2.tsv,S0276,S0275
he be,2,42,"[15, 33, 45, 67, 70, 123, 125, 131, 420, 509]","[42, 259, 294, 419, 421, 466]",SFJ2.tsv,S0276,S0275
cos,1,183,"[15, 20, 35, 67, 116, 119, 121, 143, 170, 188, 245, 341, 374, 398, 426, 428, 501, 538, 568]","[183, 185, 255, 294, 363, 393]",SFJ2.tsv,S0276,S0275
like i don't,3,252,"[15, 572]","[252, 530, 573, 526]",SFJ2.tsv,S0276,S0275
like i,2,292,"[15, 53, 78, 104, 143, 572]","[292, 361, 526, 530, 573]",SFJ2.tsv,S0276,S0275
care,1,518,"[15, 17, 517, 572]",[518],SFJ2.tsv,S0276,S0275
just like i don't,4,526,[15],[526],SFJ2.tsv,S0276,S0275
work,1,528,[15],[528],SFJ2.tsv,S0276,S0275
photos,1,528,[15],"[528, 545, 563]",SFJ2.tsv,S0276,S0275
okay,1,17,"[17, 43, 59, 96, 100, 116, 131, 145, 198, 224, 260, 264, 279, 310, 366, 453, 533, 535, 554, 556]","[16, 250, 261]",SFJ2.tsv,S0276,S0275
want to,2,34,"[17, 19, 22, 33, 43, 51, 70, 121, 174, 341, 382, 546]","[34, 81, 201, 257, 567]",SFJ2.tsv,S0276,S0275
it be just,3,294,"[17, 141]",[294],SFJ2.tsv,S0276,S0275
i just,2,494,[17],"[494, 534, 555]",SFJ2.tsv,S0276,S0275
husband,1,19,"[19, 22, 29]","[18, 52]",SFJ2.tsv,S0276,S0275
yeah,1,23,"[19, 26, 45, 55, 63, 65, 72, 74, 80, 88, 90, 92, 94, 98, 104, 110, 112, 127, 141, 151, 159, 161, 163, 172, 180, 214, 230, 241, 245, 287, 289, 295, 307, 314, 316, 318, 329, 331, 337, 341, 345, 351, 355, 366, 386, 392, 398, 400, 434, 461, 463, 473, 475, 487, 501, 542, 554, 570]","[23, 77, 97, 115, 120, 124, 132, 135, 146, 154, 199, 201, 227, 231, 238, 248, 257, 270, 286, 294, 342, 363, 371, 387, 395, 419, 431, 435, 437, 456, 458, 474, 498, 502, 506, 508, 524, 526, 541, 551, 563, 571, 573]",SFJ2.tsv,S0276,S0275
i want to,3,34,"[19, 121, 174, 382]","[34, 81, 257]",SFJ2.tsv,S0276,S0275
well,1,50,"[19, 78, 114, 123, 220, 251, 287, 293, 316, 420]","[50, 328, 437, 448, 456, 532, 561]",SFJ2.tsv,S0276,S0275
to have,2,185,"[19, 43, 232]","[185, 363, 555, 561]",SFJ2.tsv,S0276,S0275
with him,2,292,[19],[292],SFJ2.tsv,S0276,S0275
have an affair,3,330,"[19, 43]",[330],SFJ2.tsv,S0276,S0275
no no,2,456,[19],[456],SFJ2.tsv,S0276,S0275
i want,2,470,"[19, 121, 174, 382, 489]",[470],SFJ2.tsv,S0276,S0275
he have,2,99,"[20, 96]",[99],SFJ2.tsv,S0276,S0275
cos he,2,294,[20],[294],SFJ2.tsv,S0276,S0275
have a,2,456,"[20, 210, 566]",[456],SFJ2.tsv,S0276,S0275
want to see,3,34,"[22, 43, 51, 546]",[34],SFJ2.tsv,S0276,S0275
like you,2,68,"[22, 26, 141, 264]","[68, 363]",SFJ2.tsv,S0276,S0275
see,1,73,"[22, 33, 43, 51, 102, 104, 155, 178, 245, 519, 542, 546]","[73, 81, 95, 168, 179, 278, 464, 522, 532, 536, 544, 555, 567]",SFJ2.tsv,S0276,S0275
you want to,3,201,[22],[201],SFJ2.tsv,S0276,S0275
you want,2,486,[22],[486],SFJ2.tsv,S0276,S0275
you want to see,4,567,"[22, 33, 43, 51, 546]",[567],SFJ2.tsv,S0276,S0275
he's in the army,4,25,[24],[25],SFJ2.tsv,S0276,S0275
really sad,2,144,[24],[144],SFJ2.tsv,S0276,S0275
right,1,235,"[24, 96, 287, 343, 394, 443]",[235],SFJ2.tsv,S0276,S0275
you like,2,26,"[26, 43, 86]",[2],SFJ2.tsv,S0276,S0275
the army,2,26,[26],[25],SFJ2.tsv,S0276,S0275
go to,2,36,"[26, 43, 159, 198, 232, 236]","[36, 185, 189, 197, 253, 270, 336, 441, 476, 496, 522]",SFJ2.tsv,S0276,S0275
have to,2,185,"[26, 232, 256]","[185, 233, 257, 363, 429, 244]",SFJ2.tsv,S0276,S0275
have to go,3,244,"[26, 232]",[244],SFJ2.tsv,S0276,S0275
to the,2,253,"[26, 143, 509]",[253],SFJ2.tsv,S0276,S0275
years,1,288,"[26, 357, 370]","[288, 356, 358, 371]",SFJ2.tsv,S0276,S0275
yeah like,2,563,"[26, 65, 104, 159, 307, 434]",[563],SFJ2.tsv,S0276,S0275
look at,2,28,"[28, 31, 49, 57, 167, 299, 489]","[7, 468, 522, 563]",SFJ2.tsv,S0276,S0275
look,1,32,"[28, 31, 43, 47, 49, 55, 57, 59, 67, 153, 167, 172, 178, 299, 471, 473, 489, 552]","[32, 44, 66, 276, 278, 544, 549, 551, 468, 522, 563]",SFJ2.tsv,S0276,S0275
baby,1,66,"[28, 51, 287, 289]","[66, 81, 259, 291]",SFJ2.tsv,S0276,S0275
cute,1,31,"[31, 57]","[30, 42, 103]",SFJ2.tsv,S0276,S0275
just so,2,75,"[31, 43, 55]",[75],SFJ2.tsv,S0276,S0275
so cute,2,124,"[31, 57]",[124],SFJ2.tsv,S0276,S0275
that's,1,33,"[33, 59, 61, 92, 98, 119, 172, 182, 186, 192, 249, 283, 289, 329, 341, 384, 398, 412, 487, 564]","[18, 68, 103, 111, 113, 124, 138, 144, 246, 248, 250, 257, 282, 313, 365, 367, 423, 454, 456, 464, 486, 498, 500, 532, 541, 549]",SFJ2.tsv,S0276,S0275
a marshmallow,2,33,[33],[32],SFJ2.tsv,S0276,S0275
want to see him dress,5,34,[33],[34],SFJ2.tsv,S0276,S0275
as a panda,3,34,[33],[34],SFJ2.tsv,S0276,S0275
be a,2,36,"[33, 35, 37, 116, 316, 368, 420]","[36, 448, 478, 259]",SFJ2.tsv,S0276,S0275
dress,1,173,"[33, 37, 47, 49, 167]",[173],SFJ2.tsv,S0276,S0275
do you want to,4,201,"[33, 43, 51, 546]",[201],SFJ2.tsv,S0276,S0275
he be a,3,259,[33],[259],SFJ2.tsv,S0276,S0275
why do,2,429,[33],"[429, 575]",SFJ2.tsv,S0276,S0275
do you want,3,486,"[33, 43, 51, 269, 546]",[486],SFJ2.tsv,S0276,S0275
why do you,3,563,[33],[563],SFJ2.tsv,S0276,S0275
she be a,3,36,"[35, 37]",[36],SFJ2.tsv,S0276,S0275
she be,2,393,"[35, 37, 143, 159, 277]",[393],SFJ2.tsv,S0276,S0275
like to,2,561,[35],[561],SFJ2.tsv,S0276,S0275
dress up as a panda,5,37,[37],[34],SFJ2.tsv,S0276,S0275
try to,2,268,"[37, 119]","[268, 296]",SFJ2.tsv,S0276,S0275
try,1,526,"[37, 119, 241, 382]","[526, 561]",SFJ2.tsv,S0276,S0275
adorabable,1,56,"[39, 55]",[56],SFJ2.tsv,S0276,S0275
he look,2,43,"[43, 47]","[32, 44]",SFJ2.tsv,S0276,S0275
when he,2,48,"[43, 47, 123]","[48, 91]",SFJ2.tsv,S0276,S0275
go to have,3,185,[43],[185],SFJ2.tsv,S0276,S0275
and do,2,185,[43],[185],SFJ2.tsv,S0276,S0275
i'm go to,3,253,"[43, 232]","[253, 476]",SFJ2.tsv,S0276,S0275
if you,2,567,[43],[567],SFJ2.tsv,S0276,S0275
things,1,514,"[45, 72, 129, 414]",[514],SFJ2.tsv,S0276,S0275
but then,2,555,"[45, 382]","[555, 567]",SFJ2.tsv,S0276,S0275
look at that,3,49,[49],"[7, 522]",SFJ2.tsv,S0276,S0275
look look,2,544,[49],[544],SFJ2.tsv,S0276,S0275
sometimes,1,561,[49],"[561, 573]",SFJ2.tsv,S0276,S0275
and then,2,257,"[51, 116, 143, 157, 236, 558]","[257, 311, 340]",SFJ2.tsv,S0276,S0275
no and,2,456,[51],[456],SFJ2.tsv,S0276,S0275
know,1,53,"[53, 72, 139, 141, 147, 149, 172, 192, 230, 232, 247, 249, 281, 301, 384, 394, 396, 440, 443, 445, 465, 527, 529, 531, 576]","[42, 52, 91, 205, 217, 233, 255, 282, 338, 340, 363, 391, 470, 498, 530, 532, 561, 565, 221, 223, 365, 431, 439, 450, 492, 496, 197]",SFJ2.tsv,S0276,S0275
they're,1,185,"[53, 55, 57, 65, 192, 249, 353, 398, 461]","[185, 504]",SFJ2.tsv,S0276,S0275
i know,2,197,"[53, 139, 192, 230, 232, 301, 394, 443, 445, 527, 529, 531, 576]","[197, 221, 223, 365, 431, 439, 450, 492, 496]",SFJ2.tsv,S0276,S0275
i have,2,257,"[53, 210, 275]","[257, 363, 547, 549, 555]",SFJ2.tsv,S0276,S0275
have them,2,276,[53],[276],SFJ2.tsv,S0276,S0275
be my,2,419,"[53, 59]",[419],SFJ2.tsv,S0276,S0275
on my,2,528,"[53, 141, 241]","[528, 545]",SFJ2.tsv,S0276,S0275
a band,2,55,[55],[54],SFJ2.tsv,S0276,S0275
four,1,363,"[55, 65, 345, 368, 507]","[363, 365]",SFJ2.tsv,S0276,S0275
favourite,1,59,"[59, 67]",[58],SFJ2.tsv,S0276,S0275
look that's,2,549,[59],[549],SFJ2.tsv,S0276,S0275
he's the youngest,3,62,[61],[62],SFJ2.tsv,S0276,S0275
he's the,2,62,[61],[62],SFJ2.tsv,S0276,S0275
handsome,1,62,[61],[62],SFJ2.tsv,S0276,S0275
that's like,2,68,[61],[68],SFJ2.tsv,S0276,S0275
no that's,2,103,"[61, 172]","[103, 144]",SFJ2.tsv,S0276,S0275
though,1,138,"[61, 67]","[138, 311, 423, 494]",SFJ2.tsv,S0276,S0275
even,1,259,"[61, 67, 131, 172, 281, 436]","[259, 261, 575]",SFJ2.tsv,S0276,S0275
twenty,1,64,"[63, 65]","[64, 348, 352, 557, 346]",SFJ2.tsv,S0276,S0275
something,1,69,"[63, 110]",[69],SFJ2.tsv,S0276,S0275
like twenty,2,346,"[63, 65]",[346],SFJ2.tsv,S0276,S0275
i think,2,65,"[65, 241, 295, 329, 384, 471]","[36, 294, 361, 369, 448, 450, 537, 567]",SFJ2.tsv,S0276,S0275
twenty two,2,65,[65],[64],SFJ2.tsv,S0276,S0275
age,1,81,[65],"[81, 250, 561]",SFJ2.tsv,S0276,S0275
think,1,197,"[65, 102, 104, 241, 295, 329, 384, 447, 449, 471]","[197, 371, 419, 294, 361, 369, 448, 450, 537, 567]",SFJ2.tsv,S0276,S0275
groceries,1,69,[67],[69],SFJ2.tsv,S0276,S0275
sit,1,91,"[67, 70, 74]",[91],SFJ2.tsv,S0276,S0275
eat,1,91,"[67, 70, 76, 196]","[91, 197, 422, 494]",SFJ2.tsv,S0276,S0275
out and,2,185,[67],[185],SFJ2.tsv,S0276,S0275
hungry,1,195,"[67, 501]",[195],SFJ2.tsv,S0276,S0275
not the,2,205,[67],"[205, 240, 246]",SFJ2.tsv,S0276,S0275
tv,1,213,[67],[213],SFJ2.tsv,S0276,S0275
go out,2,253,"[67, 234]",[253],SFJ2.tsv,S0276,S0275
cos he be,3,294,[67],[294],SFJ2.tsv,S0276,S0275
he go,2,311,[67],[311],SFJ2.tsv,S0276,S0275
like in,2,379,[67],[379],SFJ2.tsv,S0276,S0275
food,1,422,"[67, 489, 552]","[422, 512, 555]",SFJ2.tsv,S0276,S0275
all the,2,456,"[67, 459, 503, 505]",[456],SFJ2.tsv,S0276,S0275
of their,2,528,[67],[528],SFJ2.tsv,S0276,S0275
to be,2,567,"[67, 174, 428, 436, 438]",[567],SFJ2.tsv,S0276,S0275
buy,1,569,[67],[569],SFJ2.tsv,S0276,S0275
to eat,2,197,[70],[197],SFJ2.tsv,S0276,S0275
you know,2,72,"[72, 141, 147, 149, 396, 440]","[42, 52, 91, 217, 233, 255, 363, 391, 470, 498, 561]",SFJ2.tsv,S0276,S0275
yeah but,2,115,"[74, 230, 341, 386, 554]","[115, 387]",SFJ2.tsv,S0276,S0275
one that you,3,199,[74],[199],SFJ2.tsv,S0276,S0275
yeah yeah,2,238,"[74, 141]","[238, 571]",SFJ2.tsv,S0276,S0275
that you,2,522,"[74, 86, 264]",[522],SFJ2.tsv,S0276,S0275
ice,1,109,"[76, 108, 116, 145, 155, 157, 163, 176, 178, 186]","[109, 175, 179, 191]",SFJ2.tsv,S0276,S0275
much,1,342,"[76, 428, 447]","[342, 365]",SFJ2.tsv,S0276,S0275
good,1,140,"[78, 131, 222, 307, 390, 511, 513]","[140, 215, 282, 311, 543, 313, 541]",SFJ2.tsv,S0276,S0275
a good,2,313,[78],"[313, 541]",SFJ2.tsv,S0276,S0275
as well,2,456,[78],"[456, 532]",SFJ2.tsv,S0276,S0275
put,1,528,"[80, 121]",[528],SFJ2.tsv,S0276,S0275
v neck,2,83,"[82, 84, 88, 92, 538]","[83, 85, 87, 89, 99]",SFJ2.tsv,S0276,S0275
guy,1,126,"[82, 86, 143, 386]","[126, 334, 563]",SFJ2.tsv,S0276,S0275
the one,2,199,"[82, 424]","[199, 456]",SFJ2.tsv,S0276,S0275
what the,2,383,"[82, 169, 172, 207, 491]","[383, 429, 480]",SFJ2.tsv,S0276,S0275
low v neck,3,85,[84],[85],SFJ2.tsv,S0276,S0275
wear,1,85,"[84, 92, 96]",[85],SFJ2.tsv,S0276,S0275
like the,2,86,"[86, 131, 134, 143, 424, 428, 430, 434, 440]","[73, 391, 492]",SFJ2.tsv,S0276,S0275
this be,2,105,"[86, 303, 568]",[105],SFJ2.tsv,S0276,S0275
wear a,2,88,[88],[85],SFJ2.tsv,S0276,S0275
yeah he,2,286,[88],[286],SFJ2.tsv,S0276,S0275
low,1,92,"[92, 100]",[85],SFJ2.tsv,S0276,S0275
yeah that's,2,248,"[92, 98, 289, 487]","[248, 498]",SFJ2.tsv,S0276,S0275
it's not,2,284,[92],[284],SFJ2.tsv,S0276,S0275
oh okay,2,96,"[96, 279, 453, 556]","[16, 250]",SFJ2.tsv,S0276,S0275
neck,1,100,"[100, 538]","[83, 85, 87, 89, 99]",SFJ2.tsv,S0276,S0275
mean,1,158,[100],"[158, 233, 261, 308, 480]",SFJ2.tsv,S0276,S0275
i mean,2,164,[100],"[164, 255, 313, 315, 328, 454, 526, 561]",SFJ2.tsv,S0276,S0275
not really,2,313,"[100, 114, 190]",[313],SFJ2.tsv,S0276,S0275
remember,1,102,"[102, 104, 123, 475]",[91],SFJ2.tsv,S0276,S0275
i can,2,494,[102],[494],SFJ2.tsv,S0276,S0275
see him,2,104,[104],[34],SFJ2.tsv,S0276,S0275
cold,1,105,[104],[105],SFJ2.tsv,S0276,S0275
it's cold,2,206,[104],[206],SFJ2.tsv,S0276,S0275
like yeah,2,551,"[104, 487]",[551],SFJ2.tsv,S0276,S0275
oh i,2,108,"[108, 489]","[36, 313, 328, 496, 547]",SFJ2.tsv,S0276,S0275
weekend,1,108,[108],"[107, 257]",SFJ2.tsv,S0276,S0275
go ice skate,3,109,[108],[109],SFJ2.tsv,S0276,S0275
what do,2,158,[108],"[158, 233, 261, 308, 311, 480, 514]",SFJ2.tsv,S0276,S0275
what do i,3,265,[108],[265],SFJ2.tsv,S0276,S0275
i do,2,270,"[108, 535, 538, 546]","[270, 298, 423, 458, 470, 530, 537]",SFJ2.tsv,S0276,S0275
do i,2,458,"[108, 523]","[458, 470]",SFJ2.tsv,S0276,S0275
could,1,110,"[110, 116, 184, 204, 376, 507]",[64],SFJ2.tsv,S0276,S0275
tell,1,110,"[110, 475]","[109, 263, 282, 290, 522]",SFJ2.tsv,S0276,S0275
yeah i,2,270,"[110, 214, 295, 475]","[270, 294, 363, 371, 419, 431, 458, 526, 551, 573]",SFJ2.tsv,S0276,S0275
oh oh,2,328,[110],"[328, 340]",SFJ2.tsv,S0276,S0275
tell her,2,522,[110],[522],SFJ2.tsv,S0276,S0275
pretty,1,173,"[114, 167]","[173, 300]",SFJ2.tsv,S0276,S0275
i like,2,116,"[116, 570]","[44, 62, 391, 419, 468]",SFJ2.tsv,S0276,S0275
ice skate,2,116,"[116, 157]",[109],SFJ2.tsv,S0276,S0275
do it,2,183,"[116, 170, 184, 533, 535, 538, 540]","[183, 537, 575]",SFJ2.tsv,S0276,S0275
i haven't be,3,250,[116],[250],SFJ2.tsv,S0276,S0275
i be a,3,448,[116],[448],SFJ2.tsv,S0276,S0275
then i,2,555,[116],"[555, 567]",SFJ2.tsv,S0276,S0275
i only,2,117,[117],[95],SFJ2.tsv,S0276,S0275
i be try to,4,296,[119],[296],SFJ2.tsv,S0276,S0275
keep,1,296,[121],[296],SFJ2.tsv,S0276,S0275
obviously,1,504,"[121, 123, 418]",[504],SFJ2.tsv,S0276,S0275
come and,2,123,[123],"[91, 257]",SFJ2.tsv,S0276,S0275
no i,2,168,"[123, 501, 546]","[168, 173, 361, 427, 456, 545]",SFJ2.tsv,S0276,S0275
friends,1,369,"[123, 241, 368, 370]",[369],SFJ2.tsv,S0276,S0275
like her,2,395,[123],"[395, 500]",SFJ2.tsv,S0276,S0275
like go,2,573,"[125, 131, 501]",[573],SFJ2.tsv,S0276,S0275
we be,2,203,"[127, 145, 501]",[203],SFJ2.tsv,S0276,S0275
and my,2,221,"[127, 137, 145, 501]",[221],SFJ2.tsv,S0276,S0275
yeah we,2,257,"[127, 461]",[257],SFJ2.tsv,S0276,S0275
friend,1,336,"[127, 137]",[336],SFJ2.tsv,S0276,S0275
six,1,348,"[127, 347, 349, 357]","[348, 350, 367]",SFJ2.tsv,S0276,S0275
end,1,361,[129],[361],SFJ2.tsv,S0276,S0275
and in,2,363,[129],[363],SFJ2.tsv,S0276,S0275
in the end,3,520,[129],[520],SFJ2.tsv,S0276,S0275
be so,2,131,"[131, 141, 390, 402, 509, 511]","[7, 105, 259, 292, 442, 444, 488, 215]",SFJ2.tsv,S0276,S0275
run,1,131,[131],[9],SFJ2.tsv,S0276,S0275
who be,2,131,"[131, 192]","[16, 565]",SFJ2.tsv,S0276,S0275
make,1,131,"[131, 143]","[69, 514]",SFJ2.tsv,S0276,S0275
people,1,164,"[131, 511]","[164, 468, 567, 571, 528]",SFJ2.tsv,S0276,S0275
be so good,3,215,[131],[215],SFJ2.tsv,S0276,S0275
so good,2,311,[131],[311],SFJ2.tsv,S0276,S0275
the people,2,528,[131],[528],SFJ2.tsv,S0276,S0275
it who be,3,565,[131],[565],SFJ2.tsv,S0276,S0275
use,1,311,[134],"[311, 315, 363, 379, 460, 526, 555, 567]",SFJ2.tsv,S0276,S0275
how to,2,313,"[134, 136, 170, 305, 312]","[313, 530]",SFJ2.tsv,S0276,S0275
know it be,3,223,[141],[223],SFJ2.tsv,S0276,S0275
