Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
well,1,11,"[11, 70, 72, 147, 159, 215, 254, 430, 449, 468, 530, 570, 597, 601, 623, 676, 720, 739, 763, 781, 916, 946]","[4, 8, 48, 69, 73, 81, 101, 105, 122, 128, 140, 167, 170, 190, 224, 272, 301, 392, 404, 450, 454, 467, 476, 479, 481, 487, 515, 554, 567, 569, 589, 614, 616, 632, 679, 695, 697, 703, 708, 718, 725, 768, 786, 798, 813, 815, 823, 825, 845, 859, 861, 874, 907, 930, 937, 947, 951, 291, 409, 410, 440, 610, 658]",S9GP.tsv,S0326,S0327
actually,1,11,"[11, 151, 338, 417, 430, 566, 582, 617, 700, 732, 812, 916]","[8, 132, 142, 202, 242, 274, 275, 370, 398, 458, 481, 495, 550, 573, 618, 663, 689, 766, 823, 845, 880]",S9GP.tsv,S0326,S0327
tea,1,11,[11],"[8, 15, 32, 444, 643]",S9GP.tsv,S0326,S0327
a tea,2,12,[11],[12],S9GP.tsv,S0326,S0327
and and,2,29,"[11, 121, 613]","[29, 378, 581, 815]",S9GP.tsv,S0326,S0327
please,1,79,[11],"[79, 414]",S9GP.tsv,S0326,S0327
as well,2,291,"[11, 70, 72, 147]","[291, 409, 410, 440, 610, 658]",S9GP.tsv,S0326,S0327
that's,1,13,"[13, 123, 270, 319, 340, 348, 350, 369, 411, 413, 666, 711, 720, 730, 737, 741, 743, 875, 896, 916, 918, 927, 948]","[8, 75, 93, 108, 132, 224, 238, 249, 311, 315, 326, 341, 345, 349, 353, 368, 382, 384, 398, 404, 406, 456, 458, 487, 507, 523, 616, 632, 641, 658, 689, 705, 716, 837, 839, 880, 887, 889, 897, 911, 932, 937, 940, 945]",S9GP.tsv,S0326,S0327
easter break,2,16,[16],[15],S9GP.tsv,S0326,S0327
break,1,16,[16],"[15, 17]",S9GP.tsv,S0326,S0327
spring break,2,17,[16],[17],S9GP.tsv,S0326,S0327
sort of,2,180,"[16, 41, 70, 94, 98, 100, 106, 111, 113, 117, 119, 121, 123, 125, 137, 139, 153, 155, 157, 173, 177, 179, 181, 189, 191, 203, 215, 223, 227, 237, 239, 243, 256, 270, 304, 310, 323, 329, 344, 385, 387, 399, 401, 421, 424, 430, 464, 472, 496, 498, 500, 512, 516, 518, 524, 528, 530, 531, 547, 551, 557, 559, 566, 580, 588, 607, 629, 638, 640, 646, 654, 657, 692, 696, 702, 720, 726, 728, 730, 732, 736, 737, 739, 743, 745, 747, 751, 753, 755, 757, 763, 765, 773, 777, 779, 781, 793, 795, 797, 801, 806, 812, 816, 818, 820, 858, 871, 877, 890, 892, 894, 896, 905, 916, 918, 920, 927, 929, 938, 943]","[180, 265, 378, 658, 798]",S9GP.tsv,S0326,S0327
sort,1,265,"[16, 41, 70, 94, 98, 100, 106, 111, 113, 117, 119, 121, 123, 125, 137, 139, 153, 155, 157, 173, 177, 179, 181, 189, 191, 203, 215, 223, 227, 237, 239, 243, 256, 270, 304, 310, 323, 329, 344, 385, 387, 399, 401, 421, 424, 430, 464, 472, 496, 498, 500, 512, 516, 518, 524, 528, 530, 531, 547, 551, 557, 559, 566, 580, 588, 607, 629, 638, 640, 646, 654, 657, 692, 696, 702, 720, 726, 728, 730, 732, 736, 737, 739, 743, 745, 747, 751, 753, 755, 757, 763, 765, 773, 777, 779, 781, 793, 795, 797, 801, 806, 812, 816, 818, 820, 858, 871, 877, 890, 892, 894, 896, 905, 916, 918, 920, 927, 929, 938, 943]","[265, 307, 378, 658, 798]",S9GP.tsv,S0326,S0327
halfway through,2,20,[20],[19],S9GP.tsv,S0326,S0327
thing,1,108,"[20, 98, 319, 385, 597, 692, 711, 743, 763, 812]","[108, 274, 295, 616, 649, 825, 836, 933, 942, 945]",S9GP.tsv,S0326,S0327
the whole,2,262,"[20, 207, 213, 736, 920]","[262, 823, 265]",S9GP.tsv,S0326,S0327
through the whole,3,265,[20],[265],S9GP.tsv,S0326,S0327
whole,1,291,"[20, 207, 213, 736, 806, 920]","[291, 823]",S9GP.tsv,S0326,S0327
through the,2,835,[20],"[835, 836]",S9GP.tsv,S0326,S0327
put,1,23,"[23, 66, 191]","[8, 14, 22, 24, 26, 101, 108, 265, 301, 307, 320, 483, 643]",S9GP.tsv,S0326,S0327
chair,1,23,[23],"[14, 24]",S9GP.tsv,S0326,S0327
outside,1,23,[23],"[14, 218]",S9GP.tsv,S0326,S0327
which be,2,28,"[23, 60, 137, 296, 319, 323, 340, 496, 512, 524, 531, 668, 755]","[28, 265, 384, 414, 556, 591, 663, 880, 899]",S9GP.tsv,S0326,S0327
be the,2,57,"[23, 68, 317, 319, 321, 323, 713, 777, 795]","[57, 67, 134, 322, 359, 372, 378, 560, 583, 744]",S9GP.tsv,S0326,S0327
you wanna,2,85,"[23, 350]","[85, 854]",S9GP.tsv,S0326,S0327
wanna,1,458,"[23, 350, 943]","[458, 854]",S9GP.tsv,S0326,S0327
the chair,2,947,[23],[947],S9GP.tsv,S0326,S0327
one,1,27,"[27, 51, 64, 227, 294, 300, 317, 323, 340, 344, 350, 363, 385, 387, 399, 401, 405, 512, 599, 672, 688, 720, 734, 747, 749, 755, 812, 875, 918, 943]","[14, 24, 28, 29, 132, 218, 228, 262, 267, 291, 305, 330, 341, 345, 359, 366, 376, 396, 398, 404, 408, 415, 591, 593, 594, 754, 768, 813, 823, 826, 839, 880, 889, 899, 904, 945]",S9GP.tsv,S0326,S0327
fold,1,27,[27],[24],S9GP.tsv,S0326,S0327
fold up the,3,28,[27],[28],S9GP.tsv,S0326,S0327
up the,2,265,[27],[265],S9GP.tsv,S0326,S0327
wait,1,491,"[27, 282, 338]",[491],S9GP.tsv,S0326,S0327
do it,2,69,"[30, 72, 111, 329, 572, 648, 858]","[69, 200, 320, 330, 368, 440, 487, 585, 834, 928, 934]",S9GP.tsv,S0326,S0327
in a,2,69,"[30, 49, 58, 496, 551, 676, 682]","[69, 108, 142, 150, 454, 716]",S9GP.tsv,S0326,S0327
it in,2,196,"[30, 557, 566, 572, 943]","[196, 422]",S9GP.tsv,S0326,S0327
warm,1,32,"[31, 33, 35]",[32],S9GP.tsv,S0326,S0327
be quite,2,40,"[31, 846]","[40, 483, 857, 942]",S9GP.tsv,S0326,S0327
be it,2,50,"[31, 869]","[50, 172, 370, 509, 521, 534, 776]",S9GP.tsv,S0326,S0327
it be,2,67,"[31, 33, 35, 68, 171, 205, 215, 383, 385, 430, 530, 533, 700, 755, 757, 775, 777, 846, 869, 916, 943]","[67, 130, 214, 219, 265, 277, 343, 372, 554, 585, 689, 742, 768, 776, 784, 813, 826, 841, 866, 887, 897, 913, 933, 909, 937]",S9GP.tsv,S0326,S0327
quite,1,200,"[31, 227, 241, 245, 256, 393, 395, 464, 500, 512, 557, 659, 672, 801, 846, 862, 918]","[200, 267, 398, 456, 458, 465, 481, 556, 585, 620, 689, 701, 716, 740, 766, 819, 823, 830, 837, 843, 845, 866, 951, 953, 483, 857, 942]",S9GP.tsv,S0326,S0327
it be it be,4,909,"[31, 869]","[909, 937]",S9GP.tsv,S0326,S0327
i'm,1,33,"[33, 35, 66, 175, 441, 580, 582, 597, 642, 659, 680, 692]","[12, 29, 81, 116, 132, 262, 265, 392, 398, 408, 409, 414, 487, 585, 612, 631, 658, 891, 912, 914, 923, 928, 932, 940, 947, 618]",S9GP.tsv,S0326,S0327
really,1,33,"[33, 35, 58, 66, 94, 106, 111, 117, 135, 145, 181, 203, 239, 250, 310, 411, 424, 449, 453, 459, 468, 496, 506, 508, 522, 524, 530, 535, 539, 543, 551, 566, 570, 623, 636, 676, 686, 715, 719, 728, 730, 739, 755, 757, 763, 771, 775, 806, 851, 858, 875, 877, 918, 927, 943, 944]","[26, 81, 93, 101, 108, 132, 142, 158, 216, 262, 374, 434, 450, 452, 473, 485, 532, 536, 558, 560, 594, 616, 653, 691, 716, 786, 790, 805, 899, 940, 618]",S9GP.tsv,S0326,S0327
look,1,85,"[33, 35, 119, 121, 779, 793, 840, 862, 894, 936]","[85, 122, 132, 142, 259, 274, 309, 408, 410, 556, 573, 839, 861, 902, 921, 933, 951]",S9GP.tsv,S0326,S0327
i'm really,2,618,"[33, 35]",[618],S9GP.tsv,S0326,S0327
to it,2,937,"[33, 35]",[937],S9GP.tsv,S0326,S0327
that be,2,134,"[39, 389, 753, 801, 894]","[134, 142, 214, 262, 265, 463, 554, 569, 573, 594, 831, 834, 836, 839, 887, 911]",S9GP.tsv,S0326,S0327
the same,2,234,"[39, 98, 119, 227, 233, 321, 342]","[234, 236, 295, 322, 589, 703, 834, 885]",S9GP.tsv,S0326,S0327
but it's,2,265,"[39, 119, 125, 237, 551, 777, 779, 818, 938]","[265, 384, 792, 937]",S9GP.tsv,S0326,S0327
it's er,2,265,"[39, 203, 225, 421, 623, 654, 773, 892]","[265, 847, 937]",S9GP.tsv,S0326,S0327
be alright,2,295,[39],"[295, 632]",S9GP.tsv,S0326,S0327
but it's er,3,937,[39],[937],S9GP.tsv,S0326,S0327
stay,1,44,"[41, 45, 47]","[44, 262]",S9GP.tsv,S0326,S0327
work,1,89,"[41, 74, 121, 161, 356, 728, 801, 806]","[89, 248, 398, 438, 800, 845, 914, 953]",S9GP.tsv,S0326,S0327
together,1,101,"[41, 237]","[101, 882]",S9GP.tsv,S0326,S0327
be there,2,103,"[41, 175]","[103, 190, 214, 536, 544, 573]",S9GP.tsv,S0326,S0327
new,1,122,"[41, 121, 300, 530, 557]","[122, 165, 291, 305, 307, 392, 416, 429]",S9GP.tsv,S0326,S0327
a bite,2,146,"[41, 60, 125, 181, 215, 298, 426, 578, 812, 816, 943]","[146, 438, 442, 596]",S9GP.tsv,S0326,S0327
's,1,150,"[41, 45, 191, 484, 531, 692]","[150, 275, 933, 937]",S9GP.tsv,S0326,S0327
and he,2,222,"[41, 812]","[222, 262, 265, 450, 829, 830, 831, 832, 836, 845, 861, 921, 933]",S9GP.tsv,S0326,S0327
me and,2,224,"[41, 530, 640]","[224, 274]",S9GP.tsv,S0326,S0327
friend of,2,228,[41],[228],S9GP.tsv,S0326,S0327
and he stay,3,262,[41],[262],S9GP.tsv,S0326,S0327
erm sort of,3,265,"[41, 237, 557, 736, 755, 812, 927]",[265],S9GP.tsv,S0326,S0327
bite,1,265,"[41, 60, 125, 181, 215, 239, 298, 426, 498, 551, 578, 812, 816, 943]","[265, 438, 442, 596]",S9GP.tsv,S0326,S0327
friend,1,370,"[41, 45, 203, 227, 512, 531]","[370, 825]",S9GP.tsv,S0326,S0327
hang,1,503,"[41, 504]",[503],S9GP.tsv,S0326,S0327
be there for,3,573,[41],[573],S9GP.tsv,S0326,S0327
on a,2,832,"[41, 223, 943]",[832],S9GP.tsv,S0326,S0327
and we,2,899,[41],[899],S9GP.tsv,S0326,S0327
paris,1,43,"[43, 531]","[36, 40]",S9GP.tsv,S0326,S0327
for a,2,65,"[43, 173, 633]","[65, 167, 222, 651, 658, 800, 921]",S9GP.tsv,S0326,S0327
days,1,108,"[43, 676, 696]",[108],S9GP.tsv,S0326,S0327
a few,2,140,"[43, 256, 504, 682]","[140, 845, 909, 921]",S9GP.tsv,S0326,S0327
for a few,3,921,[43],[921],S9GP.tsv,S0326,S0327
in the,2,108,"[45, 90, 92, 113, 229, 270, 271, 496, 522, 539, 557, 763, 918, 943]","[108, 128, 219, 236, 265, 272, 307, 634, 641, 645, 758, 790, 798, 911, 925]",S9GP.tsv,S0326,S0327
erm we,2,218,[45],[218],S9GP.tsv,S0326,S0327
stay in,2,262,[45],[262],S9GP.tsv,S0326,S0327
in in,2,448,"[45, 468, 584, 607]","[448, 620, 706, 897, 907]",S9GP.tsv,S0326,S0327
in a very,3,69,[49],[69],S9GP.tsv,S0326,S0327
a very,2,81,[49],"[81, 120, 262, 370, 477, 921]",S9GP.tsv,S0326,S0327
little,1,136,"[49, 137, 239, 943]","[136, 167, 448, 839, 909, 953]",S9GP.tsv,S0326,S0327
tiny little,2,839,[49],[839],S9GP.tsv,S0326,S0327
tiny,1,839,[49],[839],S9GP.tsv,S0326,S0327
like,1,128,"[51, 72, 74, 100, 106, 111, 113, 119, 121, 123, 139, 155, 185, 203, 215, 227, 237, 256, 270, 304, 327, 331, 387, 391, 393, 395, 399, 401, 405, 411, 424, 430, 474, 496, 498, 500, 512, 524, 531, 539, 551, 580, 584, 607, 613, 623, 672, 676, 720, 724, 736, 741, 743, 771, 773, 777, 783, 801, 803, 806, 820, 871, 875, 877, 894, 905, 918, 927, 943, 944]","[128, 132, 262, 291, 316, 376, 396, 408, 414, 493, 594, 606, 612, 632, 658, 689, 703, 802, 825, 833, 837, 839, 874, 878, 887, 897, 921, 932, 933, 935, 945, 951]",S9GP.tsv,S0326,S0327
room,1,909,"[51, 871]","[909, 911]",S9GP.tsv,S0326,S0327
this be,2,55,"[55, 338]","[15, 24, 29, 295, 345, 370, 374, 380, 429, 770]",S9GP.tsv,S0326,S0327
erm you,2,132,[55],[132],S9GP.tsv,S0326,S0327
be what,2,248,"[55, 484, 623, 777]","[248, 721]",S9GP.tsv,S0326,S0327
you get,2,265,[55],"[265, 872]",S9GP.tsv,S0326,S0327
christmas,1,275,"[55, 530, 853]",[275],S9GP.tsv,S0326,S0327
a couple of,3,58,[58],"[12, 255, 489, 764, 823]",S9GP.tsv,S0326,S0327
to do,2,58,"[58, 111, 147, 161, 323, 329, 818, 858]","[12, 69, 160, 200, 238, 275, 287, 291, 440, 485, 487, 594, 817, 855, 928, 942, 951]",S9GP.tsv,S0326,S0327
exams,1,61,"[58, 155]",[61],S9GP.tsv,S0326,S0327
have to,2,89,"[58, 161, 270, 323, 648, 773, 944]","[89, 110, 216, 434, 440, 475, 476]",S9GP.tsv,S0326,S0327
i suppose,2,103,"[58, 323, 543, 858, 862]","[103, 359, 554, 563, 622, 740, 823, 928]",S9GP.tsv,S0326,S0327
er i,2,132,"[58, 151, 161, 401, 588, 640, 670, 720, 732, 943]","[132, 316, 823, 837]",S9GP.tsv,S0326,S0327
months,1,140,[58],"[140, 485, 845]",S9GP.tsv,S0326,S0327
suppose,1,144,"[58, 323, 543, 858, 862]","[144, 160, 653, 848]",S9GP.tsv,S0326,S0327
nothing,1,214,"[58, 818]","[214, 410, 689, 817]",S9GP.tsv,S0326,S0327
couple,1,744,[58],[744],S9GP.tsv,S0326,S0327
a couple,2,750,[58],[750],S9GP.tsv,S0326,S0327
couple of,2,764,[58],[764],S9GP.tsv,S0326,S0327
be a,2,60,"[60, 215, 354, 389, 512, 524, 812]","[12, 24, 140, 220, 259, 262, 409, 569, 689, 750, 790, 921, 933]",S9GP.tsv,S0326,S0327
of a,2,216,"[60, 119, 177, 298, 524, 564, 773, 812, 943]","[216, 618]",S9GP.tsv,S0326,S0327
a bite of,3,442,"[60, 298, 943]",[442],S9GP.tsv,S0326,S0327
drag,1,836,[60],[836],S9GP.tsv,S0326,S0327
know,1,62,"[62, 98, 106, 111, 166, 175, 177, 191, 239, 241, 243, 250, 310, 319, 365, 424, 459, 464, 468, 484, 498, 512, 516, 547, 570, 572, 578, 597, 607, 636, 654, 657, 678, 700, 719, 720, 779, 894, 900, 916, 929, 943, 944]","[21, 67, 69, 81, 85, 108, 128, 132, 140, 142, 150, 259, 260, 265, 272, 275, 307, 345, 359, 376, 382, 431, 438, 458, 483, 485, 487, 556, 569, 581, 594, 614, 620, 658, 663, 664, 679, 703, 716, 778, 786, 798, 800, 813, 823, 832, 839, 845, 878, 882, 906, 923, 925, 930, 934, 937, 945, 164, 165, 318, 324, 378, 460, 550, 637, 940, 953, 589]",S9GP.tsv,S0326,S0327
have a,2,62,"[62, 512, 530, 638, 668, 728, 877, 936]","[40, 57, 81, 142, 309, 485, 561, 567, 631, 632, 641, 665, 798, 800, 823, 825, 826, 839]",S9GP.tsv,S0326,S0327
they have,2,62,"[62, 726, 728, 737, 916, 920, 944]","[52, 259, 703]",S9GP.tsv,S0326,S0327
erm i,2,89,"[62, 111, 153, 166, 383, 424, 736, 801, 846, 869, 894]","[89, 103, 589, 933, 942, 953]",S9GP.tsv,S0326,S0327
i don't,2,107,"[62, 111, 166, 239, 250, 310, 319, 421, 424, 459, 570, 636, 700, 779, 900]","[107, 307, 318, 398, 786, 832, 833, 839, 845, 128, 438, 550, 823, 878]",S9GP.tsv,S0326,S0327
i don't know,3,128,"[62, 166, 239, 250, 319, 700, 779, 900]","[128, 307, 438, 550, 823, 878]",S9GP.tsv,S0326,S0327
don't know,2,164,"[62, 166, 239, 250, 319, 700, 719, 779, 900]","[164, 318, 378, 460, 637, 953, 165, 307, 438, 550, 823, 878]",S9GP.tsv,S0326,S0327
don't know if,3,165,"[62, 166]",[165],S9GP.tsv,S0326,S0327
name,1,218,"[62, 816]","[218, 301, 320, 359, 733, 823, 828, 835, 899]",S9GP.tsv,S0326,S0327
if they,2,253,"[62, 106, 256, 607]","[253, 845]",S9GP.tsv,S0326,S0327
know if,2,324,"[62, 166]","[324, 589, 940]",S9GP.tsv,S0326,S0327
erm it's,2,64,"[64, 177, 179, 520]","[24, 837]",S9GP.tsv,S0326,S0327
and then,2,64,"[64, 100, 155, 193, 207, 213, 227, 237, 256, 323, 327, 333, 522, 524, 531, 684, 698, 728, 737, 806, 812, 869]","[26, 194, 265, 274, 277, 378, 415, 448, 618, 620, 649, 665, 705, 823, 750]",S9GP.tsv,S0326,S0327
it's the,2,295,"[64, 117, 342, 927]","[295, 384, 885]",S9GP.tsv,S0326,S0327
next,1,337,"[64, 111, 340]","[337, 347, 689, 859, 932]",S9GP.tsv,S0326,S0327
one and,2,398,"[64, 294]",[398],S9GP.tsv,S0326,S0327
end,1,679,"[64, 127, 157, 159, 629, 755, 943]","[679, 705]",S9GP.tsv,S0326,S0327
and then the,3,750,[64],[750],S9GP.tsv,S0326,S0327
part,1,845,"[64, 753]","[845, 899]",S9GP.tsv,S0326,S0327
see,1,66,"[66, 201, 323, 325, 344, 348, 401, 607, 633, 711, 958]","[1, 29, 40, 130, 142, 299, 301, 309, 316, 370, 396, 409, 410, 556, 560, 663, 695, 697, 766, 770, 813, 831, 834, 836, 845, 847, 861, 925, 932, 955, 957, 841, 26]",S9GP.tsv,S0326,S0327
year,1,66,"[66, 111, 153, 227, 229]","[19, 24, 61, 85, 140, 618, 665, 721, 933]",S9GP.tsv,S0326,S0327
go,1,66,"[66, 173, 179, 183, 191, 201, 203, 227, 229, 270, 344, 365, 451, 492, 496, 512, 530, 557, 582, 646, 676, 680, 692, 694, 806, 844, 918, 943, 950]","[21, 40, 130, 167, 184, 218, 275, 287, 291, 311, 318, 324, 334, 370, 408, 410, 423, 485, 487, 489, 493, 495, 521, 529, 573, 581, 649, 651, 658, 691, 725, 800, 815, 823, 830, 831, 859, 887, 897, 899, 909, 911, 923, 932, 933, 934, 376]",S9GP.tsv,S0326,S0327
maybe,1,66,"[66, 323, 344, 358, 541, 611, 753]","[24, 295, 345, 384, 618, 634, 742, 762, 932, 951]",S9GP.tsv,S0326,S0327
i'll see,2,66,[66],"[26, 841]",S9GP.tsv,S0326,S0327
i mean,2,66,"[66, 72, 106, 111, 155, 225, 254, 256, 294, 354, 421, 449, 543, 570, 578, 615, 638, 646, 668, 676, 720, 732, 736, 757, 763, 771, 779, 783, 801, 858, 877, 927]","[29, 36, 69, 108, 122, 128, 132, 142, 253, 265, 274, 295, 299, 316, 432, 452, 479, 487, 489, 493, 561, 567, 585, 589, 616, 649, 664, 716, 721, 766, 786, 788, 790, 798, 813, 823, 830, 878, 880, 882, 889, 891, 897, 899, 937, 103, 146, 249, 438, 594, 658, 740]",S9GP.tsv,S0326,S0327
i i,2,66,"[66, 125, 239, 383, 401, 421, 512, 570, 578, 588, 597, 779, 812, 869, 875, 894, 943]","[36, 249, 265, 382, 392, 406, 450, 458, 857]",S9GP.tsv,S0326,S0327
capable of it,3,67,[66],[67],S9GP.tsv,S0326,S0327
i think,2,89,"[66, 113, 119, 137, 139, 151, 153, 155, 157, 161, 239, 245, 331, 383, 385, 401, 411, 424, 426, 428, 430, 441, 449, 455, 466, 512, 514, 588, 607, 623, 638, 640, 696, 720, 747, 773, 816, 846, 853, 873, 877, 894, 916, 946, 950]","[89, 91, 93, 101, 108, 142, 262, 267, 291, 318, 404, 406, 409, 450, 454, 481, 487, 489, 491, 583, 614, 618, 632, 798, 837, 841, 847, 850, 868, 889, 897, 934, 953, 146]",S9GP.tsv,S0326,S0327
i mean i,3,103,"[66, 111, 421, 449, 543, 570, 578, 615, 668, 732, 779]","[103, 249, 438, 594, 740, 786, 146]",S9GP.tsv,S0326,S0327
think,1,107,"[66, 98, 106, 111, 113, 119, 125, 137, 139, 151, 153, 155, 157, 161, 239, 245, 270, 331, 383, 385, 401, 411, 421, 424, 426, 428, 430, 441, 449, 455, 466, 512, 514, 588, 607, 623, 638, 640, 696, 720, 747, 773, 816, 846, 853, 873, 877, 894, 916, 946, 950]","[107, 128, 216, 242, 307, 341, 398, 418, 560, 567, 589, 591, 593, 594, 602, 768, 774, 798, 800, 841, 845, 863, 923, 932, 940, 942, 951, 108, 142, 146, 262, 267, 291, 311, 315, 318, 404, 406, 409, 450, 454, 481, 487, 489, 491, 583, 614, 618, 632, 837, 847, 850, 868, 889, 897, 934, 953]",S9GP.tsv,S0326,S0327
mean,1,120,"[66, 72, 106, 111, 155, 203, 225, 254, 256, 294, 354, 421, 449, 457, 543, 570, 578, 615, 638, 646, 668, 676, 720, 732, 736, 757, 763, 771, 773, 779, 783, 801, 858, 877, 892, 927]","[120, 272, 307, 410, 585, 589, 591, 122, 128, 132, 142, 146, 249, 253, 265, 274, 295, 299, 316, 432, 438, 452, 479, 487, 489, 493, 561, 567, 594, 616, 649, 658, 664, 716, 721, 740, 766, 786, 788, 790, 798, 813, 823, 830, 878, 880, 882, 889, 891, 897, 899, 937]",S9GP.tsv,S0326,S0327
i mean i think,4,146,"[66, 449]",[146],S9GP.tsv,S0326,S0327
it's really,2,216,"[66, 117, 522]",[216],S9GP.tsv,S0326,S0327
but i,2,265,"[66, 111, 157, 329, 399, 430, 570, 572, 638, 640, 648, 783]","[265, 316, 324, 438, 491, 583, 618, 839, 899, 953, 658]",S9GP.tsv,S0326,S0327
if i,2,287,"[66, 358, 383]","[287, 291, 301, 307, 316, 353, 404, 841, 311, 315]",S9GP.tsv,S0326,S0327
i put,2,307,[66],"[307, 320]",S9GP.tsv,S0326,S0327
think if i,3,311,[66],"[311, 315]",S9GP.tsv,S0326,S0327
go this,2,376,[66],[376],S9GP.tsv,S0326,S0327
but i mean,3,658,"[66, 783]",[658],S9GP.tsv,S0326,S0327
of it,2,845,"[66, 121, 611, 753, 771, 777, 943]","[845, 933]",S9GP.tsv,S0326,S0327
tut,1,899,"[66, 298, 732]",[899],S9GP.tsv,S0326,S0327
be the question,3,68,[68],[67],S9GP.tsv,S0326,S0327
it be the,3,372,"[68, 777]",[372],S9GP.tsv,S0326,S0327
satisfy,1,71,[70],[71],S9GP.tsv,S0326,S0327
er it's,2,667,"[70, 512, 771, 773, 892]",[667],S9GP.tsv,S0326,S0327
it's just,2,689,"[70, 117, 139, 530, 739, 818, 858]",[689],S9GP.tsv,S0326,S0327
if you,2,72,"[72, 119, 227, 270, 325, 329, 344, 401, 597]","[24, 69, 248, 262, 274, 370, 440, 567, 569, 581, 589, 594, 596, 643, 645, 798, 937]",S9GP.tsv,S0326,S0327
you do,2,89,[72],[89],S9GP.tsv,S0326,S0327
something,1,128,"[72, 111, 117, 193, 270, 294, 348, 524, 551, 588, 638, 692, 720, 877, 929]","[128, 194, 262, 277, 349, 353, 370, 651, 658, 716, 723, 798, 825, 839, 951, 485]",S9GP.tsv,S0326,S0327
well do,2,170,[72],[170],S9GP.tsv,S0326,S0327
might,1,255,"[72, 147, 254, 399, 601]","[255, 410, 594, 837, 841, 409]",S9GP.tsv,S0326,S0327
