Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
not a,2,286,"[51, 367, 375, 383, 427, 579]","[286, 799]",SYEF.tsv,S0615,S0525
no idea,2,480,"[53, 804]",[480],SYEF.tsv,S0615,S0525
this one,2,445,[55],"[445, 657]",SYEF.tsv,S0615,S0525
the nursery,2,57,[57],"[23, 239, 351]",SYEF.tsv,S0615,S0525
say,1,74,"[57, 101, 236, 238, 256, 258, 362, 553, 707, 840]","[74, 131, 132, 142, 148, 159, 247, 417, 559, 565, 609, 613, 626, 744, 827, 866, 870, 900]",SYEF.tsv,S0615,S0525
much,1,413,"[57, 808]","[413, 496, 585, 712, 779]",SYEF.tsv,S0615,S0525
so it,2,750,[57],[750],SYEF.tsv,S0615,S0525
how much,2,779,[57],[779],SYEF.tsv,S0615,S0525
so it doesn't,3,799,[57],[799],SYEF.tsv,S0615,S0525
two,1,58,"[58, 362, 402, 832]","[1, 119, 144, 148, 168, 294, 643, 837]",SYEF.tsv,S0615,S0525
morning,1,58,"[58, 362, 749]","[1, 5, 136, 847]",SYEF.tsv,S0615,S0525
afternoon,1,58,[58],[5],SYEF.tsv,S0615,S0525
half,1,68,"[58, 101, 122, 224, 238, 242, 300, 349]","[68, 127, 487, 627, 643, 864, 904]",SYEF.tsv,S0615,S0525
either,1,100,[58],[100],SYEF.tsv,S0615,S0525
per,1,445,[58],[445],SYEF.tsv,S0615,S0525
be one,2,626,[58],[626],SYEF.tsv,S0615,S0525
day,1,793,"[58, 62, 176, 343, 344, 798]",[793],SYEF.tsv,S0615,S0525
session,1,841,"[58, 236, 302, 863]","[841, 849]",SYEF.tsv,S0615,S0525
suit,1,138,"[60, 209, 210, 300]",[138],SYEF.tsv,S0615,S0525
's,1,65,"[62, 427, 879]","[65, 102, 399, 443, 454, 478, 770, 793, 874]",SYEF.tsv,S0615,S0525
dad,1,609,[62],"[609, 613, 900]",SYEF.tsv,S0615,S0525
i think so,3,170,"[64, 455, 751]","[170, 172, 177]",SYEF.tsv,S0615,S0525
if i,2,376,"[66, 77, 302, 318]",[376],SYEF.tsv,S0615,S0525
offer,1,74,"[71, 75]","[74, 76]",SYEF.tsv,S0615,S0525
think about that,3,73,[73],[70],SYEF.tsv,S0615,S0525
about that,2,267,[73],"[267, 480]",SYEF.tsv,S0615,S0525
i didn't,2,372,"[73, 544]","[372, 527, 712, 724]",SYEF.tsv,S0615,S0525
no but,2,294,[75],"[294, 799]",SYEF.tsv,S0615,S0525
i'd,1,559,[75],[559],SYEF.tsv,S0615,S0525
give,1,77,"[77, 223, 260]","[1, 493, 726]",SYEF.tsv,S0615,S0525
go and have a look,5,77,[77],[15],SYEF.tsv,S0615,S0525
see,1,77,"[77, 92, 202, 222, 230, 248, 544, 560, 631, 719, 820, 852, 860, 889, 926]","[15, 16, 23, 110, 113, 144, 351, 392, 401, 509, 515, 699, 712, 726, 733, 788, 851, 859, 876, 443, 623, 724]",SYEF.tsv,S0615,S0525
at that,2,77,[77],[72],SYEF.tsv,S0615,S0525
try,1,77,"[77, 630, 635]","[74, 294, 478, 724, 823, 855]",SYEF.tsv,S0615,S0525
i suppose,2,104,"[77, 410, 468]","[104, 643, 729, 823]",SYEF.tsv,S0615,S0525
have a,2,131,"[77, 188, 371, 742, 860, 922]","[131, 559]",SYEF.tsv,S0615,S0525
like it,2,141,[77],"[141, 443, 878]",SYEF.tsv,S0615,S0525
like,1,168,"[77, 134, 262, 300, 304, 314, 375, 418, 420, 422, 631, 634, 852, 858]","[168, 413, 424, 429, 441, 500, 521, 576, 683, 722, 733, 775, 801, 853, 872, 443, 878]",SYEF.tsv,S0615,S0525
a few,2,322,"[77, 250]","[322, 441, 677]",SYEF.tsv,S0615,S0525
see if,2,443,"[77, 631]","[443, 623, 724]",SYEF.tsv,S0615,S0525
look at,2,478,"[77, 82, 583, 588]","[478, 724, 770, 827, 519, 884]",SYEF.tsv,S0615,S0525
look at that,3,519,[77],"[519, 884]",SYEF.tsv,S0615,S0525
it with,2,548,[77],[548],SYEF.tsv,S0615,S0525
with a,2,578,[77],[578],SYEF.tsv,S0615,S0525
a couple of,3,689,"[77, 96]",[689],SYEF.tsv,S0615,S0525
call,1,78,"[78, 230, 302]","[13, 194, 322]",SYEF.tsv,S0615,S0525
not that,2,325,"[80, 156, 460]",[325],SYEF.tsv,S0615,S0525
that i,2,559,"[80, 284, 362]","[559, 886]",SYEF.tsv,S0615,S0525
in the,2,82,"[82, 308, 362, 408, 410, 583, 616, 673, 734, 780]","[1, 5, 153, 281, 393, 411, 695, 847, 917, 543, 613]",SYEF.tsv,S0615,S0525
in the afternoon,3,82,[82],[5],SYEF.tsv,S0615,S0525
probably,1,83,"[82, 383, 434, 481, 742]","[83, 99, 189, 296, 485, 643, 677, 900]",SYEF.tsv,S0615,S0525
anyway,1,319,"[82, 87, 236, 238, 863, 889]","[319, 399, 484, 496, 643, 906]",SYEF.tsv,S0615,S0525
it in,2,527,"[82, 583]","[527, 643]",SYEF.tsv,S0615,S0525
it in the,3,543,"[82, 583]","[543, 613]",SYEF.tsv,S0615,S0525
mm mm,2,85,"[85, 162, 232, 323, 352]","[61, 139, 257, 391, 484, 607, 927]",SYEF.tsv,S0615,S0525
tuesday,1,89,"[87, 88, 90, 236, 284, 291, 344]","[89, 286, 351]",SYEF.tsv,S0615,S0525
even,1,115,"[87, 306]","[115, 294, 480]",SYEF.tsv,S0615,S0525
what it be,3,274,"[87, 180, 481]",[274],SYEF.tsv,S0615,S0525
i'm sure,2,325,[87],[325],SYEF.tsv,S0615,S0525
i've get,2,441,[87],"[441, 445, 870]",SYEF.tsv,S0615,S0525
i can't remember,3,496,[87],"[496, 886]",SYEF.tsv,S0615,S0525
can't,1,578,"[87, 236, 300]","[578, 629, 695, 779, 861, 864, 915, 726, 886]",SYEF.tsv,S0615,S0525
i can't remember what,4,726,[87],[726],SYEF.tsv,S0615,S0525
i've,1,735,"[87, 94, 252, 583, 804, 889]","[735, 906, 870]",SYEF.tsv,S0615,S0525
old,1,113,"[90, 457]","[113, 136, 480, 880]",SYEF.tsv,S0615,S0525
weeks,1,144,[90],[144],SYEF.tsv,S0615,S0525
gonna,1,92,"[92, 195, 244, 256, 308, 660, 661, 840]","[1, 15, 23, 42, 44, 74, 93, 104, 107, 110, 118, 141, 247, 251, 283, 413, 445, 463, 493, 500, 505, 548, 570, 613, 628, 735, 765, 768, 789, 801, 803, 823, 851, 872, 904, 16, 401, 793]",SYEF.tsv,S0615,S0525
gonna see,2,92,[92],"[16, 401]",SYEF.tsv,S0615,S0525
great,1,106,[92],"[106, 351]",SYEF.tsv,S0615,S0525
we're,1,239,"[92, 742]","[239, 643, 837, 793]",SYEF.tsv,S0615,S0525
great nan,2,399,[92],[399],SYEF.tsv,S0615,S0525
we're gonna,2,793,[92],[793],SYEF.tsv,S0615,S0525
home,1,94,[94],"[84, 823]",SYEF.tsv,S0615,S0525
save some,2,94,[94],[93],SYEF.tsv,S0615,S0525
at home,2,95,[94],[95],SYEF.tsv,S0615,S0525
save,1,96,[96],[93],SYEF.tsv,S0615,S0525
little,1,129,"[96, 308, 314, 592, 631, 732, 742, 860, 922]","[129, 138, 211, 269, 765, 895]",SYEF.tsv,S0615,S0525
ones,1,365,"[96, 364]","[365, 576]",SYEF.tsv,S0615,S0525
can take,2,98,[98],[7],SYEF.tsv,S0615,S0525
that's,1,98,"[98, 203, 213, 215, 216, 236, 240, 242, 302, 432, 481, 510, 520, 542, 579, 616, 673]","[36, 59, 119, 136, 189, 261, 283, 286, 311, 433, 445, 461, 519, 585, 647, 750, 770, 772, 799, 843, 876, 241]",SYEF.tsv,S0615,S0525
take,1,98,"[98, 149, 195, 549, 702]","[52, 104, 194, 336, 512, 554, 593, 750, 827, 835, 904, 467]",SYEF.tsv,S0615,S0525
i can,2,98,[98],"[83, 733, 904]",SYEF.tsv,S0615,S0525
fine,1,98,"[98, 213, 219, 236, 240, 242, 381, 746]","[97, 241, 286]",SYEF.tsv,S0615,S0525
one of,2,138,"[98, 612, 822]","[138, 706]",SYEF.tsv,S0615,S0525
that's fine,2,241,"[98, 236, 240, 242]","[241, 286]",SYEF.tsv,S0615,S0525
take one,2,467,[98],[467],SYEF.tsv,S0615,S0525
she say,2,142,"[101, 256]","[142, 148, 159, 827]",SYEF.tsv,S0615,S0525
be it,2,168,"[101, 438, 525, 616, 682]","[168, 433, 505, 566, 580, 681, 795, 882, 884, 913]",SYEF.tsv,S0615,S0525
never mind,2,112,[112],"[111, 278]",SYEF.tsv,S0615,S0525
mind,1,296,[112],"[296, 319, 605, 685, 695]",SYEF.tsv,S0615,S0525
never,1,487,"[112, 889]","[487, 683]",SYEF.tsv,S0615,S0525
hour,1,122,[122],"[1, 849]",SYEF.tsv,S0615,S0525
won't be,2,122,[122],"[110, 384]",SYEF.tsv,S0615,S0525
half an hour,3,127,[122],"[127, 904]",SYEF.tsv,S0615,S0525
longer,1,413,[122],[413],SYEF.tsv,S0615,S0525
half an,2,643,[122],[643],SYEF.tsv,S0615,S0525
an hour,2,845,[122],[845],SYEF.tsv,S0615,S0525
today,1,281,"[134, 246, 337, 492]","[281, 543, 550]",SYEF.tsv,S0615,S0525
how's,1,458,[140],[458],SYEF.tsv,S0615,S0525
job,1,704,[140],[704],SYEF.tsv,S0615,S0525
they both come,3,148,[145],[148],SYEF.tsv,S0615,S0525
come up,2,147,"[147, 887]","[142, 148]",SYEF.tsv,S0615,S0525
they both come up,4,148,[147],[148],SYEF.tsv,S0615,S0525
that one,2,681,"[149, 156, 450, 540]",[681],SYEF.tsv,S0615,S0525
in that,2,770,[149],"[770, 919]",SYEF.tsv,S0615,S0525
oh and,2,451,[154],"[451, 884]",SYEF.tsv,S0615,S0525
drive,1,156,[156],"[72, 148, 152, 161]",SYEF.tsv,S0615,S0525
car,1,156,[156],[148],SYEF.tsv,S0615,S0525
do he,2,426,"[156, 182, 846]","[426, 429, 770]",SYEF.tsv,S0615,S0525
he's get,2,160,"[160, 358]","[148, 269, 325, 480, 864, 870]",SYEF.tsv,S0615,S0525
he's,1,160,"[160, 166, 186, 238, 358, 481, 713, 715, 719, 746, 749, 782]","[159, 378, 484, 565, 613, 770, 772, 779, 851, 866, 269, 325, 480, 864, 870]",SYEF.tsv,S0615,S0525
bite,1,378,"[160, 308, 592, 631]","[378, 568]",SYEF.tsv,S0615,S0525
how many,2,164,"[164, 675]",[52],SYEF.tsv,S0615,S0525
leave,1,164,"[164, 308]","[67, 543, 906]",SYEF.tsv,S0615,S0525
many,1,164,"[164, 675]",[79],SYEF.tsv,S0615,S0525
he get,2,164,"[164, 182, 867]","[127, 866]",SYEF.tsv,S0615,S0525
have he get,3,866,"[164, 867]",[866],SYEF.tsv,S0615,S0525
you don't,2,389,"[167, 314]","[389, 500, 628, 638]",SYEF.tsv,S0615,S0525
if it,2,169,[169],[4],SYEF.tsv,S0615,S0525
be a,2,169,[169],"[50, 142, 283]",SYEF.tsv,S0615,S0525
he be,2,171,"[171, 236, 707]","[136, 478, 485, 701, 703]",SYEF.tsv,S0615,S0525
thing,1,283,"[171, 284]","[283, 554, 662, 774, 793]",SYEF.tsv,S0615,S0525
be do,2,336,[171],[336],SYEF.tsv,S0615,S0525
every,1,467,[176],"[467, 770]",SYEF.tsv,S0615,S0525
be that,2,178,"[178, 232, 719]","[63, 231, 274, 290, 336, 476, 672, 726, 741, 765, 797, 886]",SYEF.tsv,S0615,S0525
get the,2,182,[182],"[148, 602, 662, 793]",SYEF.tsv,S0615,S0525
days,1,182,[182],"[181, 325, 458]",SYEF.tsv,S0615,S0525
the bus,2,183,[182],[183],SYEF.tsv,S0615,S0525
alright,1,433,"[184, 198, 224, 226, 230, 232, 238, 282, 323, 603, 655, 694]",[433],SYEF.tsv,S0615,S0525
tutor,1,193,"[193, 347]","[70, 76, 355]",SYEF.tsv,S0615,S0525
oh it,2,431,"[193, 236]",[431],SYEF.tsv,S0615,S0525
might be,2,683,"[193, 396, 887]",[683],SYEF.tsv,S0615,S0525
gonna take,2,195,[195],"[104, 904]",SYEF.tsv,S0615,S0525
hello,1,211,"[195, 196, 197]",[211],SYEF.tsv,S0615,S0525
i'm gonna,2,445,"[195, 244, 256, 308]","[445, 735]",SYEF.tsv,S0615,S0525
to you,2,197,"[197, 905]","[100, 123, 146]",SYEF.tsv,S0615,S0525
nice,1,237,"[197, 364, 367, 432, 452, 453, 520, 534, 542, 571, 595, 597, 606, 907]","[237, 512, 736, 878]",SYEF.tsv,S0615,S0525
oh i,2,496,"[202, 450, 468, 544]","[496, 783]",SYEF.tsv,S0615,S0525
yeah yeah,2,203,"[203, 310, 320]","[102, 172, 194]",SYEF.tsv,S0615,S0525
problem,1,286,"[203, 298]","[286, 336]",SYEF.tsv,S0615,S0525
yeah that's,2,311,"[203, 216, 481]","[311, 461]",SYEF.tsv,S0615,S0525
okay yeah,2,208,[208],"[59, 194]",SYEF.tsv,S0615,S0525
yeah well,2,321,[209],[321],SYEF.tsv,S0615,S0525
oh yeah,2,348,"[209, 215, 268, 400, 871, 885]","[348, 454]",SYEF.tsv,S0615,S0525
good,1,215,"[215, 219, 379, 387, 664, 715]","[25, 95, 131, 161, 261, 384, 476, 527, 565, 596, 647, 683, 687, 704, 712, 818, 851, 878, 886, 890]",SYEF.tsv,S0615,S0525
really,1,527,"[215, 252, 300, 314]","[527, 566, 598, 904]",SYEF.tsv,S0615,S0525
oh that's,2,585,[215],[585],SYEF.tsv,S0615,S0525
isn't it,2,216,"[216, 470, 523]","[15, 130, 139, 241, 409, 519, 596, 706]",SYEF.tsv,S0615,S0525
be good,2,219,[219],"[161, 527, 687]",SYEF.tsv,S0615,S0525
would,1,417,"[219, 224, 252, 375, 420, 584, 603, 631, 634, 852, 854, 858]","[417, 801, 683]",SYEF.tsv,S0615,S0525
would be good,3,683,[219],[683],SYEF.tsv,S0615,S0525
let's,1,321,"[222, 630, 631, 639, 640, 860]",[321],SYEF.tsv,S0615,S0525
text,1,223,[223],[1],SYEF.tsv,S0615,S0525
you can,2,223,[223],"[7, 296, 443, 574, 861]",SYEF.tsv,S0615,S0525
what's,1,223,"[223, 862, 893]","[13, 233, 690]",SYEF.tsv,S0615,S0525
what so,2,233,[223],[233],SYEF.tsv,S0615,S0525
what's the,2,233,[223],[233],SYEF.tsv,S0615,S0525
give you,2,726,[223],[726],SYEF.tsv,S0615,S0525
time you,2,904,"[223, 910]",[904],SYEF.tsv,S0615,S0525
can do,2,904,"[223, 324]","[904, 915]",SYEF.tsv,S0615,S0525
five,1,224,"[224, 238, 300, 302, 304, 306, 410]",[123],SYEF.tsv,S0615,S0525
then so,2,283,"[224, 246]",[283],SYEF.tsv,S0615,S0525
be you,2,228,"[228, 608, 879, 905]","[15, 16, 18, 333, 334, 392, 478, 557, 689, 835]",SYEF.tsv,S0615,S0525
for the,2,230,"[230, 887]","[50, 351, 376, 463]",SYEF.tsv,S0615,S0525
see you,2,230,[230],[110],SYEF.tsv,S0615,S0525
the call,2,230,[230],[194],SYEF.tsv,S0615,S0525
see you tomorrow,3,351,[230],[351],SYEF.tsv,S0615,S0525
something,1,234,[234],"[50, 735]",SYEF.tsv,S0615,S0525
at a,2,234,[234],"[52, 720]",SYEF.tsv,S0615,S0525
she's always,2,234,[234],"[72, 132]",SYEF.tsv,S0615,S0525
well she's,2,234,[234],[74],SYEF.tsv,S0615,S0525
want,1,234,"[234, 258, 668, 669, 707, 730, 802, 804, 806, 810, 910, 926]","[131, 311, 399, 509, 609, 619, 628, 638, 670, 681, 695, 703, 754, 755, 759, 765, 813, 823, 861, 892, 904, 917]",SYEF.tsv,S0615,S0525
she's get,2,234,"[234, 236]","[132, 793]",SYEF.tsv,S0615,S0525
get a,2,322,"[234, 914]","[322, 325, 441, 866]",SYEF.tsv,S0615,S0525
always,1,498,"[234, 499]","[498, 643]",SYEF.tsv,S0615,S0525
do you know,3,236,[236],"[11, 31, 52, 803]",SYEF.tsv,S0615,S0525
pay for,2,236,[236],[50],SYEF.tsv,S0615,S0525
pay,1,236,[236],[50],SYEF.tsv,S0615,S0525
do you,2,236,"[236, 778]","[63, 70, 174, 185, 247, 249, 365, 389, 419, 467, 478, 509, 632, 638, 643, 670, 699, 744, 855, 803]",SYEF.tsv,S0615,S0525
she's get to,3,236,[236],[132],SYEF.tsv,S0615,S0525
say oh,2,236,[236],[148],SYEF.tsv,S0615,S0525
to the,2,236,"[236, 408, 660]","[161, 835]",SYEF.tsv,S0615,S0525
you know,2,283,"[236, 262, 728]","[283, 309, 319, 527, 803]",SYEF.tsv,S0615,S0525
get to,2,286,[236],[286],SYEF.tsv,S0615,S0525
tuesday that's,2,286,[236],[286],SYEF.tsv,S0615,S0525
this week,2,392,"[236, 792]","[392, 395, 731]",SYEF.tsv,S0615,S0525
if you,2,443,"[236, 375, 430, 584]","[443, 643, 917]",SYEF.tsv,S0615,S0525
and it's,2,469,[236],[469],SYEF.tsv,S0615,S0525
still,1,554,"[236, 460]","[554, 706]",SYEF.tsv,S0615,S0525
and he,2,681,[236],[681],SYEF.tsv,S0615,S0525
set,1,712,"[236, 408]",[712],SYEF.tsv,S0615,S0525
cos,1,238,"[238, 314]","[84, 309, 319, 501, 683, 687, 735, 823]",SYEF.tsv,S0615,S0525
back,1,238,"[238, 314, 719]","[123, 401, 593, 718, 827, 835, 923, 900]",SYEF.tsv,S0615,S0525
for half,2,238,[238],[127],SYEF.tsv,S0615,S0525
if he,2,238,[238],"[161, 480]",SYEF.tsv,S0615,S0525
he can,2,238,"[238, 324, 326]","[161, 443]",SYEF.tsv,S0615,S0525
