Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
egg,1,26,"[26, 30, 117, 121, 123, 131, 135, 405, 407, 419, 449, 458, 466, 497, 499, 597]","[25, 27, 47, 116, 118, 126, 130, 132, 394, 398, 400, 402, 418, 426, 457, 481, 512, 558, 598]",S6A7.tsv,S0439,S0441
cold,1,27,[26],"[27, 126]",S6A7.tsv,S0439,S0441
still,1,100,"[26, 52, 75, 165, 261, 373, 387, 579]","[100, 122, 318, 322, 777]",S6A7.tsv,S0439,S0441
but i,2,118,"[26, 81, 149, 151, 233, 261, 269, 271, 387, 543, 557, 724]","[118, 214, 679]",S6A7.tsv,S0439,S0441
grow,1,162,[26],[162],S6A7.tsv,S0439,S0441
sound,1,174,"[26, 123, 201, 261, 267]",[174],S6A7.tsv,S0439,S0441
can't,1,176,"[26, 149, 221, 249, 423, 470, 593, 690]","[176, 262, 298, 354, 422, 538, 771]",S6A7.tsv,S0439,S0441
i like,2,490,"[26, 79, 245, 503, 557, 636, 666, 764]",[490],S6A7.tsv,S0439,S0441
i i,2,540,"[26, 217, 289, 417, 634, 640]","[540, 685, 719]",S6A7.tsv,S0439,S0441
ones,1,749,"[26, 750]",[749],S6A7.tsv,S0439,S0441
love,1,28,"[28, 32, 123, 131, 259, 395, 417, 489, 515, 517, 519, 559, 571, 612, 688, 704, 712, 722]","[27, 803, 31, 631, 633]",S6A7.tsv,S0439,S0441
love it,2,31,[28],"[31, 633]",S6A7.tsv,S0439,S0441
you love,2,631,[28],[631],S6A7.tsv,S0439,S0441
weird,1,76,"[30, 137, 165, 233, 299, 458, 563, 744]","[76, 158, 168, 174, 459]",S6A7.tsv,S0439,S0441
i think,2,88,"[30, 50, 79, 117, 147, 149, 175, 207, 231, 233, 245, 275, 283, 289, 293, 373, 387, 435, 449, 474, 501, 698, 728, 736]","[88, 160, 242, 328, 330, 410, 675, 719, 741, 560]",S6A7.tsv,S0439,S0441
you know,2,140,"[30, 54, 71, 79, 143, 175, 179, 185, 201, 221, 233, 281, 289, 295, 299, 339, 460, 476, 503, 519, 602, 638, 734, 802]","[140, 162, 358, 457, 262]",S6A7.tsv,S0439,S0441
always,1,162,"[30, 373, 698, 736]",[162],S6A7.tsv,S0439,S0441
think,1,182,"[30, 50, 79, 117, 147, 149, 161, 175, 201, 207, 231, 233, 237, 245, 261, 265, 271, 275, 281, 283, 285, 287, 289, 293, 373, 379, 381, 387, 435, 449, 466, 474, 501, 541, 698, 728, 736]","[182, 304, 727, 328, 330, 410, 560, 675, 719, 741, 242]",S6A7.tsv,S0439,S0441
you know when,3,262,"[30, 233, 638, 734]",[262],S6A7.tsv,S0439,S0441
like you,2,262,"[30, 79, 175, 177, 229, 245, 289, 291, 602, 724]",[262],S6A7.tsv,S0439,S0441
and stuff,2,316,"[30, 52, 149, 175, 201, 203, 213, 287, 339, 341, 634]","[316, 574]",S6A7.tsv,S0439,S0441
egg sandwich,2,426,"[30, 419]",[426],S6A7.tsv,S0439,S0441
smell,1,450,"[30, 451, 456, 505]","[450, 453, 498]",S6A7.tsv,S0439,S0441
the smell,2,453,[30],[453],S6A7.tsv,S0439,S0441
it's the,2,479,"[30, 127, 349, 367]",[479],S6A7.tsv,S0439,S0441
i think it's,3,560,"[30, 449]",[560],S6A7.tsv,S0439,S0441
think it's,2,727,"[30, 287, 449]",[727],S6A7.tsv,S0439,S0441
i love,2,32,"[32, 123, 131, 417, 489, 519, 612, 704, 722]","[27, 31, 633]",S6A7.tsv,S0439,S0441
that's,1,98,"[32, 56, 99, 123, 163, 165, 175, 187, 207, 329, 335, 343, 505, 561, 573, 612, 628, 716, 744, 760, 786, 790]","[98, 118, 182, 198, 214, 218, 270, 278, 296, 298, 368, 382, 386, 396, 459, 611, 663, 687, 717, 751, 789]",S6A7.tsv,S0439,S0441
a good,2,358,"[32, 357, 363, 636, 690]",[358],S6A7.tsv,S0439,S0441
them oh,2,502,[32],[502],S6A7.tsv,S0439,S0441
not go,2,693,[32],[693],S6A7.tsv,S0439,S0441
long,1,35,"[34, 275, 387, 742, 744]","[35, 238]",S6A7.tsv,S0439,S0441
yeah,1,36,"[36, 38, 40, 46, 52, 71, 77, 87, 91, 95, 97, 99, 101, 111, 121, 127, 133, 141, 151, 173, 175, 177, 179, 181, 185, 207, 209, 217, 231, 233, 247, 253, 263, 265, 275, 285, 289, 299, 303, 307, 315, 317, 319, 323, 327, 329, 333, 341, 349, 355, 359, 375, 387, 389, 427, 439, 445, 505, 517, 525, 535, 537, 539, 541, 561, 569, 575, 589, 599, 606, 621, 664, 668, 672, 678, 680, 682, 694, 708, 724, 726, 728, 730, 732, 740, 744, 750, 756, 758, 766, 794]","[1, 5, 7, 9, 15, 17, 19, 23, 53, 62, 66, 76, 80, 92, 100, 104, 114, 116, 122, 128, 136, 146, 148, 152, 154, 156, 158, 166, 186, 188, 192, 220, 222, 224, 226, 230, 234, 244, 246, 248, 270, 280, 282, 284, 286, 296, 300, 316, 318, 334, 336, 338, 342, 344, 358, 406, 430, 434, 469, 473, 520, 522, 530, 542, 560, 570, 574, 605, 618, 657, 665, 677, 701, 711, 725, 729, 733, 745, 763, 773, 787, 807]",S6A7.tsv,S0439,S0441
yeah i,2,66,"[38, 71, 77, 151, 217, 265, 289, 389, 517, 539, 664, 680, 726, 728, 758]","[66, 116, 560, 605, 657, 154]",S6A7.tsv,S0439,S0441
i suppose if,3,118,[38],[118],S6A7.tsv,S0439,S0441
yeah yeah,2,122,"[38, 97]","[122, 166, 665]",S6A7.tsv,S0439,S0441
isn't it,2,122,"[38, 50, 127, 183, 333, 569, 583, 585, 696, 744, 804]","[122, 416, 492, 516, 558, 723, 727]",S6A7.tsv,S0439,S0441
if you,2,140,"[38, 159]","[140, 160]",S6A7.tsv,S0439,S0441
i suppose,2,150,[38],"[150, 164, 208, 426, 558]",S6A7.tsv,S0439,S0441
yeah i suppose,3,154,[38],[154],S6A7.tsv,S0439,S0441
it then,2,506,[38],[506],S6A7.tsv,S0439,S0441
work,1,42,"[42, 287, 325, 355, 658, 660, 662, 770, 772]","[3, 37, 45, 290, 320, 328, 330, 332, 344, 358, 418, 500]",S6A7.tsv,S0439,S0441
time,1,51,"[42, 185, 187, 325, 357, 375, 575]","[51, 316, 328, 358, 641, 741, 811]",S6A7.tsv,S0439,S0441
and just,2,204,"[42, 688]",[204],S6A7.tsv,S0439,S0441
don't you,2,457,"[42, 48, 608, 802]",[457],S6A7.tsv,S0439,S0441
full,1,572,"[42, 387, 573]","[572, 576]",S6A7.tsv,S0439,S0441
in a,2,817,"[42, 191, 355]",[817],S6A7.tsv,S0439,S0441
okay,1,49,"[44, 81, 137, 327, 331, 335, 347, 373, 409, 413, 485, 495, 527, 537, 563, 640, 676, 770, 810, 812, 816]","[49, 122, 250, 260, 380, 394, 481, 483, 616, 649, 725, 785]",S6A7.tsv,S0439,S0441
for like,2,51,[48],[51],S6A7.tsv,S0439,S0441
minutes,1,51,"[48, 50, 52, 121, 179, 181, 333, 357, 363, 373, 385]","[51, 362, 641, 743, 126]",S6A7.tsv,S0439,S0441
need to,2,86,"[48, 137, 760]","[86, 496, 633, 715]",S6A7.tsv,S0439,S0441
leave them,2,126,"[48, 119, 121]",[126],S6A7.tsv,S0439,S0441
ten minutes,2,126,"[48, 52]",[126],S6A7.tsv,S0439,S0441
something,1,128,"[48, 137, 141, 147, 159, 169, 231, 355, 373, 435, 531, 790]","[128, 795]",S6A7.tsv,S0439,S0441
need,1,132,"[48, 137, 333, 760]","[132, 214, 310, 360, 475, 526, 528, 641, 496, 633]",S6A7.tsv,S0439,S0441
in for,2,326,[48],[326],S6A7.tsv,S0439,S0441
them in,2,467,"[48, 121]",[467],S6A7.tsv,S0439,S0441
hard boil,2,50,"[50, 123, 131, 507, 511]","[25, 47, 130, 422, 510, 512]",S6A7.tsv,S0439,S0441
boil,1,50,"[50, 121, 127, 131]","[25, 47, 130, 422, 510, 512]",S6A7.tsv,S0439,S0441
cos,1,50,"[50, 52, 71, 115, 121, 127, 141, 159, 175, 201, 281, 299, 509, 561, 573, 604, 704]","[43, 45, 202, 298, 316, 322, 328, 524, 564, 671, 677, 681, 685, 715, 739, 811]",S6A7.tsv,S0439,S0441
hard,1,50,"[50, 54, 121, 123, 131, 503, 507, 511]","[47, 130, 422, 510, 512]",S6A7.tsv,S0439,S0441
use,1,126,"[50, 77, 137, 139, 478, 614]",[126],S6A7.tsv,S0439,S0441
anything,1,150,"[50, 193, 217, 706]",[150],S6A7.tsv,S0439,S0441
four,1,328,"[50, 131, 523, 748, 750]",[328],S6A7.tsv,S0439,S0441
and i,2,340,"[50, 71, 149, 175, 201, 215, 267, 371, 379]",[340],S6A7.tsv,S0439,S0441
it and,2,703,"[50, 175, 207, 583]",[703],S6A7.tsv,S0439,S0441
oh yeah,2,52,"[52, 77, 175, 333, 537, 589]","[17, 19, 66, 246, 430, 787]",S6A7.tsv,S0439,S0441
say,1,68,"[52, 56, 67, 81, 147, 175, 181, 189, 201, 207, 217, 235, 251, 259, 261, 267, 285, 373, 397, 399, 411, 415, 628, 692, 712, 714, 716, 738, 798, 814]","[68, 124, 204, 394, 410, 436, 691, 715, 719]",S6A7.tsv,S0439,S0441
cool,1,98,"[52, 335, 704, 712, 740]","[98, 126, 270, 667, 787]",S6A7.tsv,S0439,S0441
they'll,1,126,"[52, 54]",[126],S6A7.tsv,S0439,S0441
i'd,1,132,"[52, 79, 81, 149, 155, 157, 201, 283, 299, 305, 307]","[132, 202, 204, 216, 302, 304, 346, 506]",S6A7.tsv,S0439,S0441
yeah oh,2,270,[52],[270],S6A7.tsv,S0439,S0441
nine,1,326,"[52, 345, 445]","[326, 328]",S6A7.tsv,S0439,S0441
or ten,2,328,[52],[328],S6A7.tsv,S0439,S0441
you say,2,436,"[56, 716]",[436],S6A7.tsv,S0439,S0441
what you,2,605,"[56, 539]",[605],S6A7.tsv,S0439,S0441
that's what,2,687,"[56, 163, 329, 505, 561, 628, 716, 786]",[687],S6A7.tsv,S0439,S0441
dear,1,61,[61],"[60, 144, 228, 270, 578]",S6A7.tsv,S0439,S0441
go with him,3,66,[65],[66],S6A7.tsv,S0439,S0441
suppose,1,118,"[65, 127]","[118, 150, 154, 164, 208, 426, 558]",S6A7.tsv,S0439,S0441
want,1,132,"[65, 67, 77, 85, 135, 185, 267, 271, 273, 293, 393, 625, 694]","[132, 202, 274, 278, 574, 624, 719, 294, 741]",S6A7.tsv,S0439,S0441
that i,2,202,"[65, 67, 77, 139, 460, 541, 666, 674]","[202, 538, 560, 799]",S6A7.tsv,S0439,S0441
he be,2,206,"[65, 69, 71, 81, 137, 141, 201, 231, 233, 307]","[206, 218]",S6A7.tsv,S0439,S0441
want to,2,294,"[65, 67, 85, 185, 267, 271, 273, 293]","[294, 741]",S6A7.tsv,S0439,S0441
last,1,316,"[65, 71, 243, 736]","[316, 641]",S6A7.tsv,S0439,S0441
then i,2,538,"[65, 115, 658, 660, 724]",[538],S6A7.tsv,S0439,S0441
to the,2,685,"[65, 77, 131, 137, 257, 381, 712, 716, 784]","[685, 691, 693, 741]",S6A7.tsv,S0439,S0441
want to go,3,741,"[65, 67]",[741],S6A7.tsv,S0439,S0441
so i,2,67,"[67, 77, 83, 175, 201, 385, 577]","[47, 136]",S6A7.tsv,S0439,S0441
go with,2,67,"[67, 79, 81, 487]",[66],S6A7.tsv,S0439,S0441
i want,2,132,"[67, 393]",[132],S6A7.tsv,S0439,S0441
want him,2,274,"[67, 77]",[274],S6A7.tsv,S0439,S0441
i go,2,316,"[67, 660]","[316, 332]",S6A7.tsv,S0439,S0441
say that,2,719,"[67, 81, 175]",[719],S6A7.tsv,S0439,S0441
i'm,1,69,"[69, 75, 111, 123, 201, 253, 283, 285, 353, 371, 441, 451, 487, 561, 573, 579, 597, 662, 682, 712, 756]","[25, 33, 51, 112, 116, 314, 322, 326, 346, 358, 408, 418, 467, 534, 536, 691, 719, 809]",S6A7.tsv,S0439,S0441
well,1,128,"[69, 71, 81, 95, 139, 157, 175, 203, 207, 209, 211, 295, 367, 371, 385, 411, 472, 493, 503, 561, 623, 658, 666, 790]","[128, 150, 194, 218, 230, 270, 320, 368, 396, 457, 492, 500, 558, 683, 691, 699, 755, 779, 799, 346]",S6A7.tsv,S0439,S0441
like oh,2,202,"[69, 95, 175, 245, 305, 638, 658]","[202, 204]",S6A7.tsv,S0439,S0441
be like oh,3,204,"[69, 175, 658]",[204],S6A7.tsv,S0439,S0441
oh i,2,242,"[69, 704, 716, 718, 808]",[242],S6A7.tsv,S0439,S0441
well i'm,2,346,[69],[346],S6A7.tsv,S0439,S0441
sorry,1,436,"[69, 81, 175, 191, 353]","[436, 455]",S6A7.tsv,S0439,S0441
well you,2,128,"[71, 203, 503]","[128, 699]",S6A7.tsv,S0439,S0441
buy,1,132,"[71, 706, 754, 756, 804]","[132, 753, 799]",S6A7.tsv,S0439,S0441
you know what,3,162,[71],[162],S6A7.tsv,S0439,S0441
friends,1,164,"[71, 75, 201, 203, 241, 261, 267, 285, 295, 431]",[164],S6A7.tsv,S0439,S0441
obviously,1,210,"[71, 75, 145, 577]","[210, 270]",S6A7.tsv,S0439,S0441
go out,2,238,"[71, 237, 247, 523]",[238],S6A7.tsv,S0439,S0441
he he,2,306,[71],[306],S6A7.tsv,S0439,S0441
cos he,2,328,[71],[328],S6A7.tsv,S0439,S0441
annoy,1,352,"[71, 351, 579]","[352, 366]",S6A7.tsv,S0439,S0441
of them,2,392,"[71, 95, 754]","[392, 707]",S6A7.tsv,S0439,S0441
what cos,2,524,[71],[524],S6A7.tsv,S0439,S0441
and he,2,564,"[71, 137, 217, 231, 259, 305]",[564],S6A7.tsv,S0439,S0441
know what,2,643,"[71, 79, 143, 201, 472, 680, 686]",[643],S6A7.tsv,S0439,S0441
we go,2,691,[71],[691],S6A7.tsv,S0439,S0441
i buy,2,799,[71],[799],S6A7.tsv,S0439,S0441
the one,2,96,"[73, 279]",[96],S6A7.tsv,S0439,S0441
reason,1,292,"[73, 351]",[292],S6A7.tsv,S0439,S0441
one,1,486,"[73, 75, 123, 143, 205, 231, 279, 317, 353, 405, 515, 521, 533, 537, 602, 625, 674, 680, 696, 786, 790]","[486, 616, 813]",S6A7.tsv,S0439,S0441
be fine,2,75,"[75, 117, 201]","[37, 51, 324, 741]",S6A7.tsv,S0439,S0441
like i'm,2,75,"[75, 285, 353, 597, 712]",[51],S6A7.tsv,S0439,S0441
apparently,1,126,"[75, 231, 251, 263, 379, 539, 561, 668, 696]","[126, 461]",S6A7.tsv,S0439,S0441
it's like,2,326,"[75, 91, 93, 99, 159, 165, 365, 373, 593, 724, 782]","[326, 516, 568, 729]",S6A7.tsv,S0439,S0441
start,1,326,"[75, 237, 241, 375, 381, 399, 515, 784]","[326, 328, 400]",S6A7.tsv,S0439,S0441
interest,1,336,[75],"[336, 618]",S6A7.tsv,S0439,S0441
which be,2,346,[75],[346],S6A7.tsv,S0439,S0441
i'm not,2,346,"[75, 283, 285, 451, 573, 662]","[346, 534, 536]",S6A7.tsv,S0439,S0441
for you,2,560,"[75, 259, 692]",[560],S6A7.tsv,S0439,S0441
it wasn't,2,641,"[75, 175, 203, 387, 602, 640]",[641],S6A7.tsv,S0439,S0441
anymore,1,715,"[75, 81]",[715],S6A7.tsv,S0439,S0441
which be fine,3,741,[75],[741],S6A7.tsv,S0439,S0441
oh yeah i,3,77,[77],[66],S6A7.tsv,S0439,S0441
be that,2,96,"[77, 549, 563, 720]","[96, 176, 322, 797]",S6A7.tsv,S0439,S0441
yeah i know,3,116,"[77, 389, 539]",[116],S6A7.tsv,S0439,S0441
try to,2,184,"[77, 185, 297]","[184, 418, 467, 739, 402]",S6A7.tsv,S0439,S0441
point,1,196,"[77, 175]","[196, 282, 288]",S6A7.tsv,S0439,S0441
try to get,3,402,[77],[402],S6A7.tsv,S0439,S0441
it as,2,558,[77],[558],S6A7.tsv,S0439,S0441
a bite,2,79,"[79, 145, 175, 201, 233, 345, 387, 456, 551, 816]","[70, 76, 116, 120, 202, 216, 218, 230, 459, 641, 817]",S6A7.tsv,S0439,S0441
you know what i,4,162,"[79, 201]",[162],S6A7.tsv,S0439,S0441
angry,1,202,"[79, 201, 231]",[202],S6A7.tsv,S0439,S0441
bite,1,210,"[79, 145, 175, 201, 233, 345, 387, 399, 451, 456, 551, 816]","[210, 340, 626, 641, 817]",S6A7.tsv,S0439,S0441
what i,2,418,"[79, 201, 207, 393]",[418],S6A7.tsv,S0439,S0441
