Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
yeah,1,6,"[6, 8, 44, 52, 85, 95, 107, 113, 134, 138, 152, 157, 159, 167, 172, 202, 240, 244, 250, 306, 312, 314, 330, 340, 342, 344, 348, 370, 398, 400, 406, 424, 433, 435, 486, 488, 546, 582, 586, 592, 600, 604]","[1, 3, 33, 37, 45, 59, 72, 86, 92, 110, 127, 149, 158, 160, 164, 259, 261, 268, 300, 302, 317, 331, 333, 345, 353, 365, 367, 381, 393, 401, 409, 421, 432, 440, 457, 459, 476, 482, 500, 528, 534, 538, 543, 591, 593, 607]",SJTT.tsv,S0018,S0033
be work here,3,7,[6],[7],SJTT.tsv,S0018,S0033
i'm,1,7,"[6, 306, 322]","[7, 80, 155, 203, 265, 266, 274, 315, 324, 341, 373, 375, 391, 399, 449, 453, 460, 541, 549, 551, 562, 597, 599]",SJTT.tsv,S0018,S0033
quite,1,9,"[6, 260]","[9, 166, 171, 179, 331, 341, 428, 526, 543]",SJTT.tsv,S0018,S0033
i be,2,21,"[6, 159, 316, 318, 332, 344]","[21, 74, 102, 104, 143, 151, 166, 171, 179, 185, 191, 207, 341, 355, 361, 434, 440, 457, 464, 522, 526, 570, 137]",SJTT.tsv,S0018,S0033
drive,1,59,[6],"[59, 341, 449, 570]",SJTT.tsv,S0018,S0033
be because,2,102,[6],[102],SJTT.tsv,S0018,S0033
work,1,106,"[6, 128, 299, 344, 368, 372, 376, 386, 394, 509, 539]","[106, 137, 143, 162, 175, 274, 311, 327, 369, 371, 373, 375, 383, 395, 401, 445, 449, 462, 466, 536, 538, 543, 570, 577, 282]",SJTT.tsv,S0018,S0033
it's so,2,135,[6],[135],SJTT.tsv,S0018,S0033
that i be,3,137,"[6, 159]",[137],SJTT.tsv,S0018,S0033
be work,2,143,[6],"[143, 282]",SJTT.tsv,S0018,S0033
learn,1,149,"[6, 159]","[149, 151, 153, 156, 171, 173]",SJTT.tsv,S0018,S0033
do here,2,155,[6],[155],SJTT.tsv,S0018,S0033
in this,2,164,[6],"[164, 385, 472, 543]",SJTT.tsv,S0018,S0033
tell me,2,164,[6],[164],SJTT.tsv,S0018,S0033
tell,1,164,[6],"[164, 455, 599]",SJTT.tsv,S0018,S0033
that i,2,168,"[6, 159, 322]","[168, 272, 459, 497]",SJTT.tsv,S0018,S0033
because i,2,203,[6],"[203, 445]",SJTT.tsv,S0018,S0033
catch,1,326,[6],[326],SJTT.tsv,S0018,S0033
and i'm,2,341,"[6, 306]","[341, 541]",SJTT.tsv,S0018,S0033
you do,2,361,"[6, 22, 73, 360, 571]","[361, 411, 432]",SJTT.tsv,S0018,S0033
i'm just,2,373,[6],"[373, 391, 551]",SJTT.tsv,S0018,S0033
how to,2,536,"[6, 539]","[536, 541, 554]",SJTT.tsv,S0018,S0033
oh yeah,2,393,"[8, 134, 172, 244, 398, 424, 546]",[393],SJTT.tsv,S0018,S0033
uh,1,226,"[12, 16, 40, 50, 58, 60, 77, 159, 180, 277, 304, 316, 318, 334, 344, 380, 494, 496, 519, 539, 561, 590, 602]","[226, 305, 430, 441, 453, 464, 508, 540, 541, 543, 556, 562, 581, 593]",SJTT.tsv,S0018,S0033
really,1,39,"[14, 46, 48, 97, 111, 126, 140, 159, 216, 223, 225, 254, 293, 318, 356, 372, 402, 408, 410, 437, 475, 490, 509, 527, 537, 596]","[39, 100, 135, 170, 201, 226, 375, 379, 391, 482, 500, 510, 566]",SJTT.tsv,S0018,S0033
okay,1,55,"[20, 56, 69, 75, 221, 236, 366, 414, 416, 606]","[55, 155, 383]",SJTT.tsv,S0018,S0033
kid,1,22,"[22, 101, 140]","[21, 25, 98, 104, 112, 114, 119, 153, 158, 453]",SJTT.tsv,S0018,S0033
mainly,1,23,[22],[23],SJTT.tsv,S0018,S0033
ah oh,2,41,"[22, 513]",[41],SJTT.tsv,S0018,S0033
do you,2,53,"[22, 65, 122, 148, 186, 219, 269, 328, 360, 378, 420, 437, 456, 479, 555, 561, 565, 571, 580]","[53, 451]",SJTT.tsv,S0018,S0033
what's,1,593,"[24, 48, 194, 223, 368, 404, 412, 429, 454]",[593],SJTT.tsv,S0018,S0033
brilliant,1,90,"[30, 34, 507]","[90, 385]",SJTT.tsv,S0018,S0033
a tennis,2,32,"[32, 542]","[7, 102, 220, 222, 326, 327, 387]",SJTT.tsv,S0018,S0033
scholarship,1,33,[32],[33],SJTT.tsv,S0018,S0033
tennis,1,74,"[32, 44, 71, 101, 132, 275, 542]","[74, 98, 164, 168, 171, 278, 282, 393, 419, 434, 453, 543, 553, 554, 595, 102, 220, 222, 326, 327, 387]",SJTT.tsv,S0018,S0033
on a,2,137,[32],"[137, 179, 245, 371]",SJTT.tsv,S0018,S0033
get on,2,324,[32],[324],SJTT.tsv,S0018,S0033
she get,2,427,[32],[427],SJTT.tsv,S0018,S0033
florida,1,41,"[36, 404]","[41, 282, 395]",SJTT.tsv,S0018,S0033
be that,2,272,"[36, 44, 81, 124, 128, 136, 165, 380, 467, 529]","[272, 339, 504]",SJTT.tsv,S0018,S0033
nice,1,82,"[38, 136, 246, 256, 260, 332, 452]","[82, 88, 249, 255]",SJTT.tsv,S0018,S0033
friends,1,42,"[42, 332]","[41, 80, 143, 282, 284, 355, 595]",SJTT.tsv,S0018,S0033
who be,2,143,"[42, 316]","[143, 284]",SJTT.tsv,S0018,S0033
through the,2,341,[44],[341],SJTT.tsv,S0018,S0033
the tennis,2,453,[44],[453],SJTT.tsv,S0018,S0033
circuit,1,491,"[44, 515]",[491],SJTT.tsv,S0018,S0033
go,1,46,"[46, 71, 97, 159, 214, 216, 219, 250, 252, 281, 312, 330, 332, 334, 344, 346, 348, 354, 378, 390, 463, 465, 542, 573, 576, 602, 606, 608]","[1, 17, 19, 41, 47, 62, 80, 104, 112, 137, 139, 155, 158, 171, 226, 274, 284, 288, 296, 303, 309, 315, 324, 327, 341, 347, 357, 361, 375, 391, 395, 401, 411, 419, 434, 436, 441, 455, 464, 482, 510, 534, 541, 547, 570, 575, 577, 593]",SJTT.tsv,S0018,S0033
much,1,46,"[46, 97, 140, 200, 287, 318, 328]","[5, 19, 39, 64, 102, 143, 147, 175, 274, 373, 379, 445, 498, 538, 574]",SJTT.tsv,S0018,S0033
in england,2,46,"[46, 400]","[41, 387]",SJTT.tsv,S0018,S0033
not go,2,46,[46],[41],SJTT.tsv,S0018,S0033
else,1,98,"[46, 338]","[98, 385, 460, 466]",SJTT.tsv,S0018,S0033
be you,2,451,"[46, 152, 242, 267, 306]",[451],SJTT.tsv,S0018,S0033
england,1,526,"[46, 400]",[526],SJTT.tsv,S0018,S0033
somewhere,1,575,"[46, 338]","[575, 577]",SJTT.tsv,S0018,S0033
good,1,233,"[48, 128, 157, 273, 328, 346, 439, 571]","[233, 329, 331, 434, 464, 512]",SJTT.tsv,S0018,S0033
that's,1,255,"[48, 95, 128, 328, 352, 366, 372, 439, 452, 521, 584, 604]","[255, 381, 483, 528, 543, 564, 587, 603]",SJTT.tsv,S0018,S0033
well,1,54,"[54, 95, 101, 216, 234, 242, 322, 332, 388, 392, 513, 555, 588, 606]","[9, 19, 23, 27, 29, 41, 49, 53, 62, 96, 121, 125, 129, 133, 135, 153, 179, 203, 239, 261, 288, 324, 355, 383, 403, 436, 483, 498, 526]",SJTT.tsv,S0018,S0033
wow,1,341,"[60, 63, 230, 517]",[341],SJTT.tsv,S0018,S0033
live,1,65,"[65, 67, 101, 136, 159, 180, 202, 242, 328, 332, 344, 400, 513]","[13, 49, 68, 104, 139, 179, 185, 203, 205, 218, 222, 245, 247, 286, 375, 401, 512]",SJTT.tsv,S0018,S0033
around,1,379,"[65, 344, 555]","[379, 455, 522, 545, 547, 570]",SJTT.tsv,S0018,S0033
to get,2,71,"[71, 159, 281]","[1, 121, 135, 387, 436, 551, 560, 311]",SJTT.tsv,S0018,S0033
sport,1,71,[71],[15],SJTT.tsv,S0018,S0033
play,1,71,"[71, 467, 477, 479, 542]","[27, 39, 62, 98, 168, 171, 361, 434, 455, 464, 468, 472, 478, 482, 508, 554, 595]",SJTT.tsv,S0018,S0033
if you can,3,71,"[71, 287]","[41, 286]",SJTT.tsv,S0018,S0033
i'll,1,71,"[71, 608]","[41, 324, 371, 387, 393, 449, 451, 554, 560]",SJTT.tsv,S0018,S0033
play tennis,2,98,"[71, 542]","[98, 554, 595]",SJTT.tsv,S0018,S0033
have a,2,110,"[71, 159, 176, 334, 344, 604]","[110, 137, 155, 357, 371, 483, 562, 568, 570, 231]",SJTT.tsv,S0018,S0033
enjoy,1,137,"[71, 431, 444, 521]","[137, 432, 434, 441, 443, 445]",SJTT.tsv,S0018,S0033
and ah,2,179,[71],[179],SJTT.tsv,S0018,S0033
have a pint,3,231,[71],[231],SJTT.tsv,S0018,S0033
no it's,2,282,[71],"[282, 574]",SJTT.tsv,S0018,S0033
if you,2,309,"[71, 281, 287, 571]","[309, 434, 554]",SJTT.tsv,S0018,S0033
to get that,3,311,[71],[311],SJTT.tsv,S0018,S0033
you can,2,371,"[71, 138, 161, 287, 320, 533, 565]","[371, 383, 427, 434, 498]",SJTT.tsv,S0018,S0033
get that,2,540,"[71, 537]",[540],SJTT.tsv,S0018,S0033
france,1,73,"[73, 81, 95, 328, 336, 394]","[11, 272, 326, 203, 207, 284, 440]",SJTT.tsv,S0018,S0033
it's ah,2,73,[73],"[53, 233]",SJTT.tsv,S0018,S0033
in france,2,203,"[73, 81, 95, 328]","[203, 207, 284, 440]",SJTT.tsv,S0018,S0033
what be you,3,451,"[73, 180]",[451],SJTT.tsv,S0018,S0033
that in,2,173,"[81, 95]",[173],SJTT.tsv,S0018,S0033
like,1,85,"[85, 91, 95, 97, 109, 128, 132, 223, 232, 238, 273, 291, 306, 322, 344, 352, 354, 368, 394, 400, 561, 573, 586]","[7, 19, 25, 41, 55, 59, 68, 78, 80, 84, 88, 94, 102, 135, 137, 143, 147, 153, 168, 170, 171, 179, 203, 226, 228, 253, 255, 257, 272, 276, 284, 286, 290, 296, 303, 313, 323, 324, 341, 357, 359, 361, 371, 381, 407, 409, 411, 419, 427, 434, 436, 451, 453, 460, 464, 466, 470, 478, 489, 497, 498, 504, 512, 541, 543, 597, 599, 605, 538]",SJTT.tsv,S0018,S0033
and all,2,85,[85],"[9, 309, 464]",SJTT.tsv,S0018,S0033
kind of,2,85,"[85, 281, 479, 492, 529]","[11, 143, 222, 243, 300, 464, 493]",SJTT.tsv,S0018,S0033
businesses,1,85,[85],"[47, 86, 237, 391]",SJTT.tsv,S0018,S0033
big,1,85,"[85, 91, 95]","[59, 84, 168, 504, 534, 568]",SJTT.tsv,S0018,S0033
one of,2,85,"[85, 159, 344, 346, 552]","[76, 78, 151, 153, 247, 282, 526]",SJTT.tsv,S0018,S0033
one,1,102,"[85, 159, 322, 344, 346, 552]","[102, 137, 139, 143, 233, 241, 247, 266, 272, 341, 419, 436, 445, 447, 498, 589, 599, 151, 153, 282, 526]",SJTT.tsv,S0018,S0033
it's get,2,226,"[85, 258]",[226],SJTT.tsv,S0018,S0033
all the,2,231,"[85, 281, 334, 429, 509]","[231, 237, 288, 381]",SJTT.tsv,S0018,S0033
of those,2,282,[85],[282],SJTT.tsv,S0018,S0033
get all,2,401,[85],[401],SJTT.tsv,S0018,S0033
yeah like,2,538,[85],[538],SJTT.tsv,S0018,S0033
the ceos,2,94,[91],[94],SJTT.tsv,S0018,S0033
they be,2,135,"[91, 97, 159, 334, 344, 348]",[135],SJTT.tsv,S0018,S0033
be all,2,193,[91],[193],SJTT.tsv,S0018,S0033
like the,2,226,[91],"[226, 323, 489]",SJTT.tsv,S0018,S0033
of all,2,243,[91],[243],SJTT.tsv,S0018,S0033
all these,2,508,[91],[508],SJTT.tsv,S0018,S0033
stuff,1,93,"[93, 354, 479, 486, 580]","[9, 137, 237, 290, 383, 445, 464, 489, 135, 171, 179, 391, 470, 498, 504, 603]",SJTT.tsv,S0018,S0033
company and,2,93,"[93, 334]",[47],SJTT.tsv,S0018,S0033
and stuff,2,135,"[93, 486]","[135, 171, 179, 391, 470, 498, 504, 603]",SJTT.tsv,S0018,S0033
like that,2,95,"[95, 354]","[7, 88, 153, 286, 290, 497, 599]",SJTT.tsv,S0018,S0033
i know,2,95,"[95, 291]","[15, 43, 434, 441, 445]",SJTT.tsv,S0018,S0033
little,1,95,[95],"[21, 82, 233, 331, 464, 541, 551]",SJTT.tsv,S0018,S0033
yeah i,2,95,"[95, 159, 400]","[45, 149, 261, 457, 500, 482]",SJTT.tsv,S0018,S0033
know,1,95,"[95, 291, 314, 340, 344, 539]","[53, 110, 114, 151, 153, 155, 171, 201, 237, 265, 282, 307, 309, 313, 329, 331, 355, 411, 430, 441, 447, 497, 500, 504, 536, 541, 593, 603, 434, 445]",SJTT.tsv,S0018,S0033
kinda,1,95,"[95, 318]","[80, 129, 151, 168, 171, 464, 508]",SJTT.tsv,S0018,S0033
idea,1,95,"[95, 346, 571]","[94, 158, 522, 595]",SJTT.tsv,S0018,S0033
i get,2,168,"[95, 308, 590]","[168, 441, 474, 540, 541, 595]",SJTT.tsv,S0018,S0033
all those,2,319,[95],"[319, 383]",SJTT.tsv,S0018,S0033
yeah yeah,2,331,"[95, 113, 138, 312, 342, 344]","[331, 421, 482]",SJTT.tsv,S0018,S0033
yeah yeah i,3,482,[95],[482],SJTT.tsv,S0018,S0033
from all,2,595,[95],[595],SJTT.tsv,S0018,S0033
too much,2,97,[97],"[5, 574]",SJTT.tsv,S0018,S0033
they just,2,102,"[97, 340, 344, 346]","[102, 361, 459]",SJTT.tsv,S0018,S0033
seem,1,143,[97],"[143, 432, 466]",SJTT.tsv,S0018,S0033
everybody,1,151,"[97, 344]",[151],SJTT.tsv,S0018,S0033
because they,2,231,"[97, 334]",[231],SJTT.tsv,S0018,S0033
like they,2,359,[97],[359],SJTT.tsv,S0018,S0033
what's go on,3,593,"[97, 344]",[593],SJTT.tsv,S0018,S0033
as well,2,101,"[101, 234, 242]","[27, 29, 62, 121, 129, 133, 135, 153, 203, 261, 355, 383, 403, 498]",SJTT.tsv,S0018,S0033
parent,1,101,"[101, 109, 165, 176]","[49, 94, 183, 205, 300, 536, 540, 541]",SJTT.tsv,S0018,S0033
school,1,101,"[101, 176]","[86, 98, 153, 171, 175, 417, 419, 425, 441]",SJTT.tsv,S0018,S0033
send their kid to,4,101,[101],[98],SJTT.tsv,S0018,S0033
for a year,3,101,[101],[98],SJTT.tsv,S0018,S0033
send,1,102,[101],[102],SJTT.tsv,S0018,S0033
be the,2,137,"[101, 350, 463]","[137, 143, 303, 427]",SJTT.tsv,S0018,S0033
year,1,155,"[101, 159]","[155, 158, 453, 508]",SJTT.tsv,S0018,S0033
live there,2,185,"[101, 159]",[185],SJTT.tsv,S0018,S0033
for a,2,309,"[101, 573]","[309, 331, 357, 395, 397]",SJTT.tsv,S0018,S0033
and what,2,419,"[101, 269, 452, 479]",[419],SJTT.tsv,S0018,S0033
coach,1,109,"[109, 275, 542]","[7, 9, 29, 74, 102, 151, 153, 164, 171, 284, 327, 387]",SJTT.tsv,S0018,S0033
like a,2,109,"[109, 132, 232, 273, 344, 561]","[84, 179, 228, 255, 284, 296, 381, 411, 427, 434, 460, 464, 605]",SJTT.tsv,S0018,S0033
crazy,1,397,"[118, 322, 344, 348]",[397],SJTT.tsv,S0018,S0033
time,1,122,"[122, 260, 281, 312, 509, 555, 571, 586]","[9, 104, 145, 171, 175, 203, 237, 261, 303, 341, 375, 434, 500, 514, 543, 311]",SJTT.tsv,S0018,S0033
days,1,122,"[122, 539]","[106, 292, 311, 369, 371, 447, 498, 502, 534, 538, 543]",SJTT.tsv,S0018,S0033
you get,2,122,"[122, 437, 452, 544, 561, 580]","[119, 121, 288, 554]",SJTT.tsv,S0018,S0033
and when,2,207,"[122, 509]",[207],SJTT.tsv,S0018,S0033
time off,2,311,"[122, 571]",[311],SJTT.tsv,S0018,S0033
be it,2,166,"[126, 132, 152, 165, 176, 219, 227, 350, 386, 592]","[166, 313, 359, 440, 441, 464]",SJTT.tsv,S0018,S0033
it just,2,175,[126],"[175, 313, 483]",SJTT.tsv,S0018,S0033
what be,2,451,"[126, 180, 227, 269, 350]",[451],SJTT.tsv,S0018,S0033
ok,1,128,[128],[41],SJTT.tsv,S0018,S0033
alright,1,128,[128],"[72, 286, 315, 393, 568]",SJTT.tsv,S0018,S0033
hey,1,222,"[128, 422]","[222, 587]",SJTT.tsv,S0018,S0033
would,1,272,"[128, 322, 346, 394, 396, 537]","[272, 274, 493, 508, 587]",SJTT.tsv,S0018,S0033
that's a,2,564,"[128, 328, 372, 439, 584]",[564],SJTT.tsv,S0018,S0033
court,1,135,"[132, 555]","[135, 175, 455, 545, 547, 562, 564]",SJTT.tsv,S0018,S0033
of tennis,2,419,[132],[419],SJTT.tsv,S0018,S0033
university,1,136,"[136, 344]","[31, 84, 405, 419, 135, 355]",SJTT.tsv,S0018,S0033
at the,2,136,"[136, 429]","[47, 80, 117, 135, 143, 175, 282, 341, 474, 489, 547, 355]",SJTT.tsv,S0018,S0033
at the university,3,136,[136],"[135, 355]",SJTT.tsv,S0018,S0033
be live,2,139,"[136, 159, 328, 332]","[139, 179]",SJTT.tsv,S0018,S0033
do that,2,138,"[138, 159, 420, 463, 465]","[62, 173, 175, 274, 381, 156]",SJTT.tsv,S0018,S0033
yeah you,2,138,[138],"[110, 409]",SJTT.tsv,S0018,S0033
that when,2,138,[138],"[137, 434]",SJTT.tsv,S0018,S0033
nineteen,1,138,[138],[137],SJTT.tsv,S0018,S0033
do that when,3,156,[138],[156],SJTT.tsv,S0018,S0033
can only,2,415,[138],[415],SJTT.tsv,S0018,S0033
only do,2,502,[138],[502],SJTT.tsv,S0018,S0033
yep,1,545,"[138, 163, 176, 182, 210, 256, 291, 424, 596]",[545],SJTT.tsv,S0018,S0033
can't,1,140,[140],"[39, 222, 375, 430, 449, 472, 482, 532]",SJTT.tsv,S0018,S0033
so much,2,140,"[140, 318]","[102, 143, 175, 274, 498]",SJTT.tsv,S0018,S0033
look after,2,140,[140],"[104, 121]",SJTT.tsv,S0018,S0033
you're look after,3,140,[140],[114],SJTT.tsv,S0018,S0033
kid just,2,140,[140],"[119, 158]",SJTT.tsv,S0018,S0033
you don't,2,140,[140],"[123, 309, 341, 409]",SJTT.tsv,S0018,S0033
they they,2,140,"[140, 346]","[129, 179]",SJTT.tsv,S0018,S0033
can't really,2,140,[140],"[135, 375]",SJTT.tsv,S0018,S0033
especially when,2,140,[140],"[137, 440]",SJTT.tsv,S0018,S0033
you can't,2,175,[140],"[175, 349]",SJTT.tsv,S0018,S0033
especially,1,323,[140],[323],SJTT.tsv,S0018,S0033
look,1,324,"[140, 322]",[324],SJTT.tsv,S0018,S0033
out of,2,341,"[140, 322]","[341, 383, 387, 425]",SJTT.tsv,S0018,S0033
suck,1,375,[140],[375],SJTT.tsv,S0018,S0033
take,1,222,"[142, 318, 322, 565, 586]","[222, 284, 319, 436, 560]",SJTT.tsv,S0018,S0033
difficult,1,156,[144],"[156, 203]",SJTT.tsv,S0018,S0033
french,1,153,"[148, 152, 340, 344, 348]","[153, 203, 339, 341, 155]",SJTT.tsv,S0018,S0033
speak french,2,155,[148],[155],SJTT.tsv,S0018,S0033
speak,1,288,"[148, 159]",[288],SJTT.tsv,S0018,S0033
i've,1,150,"[150, 332]","[7, 27, 29, 47, 149, 164, 195, 197, 201, 203, 268, 326, 401, 449, 453, 482, 522, 543, 545, 566, 595, 599]",SJTT.tsv,S0018,S0033
hear,1,276,[150],[276],SJTT.tsv,S0018,S0033
any of,2,152,[152],"[104, 151, 303, 545]",SJTT.tsv,S0018,S0033
international,1,152,"[152, 161]",[151],SJTT.tsv,S0018,S0033
actually be,2,153,[152],[153],SJTT.tsv,S0018,S0033
be it be,3,166,[152],"[166, 440, 441, 464]",SJTT.tsv,S0018,S0033
when i,2,159,"[159, 332, 344]","[11, 149, 156, 166, 171, 179, 207, 434, 440, 464, 526, 543, 570]",SJTT.tsv,S0018,S0033
i go,2,159,"[159, 312]","[17, 19, 41, 62, 139, 296, 303, 464, 482, 577]",SJTT.tsv,S0018,S0033
there and,2,159,"[159, 344]","[19, 41, 90, 104, 135, 137, 222, 261, 305]",SJTT.tsv,S0018,S0033
and then,2,159,"[159, 216, 322, 338, 539]","[19, 21, 41, 80, 121, 137, 141, 171, 311, 324, 341, 434, 453, 562, 595, 98]",SJTT.tsv,S0018,S0033
move,1,159,"[159, 204, 208, 214, 216, 334, 336]","[21, 209, 211, 290, 419, 423, 168, 526]",SJTT.tsv,S0018,S0033
try,1,159,[159],"[25, 137, 257, 375, 379, 553]",SJTT.tsv,S0018,S0033
be in,2,159,[159],"[27, 243, 371, 543]",SJTT.tsv,S0018,S0033
i have,2,159,[159],"[39, 110, 137, 139, 155, 158, 270, 272, 284, 341, 361, 371, 377, 381, 445, 447, 455, 562, 570]",SJTT.tsv,S0018,S0033
of the,2,159,"[159, 287, 312, 344, 346, 552]","[39, 76, 78, 80, 104, 137, 151, 153, 171, 245, 313, 341, 526, 547]",SJTT.tsv,S0018,S0033
go and,2,159,"[159, 346, 348, 542, 576]","[41, 455, 547, 575, 577]",SJTT.tsv,S0018,S0033
go to,2,159,"[159, 250, 252, 332]","[41, 104, 155, 171, 274, 303, 309, 327, 411, 419, 441, 464, 284, 288]",SJTT.tsv,S0018,S0033
get it,2,159,[159],[41],SJTT.tsv,S0018,S0033
but yeah,2,159,[159],"[59, 593]",SJTT.tsv,S0018,S0033
i do,2,159,[159],"[62, 171, 203, 379, 453, 482, 541]",SJTT.tsv,S0018,S0033
one of the,3,159,"[159, 344, 346, 552]","[76, 78, 151, 153, 526]",SJTT.tsv,S0018,S0033
and then they,3,159,[159],[98],SJTT.tsv,S0018,S0033
i didn't,2,159,[159],[102],SJTT.tsv,S0018,S0033
six,1,159,"[159, 539]","[102, 119, 137, 151, 155, 158, 241, 303, 311, 369, 371, 453, 543]",SJTT.tsv,S0018,S0033
seven,1,159,"[159, 338]","[106, 447, 453, 538, 564]",SJTT.tsv,S0018,S0033
i have a,3,159,[159],"[110, 137, 155, 371, 562, 570]",SJTT.tsv,S0018,S0033
that they,2,159,"[159, 380]","[112, 125, 135, 381, 460]",SJTT.tsv,S0018,S0033
it from,2,159,[159],[135],SJTT.tsv,S0018,S0033
the fact that i,4,159,[159],[137],SJTT.tsv,S0018,S0033
first,1,159,"[159, 312]","[149, 156, 419, 593]",SJTT.tsv,S0018,S0033
english,1,159,"[159, 332]","[149, 151, 153, 191, 288, 411, 430]",SJTT.tsv,S0018,S0033
i be in an,4,159,[159],[151],SJTT.tsv,S0018,S0033
the first,2,159,"[159, 312]","[151, 411]",SJTT.tsv,S0018,S0033
in an,2,159,[159],[151],SJTT.tsv,S0018,S0033
year olds,2,159,[159],"[155, 453]",SJTT.tsv,S0018,S0033
language that,2,159,[159],[156],SJTT.tsv,S0018,S0033
language,1,162,"[159, 161]",[162],SJTT.tsv,S0018,S0033
i move to,3,168,[159],[168],SJTT.tsv,S0018,S0033
and learn,2,171,[159],[171],SJTT.tsv,S0018,S0033
i do that,3,173,[159],"[173, 175]",SJTT.tsv,S0018,S0033
erm i,2,175,[159],"[175, 493]",SJTT.tsv,S0018,S0033
i be live,3,179,[159],[179],SJTT.tsv,S0018,S0033
in a,2,222,"[159, 308, 400]","[222, 379, 419, 483]",SJTT.tsv,S0018,S0033
badly,1,222,[159],[222],SJTT.tsv,S0018,S0033
be go,2,226,"[159, 332, 334, 346, 542]","[226, 309, 391, 547, 284, 288, 464]",SJTT.tsv,S0018,S0033
but uh,2,226,[159],"[226, 441, 464, 593]",SJTT.tsv,S0018,S0033
be go to,3,284,"[159, 332]","[284, 288, 464]",SJTT.tsv,S0018,S0033
the fact that,3,309,[159],[309],SJTT.tsv,S0018,S0033
on and,2,323,[159],"[323, 324]",SJTT.tsv,S0018,S0033
i be in,3,341,[159],"[341, 440]",SJTT.tsv,S0018,S0033
give,1,347,[159],"[347, 379, 451]",SJTT.tsv,S0018,S0033
group,1,379,"[159, 380]","[379, 383, 453]",SJTT.tsv,S0018,S0033
if they,2,391,[159],[391],SJTT.tsv,S0018,S0033
